YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.3578087	0.2423271	0.4392283	0.4998715	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6751092	0.1211628	0.4392209	0.4998619	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6940757	0.1763432	0.2891964	0.4243490	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7236027	0.2682455	0.7438667	0.3412148	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7218235	0.2623615	0.6005895	0.4129584	0.2391912	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6927463	0.1727642	0.2843490	0.6095129	0.7481270	0.5000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7488879	0.4544918	0.4392236	0.4998779	0.4783824	1.0000000	0.5000000	0.5060620	1.0000000	1.0000000
0.8666640	0.2423271	0.4392283	0.4998715	0.4783824	1.0000000	1.0000000	0.2530310	1.0000000	1.0000000
0.6311750	0.2423295	0.4392236	0.4998779	0.4783824	1.0000000	1.0000000	0.7971881	0.5000003	1.0000000
0.7156051	0.2423206	0.4391974	0.4998572	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	0.5000575
