"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W

0	0.8391445	0.9434076	0.4547959	0.7863235	0.5718283	0.4106047	0.1080144	0.9719045	0.3246143	1.1226199
50	0.7906470	0.8537421	0.5270204	0.9908257	0.6029890	0.6684969	0.0978255	0.9127457	0.3655651	0.9818215
100	0.7795443	0.6826904	0.5028559	0.9461073	0.6336510	0.8184983	0.1043979	0.8603919	0.3258546	0.9170530
150	0.7577511	0.5470497	0.4806014	0.9109241	0.7016732	0.8212229	0.1208871	0.9176195	0.3666274	0.9467115
200	0.8308402	0.4322808	0.4717767	0.9709278	0.6736759	0.8481651	0.1269173	0.9144535	0.3766583	0.9425258
250	0.8298911	0.4229729	0.5594001	1.0614068	0.7042307	0.8306463	0.1229612	0.8756271	0.3431910	0.9287397
300	0.8327258	0.4187557	0.6715412	1.0145665	0.6895269	0.8696343	0.1295379	0.8865215	0.3315162	0.9408387
350	0.8196054	0.3868349	0.5276861	0.9931148	0.6012299	0.8292604	0.1347255	0.9878733	0.4036319	1.0333502
400	0.8244793	0.4262897	0.5284785	1.0752046	0.5718554	0.8477528	0.1004193	0.9527244	0.3840560	0.9794106
450	0.8796261	0.3938718	0.5246309	0.9930253	0.6551531	0.8737641	0.0908827	0.9650449	0.3115840	1.0304838
500	0.8739880	0.4423066	0.5721145	0.9197089	0.6495365	0.8733640	0.1347037	0.8941982	0.3503112	1.0045015
550	0.8650051	0.4885314	0.5772777	0.7865874	0.6325407	0.6296115	0.1300170	0.9586106	0.3389553	0.9658893
600	0.8913574	0.5429539	0.5234322	0.7726966	0.6424982	0.5707933	0.1404177	0.9056815	0.3228299	1.0378228
650	0.9346563	0.6423149	0.5582798	0.8540346	0.5998880	0.5274732	0.0786641	0.9461842	0.3215184	1.0853122
700	0.8437492	0.7300685	0.4873092	0.7799626	0.5984099	0.4654368	0.0921789	0.8593453	0.3212225	1.0881959
750	0.8574137	0.8146731	0.4351064	0.7507803	0.5933803	0.4306625	0.1086022	0.9512266	0.3747892	1.0740530
800	0.8310659	0.8668491	0.4393202	0.7969143	0.5709521	0.4315362	0.0966589	0.9771285	0.3772672	1.0295576
850	0.8325182	0.9078533	0.4272685	0.7780040	0.6270041	0.3953925	0.1380955	0.9956451	0.4186199	1.0180817
900	0.8387631	0.8396027	0.4703614	0.7572956	0.5337396	0.4934495	0.1518648	1.0267866	0.3471446	0.9598881
950	0.7373654	0.7589392	0.3836199	0.7031298	0.5722450	0.4522077	0.1520494	0.9036402	0.3624014	0.9755072
1000	0.7076718	0.8625451	0.4191393	0.7890719	0.6008845	0.4540946	0.1446689	0.9066433	0.3603412	1.0362550

0	0.8391445	0.9434076	0.4547959	0.7863235	0.5718283	0.4106047	0.1080144	0.9719045	0.3246143	1.1226199
