"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
400	0.1379321	0.0502280	0.4381520	0.7572055	1.0229027	0.0123919	0.8731971	0.8756577	0.7528111	0.7363328
450	0.1610324	0.0601406	0.4536259	0.8113935	1.0325732	0.0126078	0.8664028	0.9480980	0.7204446	0.6316572
500	0.1406074	0.0570320	0.3777917	0.8435987	0.9160958	0.0052283	0.9601612	0.9921790	0.7101040	0.5981887
550	0.1226419	0.0738248	0.3671457	0.7763443	0.8686026	0.0064219	0.8934455	0.8876698	0.7092387	0.6346645
600	0.1756920	0.0661637	0.3717430	0.8178839	0.9111241	0.0065070	0.9158214	0.9132982	0.7012425	0.5944737
650	0.1638863	0.0369795	0.4177367	0.8383545	0.9489738	0.0087507	0.9020752	0.8859647	0.6984328	0.5744352
700	0.1857259	0.0300032	0.3909497	0.7951451	0.9275205	0.0135084	0.9798746	0.9065391	0.6341026	0.6565155
750	0.1386082	0.0631838	0.4215866	0.8242386	0.9084294	0.0077387	0.9485543	0.9396421	0.6387396	0.7009638
800	0.1289748	0.0670630	0.4012537	0.7615832	0.9310554	0.0094067	0.9986383	0.9081860	0.6266425	0.6945118
850	0.1624081	0.0865609	0.4389317	0.7366978	0.9894943	0.0169347	0.8968886	0.8330630	0.6598000	0.6959047
900	0.2161718	0.0918463	0.4249354	0.8012294	1.0414362	0.0101653	0.9333317	0.9310996	0.7138234	0.7209411
950	0.1945593	0.0931322	0.4734416	0.8790649	0.9712272	0.0134222	0.9144671	0.8952002	0.7241986	0.6762764
1000	0.1861261	0.0786456	0.3865835	0.8680534	0.8669024	0.0132597	0.9061402	0.8990351	0.7306207	0.7299919

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.2329897	0.2388631	0.3537317	0.7826725	0.9301294	0.0142444	0.8798581	0.9079853	0.8540233	0.6908453
100	0.3441848	0.3094276	0.3191353	0.7456222	1.0025319	0.0253958	0.8721820	1.0149637	0.9336240	0.5313771
150	0.4084786	0.3308448	0.2712863	0.7326281	0.9432437	0.0171403	0.8270507	0.9361518	1.0257558	0.5408759
200	0.4749243	0.3426503	0.2617057	0.7675645	1.0014406	0.0187935	0.8220441	0.9705891	0.9559494	0.4823559
250	0.4946991	0.3576597	0.1931057	0.7683909	1.0624410	0.0248598	1.0174899	0.9892169	1.0395985	0.4337873
300	0.4790858	0.3277807	0.2278469	0.7656300	1.0057263	0.0179160	1.0546243	0.9320175	1.0944691	0.4556804
350	0.4942704	0.3322819	0.2326120	0.8180417	1.0228814	0.0162164	0.9327137	1.0469203	1.0951794	0.4300982
400	0.5454067	0.3079306	0.2049854	0.7408387	0.9460096	0.0146168	0.9084751	0.9770292	1.0347115	0.4001449
450	0.4919870	0.2839961	0.1968624	0.7882370	1.0795739	0.0052690	0.9814730	1.0975046	1.0488124	0.3395329
500	0.4972807	0.3030174	0.1930853	0.7034303	0.9323650	0.0139017	0.8962191	0.9527154	1.0592967	0.3115561
550	0.4212768	0.1514679	0.2590261	0.8331146	0.9529587	0.0144824	0.9262265	1.0538677	0.8191231	0.3108270
600	0.3649403	0.1121476	0.3894415	0.8383802	0.9365696	0.0163928	0.9998694	0.9270935	0.6617698	0.4920270
650	0.3002296	0.1039617	0.4118453	0.8263680	0.9739947	0.0179899	0.8912093	0.9818455	0.6109301	0.6124729
700	0.2734659	0.0764166	0.4088362	0.7308632	0.9595471	0.0140235	0.9515597	0.8976160	0.5960021	0.6927475
750	0.2416265	0.0727912	0.4144940	0.7546690	1.0504577	0.0116481	0.9550825	0.8948064	0.7180772	0.6360221
800	0.2041582	0.0828190	0.4521809	0.7126745	0.9303370	0.0117293	0.9822838	0.8116012	0.7308843	0.5741522
850	0.1297386	0.0632493	0.4166643	0.8328225	1.0002890	0.0110188	0.9927353	0.8020623	0.6549990	0.6532004
900	0.1354896	0.0656277	0.4083752	0.8105342	1.0703115	0.0130633	0.9616935	0.9367704	0.6757269	0.7019454
950	0.1748856	0.0766315	0.4545633	0.8354289	1.1644881	0.0166658	0.9030772	0.9581166	0.7706329	0.7042534
1000	0.1907577	0.0676062	0.4144563	0.7774524	1.0864354	0.0158882	0.8950038	0.9822207	0.6741823	0.7037246

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.1782585	0.2055056	0.3393193	0.8201382	0.8465874	0.0067710	0.9851932	0.9739536	0.6527924	0.6696315
100	0.3127526	0.3233429	0.2897654	0.7898952	0.4069341	0.0047932	1.0562379	0.9747453	0.6797069	0.6949934
150	0.3949587	0.3333416	0.2352379	0.8829767	0.2806155	0.0005181	0.9278511	0.9573367	0.6532632	0.7302351
200	0.4814317	0.3834311	0.2180188	1.0086925	0.1287532	0.0009437	0.8958412	0.9467452	0.6019605	0.7649990
250	0.6186096	0.4390980	0.2335873	0.9561187	0.0769329	0.0004405	0.8751535	0.9361724	0.5323486	0.7904481
300	0.5436410	0.4111659	0.2040231	1.0793332	0.0512648	0.0001075	0.9536967	0.9863431	0.4880785	0.7145473
350	0.6123647	0.4349768	0.1708484	0.9909844	0.0354370	0.0012738	0.9425911	1.0855110	0.4870002	0.8063446
400	0.5762057	0.4570458	0.2212466	0.9182986	0.0252082	0.0056315	0.9631982	0.9840302	0.5546956	0.8467345
450	0.6110357	0.4593915	0.1719916	0.9349232	0.0205693	0.0027011	0.9537648	0.9752274	0.5943593	0.8084231
500	0.5911410	0.4024255	0.1731378	0.9747256	0.0213223	0.0005468	0.8337408	0.9906651	0.4835022	0.7317602
550	0.5739079	0.2104198	0.2393448	0.9547025	0.2905445	0.0026070	0.8195579	0.8507847	0.4046275	0.7563069
600	0.4603173	0.1142206	0.2945724	0.9006012	0.6360798	0.0131600	0.7954936	0.6804107	0.4555104	0.7485856
650	0.3712186	0.0778011	0.3510276	0.8003321	0.7528458	0.0181415	0.7674613	0.6856739	0.4790118	0.7966693
700	0.2537057	0.0716844	0.4245475	0.8170668	0.9764016	0.0151985	0.7530141	0.8133008	0.6389421	0.8129439
750	0.1595084	0.0392392	0.4089657	0.8806704	1.0241381	0.0300637	0.8340515	0.9881756	0.6658302	0.7569595
800	0.1230715	0.0382605	0.3610756	0.7878216	0.9590708	0.0138123	0.9606227	1.0160301	0.7443624	0.7581490
850	0.1179696	0.0304508	0.4143484	0.8441832	0.9384976	0.0117867	0.9171506	0.8879701	0.7774180	0.6860454
900	0.1055141	0.0482899	0.3972606	0.7556567	0.9519763	0.0074849	0.9003861	0.9218584	0.7427979	0.6466673
950	0.1491851	0.0476673	0.3702005	0.8572220	1.0933153	0.0106209	0.9762225	1.0164190	0.7396375	0.5920474
1000	0.1341758	0.0660164	0.3921907	0.8028683	0.9498394	0.0112746	0.8773947	0.9534933	0.6845422	0.5958027

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.1863393	0.1001941	0.4207197	0.8476801	0.9695093	0.0147098	0.9776686	0.9001760	0.7036489	0.5708987
100	0.1996603	0.1132101	0.3922049	0.8167487	0.8161755	0.0099459	0.9313505	0.9714618	0.7505713	0.3861853
150	0.2288015	0.1553305	0.3854203	0.7000764	0.7534670	0.0108225	0.9823517	1.0264133	0.6274501	0.3025266
200	0.2355317	0.1840479	0.4451326	0.7648866	0.8212909	0.0044813	0.9199577	0.9524256	0.5850860	0.3034166
250	0.2967904	0.1635733	0.4630016	0.7765287	0.7507227	0.0138217	0.8871039	0.8198706	0.6242887	0.3129948
300	0.2732161	0.1666489	0.3903877	0.7460428	0.7143095	0.0136056	0.8836516	0.8488506	0.4993191	0.2974938
350	0.3003887	0.1436464	0.4269421	0.8028158	0.6489871	0.0148327	0.9477277	0.7674924	0.5397058	0.3302568
400	0.3518578	0.1357417	0.4396811	0.8378765	0.7129183	0.0121025	0.9316663	0.7940352	0.5139081	0.3355847
450	0.3631156	0.1084612	0.4133573	0.7557798	0.7612060	0.0177797	0.8715812	0.7452565	0.5120925	0.3482991
500	0.2819568	0.1245192	0.4807217	0.7923458	0.7482333	0.0157430	0.8142954	0.7381506	0.5421832	0.2910723
550	0.2896923	0.1231695	0.4608768	0.8175869	0.8051878	0.0183555	0.8980420	0.8188095	0.6070307	0.4194135
600	0.2973972	0.0938945	0.4876673	0.8517366	0.9032616	0.0127013	0.8848964	0.8816434	0.6416780	0.5631517
650	0.2473096	0.0718807	0.4027883	0.8169238	0.8730903	0.0108266	0.9745652	1.0135992	0.6899430	0.6726503
700	0.2186152	0.0468748	0.3728420	0.8320735	0.8727024	0.0086907	1.0184081	0.8469357	0.7304413	0.6282925
750	0.1740769	0.0458636	0.4423041	0.8726074	1.0054146	0.0075009	0.9599760	0.9057662	0.6783090	0.6432468
800	0.1802555	0.0361943	0.3883327	0.8079162	0.9874261	0.0137875	0.9505248	0.8354997	0.6400973	0.6015584
850	0.1318785	0.0550431	0.4673690	0.8067785	1.0244232	0.0114742	0.8880833	0.9033433	0.6536575	0.6821122
900	0.2026725	0.0663187	0.5333344	0.7798420	1.1000094	0.0131858	0.8919604	0.9015471	0.6836926	0.6727479
950	0.1867755	0.0680162	0.4856762	0.8097718	0.9871997	0.0334709	0.9462296	0.9124614	0.7064906	0.7137648
1000	0.1484764	0.0810454	0.3903579	0.7712280	0.8758098	0.0190848	1.0317522	0.9863904	0.7678285	0.6563024

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.0921447	0.0606687	0.3911650	0.6141958	0.9736775	0.0125295	0.9617064	0.9363323	0.7886680	0.5702792
100	0.0994994	0.0564850	0.4581830	0.4047942	1.0646703	0.0141822	1.0003379	0.8754674	0.8686027	0.3845204
150	0.1201701	0.0733562	0.4796192	0.4091894	1.0503446	0.0144829	0.8406199	0.9118064	0.9340609	0.2191560
200	0.1269036	0.0685464	0.5312844	0.4330015	1.0320196	0.0082829	0.9360286	1.0554596	0.8914218	0.1653223
250	0.1486134	0.0820633	0.5420038	0.3690876	0.9630711	0.0073670	0.9979097	1.0048274	0.8876789	0.1383794
300	0.1873622	0.1017669	0.4785183	0.2497532	0.9857032	0.0189605	1.0135213	1.1397698	0.9207731	0.1182591
350	0.2418015	0.0793725	0.5166560	0.2986803	0.9623560	0.0105980	1.0142963	0.9771446	0.9640823	0.1112677
400	0.2390133	0.1062701	0.5777496	0.2311337	0.9163925	0.0146839	0.9471469	1.0188115	1.0205404	0.0803208
450	0.2330302	0.0450867	0.5993818	0.1620746	1.0303384	0.0221060	0.9427142	0.9727733	1.0521121	0.1044942
500	0.1933377	0.0451769	0.5966958	0.2238011	0.9821558	0.0228933	0.8513697	1.0335934	0.9938756	0.1075221
550	0.1437150	0.0486226	0.6911302	0.3254151	0.9625444	0.0226068	1.0262452	1.0979523	0.8661035	0.1741791
600	0.1521430	0.0795311	0.6993884	0.4847256	0.9868235	0.0202390	0.9647185	0.9812857	0.8134822	0.3549072
650	0.1858686	0.1223232	0.6936973	0.6999015	0.9980347	0.0073879	0.9883842	1.0152383	0.7377433	0.4881590
700	0.2222499	0.1400124	0.6516846	0.7000076	1.0238445	0.0128538	0.9921780	0.9981637	0.6728019	0.5591275
750	0.2601001	0.1271259	0.5537157	0.7353129	0.9812072	0.0168125	0.9338026	0.9501136	0.6906122	0.6630434
800	0.2440163	0.1105463	0.4663462	0.8136549	0.9048426	0.0083321	1.0383262	1.0374928	0.7167252	0.6122001
850	0.2091501	0.0544198	0.4456532	0.7931950	0.9146123	0.0070254	0.9424203	0.9575098	0.6583371	0.6653666
900	0.1444166	0.0508561	0.4696049	0.8284555	0.9271285	0.0080038	1.0548886	1.0050573	0.7235746	0.6314547
950	0.1299879	0.0668118	0.4023268	0.8822447	0.9873203	0.0028478	1.0063360	0.9549247	0.7244891	0.7418321
1000	0.1487125	0.0556529	0.5053966	0.7446698	0.9024359	0.0005741	0.9903275	1.0251032	0.6484129	0.6920307

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.1497821	0.0377089	0.3673037	0.7574414	0.8656832	0.0295403	0.9220105	0.9334765	0.8299162	0.6635149
100	0.1342475	0.0498616	0.3644530	0.8248448	0.8123688	0.0131953	1.0022871	0.8706306	0.8860125	0.5690709
150	0.1165924	0.0566388	0.4205379	0.8141538	0.7486929	0.0105318	0.9848642	0.8337538	0.8462795	0.5027151
200	0.1391872	0.0604713	0.4841828	0.8137293	0.7489657	0.0126119	0.8585181	0.8731241	0.8815333	0.5138055
250	0.1364587	0.0697423	0.4339187	0.7675089	0.7359594	0.0133242	0.9446872	0.8013196	0.8860846	0.5114555
300	0.1368668	0.0749882	0.4123699	0.9017018	0.7027808	0.0156615	0.9587016	0.8626484	0.9007041	0.5063344
350	0.1838299	0.0699234	0.3735250	0.9581592	0.6990117	0.0156021	1.0148661	0.9368690	0.9233090	0.4979345
400	0.1386663	0.0585243	0.4331858	0.9291624	0.7014013	0.0110538	0.9406506	0.9890836	0.9374216	0.4806989
450	0.1672826	0.0551128	0.4518113	0.9164091	0.6842674	0.0182662	0.9178215	0.8643027	0.9129069	0.4848436
500	0.1676205	0.0401713	0.4077694	0.8627112	0.6446466	0.0266728	0.8846137	0.9403043	1.0017601	0.3999267
550	0.1667663	0.0606955	0.3978150	0.8377394	0.8417793	0.0201303	1.0117228	0.9194093	0.9045550	0.4042956
600	0.1660215	0.0532227	0.3888742	0.9063495	0.9904171	0.0146512	0.8854085	0.9806913	0.8138820	0.4198097
650	0.1879340	0.0694450	0.4983878	0.8157947	0.9628490	0.0235006	0.9683275	0.9109368	0.7285392	0.5222726
700	0.1725483	0.0816484	0.4010345	0.7206727	0.9698119	0.0216588	1.0315617	0.9338229	0.7123245	0.5679017
750	0.2378190	0.0766864	0.4722622	0.8103517	0.9011597	0.0203545	0.9295652	0.9410606	0.7001826	0.5365808
800	0.1957872	0.0541647	0.4228222	0.8752766	1.0579156	0.0134288	1.0013004	0.9426224	0.6604797	0.6081101
850	0.1773151	0.0483369	0.3992562	0.7683083	1.0179605	0.0109541	1.0130698	0.9573301	0.6769566	0.5885285
900	0.1481029	0.0526558	0.3986682	0.7258229	1.0009680	0.0188763	1.0898779	0.8734078	0.6217239	0.5897678
950	0.1439046	0.0505683	0.4170241	0.6777571	0.9569148	0.0144980	0.9373065	0.9136319	0.6524601	0.6002755
1000	0.1812028	0.0440838	0.4107583	0.6833414	0.9483523	0.0105174	0.9279463	0.8524989	0.6408533	0.6899809

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.2047792	0.2533604	0.4076280	0.7593446	0.9644635	0.0145319	0.9334229	1.0325416	0.9347476	0.5647441
100	0.3608748	0.5359726	0.4021685	0.7796461	1.0413231	0.0249298	0.9324821	1.1049027	0.9213151	0.5604139
150	0.5708745	0.5732677	0.3820566	0.8327291	1.0139917	0.0259831	0.9673064	1.1065533	0.9660735	0.5532049
200	0.6858675	0.5928353	0.3948658	0.7355095	1.0780738	0.0204928	0.9727496	0.9344856	0.9764145	0.5201747
250	0.7007663	0.6371432	0.3824618	0.7657665	0.9036592	0.0140449	0.9391935	0.9831190	0.9904901	0.4546237
300	0.7008674	0.6549493	0.4163526	0.8868274	0.9775164	0.0151003	0.9989797	0.8921686	0.9811758	0.4596095
350	0.7097334	0.6482135	0.4138969	0.8493407	0.9877748	0.0175658	0.8480824	0.9180818	0.9526785	0.5256989
400	0.7097280	0.6869609	0.3619583	0.8087260	0.9658504	0.0225939	0.9294471	1.0063858	0.9724461	0.5213617
450	0.8527242	0.7393122	0.4043415	0.7075898	1.0766054	0.0173026	0.8265266	0.9838275	0.9076841	0.4930719
500	0.7970372	0.6200897	0.3982034	0.7421336	0.9920392	0.0126916	0.9516700	0.9410696	0.9320167	0.4646244
550	0.7644854	0.3318482	0.4164389	0.8326387	1.0682513	0.0158861	0.8932073	0.9198480	0.7679197	0.4435799
600	0.6040526	0.1915237	0.4985951	0.7362311	0.9999707	0.0140024	0.8794313	0.9647691	0.7534107	0.5283429
650	0.4576956	0.0976801	0.4804711	0.7224569	1.0288141	0.0234916	0.9568911	0.9561645	0.7032710	0.5737696
700	0.3328074	0.0603674	0.5071379	0.7312029	1.0796281	0.0168929	1.0297482	0.9821091	0.6905595	0.6257186
750	0.2210056	0.0786914	0.4704813	0.7593799	1.1153844	0.0151787	1.0550551	0.9268610	0.7886645	0.5772263
800	0.1859609	0.0456146	0.4475765	0.7104720	1.1367085	0.0200693	0.9560442	0.9943474	0.7499167	0.5885690
850	0.1599632	0.0580290	0.4671979	0.7063694	0.9582576	0.0168115	0.8687701	1.0006799	0.7495130	0.5830406
900	0.1546616	0.0539163	0.4657688	0.7780958	1.0317679	0.0156625	1.0600643	0.9325866	0.7613386	0.5741489
950	0.1495445	0.0470574	0.4487784	0.7866067	0.9393240	0.0195237	1.0137983	0.9529533	0.8009911	0.6339778
1000	0.1924870	0.0447305	0.4049499	0.7907100	0.9870302	0.0163048	0.8168294	0.8345150	0.7925534	0.6903831

0	0.1843877	0.0338946	0.4479808	0.7745405	0.9838200	0.0300830	0.9585965	1.0658975	0.6587919	0.7169598
50	0.2062372	0.0733046	0.4499504	0.6155706	1.0248365	0.0212929	0.9809453	0.9993018	0.7197693	0.7008255
100	0.1850945	0.0836661	0.4378288	0.5337733	0.9961073	0.0025881	0.9782455	0.9238095	0.6973400	0.6548488
150	0.1636402	0.0507611	0.5720262	0.4933717	1.0222442	0.0099778	1.0124221	0.9633012	0.7035549	0.6805287
200	0.1782406	0.0788048	0.6273975	0.5023140	1.0640007	0.0054409	1.0294182	0.9467251	0.7055965	0.7038970
250	0.1668288	0.0866684	0.6062199	0.5627664	1.0590926	0.0108227	0.9281421	0.9325320	0.7417904	0.6593156
300	0.1855184	0.0709052	0.6229652	0.4805921	0.9653656	0.0140975	0.9382381	0.9042682	0.6933503	0.5804793
350	0.1987366	0.0910511	0.6287206	0.4725300	0.9235538	0.0022299	0.9152408	0.8916352	0.6330437	0.6574474
400	0.1559906	0.0770832	0.6574794	0.5433925	0.9750748	0.0052094	0.8918719	0.9252421	0.6835483	0.6331009
450	0.1706026	0.0821028	0.5664546	0.5522919	0.9511022	0.0041535	0.8251545	0.9598664	0.6876392	0.6165346
500	0.2219059	0.1152889	0.6313953	0.5538995	0.9395434	0.0077363	0.8678794	1.0466238	0.6693238	0.6564734
550	0.1801296	0.1017577	0.5220847	0.6593217	1.0550487	0.0158141	0.8589964	0.9169929	0.6801546	0.5714982
600	0.2170511	0.0981647	0.4661153	0.7872462	0.9940480	0.0168498	0.9323689	0.9565421	0.6861299	0.6261688
650	0.1878251	0.0607733	0.4435298	0.7212827	1.0032859	0.0144929	0.9849721	0.8470561	0.6704201	0.7102098
700	0.1409536	0.0608653	0.4241413	0.7423383	1.0617164	0.0188832	0.9159016	0.9252805	0.6348262	0.5835660
750	0.1562259	0.0661518	0.4957122	0.7877473	1.0090369	0.0112250	1.0285689	0.9006372	0.6679156	0.6465702
800	0.1623717	0.0478875	0.4397499	0.6686451	1.0549854	0.0110051	0.9756562	0.9082961	0.6156227	0.6518307
850	0.1562319	0.0549955	0.4404876	0.7439239	0.9602397	0.0104904	0.8639284	0.7740188	0.6756825	0.7712272
900	0.1586789	0.0510179	0.4375647	0.7871049	0.9081105	0.0131212	0.8450529	0.8812188	0.7397435	0.7916754
950	0.1301862	0.0676196	0.4499288	0.8964302	0.9132744	0.0205540	0.8482540	0.9982225	0.7191166	0.6543583
1000	0.1574065	0.0453940	0.4084466	0.8514960	0.9290859	0.0149665	0.9897887	0.9604954	0.6480892	0.6736240
