YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.0000000	0.9899029	0.0963493	0.9187799	0.2931480	1.0582690	0.5034821	1.0003281	0.6352376	0.9623437
0.0320626	0.0000000	0.5203737	0.4192806	0.2632015	1.0224497	0.5197805	0.8856017	0.6219611	0.9987730
0.7979842	1.0483407	0.0000000	0.6722113	0.6480960	0.2329900	0.6192140	0.9842794	0.9965072	0.9507941
0.7492387	1.0139504	0.0858542	0.0000000	0.6330416	0.3718889	0.7725709	0.9753420	0.9582571	1.0068350
0.7504863	0.9979853	0.0892694	1.0432467	0.0000000	0.7193604	0.4689322	0.9477686	0.8601614	0.9184254
0.7423040	1.0261839	0.0949802	0.4803126	1.0304090	0.0000000	0.7776311	1.0545244	1.0508275	1.0038504
0.8015372	1.1002972	0.0773646	0.8960012	0.2849525	1.0005655	0.0000000	0.8606776	0.6510106	0.9731869
0.8308742	0.9884100	0.0846135	0.4659438	0.8818840	0.0886549	1.0588420	0.0000000	0.9853846	0.9865166
0.8798592	1.0514519	0.0852311	0.4551723	0.9754028	0.0890863	0.9811365	0.0109079	0.0000000	1.0190764
0.7751301	1.0407727	0.0853268	0.7200356	0.5715859	0.3282252	0.6444494	0.9551119	1.0243229	0.0000000
