YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.0000000	0.7849249	1.0261529	1.0941721	0.9803905	0.9436318	0.0395233	1.0017033	1.0380706	0.9224434
0.4818458	0.0000000	0.0550435	0.9254589	1.0075985	0.9695041	0.0662047	1.0472705	0.9160758	0.9946467
0.4386911	0.0675931	0.0000000	1.0009671	0.9217054	0.9514904	0.0723592	0.9812074	1.0353890	0.9087419
0.4630597	0.1962079	0.0375713	0.0007433	1.0437489	0.9064460	0.0423901	1.0820691	1.0316121	0.9226225
0.4054439	0.1595275	0.0743741	0.0111825	0.0000000	1.0355420	0.0676330	0.9754723	1.0647197	1.0649346
0.5946185	0.8272651	1.0214530	1.0134859	0.9780146	0.0000000	0.0663171	1.0071330	1.0420883	1.0395750
0.1497312	0.6474994	1.0432831	1.0232064	1.0551361	1.0320728	0.0000000	0.9867077	0.9724314	1.0216953
0.1406093	0.7284661	1.0285728	0.9936995	1.0379137	0.9850808	1.0751098	0.0000000	1.0726542	0.9966642
0.1178984	0.7912422	0.9844228	0.9734893	0.9737399	1.0277859	0.0751462	0.9829547	0.0000000	0.9985821
0.1574837	0.7050688	0.9619439	1.0453534	1.0074440	0.9921613	0.0525121	1.0402064	1.0670971	0.0000000
