YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
0.0213206	0.0000000	0.0157220	0.0421158	0.0000000	0.9296593	0.0583942	0.0527830	0.8512629	1.0326519
0.9812411	0.0000000	0.0188318	0.0431631	0.9728434	0.0000000	0.0448646	0.0773818	0.9431416	1.0265464
0.0874230	0.9874440	0.0000000	0.0965888	0.3071307	0.9416428	0.0604364	0.0000000	0.8600676	1.0201649
0.0584458	1.0499205	0.0203482	0.1039137	0.2926916	1.0002885	0.0000000	0.0606619	0.0000000	1.0302022
