YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.0000000	0.2353036	0.7030564	0.3334253	0.7468396	0.3645936	0.7166650	0.7744890	0.0576374	0.7939997
0.0366640	0.0000000	0.5922500	0.4027023	0.8544026	0.3347471	0.7068737	0.7098937	0.0932479	0.8746039
0.0572250	0.0700882	0.0000000	0.4181494	0.8424233	0.4290357	0.7671764	0.8348841	0.0457279	0.7541546
0.1656475	0.4941244	0.7679267	0.0000000	0.7941355	0.4173701	0.6604305	0.7055098	0.0398616	0.6219009
0.2185866	0.4208445	0.7343921	0.0167462	0.0000000	0.3625227	0.5689630	0.7600534	0.0927547	0.6135193
0.2020339	0.4386344	0.8942242	0.0274037	0.0018754	0.0000000	0.7373247	0.7524824	0.0603450	0.9206042
0.3042308	0.3775387	0.8253341	0.0461204	0.1449084	0.0284811	0.0000000	0.7863884	0.0601564	0.7984493
0.2107401	0.6719303	0.6421698	0.4557761	0.6540197	0.5665684	0.6816575	0.0000000	0.0857340	0.8146990
0.0683553	0.1828101	0.6013923	0.4649684	0.8645266	0.3699765	0.5321601	0.8857047	0.0000000	0.8203504
0.3140276	0.4646772	0.6039910	0.4703326	0.8630333	0.4365385	0.7038883	0.0519897	0.6818017	0.0000000
