YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.5043501	0.9878776	0.9969260	0.0456628	0.0605981	0.6354113	0.4087997	0.4853996	0.3708442	0.6797989
0.6957766	0.6821341	0.4031807	0.8479614	0.4242079	0.7830661	0.8603963	0.1185304	0.2177911	0.9263943
0.4095423	0.9888029	0.9596041	0.1748988	0.0596332	0.5929592	0.3710911	0.3252901	0.2130070	0.9374043
0.6130991	0.8980639	0.4455607	0.8079967	0.5447844	0.8150402	0.9997617	0.0018201	0.1882806	1.0000000
0.3976209	0.8699001	0.6073832	0.7240828	0.4314029	0.7924350	0.8682282	0.0988719	0.1882806	1.0000000
0.5963310	0.9151117	0.5559507	0.8118139	0.5448811	0.3020594	0.9998880	0.0011171	0.1675718	1.0000000
0.8437828	0.6462102	0.3831726	0.8390614	0.4836899	0.8048115	0.8531700	0.0229681	0.1707376	1.0000000
0.4073309	0.8893823	0.6617630	0.6389287	0.3115631	0.4815494	0.5579514	0.2672044	0.1972688	0.9760470
0.4497913	0.9152756	0.7837420	0.4620475	0.2042622	0.7229275	0.6227552	0.1856036	0.1843085	0.8067691
0.6608739	0.8496639	0.5660594	0.7935876	0.4241092	0.7912909	0.8602893	0.1185981	0.0879188	1.0000000
