YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.0000000	0.1689896	0.8976708	0.0999331	0.3001984	0.7974731	0.0329191	0.6081632	0.1015007	0.0377506
0.5603022	0.0000000	0.7588742	0.3342006	0.4454941	0.8905417	0.3562692	0.5160679	0.2257518	0.0904738
0.1969439	0.8279284	0.0000000	0.0483875	0.3012583	0.7246723	0.0170389	0.4821826	0.1108309	0.0410835
0.4170387	0.2304360	0.6333748	0.0000000	0.3794757	0.6536248	0.0155851	0.6446841	0.1193608	0.0581257
0.4524594	0.1731125	0.8971903	0.2230507	0.0000000	0.7598774	0.0201419	0.4405901	0.0809574	0.0324747
0.4688694	0.1296825	0.6993703	0.1397973	0.0594728	0.0000000	0.0179863	0.1132152	0.0884126	0.0321609
0.6402555	0.1457436	0.7630045	0.2924217	0.4168708	0.6675827	0.0000000	0.5377697	0.1148948	0.0482394
0.5176320	0.1319009	0.8686377	0.2391527	0.3912944	0.8407109	0.0126572	0.0000000	0.1252605	0.0617339
0.4520376	0.2098814	0.8286007	0.2777046	0.4106369	0.6456450	0.0122575	0.6609703	0.0000000	0.0315300
0.4722791	0.1394555	0.9138870	0.2784598	0.3957667	0.8695260	0.0225510	0.5175798	0.0717626	0.0000000
