YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0000000	0.0000000	0.0094214	1.0884466	0.9734746	0.4280971	0.9553322	1.0091621	0.8862681	1.0615760
0.0000000	0.7482200	1.0346823	0.0000000	0.1902328	0.0366520	0.7872482	0.6213569	0.9294390	0.9758024
0.0000000	0.0723931	0.0062851	1.1016697	0.9598033	0.0000000	0.9605265	0.9638422	1.0374674	1.0571509
1.0666717	0.0000000	0.9689246	0.0000000	0.4135331	0.0953728	0.6735137	0.5787234	0.8695505	1.0647246
1.1250373	0.0000000	0.0115548	0.9512831	1.0402271	0.0000000	0.9541186	1.0711461	1.0256125	0.9413227
0.9602428	0.0751986	0.0000000	1.0620004	0.9320724	0.4423909	0.9270969	1.0304314	0.0000000	1.0069495
0.2086479	0.6816989	1.0141709	0.0000000	0.1936460	0.0000000	0.7413024	0.6057677	0.8747271	1.0016564
0.8855275	0.0703785	0.0058784	1.0553033	0.0000000	0.0151357	0.0000000	0.9804159	0.8921711	1.0167500
0.9307789	0.0848468	0.0118473	0.9603304	1.0259252	0.0240217	0.0000000	0.9262601	0.0291759	0.0000000
