YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.0000000	0.1185699	0.2202739	0.4888576	0.6202863	0.7214597	0.5353368	0.6374075	0.5166544	0.6934574
0.0250588	0.0000000	0.2767837	0.3980789	0.7004029	0.7003474	0.5194886	0.5272400	0.7338038	1.0520050
0.0706547	0.0450949	0.0000000	0.4358855	0.7450029	0.7506703	0.4822716	0.6341657	0.5825890	0.8488888
0.0515500	0.0258359	0.0017859	0.0000000	0.6545800	0.7233290	0.6790216	0.5061618	0.7787522	0.7494063
0.3259722	0.2928217	0.5329727	0.8711970	0.0000000	0.6251338	0.3908944	0.7074269	0.6315899	0.7399712
0.0923991	0.0170581	0.0000620	0.0028080	0.0117420	0.0000000	0.4290855	0.6367665	0.6068592	0.8374128
0.0844843	0.0322347	0.1391190	0.4238172	0.1817024	0.0499686	0.0000000	0.6917977	0.6521719	0.8597074
0.1750542	0.1040533	0.2249606	0.5014534	0.6313744	0.8450027	0.7920866	0.0000000	0.6519084	0.7716000
0.1910432	0.1002544	0.1582935	0.4123600	0.8434628	0.7204519	0.6397862	0.0424181	0.0000000	0.7280571
0.1059004	0.0660946	0.1744206	0.4755919	0.5994113	0.8360257	0.7041931	0.0539143	0.0763971	0.0000000
