"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C

0	0.7658349	0.1949902	0.9488554	0.3605920	0.5786951	1.0237457	0.0324118	0.6592753	0.1355408	0.0634910
50	0.6718385	0.0575952	1.0976678	0.6414404	0.6880239	0.9800719	0.0323887	0.7677987	0.5266419	0.0390909
100	0.8324115	0.0247255	1.0813915	0.8147671	0.6856351	0.9636281	0.1516350	0.9307502	0.5776623	0.0343728
150	1.0154301	0.0057562	1.0064490	0.7988015	0.7226367	0.9554160	0.4351303	0.9040232	0.6582848	0.0442378
200	1.0398205	0.0069799	1.1417900	0.9026880	0.7465631	0.9274341	0.5422120	0.8912716	0.7020920	0.0591360
250	0.9352306	0.0201951	1.1156375	0.8841250	0.6928046	0.8911504	0.4911929	0.9267496	0.6976681	0.0969825
300	0.9150420	0.0185862	1.0317513	0.8775672	0.7652034	0.9534550	0.4033864	0.8944521	0.7181250	0.1164414
350	0.8975595	0.0192320	0.9372629	0.8575957	0.6951671	0.9164917	0.4918425	0.9009498	0.7868942	0.1016326
400	0.8454224	0.0248871	1.0333856	0.9369505	0.7892779	0.8733857	0.5050942	1.0108981	0.7552512	0.1168502
450	0.8625660	0.0145801	1.0158334	0.8944034	0.7410932	0.8633424	0.4093032	1.0142695	0.6578462	0.0864906
500	0.8649655	0.0167987	0.9847975	0.9092235	0.7327140	0.9365657	0.4863584	1.0429059	0.7213687	0.0573984
550	0.9135315	0.1046486	0.9638864	0.7048361	0.8007051	0.8394691	0.2778097	0.9850426	0.3359441	0.0987763
600	0.8836559	0.1191686	1.0767248	0.5418556	0.7332094	0.9017044	0.1325075	0.7682279	0.1947362	0.0793858
650	0.8089867	0.1325154	1.0877129	0.4816303	0.6722589	0.8704877	0.0631838	0.8183459	0.2188086	0.0556780
700	0.7330420	0.1404877	1.0700083	0.4728580	0.6140854	0.9815892	0.0408219	0.6750146	0.1372899	0.0529886
750	0.7434684	0.1579075	1.0740351	0.4528074	0.6526139	1.0590819	0.0337717	0.7280031	0.1533518	0.0510362
800	0.6964683	0.1487037	1.0266321	0.3765669	0.6090994	0.9688446	0.0372189	0.6900825	0.1181177	0.0366560
850	0.6917223	0.1614425	1.0207033	0.3611273	0.6138397	1.0297030	0.0171471	0.6239382	0.1298305	0.0417909
900	0.6515089	0.1583340	0.9471130	0.3492613	0.5783125	0.9343760	0.0235398	0.6335890	0.1680719	0.0469518
950	0.7082136	0.1506540	0.9333293	0.3684944	0.6065976	1.0997509	0.0259059	0.6235765	0.1694305	0.0412121
1000	0.6477973	0.1609443	1.0218946	0.3417354	0.4909539	1.0878746	0.0251877	0.6691251	0.1173594	0.0654022

0	0.7658349	0.1949902	0.9488554	0.3605920	0.5786951	1.0237457	0.0324118	0.6592753	0.1355408	0.0634910
50	0.5841235	0.2218699	0.9854595	0.7200314	0.5898974	0.9909659	0.0177583	0.7043995	0.3168775	0.5336993
100	0.6441421	0.2617075	0.9858865	0.8945013	0.6767084	1.0484131	0.0141541	0.8278847	0.5338683	0.6020677
150	0.5916606	0.2782418	0.9117980	0.9977900	0.7183902	1.0512189	0.0131744	0.8249096	0.7250550	0.6271262
