"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
300	0.4613682	0.9297487	1.0177463	0.9321929	0.1336292	0.2203631	1.0404676	0.3797172	0.7458513	0.9816734
350	0.5095592	0.9777107	1.0854925	0.8614291	0.1381708	0.2077263	0.9449083	0.4750782	0.8516092	1.0065522
400	0.5536409	0.9847853	0.9787641	0.9269636	0.1330647	0.1935465	1.0033445	0.5084141	0.7945183	1.0651697
450	0.5101589	0.9390019	0.9602748	0.8543195	0.1532528	0.1913339	1.1230276	0.4697736	0.7878197	1.0671650
500	0.4858158	0.9422195	0.9785779	0.8650337	0.1225326	0.1968580	0.9178726	0.4349630	0.8487106	0.9339587
550	0.6884037	1.0185617	0.8375651	0.9111869	0.3919123	0.1865068	0.9338263	0.5152753	0.7978306	0.9663146
600	0.7745737	0.9595929	0.5793513	0.9341020	0.6286091	0.1936227	0.8716911	0.4953342	0.7501475	0.8839720
650	0.6934658	0.7248782	0.6119810	0.8773852	0.7462511	0.1734099	0.9841899	0.4554398	0.7701253	0.8712665
700	0.7287246	0.5741173	0.5585291	0.8256068	0.7856660	0.2069713	0.8218676	0.4759646	0.9070809	0.8806181
750	0.6506074	0.4476776	0.4982902	0.6581803	0.8992778	0.1766798	0.8521400	0.5036218	0.7463130	0.9570493
800	0.5024710	0.3229666	0.4704266	0.7356676	0.9312755	0.1891614	0.8979290	0.4749019	0.7158999	0.9771926
850	0.5086435	0.2513837	0.4613624	0.6590375	0.9491737	0.2563370	0.9104849	0.4360504	0.6978762	0.9764110
900	0.4762488	0.1910048	0.3767655	0.6910253	0.7683980	0.2093636	0.9900488	0.4109868	0.7517412	1.0775713
950	0.5520489	0.2462251	0.3206234	0.7127848	0.7716671	0.1627014	0.8641093	0.4514144	0.6994058	0.9942397
1000	0.5949693	0.2789697	0.3887764	0.6327722	0.7608296	0.2161548	0.8770460	0.4180715	0.6829131	1.0379840

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.4792928	0.2929323	0.6328506	0.7615429	0.7258121	0.2072700	0.9104816	0.4701399	0.7660482	0.9045095
100	0.3524007	0.1931045	0.7920470	0.6747771	0.7021113	0.2130708	0.9339609	0.4636205	0.7450270	0.8076350
150	0.2660993	0.1632848	1.0239059	0.7233056	0.7708120	0.2020477	0.8905084	0.4224481	0.6659903	0.8011226
200	0.2395510	0.1077830	0.9904109	0.6579961	0.7495739	0.2123938	0.9354889	0.3365486	0.5639143	0.8105715
250	0.2832404	0.0977070	1.0165882	0.6928426	0.6757701	0.1917929	0.9200036	0.3339442	0.5432204	0.7722190
300	0.3488074	0.1251953	0.9889414	0.6926733	0.7776552	0.1694153	0.9799508	0.2665207	0.4387754	0.7333472
350	0.2847574	0.0967160	0.9155847	0.6875878	0.8851236	0.1538160	0.8482335	0.2052164	0.4766907	0.7008159
400	0.2742529	0.0769910	1.0565820	0.6526171	0.9020787	0.2092415	0.9674763	0.1652619	0.4589427	0.6953760
450	0.2488334	0.0586820	1.0243626	0.6476514	0.8776542	0.1843421	0.9633529	0.1351813	0.4235661	0.6983755
500	0.2366999	0.0486733	0.9951914	0.6685675	0.8830612	0.1850135	0.9982661	0.1179984	0.4691929	0.7621533
550	0.3108078	0.0716690	0.7926949	0.5766056	0.9539417	0.1483855	1.0041830	0.1558610	0.5787534	0.9342369
600	0.4393399	0.1311311	0.5330669	0.5734890	0.8417098	0.1391515	1.0404030	0.2210791	0.6657793	0.9802918
650	0.5203589	0.1398418	0.4540128	0.6290452	0.8603897	0.1662423	1.0207509	0.2509196	0.6574732	0.9618602
700	0.5694484	0.1524380	0.3690308	0.6171331	0.8388874	0.1848295	0.9937421	0.3381092	0.6979379	0.9736865
750	0.5976548	0.1573707	0.3835541	0.5522325	0.8463698	0.1788629	1.0147539	0.3465736	0.6536741	0.9327097
800	0.6409777	0.2326971	0.3712085	0.6091005	0.7904901	0.2043882	0.9216576	0.3664263	0.7382475	0.9628597
850	0.5728250	0.2264394	0.3243019	0.6772536	0.7505888	0.2321569	1.0213400	0.3573421	0.6891818	0.9481371
900	0.5765282	0.2481413	0.3948291	0.7910581	0.7104282	0.1935445	1.0369894	0.3955088	0.7585125	0.9568100
950	0.6591047	0.3021020	0.4457214	0.7337005	0.6953767	0.2064060	0.9551880	0.4064284	0.7557811	0.9943009
1000	0.6864200	0.2782300	0.4873895	0.6781568	0.7556292	0.1558828	0.9417112	0.3623960	0.7237010	0.8569332

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.5944524	0.2182124	0.4649784	0.7279388	0.8028556	0.2296059	0.5779299	0.4587885	0.7051331	0.8638165
100	0.6968298	0.2423881	0.4784716	0.7555923	0.6324003	0.4133622	0.2897016	0.4260071	0.7234594	0.8590524
150	0.7961558	0.2972987	0.4376186	0.6526644	0.3552344	0.5495232	0.1468733	0.3774266	0.6161092	0.7795260
200	0.8463213	0.4536451	0.4131048	0.7913746	0.1590895	0.9230212	0.0506194	0.3398150	0.5688559	0.7270258
250	0.9262956	0.7218762	0.4773554	0.9409018	0.0496444	0.9357091	0.0218414	0.2764326	0.6481213	0.8307868
300	0.9839070	0.8408370	0.5339967	1.0382446	0.0114157	1.0436099	0.0223233	0.2716352	0.6382386	0.8637049
350	1.0615876	0.8577015	0.5929932	1.0005131	0.0096849	1.0206010	0.0170913	0.3258362	0.6731441	0.8163906
400	1.0425174	0.9576341	0.6577906	1.0174430	0.0025674	1.0056533	0.0063672	0.3226158	0.6213669	0.8374382
450	1.0222520	0.9152685	0.6139537	0.9820603	0.0056702	0.9754221	0.0155626	0.2575943	0.5797564	0.8358783
500	1.0102331	0.9882101	0.5899477	0.9206879	0.0000308	1.0749385	0.0121406	0.2442716	0.5612862	0.7982777
550	1.0613054	1.0474903	0.5380831	0.8955847	0.0100243	1.1203389	0.3854544	0.2091473	0.5286444	0.8811852
600	1.0237193	1.0550992	0.5959516	0.8559323	0.0130636	0.9081728	0.6273625	0.2389282	0.5647381	0.9333681
650	1.0066528	1.1088970	0.5381687	1.0351427	0.0273301	0.5205912	0.8069911	0.2304410	0.6779720	1.0474349
700	0.9146897	1.0054141	0.6100532	0.9620774	0.0707174	0.2647672	0.8828278	0.2916812	0.7465826	0.9453710
750	1.0449743	0.9520715	0.5940706	0.9673413	0.2812774	0.2172924	0.9174253	0.3950059	0.7232450	1.0589821
800	1.0099440	0.9083506	0.5698438	0.9832964	0.5904053	0.2006918	0.9305819	0.4574812	0.8031488	1.0242684
850	0.8336869	0.8523520	0.5658599	0.9408234	0.7086677	0.2241614	0.9205978	0.4782775	0.8560712	1.0000562
900	0.7575625	0.5818024	0.5491059	0.8291677	0.7808672	0.2062067	0.8523677	0.5326787	0.7840963	1.1447692
950	0.6625788	0.4510233	0.5000167	0.8160546	0.6938552	0.2458310	0.7652889	0.5449839	0.7614104	0.9205960
1000	0.6612867	0.4323960	0.5216662	0.7172590	0.6903822	0.2297704	0.8047914	0.4811056	0.7303651	0.8573768

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.4054053	0.2695429	0.5469273	0.4411236	0.5638144	0.2356436	0.7532105	0.4910409	0.7785795	1.0008857
100	0.1758560	0.2011257	0.6442278	0.2429020	0.5673551	0.2286930	0.8132604	0.5647003	0.8648935	0.9873577
150	0.0703039	0.1536542	0.5853420	0.1337460	0.5479887	0.2427510	0.6970900	0.6147978	0.8610910	0.9285727
200	0.0290698	0.0960206	0.5755183	0.1399814	0.4670452	0.3040914	0.6745665	0.6349178	0.8284427	1.0867058
250	0.0137124	0.1025850	0.5986555	0.1355889	0.3824325	0.3538123	0.7063953	0.6566520	0.8005055	1.0906017
300	0.0170738	0.0929832	0.5576543	0.1375593	0.3088365	0.3372106	0.8060632	0.7018568	0.9285675	0.9761899
350	0.0206625	0.1176161	0.5832727	0.1854193	0.2604918	0.3176622	0.7016697	0.7070193	0.8893887	0.9965316
400	0.0196377	0.1361180	0.5894199	0.1710784	0.1959998	0.2993662	0.6881137	0.7438424	0.8637261	1.0788701
450	0.0383145	0.1387230	0.6261544	0.1140517	0.2984818	0.2794402	0.6945726	0.7315641	0.8725931	0.9919846
500	0.0505357	0.1201353	0.5987722	0.1423748	0.3294592	0.3260580	0.7643617	0.7179455	0.9576011	1.0442738
550	0.4984634	0.2627130	0.4383722	0.5250477	0.2783348	0.3379013	0.7706092	0.7250005	0.9179626	1.0809174
600	0.7165405	0.5647411	0.3574832	0.8688025	0.3160911	0.2950213	0.8317142	0.6689932	0.8778279	1.0849846
650	0.8093066	0.7628142	0.4769310	0.9436013	0.4020354	0.2470703	0.8892894	0.6015080	0.8106939	1.0823895
700	0.9184563	0.7185210	0.5560291	0.8850983	0.5218173	0.2985069	0.7922322	0.5528869	0.7408211	0.9390427
750	0.9550710	0.6655737	0.5791516	0.8114980	0.4752160	0.2512581	0.9011403	0.4654517	0.7788775	0.9363535
800	0.9232332	0.6469723	0.6228228	0.7503924	0.5456394	0.2288585	0.9234603	0.4427882	0.8365063	1.0169720
850	0.8363408	0.5463332	0.5400585	0.8021446	0.5813735	0.2382949	0.8872095	0.4451333	0.8190254	1.0897158
900	0.7397552	0.4566568	0.4983663	0.8129467	0.7656994	0.2022977	0.8365754	0.4303277	0.7517558	1.0707895
950	0.6796995	0.3827981	0.4656446	0.7389959	0.7884428	0.2628818	0.6979268	0.4561850	0.7597181	0.9341133
1000	0.6328556	0.3706025	0.4776476	0.7596104	0.6712213	0.3033383	0.8624023	0.4534325	0.7402642	0.9232691

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.8016028	0.2862359	0.4719755	0.7186710	0.7452562	0.1323859	0.8922394	0.6005261	0.8049376	1.0074544
100	0.7415368	0.2565335	0.4964357	0.7275090	0.8213167	0.0870681	0.8110190	0.7235135	0.8144079	0.9815697
150	0.5312188	0.2564946	0.4376222	0.6637726	0.9454779	0.0517296	0.7229843	0.7595797	0.7644061	0.9735539
200	0.5352168	0.2204062	0.4279144	0.6488200	0.9096971	0.0529697	0.7571891	0.8517188	0.7406924	1.0728220
250	0.5011480	0.1818176	0.4109466	0.5705149	0.9622104	0.0462657	0.8024820	0.8438937	0.7117102	1.0000491
300	0.5314890	0.1242766	0.4688758	0.5580578	1.0194929	0.0359628	0.7423747	0.9547747	0.7148313	0.9849884
350	0.4863687	0.1560374	0.4699223	0.5960753	0.9921944	0.0602282	0.8026758	0.9309776	0.6489005	1.0147519
400	0.4976787	0.1476086	0.4084779	0.5857961	0.9600074	0.0378957	0.7379714	0.9950948	0.7323518	0.9796094
450	0.5041592	0.1245158	0.3636364	0.5133545	1.0289749	0.0444179	0.8189892	0.9809196	0.7030133	0.9372916
500	0.4775883	0.1379832	0.3675196	0.4996497	0.9659956	0.0358666	0.6919559	0.9120660	0.7109495	1.0216005
550	0.5194587	0.1447424	0.3997633	0.5170734	1.0336229	0.1365540	0.6779309	0.8215685	0.7123109	0.9546571
600	0.5694412	0.1389975	0.3131191	0.5200319	0.9582727	0.2399387	0.8179240	0.5728986	0.7844649	0.9955567
650	0.4980907	0.1420772	0.3969401	0.6464946	0.7730031	0.2459130	0.8552768	0.5027591	0.7544140	1.0380552
700	0.5477657	0.1440601	0.3969903	0.6233400	0.7513412	0.2385966	0.8148903	0.4504235	0.7729159	1.0259615
750	0.6252699	0.1831823	0.3469134	0.6866065	0.6101992	0.2170537	0.8440494	0.3711656	0.7522320	1.0111180
800	0.7091080	0.2572732	0.3796127	0.7802298	0.6295799	0.2148260	0.8724528	0.3899709	0.7829477	1.1168267
850	0.7778461	0.3302169	0.4476848	0.8262503	0.7212904	0.1909241	0.8940205	0.5194693	0.7664525	1.0370149
900	0.6373607	0.3138786	0.4490110	0.7374505	0.7651132	0.1927102	0.9632574	0.5948704	0.7537737	1.0488895
950	0.6316184	0.3237780	0.4625061	0.6824214	0.8107998	0.1859616	0.9951415	0.4609103	0.6874902	1.1203180
1000	0.6492208	0.3054175	0.4624653	0.6136712	0.8042660	0.1849996	0.9247009	0.4475289	0.7506180	1.1559681

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.3937270	0.2470992	0.4395829	0.7152614	0.8530020	0.2251367	0.8596972	0.3978307	0.7169595	1.0478986
100	0.1965756	0.2296832	0.4323276	0.6983400	0.7141824	0.2652309	0.9163804	0.4178277	0.8648645	1.0209527
150	0.1706283	0.2628530	0.4842632	0.6939715	0.7509866	0.2056185	0.9596696	0.4704948	0.9183459	1.0560700
200	0.1773517	0.2428241	0.4356045	0.6676949	0.7451012	0.1618040	0.9414304	0.5958530	0.9036605	0.9546238
250	0.1673293	0.2567516	0.4254576	0.6919692	0.8203454	0.2031633	0.7760637	0.6525775	1.0851686	1.0756683
300	0.1544391	0.2329544	0.4399347	0.6196240	0.8804660	0.1896936	0.7395840	0.7284059	1.1013183	1.1036793
350	0.1602816	0.2264396	0.3880953	0.5970071	0.7726615	0.2543385	0.7458686	0.7716546	1.0550998	1.0357664
400	0.1705383	0.2067306	0.3687028	0.7067078	0.6970476	0.2667924	0.6974347	0.7241523	1.0250354	0.9459942
450	0.1639413	0.2602168	0.4206115	0.7262463	0.5272701	0.2646270	0.7197823	0.7641220	1.1364413	1.1402550
500	0.1986653	0.3700522	0.4031284	0.8643519	0.3890158	0.2819565	0.7588994	0.7407791	1.0611477	1.0962724
550	0.6012045	0.4979951	0.5317351	0.9244638	0.3837483	0.2572952	0.7142057	0.8038793	0.9835867	0.9513296
600	0.8252561	0.6298831	0.5200827	0.9580151	0.4387740	0.2933102	0.8041876	0.8506095	0.9076919	0.9167894
650	0.8219529	0.7118626	0.5545302	0.8941218	0.4291486	0.2368508	0.7474677	0.7303018	0.8338912	1.0229582
700	0.8572974	0.7456549	0.5211862	0.8942512	0.5391567	0.2297229	0.6920153	0.6102961	0.7906787	1.0058866
750	0.8517582	0.5921053	0.5665255	0.8602950	0.5698501	0.2749517	0.7938024	0.4869688	0.8161921	0.9866138
800	0.7921055	0.6340671	0.4945711	0.8481342	0.5439612	0.2114018	0.9024719	0.5534793	0.8568366	1.0072331
850	0.7833640	0.5805650	0.5278103	0.7632369	0.5808084	0.2660095	0.9341256	0.5312167	0.8745331	0.9248696
900	0.7635680	0.5247770	0.4864878	0.7073699	0.5514509	0.2206543	0.9733036	0.5336330	0.7517042	1.0028114
950	0.8461091	0.5194736	0.4734520	0.7545991	0.5893712	0.2125389	0.8903899	0.5098318	0.7698071	1.0159731
1000	0.7399131	0.4935473	0.4632595	0.7588519	0.6787872	0.2153562	0.7848457	0.4479663	0.7707048	0.9423767

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.6127686	0.2421107	0.4467600	0.5327908	0.6680995	0.2112272	0.9539043	0.3484807	0.6830253	1.0195600
100	0.7054984	0.2499345	0.3539297	0.5479118	0.6832494	0.1276201	0.9204525	0.3915717	0.7652089	0.9431059
150	0.6659307	0.2406875	0.4032991	0.3897766	0.8173178	0.1317879	0.9160347	0.4270070	0.7026355	1.0458855
200	0.5710860	0.2046288	0.3255111	0.3838333	0.8936469	0.1671765	0.8970723	0.4136758	0.7957844	1.0686793
250	0.4903867	0.1783638	0.2162149	0.3820064	0.8574458	0.1734390	0.9495629	0.3921041	0.8306680	1.0529073
300	0.5279078	0.1879589	0.1828313	0.3769224	0.9337159	0.2134521	0.9476741	0.4851440	0.7897474	0.9827704
350	0.5012504	0.1945978	0.2256824	0.3603970	0.8321675	0.1866831	0.9576337	0.5414427	0.9112602	1.0437623
400	0.6274980	0.2036320	0.1952674	0.4545751	0.7510552	0.1677372	0.9767745	0.5726254	0.9376377	1.0478693
450	0.6499453	0.2616755	0.1843547	0.4726021	0.8349743	0.1810098	0.9950793	0.5845413	0.8685478	1.1130798
500	0.7021872	0.2909479	0.2108161	0.3920620	0.8305540	0.1926320	0.9153707	0.5461362	0.7579245	1.1454714
550	0.6561869	0.2549682	0.2303443	0.4845399	0.9360608	0.2122747	0.9001570	0.5021355	0.8351849	1.0086342
600	0.5317576	0.2389513	0.2503993	0.5491955	0.9210286	0.1829593	0.7761987	0.5261138	0.7761031	1.0131298
650	0.4951567	0.1972195	0.2669793	0.5821946	0.7794462	0.2054903	0.8988319	0.4701017	0.7326833	0.9926887
700	0.5834807	0.1947692	0.2987935	0.5674589	0.8699535	0.1870615	0.9264544	0.4681603	0.7299062	0.9528867
750	0.6370477	0.1922940	0.2998230	0.5999301	0.8588493	0.2091910	0.8811680	0.4050335	0.7485426	0.9795870
800	0.5682617	0.2036382	0.3106815	0.6578128	0.8744771	0.1701386	0.9791038	0.4125933	0.6850836	1.1371460
850	0.5214172	0.1843489	0.3785428	0.5948948	0.9138478	0.1896630	1.0989594	0.3749741	0.7464876	1.0212530
900	0.5497605	0.1440372	0.3539296	0.6005715	0.8632549	0.1893686	1.0201885	0.4263867	0.9008653	0.9943197
950	0.5820371	0.1716160	0.3298548	0.5928463	0.8134684	0.1705718	0.9373510	0.5932071	0.9303643	1.0020390
1000	0.6060339	0.1631670	0.3032800	0.6937931	0.7431793	0.2001945	0.8585857	0.5701431	0.7703380	1.0264538

0	0.6242072	0.2758552	0.3656497	0.6755627	0.7202736	0.2353516	0.9024249	0.4172047	0.7774290	0.9272215
50	0.5669551	0.2274815	0.6908508	0.7293426	0.6784317	0.2555778	0.8800680	0.5596863	0.8506609	1.0146141
100	0.6617851	0.1578981	0.7400497	0.6263514	0.6102971	0.2634842	0.7931736	0.6075552	0.7339627	0.8156368
150	0.7501108	0.1044618	0.8145124	0.5888042	0.6246998	0.2241666	0.8791279	0.5165016	0.5990728	0.6860234
200	0.7416612	0.0585399	0.8139889	0.6842387	0.7212067	0.1926120	0.9277609	0.3600503	0.4626088	0.5868643
250	0.7041199	0.0555735	0.9175230	0.5926776	0.8281927	0.1624420	1.0374586	0.2702175	0.4091493	0.5153198
300	0.7238644	0.0666649	0.8463845	0.5487277	0.8281534	0.1690535	0.9725389	0.1903440	0.3084197	0.5473638
350	0.5718502	0.0730216	0.9068212	0.4679503	0.8410544	0.1778490	1.0342797	0.0826024	0.3385744	0.5144703
400	0.6635955	0.0534470	0.9284599	0.5201958	0.9268901	0.1739197	1.0071480	0.0243309	0.3130067	0.5539259
450	0.5370418	0.0483641	0.9186812	0.5177909	0.8808771	0.1808514	1.0445589	0.0110719	0.2319526	0.5427908
500	0.5204940	0.0395582	0.8774608	0.5414887	0.8576296	0.1839769	1.1255910	0.0105372	0.2151046	0.5541363
550	0.6315789	0.0777126	0.7213465	0.5872314	0.7771773	0.1959031	1.1078749	0.0276149	0.2770187	0.7249675
600	0.6339790	0.1063233	0.4625989	0.6256573	0.8385819	0.1809064	0.9718602	0.0152622	0.4223932	0.8660026
650	0.6572527	0.1281414	0.4405564	0.5980669	0.8501746	0.1609215	1.0060005	0.0660508	0.5620712	0.9063062
700	0.6103527	0.1239445	0.3888679	0.5589399	1.0329151	0.1117944	1.0224365	0.1397857	0.7243808	0.9789923
750	0.4771028	0.1476949	0.3013770	0.5767833	0.9677654	0.1748028	1.1261093	0.2844832	0.6923316	0.9873356
800	0.5243397	0.1633511	0.2993571	0.6509063	0.8388232	0.1764566	0.9859100	0.3577368	0.7754876	1.1068432
850	0.5692509	0.1797917	0.3035493	0.5990809	0.7483088	0.1902366	0.9636171	0.4289349	0.9051752	1.0407760
900	0.5997655	0.2089746	0.3076116	0.6463583	0.7998084	0.2348390	0.8493399	0.4452947	0.8741574	1.0409507
950	0.5740568	0.1941959	0.3645702	0.6698786	0.7674694	0.2467144	0.9233788	0.5630656	0.8687241	0.9390291
1000	0.6358006	0.2322390	0.4174960	0.6973623	0.6764457	0.1965481	0.8769962	0.5657442	0.7944203	0.9371737
