YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.1041761	0.2583463	0.2968355	0.4382418	0.2084206	0.3265862	0.5749712	0.4304789	0.6219337	0.7847095
0.1123933	0.1605069	0.4048439	0.4899027	0.2067617	0.2148318	0.7291249	0.4479002	0.6691898	0.9168284
0.0817399	0.1315088	0.2212086	0.3309366	0.2541050	0.2669056	0.7450918	0.4731986	0.4228510	0.6984072
0.6651985	0.4458164	0.6018947	0.0549375	0.2331987	0.2604083	0.8065940	0.0805740	0.5138851	0.7364136
0.2673037	0.2553416	0.3183640	0.4523303	0.1086198	0.2971169	0.8416861	0.5772667	0.6069170	0.9699791
0.1600145	0.1601491	0.2080134	0.5583939	0.1544873	0.1449827	0.8406096	0.6811234	0.4445365	0.8807529
0.5177392	0.4671896	0.5939306	0.0569554	0.3375060	0.4806834	0.3489327	0.0202033	0.7763467	0.7239231
0.7591114	0.4590607	0.4993288	0.1651974	0.1528425	0.3390905	0.8355873	0.1296865	0.5129074	0.7635343
0.5739590	0.3838003	0.6702406	0.1373766	0.2664235	0.2566141	0.7094952	0.2088197	0.1739443	0.8242473
0.5919704	0.3605770	0.5103497	0.2998339	0.1909493	0.2270415	0.6590622	0.2792249	0.5256305	0.3949374
