YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.2384946	0.0234654	0.3139829	0.1345889	0.1713064	0.3770750	0.0980877	0.0006456	0.5567060	0.8412768
0.0572949	0.2509951	0.3858967	0.0968763	0.3745254	0.7103800	0.3047497	0.0317060	0.5700836	0.6663502
0.0851337	0.0000000	0.1055699	0.1676150	0.0954716	0.3299573	0.0043551	0.0342398	0.4050785	0.7124305
0.0998347	0.2177545	0.0453791	0.1082753	0.1517550	0.4109522	0.4020737	0.1052561	0.8124254	0.7608963
0.0264838	0.1419556	0.0020126	0.0513594	0.2552821	0.0461711	0.0035670	0.0112953	0.7435751	0.5952402
0.4709296	0.1760167	0.2723700	0.0990222	0.1489720	0.4673462	0.3810971	0.0091649	0.6764356	0.7174108
0.0933279	0.0428106	0.1534436	0.1495932	0.1252764	0.2808174	0.0002434	0.0232316	0.5575911	0.6441040
0.0961731	0.1464086	0.2282376	0.0371731	0.3706540	0.0053756	0.0017078	0.0069021	0.7901619	0.6404348
0.4892547	0.1422630	0.0954924	0.1408948	0.2222610	0.4082284	0.0988688	0.3674172	0.4069612	0.5545586
0.1004891	0.0053681	0.0624948	0.0518841	0.2798324	0.4276162	0.2365714	0.0166521	0.7142935	0.6463475
