"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W

0	0.5759841	0.3132524	0.7160868	0.4340837	0.4228241	0.3272241	0.3360585	0.5392522	0.5292153	0.7181305
50	0.4574383	0.5207579	0.6325008	0.6103304	0.4360078	0.1807009	0.1104035	0.5263390	0.6053918	0.2904165
100	0.4414680	0.3675941	0.7900074	0.6536754	0.1713736	0.2214924	0.0397891	0.3929243	0.5759825	0.1621018
150	0.6310536	0.3390484	0.6304874	0.5649627	0.1862083	0.2791881	0.0196303	0.4656254	0.5862179	0.1608102
200	0.5735453	0.4401602	0.7669848	0.4964854	0.1295052	0.3908359	0.0260870	0.4382534	0.5620794	0.2163120
250	0.4706177	0.4001495	0.5897365	0.5291358	0.0909272	0.3500783	0.0411824	0.3381262	0.6443647	0.1287745
300	0.4655723	0.3553529	0.7766657	0.4677157	0.1046241	0.3781212	0.0066947	0.3624922	0.6498595	0.1645260
350	0.5406569	0.4750162	0.7581385	0.6013523	0.1413381	0.3881256	0.0152502	0.3892799	0.5224674	0.1335652
400	0.4778791	0.5351215	0.8210325	0.5728620	0.1709187	0.3061966	0.0288724	0.3335674	0.5577927	0.1541680
450	0.4478891	0.4534553	0.7198448	0.5764660	0.1404520	0.3998906	0.0169708	0.3799195	0.7162370	0.1149854
500	0.4754130	0.3373664	0.6916740	0.5852067	0.1819556	0.3322599	0.0161389	0.4110436	0.6733864	0.1302008
550	0.5909885	0.3248531	0.8067100	0.2871419	0.2250383	0.6167466	0.3879228	0.4600452	0.3704633	0.5457466
600	0.5296817	0.3277622	0.6060652	0.3180216	0.2136678	0.5160359	0.3595357	0.4377952	0.4567802	0.8254282
650	0.5124764	0.4946643	0.6097207	0.4194013	0.4146995	0.5141169	0.4652161	0.4775106	0.4561700	0.5719117
700	0.4158860	0.6630400	0.6316502	0.4699963	0.4075313	0.4092153	0.3924356	0.4680837	0.4269346	0.5876415
750	0.3855153	0.5776236	0.7607632	0.5939664	0.3862270	0.3378455	0.5056275	0.3701727	0.6224992	0.8046863
800	0.4054300	0.4474703	0.7737138	0.5048532	0.4028023	0.2823817	0.4674770	0.4318685	0.4753724	0.8310036
850	0.4659129	0.4028385	0.7887544	0.4676767	0.3356007	0.2551682	0.5482915	0.3884882	0.4927983	0.7603641
900	0.5012437	0.3324914	0.7964364	0.5734576	0.5020740	0.1837925	0.4485135	0.3783939	0.5535876	0.6881170
950	0.6465734	0.4315839	0.7830342	0.5960868	0.4477064	0.2701518	0.4455785	0.5006273	0.5347399	0.6440634
1000	0.5271884	0.4300607	0.6967463	0.5561871	0.3220558	0.3066822	0.2842267	0.4469463	0.4592934	0.8588786

0	0.4938581	0.3507721	0.7997353	0.5046564	0.3415287	0.3941152	0.3786680	0.5410436	0.5320298	0.8208933
50	0.7050373	0.4275789	0.6660521	0.5227443	0.4118628	0.4185205	0.2150825	0.5161842	0.6344976	0.4188566
100	0.5246968	0.3323578	0.7753893	0.6019351	0.6321629	0.5197437	0.1001939	0.4887868	0.5573477	0.3328054
150	0.6327315	0.3127306	0.9013862	0.6751492	0.6231344	0.6958837	0.0476913	0.3416089	0.5913413	0.3206864
200	0.5761643	0.3217263	0.7647103	0.8480489	0.6067874	0.6350595	0.0752765	0.4265259	0.6400865	0.4417955
250	0.6110187	0.2975293	0.7492598	0.7387352	0.6109532	0.6584050	0.0817621	0.3906989	0.4891106	0.3244175
300	0.4487469	0.3230514	0.8627427	0.6040511	0.5914711	0.6347233	0.0908840	0.5051648	0.5601361	0.3540233
350	0.5652880	0.2395958	0.8328791	0.6049641	0.5696640	0.6874315	0.0954718	0.3724398	0.5883690	0.3731831
400	0.4681572	0.2302665	0.8820198	0.7722981	0.5275554	0.8001107	0.1035643	0.4636334	0.5367732	0.3269122
450	0.4683601	0.2559496	0.6383147	0.6706861	0.6193916	0.7385125	0.0672994	0.4057173	0.5422000	0.3281489
500	0.6422346	0.3013648	0.6062887	0.8086389	0.6848868	0.7840385	0.0932106	0.3752349	0.6292899	0.3270973
550	0.6667598	0.3476659	0.6466608	0.6229672	0.3845990	0.7817121	0.2509516	0.4037399	0.4377582	0.8426729
600	0.6802828	0.3810632	0.6938211	0.4683573	0.2698554	0.4571144	0.3323041	0.3318015	0.4303715	0.6802988
650	0.4995917	0.5543370	0.8357397	0.5040498	0.4309168	0.4402278	0.3944033	0.5075466	0.4151815	0.8657548
700	0.6844305	0.3251711	0.6798639	0.4379280	0.3189405	0.4982201	0.3221985	0.4504061	0.4671341	0.7152569
750	0.5724599	0.2449156	0.6198827	0.4543299	0.3971854	0.4372758	0.3167588	0.4542277	0.4631798	0.6851661
800	0.5579659	0.2516068	0.7126211	0.5880029	0.3865220	0.4292256	0.2049209	0.3964855	0.5033870	0.8377044
850	0.5848115	0.4253926	0.6936441	0.4150513	0.2557497	0.3574577	0.2456207	0.4735851	0.3920441	0.6822079
900	0.6177364	0.3967780	0.7026257	0.4108152	0.3024184	0.4216521	0.3132586	0.4405183	0.4017734	0.7681970
950	0.4353621	0.3185872	0.5978838	0.4872589	0.3010542	0.4135772	0.3865580	0.4449654	0.5775054	0.8129889
1000	0.5026449	0.4058592	0.7189058	0.5199882	0.2509257	0.3091025	0.4719229	0.4574261	0.4942113	0.8665104

0	0.5201895	0.3111913	0.7529661	0.5282522	0.3557147	0.4711565	0.3586258	0.6137003	0.5676982	0.7907167
50	0.4563477	0.3924583	0.8243983	0.5570087	0.2358112	0.3165299	0.4659564	0.1355119	0.5067852	0.7412319
100	0.5500943	0.4716650	0.8063611	0.5166481	0.3861564	0.2611821	0.5842270	0.1063623	0.4531983	0.6549967
150	0.5747846	0.5189700	0.7723789	0.4890707	0.4921743	0.1869196	0.7380064	0.0437111	0.5660626	0.6850409
200	0.4173316	0.4842861	0.7529510	0.6862413	0.7003690	0.1078064	0.6615304	0.0346525	0.4777814	0.6287620
250	0.5500443	0.3200674	0.6894973	0.6605715	0.5432190	0.0826422	0.7135922	0.1169045	0.4670466	0.8003229
300	0.5054961	0.4071360	0.6436431	0.7344361	0.5877127	0.1041162	0.7327361	0.1111966	0.5645247	0.8423767
350	0.6639989	0.4312052	0.8469055	0.6963769	0.6062838	0.0969260	0.7436462	0.0865204	0.4967553	0.6628078
400	0.5163679	0.3826784	0.7213900	0.6560849	0.6571462	0.0630689	0.7417692	0.0797557	0.5574110	0.6225353
450	0.5855399	0.4026406	0.7674997	0.6396601	0.6102458	0.0933654	0.7266448	0.0709575	0.4627411	0.8142977
500	0.5059740	0.4228158	0.8290562	0.7026463	0.5852513	0.0645207	0.8187400	0.0636574	0.4613889	0.7461536
550	0.6036163	0.3191741	0.7452648	0.5852979	0.5161471	0.1047248	0.7058944	0.2682956	0.4583434	1.0000000
600	0.5354177	0.4413159	0.7550806	0.6946514	0.6333414	0.1545060	0.7938532	0.5144988	0.5076354	0.8116712
650	0.6057840	0.3823930	0.7382684	0.4966255	0.5985015	0.1406309	0.6439855	0.5254049	0.5317532	0.7110754
700	0.5094652	0.3860508	0.7799633	0.6352875	0.4247340	0.1783251	0.4720337	0.5649794	0.4713779	0.7195597
750	0.5591356	0.4451442	0.8074506	0.5148511	0.4292194	0.2873601	0.2769339	0.3299646	0.5462766	0.9195766
800	0.4449309	0.2736075	0.7116063	0.5885949	0.4140587	0.4253593	0.3961622	0.5094598	0.4248772	0.7350815
850	0.5231362	0.2650477	0.7165994	0.5033602	0.2998536	0.3591332	0.3599636	0.5224137	0.4400661	0.7567533
900	0.5444144	0.3681346	0.7358569	0.6068752	0.3177802	0.3279367	0.3480700	0.4847368	0.5392358	0.8257345
950	0.6174108	0.2914243	0.7812319	0.4752491	0.2863036	0.4039671	0.2136375	0.4665078	0.4797890	0.8390496
1000	0.6814132	0.3587919	0.6677467	0.4436162	0.2921500	0.5142539	0.1873338	0.3850889	0.4783702	0.8499571

0	0.5607419	0.3658831	0.7778218	0.4712278	0.3733352	0.3725377	0.3433255	0.4360079	0.4826610	0.6207286
50	0.3658191	0.4016927	0.7100728	0.4536414	0.4858849	0.2159050	0.5120879	0.3131471	0.5973203	0.2831505
100	0.3395702	0.3546951	0.6950899	0.5577323	0.3813443	0.1267319	0.5463799	0.2696543	0.5422539	0.1644277
150	0.3982984	0.3709091	0.7375847	0.6069725	0.5705383	0.1856383	0.7520663	0.3249241	0.4705925	0.1976495
200	0.3263944	0.3356438	0.6104391	0.5285053	0.5862415	0.0821295	0.7184312	0.3349288	0.4129539	0.1653529
250	0.3562997	0.3744152	0.7037789	0.4844186	0.5371892	0.1151115	0.6855821	0.2550672	0.4466555	0.1654259
300	0.4191241	0.4081020	0.7635133	0.6815597	0.6115808	0.0483648	0.8844243	0.3152411	0.4839166	0.1258815
350	0.3629091	0.3249769	0.6118741	0.5904251	0.5705858	0.0759551	0.6203118	0.3004707	0.4244818	0.2488258
400	0.4176077	0.2709391	0.7044606	0.6447142	0.4382779	0.0408861	0.6306968	0.2415818	0.5028972	0.1633240
450	0.4171425	0.4210317	0.7661836	0.5768397	0.4723779	0.0816079	0.5621417	0.3867861	0.5339501	0.1831071
500	0.4199919	0.3429732	0.7254665	0.6757081	0.4997852	0.0705904	0.6215732	0.3314209	0.5285018	0.1442538
550	0.4954323	0.4441449	0.8321384	0.5035843	0.4772925	0.1316274	0.6987936	0.3513015	0.2363263	0.6388416
600	0.5680924	0.4249422	0.8060793	0.5347593	0.5273640	0.1391055	0.5827300	0.4671742	0.3287149	0.7854178
650	0.5150769	0.3827032	0.7037786	0.6436234	0.5108956	0.1503718	0.4862387	0.5092458	0.4237194	0.8011304
700	0.5019745	0.3516129	0.6390068	0.6205526	0.4148858	0.2071553	0.3181533	0.4743476	0.5034747	0.8633733
750	0.4741306	0.3566992	0.7610455	0.5159977	0.3711103	0.2351306	0.3672898	0.3653247	0.5315939	0.7658754
800	0.6088383	0.3949563	0.6909298	0.4449590	0.3367327	0.3253970	0.5152989	0.4054937	0.6152302	0.9270317
850	0.5930346	0.4106253	0.7582630	0.4756975	0.3867853	0.3040447	0.4160047	0.5628945	0.4113174	0.6805782
900	0.5431610	0.4074518	0.6804805	0.6156098	0.3998173	0.2717942	0.3935029	0.4344460	0.4311872	0.7406998
950	0.6159861	0.4949864	0.6894451	0.6073434	0.3847599	0.2700550	0.3020129	0.4615542	0.4713577	0.7326401
1000	0.5402334	0.3550054	0.7138553	0.5776176	0.2726706	0.3674092	0.3569988	0.4624450	0.4466097	0.7998960

0	0.6541729	0.3217291	0.6793226	0.4924934	0.3291609	0.3629170	0.3616448	0.5749602	0.5065838	0.7539682
50	0.6755204	0.3224481	0.5785507	0.6805519	0.2770174	0.2879516	0.2568045	0.5096921	0.4794366	0.7376268
100	0.5526407	0.2148636	0.8498333	0.5266120	0.1675113	0.2894896	0.2072071	0.4680686	0.4877689	0.8022045
150	0.6419477	0.2832907	0.7372195	0.5395477	0.1707390	0.4076919	0.1426004	0.5364980	0.4387988	0.7968411
200	0.5635482	0.2307214	0.7190589	0.5775263	0.1589371	0.3363996	0.1605712	0.5930348	0.4510890	0.8115366
250	0.6151454	0.3055514	0.6834859	0.4086590	0.2123786	0.3597076	0.2055433	0.3817794	0.4526907	0.8634349
300	0.5558667	0.3479874	0.7956134	0.5887135	0.2396293	0.4492128	0.1963957	0.3924473	0.6436028	0.6681966
350	0.5165435	0.4828299	0.6571377	0.5981955	0.2334485	0.3881480	0.2501891	0.5790356	0.4624379	0.6774565
400	0.6223287	0.4115897	0.7115581	0.5392821	0.1963745	0.3507319	0.2796032	0.3659616	0.4674150	0.8054505
450	0.5381052	0.4124178	0.6348299	0.5959342	0.2692883	0.3748489	0.2420164	0.4049508	0.5817478	0.8664373
500	0.4569414	0.3841868	0.6464913	0.5871640	0.2731702	0.3390110	0.2479965	0.4678617	0.4318452	0.7101860
550	0.5301904	0.3475673	0.6765923	0.3679485	0.2233997	0.3823221	0.3439367	0.5261601	0.4650272	0.7338130
600	0.5813256	0.3746198	0.6362873	0.4049400	0.2702357	0.4554693	0.4129330	0.4131987	0.5217125	0.8798913
650	0.4044682	0.4448106	0.6579127	0.4286647	0.3507121	0.3820670	0.3177913	0.3086595	0.5575610	0.7933608
700	0.4607245	0.5904464	0.7424609	0.4752651	0.3715043	0.4252479	0.4046170	0.4282662	0.5754938	0.8406305
750	0.5494987	0.4423990	0.7111207	0.4812422	0.3177548	0.3040824	0.3789946	0.3109808	0.4284757	0.7190430
800	0.4758166	0.3663056	0.6345349	0.6008665	0.4586052	0.2604096	0.5426629	0.4640033	0.4692279	0.7391523
850	0.4797824	0.3901981	0.6946768	0.5925149	0.4520357	0.2401496	0.4831301	0.5183604	0.4925632	0.7750293
900	0.4756328	0.3222512	0.6878685	0.5668124	0.4050885	0.2737329	0.5167435	0.4578984	0.5308358	0.7058939
950	0.5051076	0.2574853	0.7634687	0.5678071	0.3327784	0.2106801	0.4738204	0.3639025	0.3740879	0.6747303
1000	0.5851637	0.3309012	0.6778056	0.6226586	0.3841624	0.2918630	0.3738492	0.5685793	0.4621185	0.8221300

0	0.5081673	0.2955611	0.6314597	0.5470486	0.3021242	0.3939380	0.3420950	0.5201706	0.4242865	0.8926885
50	0.2792081	0.3444479	0.7227701	0.5180368	0.4116765	0.3318341	0.3394303	0.2661408	0.5836485	0.6712267
100	0.1182040	0.3584966	0.6982916	0.7779250	0.3811224	0.3341355	0.5480618	0.2320250	0.6620721	0.6615059
150	0.0830370	0.3386195	0.7214706	0.7307292	0.4127358	0.3687277	0.6954234	0.2150638	0.4640034	0.3902982
200	0.0461468	0.2825109	0.7534361	0.7336332	0.5686815	0.2095087	0.6584798	0.1740550	0.5424914	0.4816332
250	0.0627764	0.4228446	0.6999106	0.8358369	0.5398122	0.2149404	0.6706608	0.2204880	0.5511171	0.4249449
300	0.0432244	0.3751374	0.6958506	0.6135030	0.4649557	0.1724933	0.5525626	0.1167400	0.5516347	0.4819892
350	0.0502600	0.3344117	0.7733734	0.5523176	0.4632188	0.1639788	0.5713131	0.1966349	0.5022202	0.6041492
400	0.0475459	0.2941767	0.7336893	0.7152370	0.5303983	0.1868273	0.5796277	0.1755915	0.4183633	0.4433996
450	0.0688375	0.3637414	0.7862877	0.6828596	0.5068505	0.2337586	0.5958965	0.1577513	0.5447307	0.4379449
500	0.0859416	0.4670136	0.8234814	0.8856072	0.4435055	0.1789550	0.5109113	0.1306095	0.5183548	0.5750186
550	0.3291929	0.4224816	0.7377613	0.5514800	0.4325010	0.2086739	0.6158884	0.3721511	0.4112289	0.8840293
600	0.4948069	0.3063064	0.6105114	0.6686169	0.5517483	0.1184934	0.6380451	0.4022859	0.5090860	0.7271594
650	0.4585227	0.3218101	0.8285862	0.6320119	0.6653955	0.1399421	0.5187890	0.5582832	0.3790628	0.7970503
700	0.4983029	0.3544601	0.7362349	0.5274693	0.4267914	0.2736468	0.4000332	0.4687354	0.4723384	0.6958587
750	0.5012244	0.3521581	0.6811191	0.6426562	0.4451124	0.2808852	0.3371805	0.5428257	0.5446779	0.7245224
800	0.4897150	0.2445230	0.6663394	0.5810818	0.4708701	0.2887340	0.3416278	0.6122959	0.4625964	0.5985782
850	0.6302773	0.1844895	0.7260159	0.5270827	0.3200901	0.3169864	0.2772213	0.4589736	0.4602832	0.5838783
900	0.4536504	0.2768982	0.8637285	0.6815443	0.3404353	0.4361133	0.2329912	0.5043605	0.5225616	0.7756245
950	0.5905375	0.2862781	0.8380577	0.6634926	0.2156598	0.4906483	0.2155326	0.6101618	0.5842645	0.7426684
1000	0.5508810	0.4030574	0.9362555	0.5484837	0.2419926	0.4563563	0.2870021	0.4181929	0.5057758	0.7024323

0	0.4380774	0.2807976	0.7984797	0.4788803	0.3492495	0.3471374	0.3294494	0.5101764	0.5793066	0.7273727
50	0.6228742	0.3662384	0.7098951	0.4948893	0.3320394	0.3726076	0.2973458	0.4334730	0.5178942	0.7895621
100	0.6439807	0.3905005	0.6408046	0.4365552	0.3463874	0.4629414	0.3912940	0.5151630	0.5500721	0.7358568
150	0.5474655	0.4062163	0.6558911	0.4992618	0.5149623	0.3030047	0.4518710	0.4908027	0.4534134	0.7661992
200	0.6205499	0.4033904	0.7434844	0.5556263	0.3074644	0.4924524	0.2628841	0.4753685	0.4555090	0.7668066
250	0.5964388	0.4723703	0.7501923	0.5725222	0.2751369	0.4353545	0.2313078	0.4885209	0.4970498	0.7041726
300	0.4827452	0.3537787	0.6004924	0.3571177	0.2721474	0.5157366	0.2096640	0.5186464	0.4329210	0.6982493
350	0.6493574	0.3600594	0.7305447	0.4261013	0.2609323	0.6890000	0.2637705	0.5835876	0.4017254	0.7445250
400	0.7759310	0.3331594	0.8019844	0.4392666	0.2718043	0.4839005	0.2395827	0.4561545	0.4418865	0.6814973
