YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0000000	0.7666658	0.7732563	0.0364636	0.1085009	0.1519325	0.7992299	0.7256503	0.0805492	0.8390932
0.0147572	0.0000000	0.7578946	0.0534300	0.0353835	0.2157094	0.6934952	0.8108624	0.0530440	0.7774127
0.5257698	0.7131925	0.0000000	0.0416302	0.0933630	0.1105257	0.7654262	0.7195865	0.1054366	0.7945318
0.5307536	0.8256093	0.8331482	0.0000000	0.0678548	0.1489899	0.7003042	0.8486259	0.0967797	0.7688187
0.5952744	0.6759034	0.7186627	0.0655758	0.0000000	0.1729644	0.8141665	0.7282307	0.0369064	0.7773993
0.5462587	0.7909588	0.2290463	0.3764328	0.5683572	0.0000000	0.8249804	0.7030986	0.0460055	0.6518639
0.5721678	0.7120290	0.8941630	0.0548116	0.0718572	0.7177598	0.0000000	0.6711474	0.0542161	0.8703370
0.5496703	0.6918530	0.8681889	0.0399972	0.1027896	0.0843238	0.7832551	0.0000000	0.0646071	0.6737546
0.5571805	0.6853566	0.8710079	0.0767281	0.0783224	0.1951267	0.6325578	0.7827254	0.0000000	0.6903869
0.4906194	0.5824593	0.7399337	0.0651870	0.0944039	0.1304260	0.6583295	0.6648573	0.7804707	0.0000000
