YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.0000056	0.2124493	0.4256934	0.4464071	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.5488792	0.0000045	0.4256847	0.4464134	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.7620682	0.0905765	0.0000001	0.5690297	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.9795423	0.8364269	0.9999988	0.0000018	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.9329768	0.2381844	0.4462830	0.4271339	0.0000000	1.0000000	1.0000000	0.7032312	1.0000000	1.0000000
0.7674643	0.0926694	0.1799267	0.9416821	0.9999964	0.0000068	1.0000000	0.7032312	1.0000000	1.0000000
0.4189570	0.0905741	0.4257005	0.4464019	0.1584881	1.0000000	0.0000019	0.7032312	1.0000000	1.0000000
0.5487555	0.2124549	0.4256964	0.4464049	0.1584881	1.0000000	1.0000000	0.0000029	1.0000000	1.0000000
0.5487558	0.2124593	0.4256987	0.4464032	0.1584881	1.0000000	1.0000000	0.0183909	0.0000063	1.0000000
0.9211712	0.2124627	0.4257005	0.4464019	0.1584881	1.0000000	1.0000000	0.7032312	1.0000000	0.0000032
