YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000000	0.7722915	0.5060795	1.0490250	0.3361359	0.5617296	1.0763123	0.8289714	0.5648839	0.8810949
0.0739037	0.0000000	0.3957962	0.9803575	0.3336035	0.4844247	0.9929214	0.8633070	0.5405509	1.0042127
0.7168765	0.9730702	0.0000000	0.8408249	0.3061786	0.5513513	0.8422952	0.8809011	0.5841458	0.9280277
0.1413173	0.3375496	1.0951899	0.0000000	0.3772953	0.5656446	1.0895142	0.7501226	0.6181801	1.1526265
0.6025399	0.8908041	0.4596710	1.0913689	0.0000000	0.4358342	0.9630239	0.7804142	0.5561487	0.9531428
0.5516367	0.8888528	0.4559120	0.9302860	0.0189364	0.0000000	1.0935242	0.7477230	0.5111790	1.0294067
0.5431711	0.8489771	0.5125313	0.9104164	0.4281496	0.0307297	0.0000000	0.7099410	0.6229334	1.0489446
0.5458470	0.8206822	0.4460346	0.9798330	0.3513875	0.2354717	0.4135126	0.0000000	0.5061862	0.9805513
0.5010925	0.7617758	0.5033175	0.8780721	0.2523821	0.4314105	0.8662239	0.3517880	0.0000000	1.0180568
0.6583627	0.8237091	0.4780695	0.8785399	0.3201233	0.5789474	0.9519822	0.9941852	0.0148006	0.0000000
