YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.4703541	0.2207594	0.4379432	0.4298442	0.1210795	1.0961756	1.0031210	0.7087989	1.0078042	0.9992255
0.7222025	0.0996311	0.4742793	0.4834150	0.1759837	1.0275224	0.9613157	0.7231838	1.0581714	0.9888464
0.6268770	0.0773072	0.1627475	0.6047033	0.1026591	1.0513252	1.0516574	0.6968403	0.9431328	1.0370127
1.0296142	0.9192261	1.0155183	0.1228470	0.1680124	0.9572940	1.0205588	0.6699284	0.9659507	1.0434888
0.8443970	0.1669043	0.4343735	0.4856610	0.0707972	1.0793996	0.9579335	0.7579275	1.0751809	1.0754442
0.7850870	0.1157550	0.1911803	0.9217647	0.7452992	0.5659849	0.8853124	0.7412566	1.0930951	1.0168011
0.8390282	0.1500006	0.3636727	0.5200142	0.1709286	1.0063807	0.5180515	0.6951072	0.9349640	0.9560565
0.8029713	0.2147338	0.4821263	0.4472312	0.1490593	0.8873965	1.0797334	0.3328088	1.0222127	0.9877323
0.5714603	0.2310403	0.4755226	0.4664867	0.1523029	1.0690842	1.0016369	0.0654486	0.4785101	1.0676021
0.8693569	0.1856247	0.4230379	0.4638312	0.1270551	0.9854995	1.0313139	0.8358887	0.9542108	0.4476639
