YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.0000000	0.2410405	0.4007265	0.5881134	0.8748821	0.2269420	0.9310046	0.5151078	0.7057739	1.0292519
0.5914318	0.0000000	0.3495081	0.5208765	0.9027745	0.2239672	1.0084285	0.4527856	0.7494931	1.0467278
0.6281669	0.1792954	0.0000000	0.5649275	0.9228706	0.1817488	0.9330622	0.6444347	0.9796065	1.0160133
0.4716661	0.1628151	0.0035897	0.0000000	0.8894548	0.1632079	1.0563156	0.4926711	0.7567967	0.9482188
0.9677849	0.9828227	0.6352279	0.9795116	0.0000000	0.2126942	0.8351948	0.4359826	0.6584210	1.0037648
0.4816148	0.1355324	0.2325504	0.5222280	1.0159006	0.0000000	0.9284920	0.4563427	0.7509215	0.9635478
1.0076688	0.9927033	0.5495786	1.0577922	0.0202859	1.0726248	0.0000000	0.4995827	0.8600638	1.2271277
0.5356800	0.1954657	0.3434194	0.6478095	0.8806431	0.1807754	1.1488245	0.0000000	0.6636639	1.0513988
0.6111831	0.2388301	0.3891924	0.7251060	0.6441154	0.2148040	1.1841787	0.0094439	0.0000000	1.0669047
0.6017799	0.2505524	0.4107195	0.5659356	0.7900458	0.1723228	1.0023381	0.0142912	0.0524001	0.0000000
