YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.3139915	0.8625132	0.5973751	1.0465817	0.3896606	0.4026474	0.1057863	0.1668699	1.0701132	0.9861990
0.9397304	0.5121427	0.5532374	0.9694631	0.4255472	0.4136477	0.1214960	0.1623988	1.0170102	0.9928829
0.5559975	0.9116603	0.2837297	1.0268254	0.4357403	0.4368710	0.0628028	0.0793212	0.9932855	0.9636760
0.9730319	0.4659240	0.9028481	0.4639600	0.3503829	0.4431866	0.1759263	0.1919330	1.0064474	0.9885784
0.4986419	0.9125385	0.5862061	0.9651957	0.2674913	0.8532346	0.1340484	0.1711901	0.9501012	1.0280024
0.5756055	0.9211204	0.4922421	1.0009402	0.3918603	0.2917652	0.2065384	0.1871158	1.0210752	0.9439794
0.5900572	0.9125297	0.5390858	0.9661591	0.3969340	0.3477349	0.0770628	0.1508667	1.0674775	0.9573624
0.4954885	1.0245232	0.4967006	1.0178743	0.4647856	0.3199963	0.0741678	0.0927783	1.0657396	1.0019042
0.5540522	0.8582519	0.4961293	1.0116959	0.4609002	0.4260877	0.7877190	0.6702240	0.2506174	0.8964477
0.4749152	0.9793457	0.4855096	0.9604801	0.4167404	0.5114476	0.1571821	0.1691229	1.0794242	0.4976250
