"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W

0	0.7338086	0.9986992	0.9972394	0.0733648	0.1177423	0.1980674	1.0000000	1.0000000	0.1056248	1.0000000
50	0.7663244	0.9986994	0.8856588	0.3437487	0.1334894	0.1288315	1.0000000	1.0000000	0.1056248	1.0000000
100	0.7987385	0.9987181	0.3110175	0.6341824	0.2361230	0.0623064	1.0000000	1.0000000	0.1056248	1.0000000
150	0.8145179	0.9989368	0.0755123	0.7911929	0.4173935	0.0311113	1.0000000	1.0000000	0.1056248	1.0000000
200	0.8209079	0.9994803	0.0260526	0.8666125	0.5816282	0.0189705	1.0000000	1.0000000	0.1056248	1.0000000
250	0.8233369	0.9998151	0.0163195	0.9055471	0.6889209	0.0146328	1.0000000	1.0000000	0.1056248	1.0000000
300	0.8242433	0.9999261	0.0138768	0.9276950	0.7495293	0.0131557	1.0000000	1.0000000	0.1056248	1.0000000
350	0.8245765	0.9999572	0.0129757	0.9406075	0.7814489	0.0126675	1.0000000	1.0000000	0.1056248	1.0000000
400	0.8246967	0.9999663	0.0125454	0.9479792	0.7976901	0.0125094	1.0000000	1.0000000	0.1056248	1.0000000
450	0.8247393	0.9999694	0.0123201	0.9520579	0.8058274	0.0124589	1.0000000	1.0000000	0.1056248	1.0000000
500	0.8247542	0.9999707	0.0122001	0.9542526	0.8098844	0.0124429	1.0000000	1.0000000	0.1056248	1.0000000
550	0.7923127	0.9999707	0.0134001	0.8263892	0.8038574	0.0816737	1.0000000	1.0000000	0.1056248	1.0000000
600	0.7599690	0.9999581	0.0214031	0.6776109	0.7185535	0.1481972	1.0000000	1.0000000	0.1056248	1.0000000
650	0.7442263	0.9998963	0.0413841	0.5502307	0.5936859	0.1793918	1.0000000	1.0000000	0.1056248	1.0000000
700	0.7378778	0.9996947	0.0940709	0.4246284	0.4876195	0.1915325	1.0000000	1.0000000	0.1056248	1.0000000
750	0.7354858	0.9992835	0.2385182	0.3130040	0.4051193	0.1958701	1.0000000	1.0000000	0.1056248	1.0000000
800	0.7345480	0.9989266	0.5088437	0.2272382	0.3379924	0.1973472	1.0000000	1.0000000	0.1056248	1.0000000
850	0.7341380	0.9987697	0.7709703	0.1676279	0.2813983	0.1978354	1.0000000	1.0000000	0.1056248	1.0000000
900	0.7339502	0.9987194	0.9132451	0.1288525	0.2344435	0.1979935	1.0000000	1.0000000	0.1056248	1.0000000
950	0.7338666	0.9987050	0.9681539	0.1049199	0.1973634	0.1980440	1.0000000	1.0000000	0.1056248	1.0000000
1000	0.7338314	0.9987009	0.9867001	0.0908209	0.1697934	0.1980600	1.0000000	1.0000000	0.1056248	1.0000000

