YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
0.0000000	0.0653691	0.0187693	0.0000000	0.0276731	0.0620588	0.1425872	0.1094604	0.1398345	0.8083054
0.0158115	0.0000000	0.0183438	0.5771631	0.0346383	0.0000000	0.1884516	0.3730093	0.1262189	0.5995922
0.0338022	0.0320612	0.0000000	0.7017354	0.0066756	0.6831323	0.0000000	0.4689845	0.1238499	0.7544100
0.0506276	0.0450310	0.0333292	0.0000000	0.0370530	0.0501904	0.9047229	0.0075597	0.0000000	0.6700960
