YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.4963091	0.0000000	0.0000000	0.6693151	0.7681120	0.6705354	0.5037609	0.4305782	0.3768101	0.9708895
0.0132925	0.0000000	1.0513361	0.5852608	0.7554717	0.7024190	0.5654647	0.3699915	0.0000000	1.0384760
0.0677647	0.3389846	1.0221936	0.0000000	0.7203104	0.8041522	0.3415604	0.9018901	0.0000000	1.0189446
0.0624986	0.3659938	1.1208521	0.6114005	0.0000000	0.0000000	0.4266889	0.9647249	0.0884501	1.0083047
0.2941463	0.6238304	0.7582794	0.1361539	0.0000000	0.7714178	0.3688477	0.7146869	0.9464995	0.0000000
0.8341404	0.9712163	0.2976556	0.5988199	0.9809529	0.0000000	0.4467343	0.6540479	1.0374236	0.0000000
0.6518059	0.7984606	0.3611466	0.2065567	1.0441278	0.4521590	0.9536743	0.0000000	1.0573504	0.0000000
