YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0000000	0.0885271	0.0057520	0.9884025	1.0285743	0.3961344	0.8411206	1.1413068	0.9410241	1.0063200
0.9734429	0.0000000	0.0070896	0.9295952	1.1423126	0.4744673	0.9459592	0.9903304	0.8741545	1.0497924
0.9198218	0.0804241	0.0000000	0.9572173	0.9367019	0.3763580	0.8511410	0.9725104	1.0182883	0.9003666
0.2611165	0.7270714	0.9711010	0.0000000	0.1586613	0.0296192	0.7905030	0.6434642	0.9722323	1.0277903
0.9426561	0.0810742	0.0049690	1.0441410	0.0000000	0.0334421	0.9777169	1.0562296	0.9748805	1.0458065
0.9046464	0.0918760	0.0049452	0.9828103	0.9187287	0.0000000	1.0004422	1.0435005	0.9272836	0.9617923
0.9050186	0.0903233	0.0056099	1.0648517	0.9998032	0.0261301	0.0000000	1.0466282	0.9326008	0.9092493
0.8810165	0.0829792	0.0044154	0.9726239	1.0028879	0.0222707	0.0332807	0.0000000	0.8878417	0.9812865
0.8784788	0.0785616	0.0133279	0.9893874	0.8633595	0.3426211	1.0039573	0.9795477	0.0000000	0.9997647
0.9083470	0.0967591	0.0057106	0.9826303	1.0016974	0.4019396	1.0263689	0.9958114	0.5824258	0.0000000
