YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.6929934	0.5425694	0.7904610	0.0000796	0.3838417	0.5661964	0.8978204	0.0206582	0.2145293	0.6843709
0.6556935	0.3619435	0.6836712	0.0045634	0.4485399	0.6370137	0.6411072	0.0066730	0.1289578	0.5291609
0.6736942	0.5211673	0.6945229	0.0597549	0.3387140	0.4922710	0.5402694	0.1478366	0.3096625	0.9365919
0.6238791	0.4671296	0.7402797	0.0012456	0.3514309	0.2269471	0.1525970	0.3704278	0.3228820	0.8835924
0.6695567	0.5966477	0.6686665	0.0455483	0.6359302	0.5385748	0.3530297	0.1295353	0.1495051	0.7883258
0.5175506	0.4682218	0.7146198	0.0630175	0.2929263	0.5105028	0.6767177	0.0613147	0.1253859	0.7939149
0.5848761	0.4912047	0.7218714	0.1232104	0.0887603	0.4318045	0.3097621	0.1855167	0.4637742	0.8603530
0.7501035	0.5640880	0.6651013	0.0165670	0.7498680	0.4724789	0.7132691	0.0336002	0.1158187	0.7177482
0.6027554	0.4179565	0.6401685	0.0039241	0.7152620	0.6612202	0.7748690	0.0100510	0.1572828	0.7757997
0.6982268	0.3718280	0.8831194	0.0424866	0.3872899	0.4997239	0.7995717	0.0078047	0.0654238	0.8845591
