"Time"	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
50	0.2200870	0.6098737	0.8341045	1.0209565	0.0284271	0.2808457	0.0385133	0.9976735	1.0546041	0.9983212
100	0.2479476	0.4867546	0.9917283	0.9528287	0.0569911	0.5415587	0.0182714	1.1202073	1.0591271	0.9342138
150	0.1841531	0.3894317	0.9906000	0.9034899	0.1587554	0.6877456	0.0159719	0.9618771	0.8986899	0.9375164
200	0.1563405	0.3489450	0.9934504	0.8316114	0.2391637	0.7634278	0.0404648	0.9294210	0.9727153	0.8936365
250	0.1283463	0.3591605	1.0761993	0.7538152	0.3542970	0.7242345	0.0286305	1.0091338	0.9390887	0.9878260
300	0.1351563	0.3210261	1.0534290	0.7266333	0.3618256	0.8115514	0.0172178	1.0292467	0.9087611	0.9154481
350	0.1263446	0.3598172	1.0203301	0.6831602	0.4443594	0.7651330	0.0270934	0.9386700	0.9589330	1.0095077
400	0.1302498	0.3248975	1.0651311	0.7470330	0.4284778	0.8423512	0.0252443	0.8852564	0.9896620	0.9383824
450	0.0996079	0.3353335	1.0055906	0.6712201	0.4433664	0.8000135	0.0236451	1.0239467	0.9966530	0.8673699
500	0.1074676	0.3337969	1.1307191	0.7151502	0.5234794	0.8492988	0.0349412	0.9160050	1.0966806	0.9931478
550	0.0950345	0.3215058	0.8476333	0.7171615	0.4664866	0.6681666	0.0486754	0.9860917	1.0498314	0.9910063
600	0.0765665	0.3596082	0.7128119	0.6587002	0.4197732	0.6045686	0.0586818	0.9809619	1.0734244	1.0370238
650	0.1007141	0.3890937	0.5851533	0.7006024	0.3544985	0.5370854	0.0394521	1.0008708	1.0672158	0.9561782
700	0.1265332	0.4855698	0.6148291	0.7163796	0.2933884	0.4077677	0.0590270	1.0632890	1.0488974	0.9674865
750	0.1585889	0.5746233	0.5375254	0.8136630	0.2665420	0.3524887	0.0548164	1.1108933	1.0460290	1.0288870
800	0.1586345	0.5137151	0.6479367	0.7618348	0.1925377	0.2104083	0.0573920	1.0995696	1.0566243	0.9486842
850	0.1719342	0.4291771	0.5536749	0.7575499	0.1405180	0.1415941	0.0563971	1.0660820	1.0394358	0.8728778
900	0.1562792	0.5095202	0.5815117	0.8128981	0.1057746	0.0982791	0.0542080	1.0137475	1.0154577	0.9030504
950	0.1549835	0.6513021	0.4739812	0.8700180	0.0956356	0.0431429	0.0292506	1.0086569	0.9345131	0.9163431
1000	0.2375200	0.6789200	0.5223811	0.9227639	0.0644293	0.0174100	0.0447232	1.0352665	0.8944484	0.8745941

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.3797952	0.5124727	0.5804776	0.8869557	0.0400397	0.0234774	0.0292462	0.9385999	0.9448086	1.0564224
100	0.5247196	0.6271385	0.5624028	0.7533076	0.0330030	0.0154618	0.0207005	0.9483097	0.9880446	0.9818823
150	0.5825317	0.5770805	0.5850235	0.8175576	0.0318005	0.0151920	0.0086973	0.9757180	0.8764844	1.1019510
200	0.6046598	0.5772756	0.6257581	0.8288524	0.0429630	0.0164074	0.0132370	1.0107675	0.9607148	1.2067837
250	0.5867480	0.5004560	0.6387708	0.7937733	0.0636348	0.0201947	0.0167939	1.0246518	0.9909024	1.1171309
300	0.6471505	0.4790968	0.5930884	0.7990632	0.0484153	0.0198264	0.0050514	1.0783346	1.0705465	1.0745229
350	0.7007300	0.5257821	0.5643396	0.8221637	0.0446957	0.0300672	0.0125405	0.9890013	1.0206565	1.0508690
400	0.7420488	0.5542064	0.6011202	0.7880835	0.0350137	0.0185849	0.0139139	0.9645145	1.0837835	1.0409860
450	0.7251852	0.5872228	0.5907935	0.7329480	0.0219897	0.0079525	0.0112070	1.0098428	1.0642145	1.0272979
500	0.7541021	0.5705781	0.5552039	0.7841483	0.0399012	0.0180508	0.0222605	1.0036275	1.1041371	0.9902923
550	0.6411462	0.6401857	0.5348099	0.8834286	0.0356190	0.0182541	0.0280576	1.0309177	1.0205614	0.9172176
600	0.4688483	0.5593967	0.5732301	0.9323521	0.0575104	0.0143948	0.0357510	0.9749422	1.0890590	0.9669995
650	0.3289966	0.5557753	0.5820574	0.9195836	0.0507657	0.0063557	0.0341137	1.0708884	1.0483889	0.9342990
700	0.2779370	0.6137723	0.5877133	0.9397937	0.0388708	0.0103846	0.0367527	0.9726209	0.9967324	0.9037046
750	0.2398920	0.5788847	0.5364115	0.9388364	0.0269116	0.0137684	0.0351660	1.0396825	1.0032153	0.9763989
800	0.2602880	0.5087337	0.6005474	0.9769537	0.0390152	0.0134334	0.0595684	0.9778161	0.9851030	1.1204061
850	0.2072912	0.5051042	0.5870844	1.0623578	0.0178593	0.0192255	0.0713564	1.0029238	0.9717406	1.0489473
900	0.1833489	0.5565264	0.5841907	0.9890561	0.0373314	0.0168462	0.0337359	1.0353264	0.9319355	1.0837392
950	0.1997114	0.5280487	0.6437729	1.0002883	0.0362163	0.0192654	0.0425854	1.0038136	0.9033047	1.0237561
1000	0.1516509	0.5423139	0.6010869	0.9001818	0.0461883	0.0134230	0.0293493	1.0535580	0.8251769	1.0424935

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.2306991	0.6166579	0.6165275	0.8108590	0.0336013	0.0398447	0.0152080	1.0377828	0.9970308	0.9250478
100	0.2103397	0.5900472	0.6228769	0.9155437	0.0236867	0.0278112	0.0176372	0.9913418	1.0135353	0.9537500
150	0.2660123	0.5411597	0.5815731	0.9809430	0.0374121	0.0217815	0.0067199	1.0355221	1.1125159	0.9288675
200	0.2241308	0.5285930	0.6053686	0.9936390	0.0395823	0.0216148	0.0062723	1.0095674	1.0146880	0.9787186
250	0.1750839	0.5007925	0.6292975	1.0096706	0.0407543	0.0193659	0.0109670	1.0776180	1.0370726	0.9636615
300	0.1942971	0.5940123	0.6085235	1.0511640	0.0320920	0.0177997	0.0133371	0.9924342	1.0045357	1.0036055
350	0.2174423	0.5569318	0.5875449	0.9975342	0.0342471	0.0081278	0.0077233	0.9155887	1.0523369	0.8278500
400	0.2502024	0.4862889	0.6309408	0.8286027	0.0355677	0.0036571	0.0115922	0.9285189	0.9646909	0.8678807
450	0.2576055	0.5426068	0.5935544	0.9303192	0.0513582	0.0137658	0.0128266	0.9524464	0.9813869	0.9430454
500	0.2156569	0.4969216	0.5768057	0.8797003	0.0357932	0.0078554	0.0002638	0.9325744	0.9560354	1.1085453
550	0.2443462	0.5749498	0.6254639	0.9344299	0.0443391	0.0052330	0.0385021	0.9114341	0.9562667	1.0891478
600	0.2415614	0.6274119	0.5574890	1.0100103	0.0596364	0.0085831	0.0316432	0.9255738	0.9344167	0.9599256
650	0.2331517	0.5671210	0.6245374	1.0578912	0.0437358	0.0110055	0.0357102	0.9827771	0.9257420	0.9259767
700	0.2111932	0.5816377	0.6318580	0.9858887	0.0397614	0.0060260	0.0474861	1.0254737	0.9261915	0.9942197
750	0.1845536	0.5342059	0.5427399	0.9755428	0.0281909	0.0076516	0.0466758	0.9806262	0.9345306	1.0286664
800	0.2182288	0.5639208	0.4964915	0.8258861	0.0365706	0.0253458	0.0556050	1.0192638	0.9407376	0.9553286
850	0.2114750	0.6227555	0.5649385	0.7912905	0.0381617	0.0075394	0.0453293	1.0636095	0.8803265	1.0087268
900	0.2162434	0.6228804	0.6177282	0.9876130	0.0421940	0.0041448	0.0560389	1.0288554	1.0392501	0.9914641
950	0.2286305	0.5399765	0.5701563	0.9410349	0.0275906	0.0194810	0.0489312	1.0162918	1.1090858	1.0191281
1000	0.2505432	0.5801168	0.6600877	0.9106499	0.0474574	0.0145502	0.0306196	0.9405627	1.1574839	1.0204560

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.2421488	0.4158749	0.5921697	0.8661628	0.2717460	0.0191076	0.0312246	0.9247505	1.0810561	0.7989246
100	0.1929032	0.2656132	0.5094659	0.8094472	0.5428043	0.0235467	0.0063414	0.9172215	1.0007842	0.7159439
150	0.1003838	0.2044476	0.4969226	0.7445972	0.7694131	0.0346555	0.0038307	0.9579155	0.9213698	0.6249148
200	0.0890549	0.1926317	0.4768640	0.7696441	0.8644149	0.0294305	0.0127790	0.9918585	1.0079383	0.6150471
250	0.0898125	0.1661133	0.4921663	0.7610918	0.9191909	0.0422972	0.0018859	1.0944929	1.0043646	0.6041108
300	0.0652368	0.1909587	0.4531669	0.6937573	0.8885214	0.0384363	0.0070084	0.9372557	0.9130962	0.5472857
350	0.0562341	0.1789084	0.4083157	0.6005453	0.8890008	0.0469653	0.0049366	0.9912317	0.9108503	0.6009346
400	0.0519477	0.1542796	0.4470767	0.5626903	0.7815386	0.0389926	0.0050758	1.0057503	0.9957014	0.6170459
450	0.0467700	0.2066070	0.4578334	0.5881901	0.7796767	0.0263642	0.0046699	1.0068707	1.0901130	0.5728148
500	0.0293665	0.1904560	0.4539367	0.5230603	0.8104017	0.0392068	0.0030630	0.9378814	0.9220572	0.5134695
550	0.0593212	0.3381388	0.4643007	0.4929106	0.5842824	0.0388105	0.0139088	0.8946931	0.9900739	0.7476916
600	0.0793789	0.4761948	0.4806907	0.5692822	0.2830378	0.0427846	0.0480711	0.9508434	0.9915376	0.8967898
650	0.1261399	0.6484870	0.5223421	0.6296175	0.1788948	0.0879717	0.0611210	0.9909705	0.9542824	1.0196124
700	0.2258865	0.6534177	0.5726353	0.7236379	0.0970129	0.0779167	0.0453044	1.0200388	0.9925933	0.9937013
750	0.2527427	0.7300007	0.5940410	0.8408858	0.0584205	0.0323512	0.0392198	0.9883882	1.0559162	1.1044994
800	0.2549864	0.5885967	0.6083630	0.8323696	0.0702676	0.0126560	0.0220734	0.9586550	1.0379837	0.9229824
850	0.2933798	0.6411581	0.6910047	0.9823861	0.0533552	0.0179962	0.0223654	1.0531037	1.1914954	0.9949232
900	0.3214566	0.5333563	0.6635873	0.9368276	0.0462497	0.0137482	0.0339510	1.0987196	1.1640922	0.9967228
950	0.2459806	0.5253357	0.6275235	0.8911014	0.0381790	0.0268322	0.0318186	1.1159903	1.0358408	0.9991304
1000	0.2131516	0.5746430	0.5913918	1.0566764	0.0362879	0.0235541	0.0345328	1.0955357	1.0234234	0.9837475

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.2489763	0.5751044	0.7232993	0.9856485	0.0273326	0.0177224	0.0580797	1.0520463	0.8263020	0.8847606
100	0.2509744	0.5152012	0.9090976	0.9234148	0.0332176	0.0111296	0.0217315	1.0964947	0.5876688	0.9300876
150	0.2012167	0.4384807	0.8838201	0.9109911	0.0481263	0.0100837	0.0164827	1.0713879	0.5450570	0.9165488
200	0.1732031	0.4020535	0.8330377	0.7975110	0.0372921	0.0139760	0.0170408	0.9498396	0.4063391	0.9626369
250	0.1470484	0.3806605	0.8697085	0.8638231	0.0341034	0.0213321	0.0178122	0.9958313	0.3818235	1.1069720
300	0.1221779	0.3571910	0.8188699	0.8498771	0.0228545	0.0093339	0.0120452	0.9837372	0.4171785	1.0103277
350	0.0998315	0.3500060	0.8009093	0.8082234	0.0381297	0.0300301	0.0039382	0.9151254	0.5434535	1.1871384
400	0.1394395	0.3564778	0.8281480	0.7119270	0.0404091	0.0182729	0.0148406	1.0022100	0.4652491	1.1494402
450	0.1051932	0.3843117	0.8616627	0.7781852	0.0401585	0.0310995	0.0078576	1.0327015	0.4519691	1.0455748
500	0.0942620	0.4320162	0.8552677	0.8284490	0.0252577	0.0252977	0.0167043	0.9344098	0.4257038	1.0174131
550	0.1264671	0.4104210	0.6407095	0.7607209	0.0395872	0.0258529	0.0194766	0.9624993	0.5988866	1.0474812
600	0.1176878	0.4962741	0.5170889	0.9240961	0.0322746	0.0247671	0.0315160	0.9641311	0.8620796	1.0213289
650	0.1357585	0.5337156	0.5338594	0.9748733	0.0285497	0.0317003	0.0568574	0.9371104	1.0222906	1.0459070
700	0.1861788	0.5206634	0.6435130	0.8727033	0.0368965	0.0269114	0.0494091	0.9971060	0.9317110	1.0586508
750	0.2090423	0.5209521	0.5684048	0.9667331	0.0364635	0.0173091	0.0519420	0.9385931	0.9369203	1.0841880
800	0.1899192	0.4927433	0.6085149	1.0251108	0.0730312	0.0071871	0.0233325	0.9110749	0.8252182	0.9837899
850	0.1719286	0.5459433	0.6223883	0.8731032	0.0524873	0.0097497	0.0460717	0.8858452	0.8302237	0.9731142
900	0.1807797	0.4986458	0.5569168	0.8835606	0.0271932	0.0276237	0.0438624	0.9477151	0.9258876	0.9318806
950	0.1826340	0.5369782	0.5793622	0.9318437	0.0374696	0.0369592	0.0247659	0.9429856	0.9238486	0.9861785
1000	0.2263216	0.6664820	0.5753080	0.9355155	0.0437631	0.0203444	0.0271768	0.9862333	0.9497987	1.0728844

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.2899533	0.6097728	0.6362116	0.9652142	0.0529720	0.0165351	0.0220985	0.8503168	1.0010292	1.0498621
100	0.2283467	0.6350890	0.4861663	1.0230760	0.0500135	0.0133334	0.0140566	0.7021753	0.7266381	1.0310788
150	0.1996017	0.6292309	0.4568399	0.9926495	0.0510701	0.0130873	0.0106544	0.5724980	0.5665330	0.9843786
200	0.1796569	0.6271570	0.4303180	0.9883101	0.0257045	0.0234308	0.0623439	0.5499234	0.5465386	1.1087410
250	0.2030906	0.6026299	0.3946095	0.9501421	0.0270776	0.0045712	0.0837944	0.5630603	0.5530450	1.0731663
300	0.2537934	0.7256654	0.5361545	0.8454058	0.0317120	0.0111555	0.0895937	0.4936300	0.5750512	0.9163436
350	0.2947916	0.7101735	0.4067646	0.8832893	0.0323917	0.0117078	0.1003279	0.4434403	0.4845059	0.8883470
400	0.3299532	0.6769195	0.3946917	0.8779528	0.0310178	0.0140283	0.1362316	0.5039197	0.5260119	0.9400012
450	0.3818454	0.7941621	0.3677559	0.8361570	0.0575783	0.0167181	0.1027940	0.5213081	0.6065339	0.8986497
500	0.4688225	0.8680125	0.4008935	0.8712476	0.0479175	0.0197802	0.0996389	0.5546466	0.4736720	0.8366420
550	0.4066612	0.8151337	0.4409915	0.9071478	0.0513173	0.0233836	0.1001082	0.7304446	0.7515246	0.9856411
600	0.3731742	0.7851199	0.4937147	0.8330209	0.0307182	0.0274123	0.0769816	0.9284455	0.8351522	0.9608782
650	0.3639559	0.7312175	0.5046033	0.9344239	0.0447254	0.0100258	0.0465083	1.0096540	0.8704136	0.9910363
700	0.3399173	0.6654805	0.5948130	0.9678644	0.0321856	0.0268388	0.0525744	0.9318443	0.9858959	0.9535879
750	0.3308868	0.5948212	0.5256012	0.8822140	0.0264974	0.0196889	0.0452542	0.9185950	1.0165785	0.9688141
800	0.3132480	0.5855261	0.5200903	0.9295990	0.0717676	0.0310411	0.0506079	1.0126929	1.0370209	1.0200438
850	0.2841395	0.6309157	0.6456787	0.9718184	0.0337433	0.0276030	0.0346198	1.0221733	1.1132028	0.9703957
900	0.2717907	0.5447247	0.5930903	0.9466037	0.0366724	0.0244072	0.0508196	1.1172833	1.1401076	0.9956989
950	0.2398329	0.4659266	0.6971884	0.8111115	0.0319884	0.0165126	0.0304782	1.0873596	1.0675793	0.9685423
1000	0.1875416	0.4309001	0.5803183	0.9397094	0.0280635	0.0276763	0.0208862	1.0449402	1.0294889	1.0144558

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.2195160	0.4437708	0.5203047	0.9399147	0.0397623	0.0092268	0.0331016	0.8103754	0.9775255	0.7543305
100	0.1931826	0.3434497	0.5555464	0.9208284	0.0499328	0.0201090	0.0445627	0.6672638	1.0216567	0.6850576
150	0.1318517	0.3248869	0.5862307	0.9179118	0.0285678	0.0163223	0.0900538	0.6378966	1.0339845	0.6334213
200	0.1116454	0.2337965	0.5694528	0.9375508	0.0271233	0.0153550	0.1003660	0.5743078	0.9828076	0.6555582
250	0.1055046	0.2172293	0.5442041	1.0612997	0.0219168	0.0110589	0.1137009	0.5964367	1.0248415	0.5353016
300	0.0772592	0.1797243	0.5328051	1.0099008	0.0301079	0.0060215	0.1418728	0.6053765	1.0238265	0.5685686
350	0.0729742	0.1719487	0.4874807	0.9886035	0.0354989	0.0138586	0.0650769	0.6515376	1.0702058	0.5658617
400	0.0752574	0.2067372	0.4558312	0.9196800	0.0367702	0.0135072	0.0831993	0.5672598	1.0306036	0.5660498
450	0.0840658	0.2547380	0.4744244	0.9384964	0.0344661	0.0296080	0.1515915	0.5223132	1.0429912	0.5367228
500	0.0544693	0.2428682	0.4941353	1.0189723	0.0329878	0.0350326	0.1552754	0.5428725	1.0923818	0.4869653
550	0.0518312	0.3606595	0.5785320	0.9637035	0.0409131	0.0161595	0.1599440	0.6549796	1.1580724	0.6823633
600	0.0924966	0.4726061	0.5239502	1.0513783	0.0360662	0.0000000	0.1656729	0.8961951	1.1096672	0.8484998
650	0.2030744	0.5527672	0.6355191	0.9474417	0.0439304	0.0019066	0.0613385	0.9753474	1.1414764	0.9035231
700	0.2126134	0.5523384	0.6472503	0.9681490	0.0410200	0.0058917	0.0433927	0.9554706	0.9952652	0.9653607
750	0.1887369	0.5366334	0.6047389	0.8797799	0.0256876	0.0118507	0.0308827	1.0085493	1.0045707	0.9552645
800	0.2339134	0.5440413	0.5822470	0.9269941	0.0408972	0.0058202	0.0423010	1.0252594	0.9637664	0.9310183
850	0.2285032	0.4663720	0.5939005	0.9740863	0.0539367	0.0117432	0.0427401	1.0803220	0.9584598	1.0027435
900	0.2272320	0.5457616	0.5383342	0.9264953	0.0469749	0.0109289	0.0365279	1.0363309	1.0206801	0.9508303
950	0.2208629	0.5967819	0.5910066	0.9227808	0.0349649	0.0104704	0.0246776	0.9786281	1.0372792	0.9986699
1000	0.2252856	0.5235451	0.5807840	0.9617139	0.0395974	0.0104536	0.0225893	0.9539507	0.9179467	1.0367589

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.3443693	0.4944583	0.5785668	0.9104245	0.0429975	0.1435621	0.0584075	0.7172837	1.0307670	1.0156051
100	0.5238603	0.5626089	0.5434820	1.0024671	0.0428967	0.3257717	0.0996501	0.4576682	0.9816613	0.9987881
150	0.5494092	0.5639628	0.5896941	1.0480574	0.0431685	0.3993924	0.1644339	0.3669812	1.1037464	0.9197245
200	0.5741773	0.5096720	0.6588284	0.9428936	0.0732176	0.4966620	0.3254175	0.3511932	1.0808260	0.9551264
250	0.5767569	0.4369966	0.6255236	1.0053406	0.0804387	0.5066985	0.4193668	0.3242972	1.1464219	0.9613344
300	0.6055229	0.4098112	0.6069590	0.9601256	0.0856687	0.5599377	0.3198797	0.3316449	1.0353510	1.0875786
350	0.5509893	0.4600904	0.6023618	0.9479148	0.1239308	0.5523141	0.3977272	0.3591950	1.0204352	1.1330945
400	0.5993155	0.5859510	0.5211175	0.8732549	0.1335069	0.6941859	0.4230638	0.2922879	1.0640683	1.0403720
450	0.6200928	0.5771428	0.5679143	0.8952921	0.1570567	0.9658127	0.4579005	0.2803745	1.0259115	0.9666218
500	0.6239407	0.5742829	0.5971033	0.8589298	0.2040578	1.0150270	0.5001776	0.2626963	1.0732863	0.9386524
550	0.5184132	0.4946206	0.6441603	0.7840477	0.2006018	0.9561245	0.4235921	0.5481296	1.1720969	0.9453510
600	0.3514492	0.4932156	0.6398129	0.7672982	0.2722434	0.9834186	0.2097361	0.8020435	1.0668445	0.9932452
650	0.2520059	0.5304128	0.5907764	0.7498537	0.3684130	0.9977963	0.0772890	0.8692311	0.9938365	0.9705320
700	0.1936567	0.5452536	0.5022108	0.7126713	0.4776575	0.8276906	0.0522728	1.0228834	0.9463694	0.9214664
750	0.1952148	0.5657185	0.4974201	0.6152194	0.4376875	0.5766543	0.0379278	1.0486372	1.0373248	0.9429907
800	0.2176564	0.5639818	0.5627086	0.7010041	0.3567174	0.3542302	0.0336493	1.0542807	1.0067192	0.9930435
850	0.2027399	0.5199314	0.5447694	0.7050451	0.2492622	0.2168766	0.0447499	1.0625593	1.0596428	0.9426522
900	0.1965044	0.5430450	0.4995957	0.8011228	0.1753954	0.1187120	0.0494294	0.9900725	1.0602720	0.8798509
950	0.2194378	0.5937699	0.6211275	0.7353410	0.1136051	0.0692700	0.0455313	1.0117424	1.0447931	0.8560463
1000	0.2393880	0.5749531	0.5834997	0.8106506	0.0668100	0.0470794	0.0403539	0.9640981	1.0381932	1.0026680

0	0.2055433	0.6403412	0.5452733	0.9836210	0.0672173	0.0285226	0.0494671	0.9834546	0.9859355	0.9999078
50	0.2773908	0.5076671	0.5896543	0.9463360	0.0336685	0.0142063	0.0454645	0.9882495	0.8409648	0.9384716
100	0.2069837	0.5547799	0.5746178	0.8597551	0.0438924	0.0104561	0.0234359	0.9434984	0.5475082	0.9521838
150	0.1903770	0.5777167	0.4692694	0.8964203	0.0263425	0.0156992	0.0460392	0.8427865	0.3918951	1.0106100
200	0.2828414	0.6529437	0.4275692	0.9061469	0.0185613	0.0230012	0.0563292	0.8853324	0.3345534	1.0583487
250	0.3284105	0.7398707	0.4486536	0.8436600	0.0451931	0.0085215	0.0657820	0.8859888	0.3428259	1.0695599
300	0.3319078	0.7990178	0.3788673	0.7918602	0.0379367	0.0131117	0.0619792	0.9824099	0.3166119	1.0666264
350	0.3751995	0.7723551	0.3116154	0.6837767	0.0484584	0.0105129	0.0584081	0.8869733	0.2923548	1.0668667
400	0.3575382	0.7588140	0.2942490	0.6148825	0.0262806	0.0204716	0.0399215	0.9254093	0.2985312	1.0457303
450	0.4011854	0.9647056	0.2649989	0.6751209	0.0301620	0.0072029	0.0465124	0.8695154	0.3049414	0.9759843
500	0.4651743	0.9292187	0.2746248	0.6616263	0.0497368	0.0040165	0.0594869	0.8874802	0.3376074	1.0280750
550	0.4771188	0.9988912	0.2780412	0.7349799	0.0410722	0.0063588	0.0523756	0.9600584	0.5599690	0.8878451
600	0.5336526	0.8491859	0.4206548	0.8407091	0.0323303	0.0058523	0.0689759	1.0237723	0.8619554	1.0380883
650	0.5159893	0.7570250	0.4486522	0.8078709	0.0248982	0.0071956	0.0525271	0.9937860	0.8942711	1.0644482
700	0.4306891	0.7642013	0.5006434	0.9470126	0.0370553	0.0077885	0.0342638	1.0069152	0.9574209	1.0513574
750	0.3839911	0.7773325	0.4802715	1.0461082	0.0417493	0.0152968	0.0412283	0.8842340	1.0317931	0.9414262
800	0.4225717	0.6801849	0.5801693	1.1050323	0.0286508	0.0115153	0.0624564	0.8890369	0.9182273	1.0807890
850	0.3693546	0.5715057	0.6269587	0.9986982	0.0242760	0.0053161	0.0714464	0.8705808	1.0008135	0.9143886
900	0.3307724	0.5430177	0.6155179	0.9028991	0.0438025	0.0021066	0.0674509	0.9183225	0.9939738	0.9128904
950	0.2519985	0.5600991	0.5553712	0.9531134	0.0379550	0.0173904	0.0510231	1.0749833	1.0340851	0.9020785
1000	0.2484762	0.4953553	0.6026706	0.9137244	0.0208456	0.0237594	0.0419369	1.0526528	0.9082518	0.9138513
