"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
150	0.0662787	0.2754855	0.8498891	0.5384128	0.9939849	0.2303996	0.2843107	0.8040734	0.0973203	1.0000000
200	0.0664768	0.2758549	0.8500892	0.5369094	0.9744883	0.1249056	0.2171575	0.7955803	0.0973203	1.0000000
250	0.0666554	0.2767624	0.8513645	0.5284850	0.8880382	0.0703210	0.1878289	0.7931384	0.0973203	1.0000000
300	0.0670101	0.2807248	0.8576524	0.4942786	0.6843705	0.0451265	0.1756162	0.7924723	0.0973203	1.0000000
350	0.0683959	0.2959215	0.8778885	0.4113095	0.4461503	0.0341907	0.1706901	0.7922967	0.0973203	1.0000000
400	0.0737109	0.3357987	0.9147614	0.2941900	0.2717523	0.0296122	0.1687478	0.7922515	0.0973203	1.0000000
450	0.0899631	0.4013791	0.9529322	0.1871315	0.1726854	0.0277379	0.1679949	0.7922401	0.0973203	1.0000000
500	0.1254456	0.4699829	0.9783522	0.1139910	0.1235408	0.0269817	0.1677070	0.7922373	0.0973203	1.0000000
550	0.1765964	0.5214764	0.9911053	0.0722096	0.1013075	0.0280267	0.4098096	0.8799639	0.0973203	1.0000000
600	0.2205044	0.5528842	0.9965568	0.0510794	0.1293530	0.0641625	0.6935449	0.9505975	0.0973203	1.0000000
650	0.2411172	0.5698217	0.9986955	0.0520090	0.4066107	0.1913315	0.8593439	0.9775778	0.0973203	1.0000000
700	0.2454005	0.5778317	0.9993817	0.1200146	0.7173240	0.3550066	0.9391750	0.9860710	0.0973203	1.0000000
750	0.2435721	0.5750624	0.9976530	0.2462355	0.8849252	0.4866081	0.9680854	0.9885128	0.0973203	1.0000000
800	0.2377255	0.5459192	0.9865932	0.3648281	0.9560459	0.5662040	0.9554897	0.9891789	0.0973203	1.0000000
850	0.2219102	0.4881343	0.9611546	0.4461763	0.9832614	0.5957145	0.9135935	0.9893545	0.0973203	1.0000000
900	0.1917937	0.4228979	0.9283699	0.4931889	0.9930936	0.5856177	0.8734031	0.9893997	0.0973203	1.0000000
950	0.1542213	0.3682821	0.8988254	0.5176067	0.9964315	0.5571468	0.8589778	0.9894112	0.0973203	1.0000000
1000	0.1208367	0.3298073	0.8775851	0.5293733	0.9973992	0.5342359	0.8687640	0.9894140	0.0973203	1.0000000

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.2318973	0.2749986	0.8498643	0.5386790	0.9984784	0.5485165	0.8908002	0.9904746	0.0742097	1.0000000
100	0.3701604	0.2749796	0.8498341	0.5388585	0.9991436	0.5487876	0.8907458	0.9941711	0.0525224	1.0000000
150	0.4259407	0.2749119	0.8497348	0.5391122	0.9994561	0.5488732	0.8902990	0.9971815	0.0419198	1.0000000
200	0.4448217	0.2747971	0.8495846	0.5393267	0.9995785	0.5486534	0.8897872	0.9986937	0.0373389	1.0000000
250	0.4507480	0.2746663	0.8494331	0.5394673	0.9996226	0.5482509	0.8895145	0.9993186	0.0354311	1.0000000
300	0.4525295	0.2745492	0.8493130	0.5395465	0.9996375	0.5478949	0.8895399	0.9995563	0.0346462	1.0000000
350	0.4530450	0.2744599	0.8492321	0.5395869	0.9996421	0.5477343	0.8897300	0.9996441	0.0343245	1.0000000
400	0.4531857	0.2743990	0.8491833	0.5396060	0.9996434	0.5477673	0.8899125	0.9996766	0.0341930	1.0000000
450	0.4532193	0.2743610	0.8491563	0.5396145	0.9996439	0.5478924	0.8899889	0.9996887	0.0341392	1.0000000
500	0.4532244	0.2743387	0.8491423	0.5396182	0.9996442	0.5480010	0.8899596	0.9996934	0.0341172	1.0000000
550	0.2870951	0.2743271	0.8491368	0.5395871	0.9989465	0.5480386	0.8898846	0.9995390	0.0572188	1.0000000
600	0.1488004	0.2743373	0.8491641	0.5394066	0.9982792	0.5480152	0.8898511	0.9982091	0.0789024	1.0000000
650	0.0930082	0.2743978	0.8492628	0.5391518	0.9979659	0.5479933	0.8899645	0.9956348	0.0895035	1.0000000
700	0.0741278	0.2745084	0.8494134	0.5389363	0.9978432	0.5480599	0.8902353	0.9930926	0.0940838	1.0000000
750	0.0682102	0.2746387	0.8495654	0.5387951	0.9977993	0.5482554	0.8905369	0.9913303	0.0959914	1.0000000
800	0.0664417	0.2747576	0.8496859	0.5387157	0.9977855	0.5485272	0.8907278	0.9903314	0.0967762	1.0000000
850	0.0659397	0.2748495	0.8497670	0.5386756	0.9977827	0.5487709	0.8907601	0.9898296	0.0970977	1.0000000
900	0.0658108	0.2749125	0.8498157	0.5386571	0.9977835	0.5489084	0.8906843	0.9895959	0.0972293	1.0000000
950	0.0657863	0.2749518	0.8498423	0.5386494	0.9977848	0.5489304	0.8905876	0.9894920	0.0972831	1.0000000
1000	0.0657875	0.2749747	0.8498558	0.5386466	0.9977855	0.5488830	0.8905325	0.9894473	0.0973051	1.0000000

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.0644242	0.2344143	0.5265482	0.5386507	0.9978984	0.5863655	0.8775882	0.9894149	0.0973203	1.0000000
100	0.0582394	0.1799517	0.2487056	0.5386870	0.9981642	0.6225319	0.8424370	0.9894149	0.0973203	1.0000000
150	0.0517044	0.1381486	0.1277201	0.5387717	0.9984087	0.6272622	0.8001205	0.9894149	0.0973203	1.0000000
200	0.0475655	0.1068963	0.0818035	0.5388749	0.9985221	0.6103008	0.7747639	0.9894149	0.0973203	1.0000000
250	0.0454666	0.0839479	0.0651425	0.5389550	0.9985030	0.5900878	0.7744888	0.9894149	0.0973203	1.0000000
300	0.0445195	0.0684156	0.0591956	0.5389895	0.9984139	0.5797079	0.7890479	0.9894149	0.0973203	1.0000000
350	0.0441211	0.0588696	0.0570863	0.5389835	0.9983342	0.5811653	0.8039689	0.9894149	0.0973203	1.0000000
400	0.0439601	0.0534677	0.0563407	0.5389597	0.9983098	0.5888256	0.8109629	0.9894149	0.0973203	1.0000000
450	0.0438959	0.0506016	0.0560780	0.5389409	0.9983339	0.5959367	0.8094587	0.9894149	0.0973203	1.0000000
500	0.0438702	0.0491541	0.0559858	0.5389373	0.9983737	0.5988211	0.8036639	0.9894149	0.0973203	1.0000000
550	0.0438780	0.0881781	0.3791875	0.5389419	0.9982953	0.5505464	0.8131847	0.9894149	0.0973203	1.0000000
600	0.0442986	0.1578733	0.6569474	0.5389147	0.9979538	0.5052764	0.8503543	0.9894149	0.0973203	1.0000000
650	0.0464127	0.2111819	0.7779156	0.5388118	0.9975277	0.5021414	0.8900853	0.9894149	0.0973203	1.0000000
700	0.0506478	0.2428272	0.8238744	0.5386584	0.9973434	0.5247104	0.9124558	0.9894149	0.0973203	1.0000000
750	0.0555575	0.2595679	0.8406157	0.5385376	0.9974430	0.5495832	0.9142885	0.9894149	0.0973203	1.0000000
800	0.0596517	0.2678712	0.8466399	0.5385018	0.9976520	0.5631352	0.9026016	0.9894149	0.0973203	1.0000000
850	0.0624347	0.2718163	0.8487898	0.5385376	0.9978183	0.5630741	0.8887683	0.9894149	0.0973203	1.0000000
900	0.0640901	0.2736232	0.8495340	0.5385997	0.9978834	0.5549309	0.8814803	0.9894149	0.0973203	1.0000000
950	0.0649844	0.2744185	0.8497699	0.5386484	0.9978604	0.5465259	0.8823080	0.9894149	0.0973203	1.0000000
1000	0.0654303	0.2747536	0.8498320	0.5386671	0.9977997	0.5427622	0.8874139	0.9894149	0.0973203	1.0000000

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.0637742	0.2120123	0.8386783	0.6506801	0.9980098	0.5485167	0.8908076	0.9894149	0.0973203	1.0000000
100	0.0557848	0.1289962	0.7756023	0.7791125	0.9982274	0.5488030	0.8908826	0.9894149	0.0973203	1.0000000
150	0.0489806	0.0728877	0.6878829	0.8523579	0.9983309	0.5489918	0.8907658	0.9894149	0.0973203	1.0000000
200	0.0456830	0.0413153	0.6164882	0.8869603	0.9983723	0.5490182	0.8906001	0.9894149	0.0973203	1.0000000
250	0.0444340	0.0250431	0.5715405	0.9019104	0.9983874	0.5489336	0.8904973	0.9894149	0.0973203	1.0000000
300	0.0440145	0.0170743	0.5469985	0.9080410	0.9983923	0.5488302	0.8904890	0.9894149	0.0973203	1.0000000
350	0.0438821	0.0132991	0.5347316	0.9104706	0.9983935	0.5487730	0.8905412	0.9894149	0.0973203	1.0000000
400	0.0438418	0.0115519	0.5289565	0.9114105	0.9983936	0.5487750	0.8906004	0.9894149	0.0973203	1.0000000
450	0.0438297	0.0107573	0.5263531	0.9117676	0.9983936	0.5488110	0.8906308	0.9894149	0.0973203	1.0000000
500	0.0438262	0.0104008	0.5252175	0.9119015	0.9983937	0.5488471	0.8906273	0.9894149	0.0973203	1.0000000
550	0.0438260	0.0442850	0.5364981	0.7999866	0.9981665	0.5488633	0.8906056	0.9894149	0.0973203	1.0000000
600	0.0438773	0.0969279	0.6009179	0.6716128	0.9979492	0.5488587	0.8905852	0.9894149	0.0973203	1.0000000
650	0.0443014	0.1472383	0.6892242	0.5983571	0.9978472	0.5488443	0.8905769	0.9894149	0.0973203	1.0000000
700	0.0457323	0.1902937	0.7602169	0.5637241	0.9978071	0.5488321	0.8905803	0.9894149	0.0973203	1.0000000
750	0.0485789	0.2230080	0.8043633	0.5487480	0.9977926	0.5488280	0.8905888	0.9894149	0.0973203	1.0000000
800	0.0524714	0.2451544	0.8282022	0.5426009	0.9977875	0.5488309	0.8905956	0.9894149	0.0973203	1.0000000
850	0.0564943	0.2587849	0.8400125	0.5401625	0.9977858	0.5488364	0.8905976	0.9894149	0.0973203	1.0000000
900	0.0598696	0.2665736	0.8455357	0.5392181	0.9977852	0.5488404	0.8905957	0.9894149	0.0973203	1.0000000
950	0.0622970	0.2707758	0.8480137	0.5388589	0.9977851	0.5488412	0.8905925	0.9894149	0.0973203	1.0000000
1000	0.0638540	0.2729435	0.8490910	0.5387241	0.9977851	0.5488398	0.8905903	0.9894149	0.0973203	1.0000000

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.0657389	0.2698077	0.5180408	0.6483037	0.9978043	0.5590524	0.7373164	0.9892843	0.1032393	0.7413390
100	0.0640440	0.2422565	0.2304110	0.7740041	0.9977852	0.5030106	0.5585697	0.9839346	0.1610130	0.4733587
150	0.0592757	0.2045419	0.1023692	0.8456766	0.9972005	0.4027121	0.4639831	0.9210218	0.3142604	0.3328001
200	0.0537532	0.1714075	0.0520042	0.8794892	0.9953359	0.3212153	0.4276981	0.6855611	0.5068231	0.2698603
250	0.0496104	0.1483353	0.0328455	0.8939790	0.9917721	0.2725101	0.4159861	0.4084515	0.6596221	0.2433529
300	0.0472148	0.1447465	0.0256163	0.8997049	0.9870584	0.2475318	0.4125372	0.2342581	0.7545348	0.2324943
350	0.0466064	0.1907195	0.0228939	0.9016858	0.9824661	0.2358120	0.4115903	0.1506082	0.8063708	0.2281052
400	0.0508982	0.2940145	0.0218738	0.9021554	0.9789404	0.2306217	0.4113529	0.1145877	0.8327071	0.2263428
450	0.0725697	0.4070288	0.0214981	0.9020859	0.9766685	0.2284144	0.4113029	0.0995841	0.8455075	0.2256375
500	0.1225812	0.4939107	0.0213654	0.9018835	0.9753780	0.2275036	0.4112970	0.0933108	0.8515477	0.2253558
550	0.1871551	0.5526455	0.2415464	0.7891282	0.9726697	0.1841548	0.5825825	0.0913835	0.7980119	0.4839042
600	0.2375846	0.5939414	0.4860781	0.6589355	0.9626519	0.1973647	0.7832625	0.1116699	0.5577064	0.7518397
650	0.2607264	0.5873628	0.6537499	0.5828326	0.9655292	0.3074544	0.9005159	0.2328069	0.3386749	0.8923805
700	0.2481118	0.4927991	0.7555570	0.5477604	0.9786576	0.4373738	0.9567449	0.4980747	0.2124107	0.9553131
750	0.1998242	0.3959891	0.8104215	0.5357488	0.9888166	0.5361293	0.9742814	0.7481651	0.1499405	0.9818176
800	0.1457369	0.3363406	0.8364750	0.5338135	0.9942521	0.5923163	0.9539903	0.8892275	0.1208745	0.9926751
850	0.1076212	0.3053206	0.8471011	0.5350120	0.9967407	0.6064099	0.9070933	0.9510065	0.1077335	0.9970638
900	0.0863109	0.2900644	0.8505234	0.5365507	0.9977358	0.5864762	0.8670628	0.9750680	0.1018851	0.9988260
950	0.0756537	0.2825779	0.8510906	0.5376482	0.9979931	0.5535245	0.8565306	0.9840218	0.0993084	0.9995312
1000	0.0705486	0.2788271	0.8507928	0.5382556	0.9978960	0.5308013	0.8699368	0.9873402	0.0981816	0.9998129

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.0658284	0.2749993	0.8498657	0.5386462	0.9977739	0.5346529	0.7631546	0.9903262	0.0779247	1.0000000
100	0.0659468	0.2749972	0.8498665	0.5386359	0.9975490	0.4501538	0.6194285	0.9936581	0.0597237	1.0000000
150	0.0660847	0.2749974	0.8498782	0.5385349	0.9962473	0.3286361	0.5476323	0.9965519	0.0508254	1.0000000
200	0.0661794	0.2750360	0.8499606	0.5380321	0.9916221	0.2307704	0.5207095	0.9981093	0.0469809	1.0000000
250	0.0662416	0.2752423	0.8503220	0.5362939	0.9792228	0.1708586	0.5115973	0.9987998	0.0453798	1.0000000
300	0.0663260	0.2759602	0.8514894	0.5317219	0.9553429	0.1391859	0.5086088	0.9990812	0.0447210	1.0000000
350	0.0665406	0.2778649	0.8543822	0.5226806	0.9233565	0.1238496	0.5076415	0.9991922	0.0444511	1.0000000
400	0.0670732	0.2818193	0.8598768	0.5092181	0.8922537	0.1168382	0.5073313	0.9992356	0.0443407	1.0000000
450	0.0681773	0.2883550	0.8679808	0.4936142	0.8685688	0.1137589	0.5072328	0.9992526	0.0442955	1.0000000
500	0.0700827	0.2971765	0.8775598	0.4788784	0.8534239	0.1124457	0.5072019	0.9992594	0.0442771	1.0000000
550	0.0728312	0.3071838	0.8869919	0.4670587	0.8463874	0.1219769	0.6505776	0.9990510	0.0636651	1.0000000
600	0.0760705	0.3169311	0.8949363	0.4603544	0.8706957	0.1981265	0.8185571	0.9975559	0.0818631	1.0000000
650	0.0793498	0.3243846	0.8997454	0.4654290	0.9236276	0.3326812	0.9163920	0.9950001	0.0907600	1.0000000
700	0.0820052	0.3264406	0.8988840	0.4822708	0.9633796	0.4610150	0.9593804	0.9926428	0.0946041	1.0000000
750	0.0830653	0.3217576	0.8918885	0.5018004	0.9837604	0.5487209	0.9592083	0.9910702	0.0962050	1.0000000
800	0.0820273	0.3124704	0.8814753	0.5173622	0.9926531	0.5895252	0.9250577	0.9901988	0.0968636	1.0000000
850	0.0793548	0.3020171	0.8710897	0.5274671	0.9962060	0.5892166	0.8834949	0.9897673	0.0971335	1.0000000
900	0.0760240	0.2928719	0.8628210	0.5332278	0.9974768	0.5648823	0.8619505	0.9895680	0.0972439	1.0000000
950	0.0728806	0.2860127	0.8571624	0.5362099	0.9977874	0.5399399	0.8658470	0.9894799	0.0972891	1.0000000
1000	0.0703653	0.2813925	0.8536997	0.5376188	0.9977372	0.5295824	0.8819499	0.9894422	0.0973075	1.0000000

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.3646948	0.2832306	0.5176202	0.6618259	0.9979001	0.6604268	0.8878945	0.5730058	0.0973203	1.0000000
100	0.6136587	0.2779833	0.2293719	0.8030310	0.9983778	0.7860139	0.8816309	0.2377336	0.0973203	1.0000000
150	0.7142451	0.3185790	0.1008056	0.8835629	0.9988589	0.8564026	0.8957999	0.1096676	0.0973203	1.0000000
200	0.7525913	0.4455302	0.0501153	0.9216149	0.9991670	0.8911521	0.9242639	0.0693537	0.0973203	1.0000000
250	0.7766701	0.5671739	0.0307882	0.9380625	0.9993320	0.9092568	0.9490224	0.0577632	0.0973203	1.0000000
300	0.7965978	0.6451281	0.0234772	0.9448124	0.9994148	0.9196266	0.9643538	0.0546015	0.0973203	1.0000000
350	0.8102513	0.6870853	0.0207119	0.9474904	0.9994561	0.9257848	0.9721407	0.0537680	0.0973203	1.0000000
400	0.8180381	0.7076436	0.0196643	0.9485282	0.9994773	0.9293536	0.9755326	0.0535535	0.0973203	1.0000000
450	0.8220259	0.7171509	0.0192668	0.9489236	0.9994885	0.9313123	0.9767886	0.0534992	0.0973203	1.0000000
500	0.8239521	0.7213809	0.0191159	0.9490723	0.9994944	0.9323191	0.9771488	0.0534857	0.0973203	1.0000000
550	0.6026768	0.6456667	0.2252806	0.8261881	0.9994812	0.8434188	0.9442742	0.4698915	0.0973203	1.0000000
600	0.3867107	0.4568036	0.4610816	0.6852749	0.9993627	0.7155490	0.8223240	0.8051629	0.0973203	1.0000000
650	0.2333337	0.3305434	0.6297450	0.6048815	0.9990469	0.5816102	0.7641135	0.9332286	0.0973203	1.0000000
700	0.1369688	0.2758772	0.7351502	0.5668125	0.9983849	0.4858477	0.8056940	0.9735425	0.0973203	1.0000000
750	0.0900352	0.2607503	0.7937555	0.5501782	0.9974823	0.4637873	0.8723733	0.9851329	0.0973203	1.0000000
800	0.0711907	0.2611131	0.8236919	0.5431159	0.9969475	0.4941253	0.9164612	0.9882947	0.0973203	1.0000000
850	0.0649880	0.2653406	0.8381495	0.5401565	0.9970256	0.5366187	0.9291750	0.9891282	0.0973203	1.0000000
900	0.0636974	0.2692573	0.8448658	0.5389969	0.9973928	0.5654127	0.9169989	0.9893427	0.0973203	1.0000000
950	0.0640003	0.2719234	0.8478691	0.5386350	0.9977275	0.5725955	0.8948943	0.9893970	0.0973203	1.0000000
1000	0.0646172	0.2734809	0.8491371	0.5385931	0.9979018	0.5632893	0.8789230	0.9894105	0.0973203	1.0000000

0	0.0658048	0.2750005	0.8498665	0.5386475	0.9977849	0.5483340	0.8904792	0.9894149	0.0973203	1.0000000
50	0.0644369	0.2348928	0.8484758	0.5532491	0.9980461	0.5485772	0.8920632	0.9059072	0.0973203	1.0000000
100	0.0583118	0.1821939	0.8410509	0.5700357	0.9982995	0.5501892	0.8985074	0.8386708	0.0973203	1.0000000
150	0.0518886	0.1461778	0.8308931	0.5796598	0.9984279	0.5547825	0.9059987	0.8129881	0.0973203	1.0000000
200	0.0478958	0.1253281	0.8224814	0.5842406	0.9984995	0.5612056	0.9100647	0.8049035	0.0973203	1.0000000
250	0.0459149	0.1141426	0.8170358	0.5862419	0.9985528	0.5666424	0.9100299	0.8025791	0.0973203	1.0000000
300	0.0450265	0.1084060	0.8139788	0.5870790	0.9985942	0.5692874	0.9076786	0.8019450	0.0973203	1.0000000
350	0.0446429	0.1055537	0.8124108	0.5874232	0.9986203	0.5692196	0.9052186	0.8017779	0.0973203	1.0000000
400	0.0444779	0.1041683	0.8116530	0.5875646	0.9986301	0.5677352	0.9039564	0.8017348	0.0973203	1.0000000
450	0.0444062	0.1035076	0.8113010	0.5876224	0.9986283	0.5662399	0.9040027	0.8017240	0.0973203	1.0000000
500	0.0443745	0.1031972	0.8111423	0.5876446	0.9986218	0.5655083	0.9047436	0.8017212	0.0973203	1.0000000
550	0.0444825	0.1403259	0.8125724	0.5730626	0.9983740	0.5655078	0.9041059	0.8852284	0.0973203	1.0000000
600	0.0456325	0.1903201	0.8203310	0.5562903	0.9981389	0.5645270	0.8972876	0.9524645	0.0973203	1.0000000
650	0.0486108	0.2261292	0.8306237	0.5466717	0.9980192	0.5600440	0.8886932	0.9781472	0.0973203	1.0000000
700	0.0528316	0.2481869	0.8389129	0.5420916	0.9979428	0.5530616	0.8843089	0.9862318	0.0973203	1.0000000
750	0.0570346	0.2608303	0.8441689	0.5400866	0.9978710	0.5471488	0.8851728	0.9885562	0.0973203	1.0000000
800	0.0603793	0.2677357	0.8470781	0.5392412	0.9978070	0.5447452	0.8886881	0.9891903	0.0973203	1.0000000
850	0.0626706	0.2713689	0.8485589	0.5388861	0.9977673	0.5456343	0.8918103	0.9893574	0.0973203	1.0000000
900	0.0640859	0.2732244	0.8492738	0.5387352	0.9977577	0.5479373	0.8929839	0.9894005	0.0973203	1.0000000
950	0.0648990	0.2741497	0.8496077	0.5386726	0.9977685	0.5497950	0.8923576	0.9894113	0.0973203	1.0000000
1000	0.0653426	0.2746017	0.8497591	0.5386503	0.9977845	0.5503629	0.8910057	0.9894140	0.0973203	1.0000000
