YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.0000000	0.6067517	1.0386061	0.0533668	0.0518478	0.9130201	1.0514751	0.0555824	0.2661202	0.1397628
0.9855050	0.0000000	1.0120570	0.1284870	0.5551281	0.4745087	1.0870555	0.0327065	0.5312464	0.5217224
0.9525393	0.0098064	0.0000000	0.4447023	0.7720080	0.3075401	0.9805441	0.0515819	0.5704296	0.9797867
0.1015188	0.6749319	1.0472194	0.0017619	0.1260863	0.8649693	1.0078310	0.0433381	0.2599513	0.1664940
0.0933188	0.6462151	1.0235229	0.0574748	0.0000000	0.8013091	0.9912581	0.0511902	0.2374880	0.1629929
0.8228710	0.3529203	0.6072694	0.6792408	1.0219312	0.0000000	0.8907359	0.0406566	0.5141240	0.4545825
0.1415494	0.5864932	1.0608500	0.0566526	0.0623203	0.9172800	0.0000000	0.0337330	0.3440806	0.0339115
0.1813702	0.6562423	0.9720562	0.0675705	0.1183886	0.8271578	0.9360458	0.0000000	0.2946651	0.1714116
0.0978609	0.7161825	1.0448753	0.0511148	0.1157718	0.8438716	0.9727435	0.9774112	0.0000000	0.1108469
0.1375568	0.6215526	0.9946627	0.0519021	0.0531588	0.9831304	0.9317867	0.0600880	0.3119237	0.0000000
