YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.1688753	0.5314645	0.3312201	0.5373876	0.8534241	0.1210860	0.2317343	0.0649245	0.0650262	1.0000000
0.3532022	0.4787618	0.0659235	0.2849706	0.8534241	0.1210860	0.0645476	0.0649245	0.0650262	1.0000000
0.2512497	0.9385721	0.0811490	0.4124631	0.8534241	0.1210860	0.0763643	0.0649245	0.0650262	1.0000000
0.2449563	0.9800869	0.0433423	0.2110116	0.8534241	0.1210860	0.0466131	0.0649245	0.0650262	1.0000000
0.2718314	0.8160123	0.1583047	0.4087789	0.4267121	0.1210860	0.1312156	0.0649245	0.0650262	1.0000000
0.2180214	0.7012551	0.2228651	0.4624681	0.9396400	0.0605430	0.1722905	0.0649245	0.0650262	1.0000000
0.2661180	0.8484347	0.1395260	0.3904663	0.8534241	0.1210860	0.0593061	0.0649245	0.0650262	1.0000000
0.2348817	0.7590294	0.1903257	0.4367602	0.9163603	0.0775486	0.1677997	0.0324622	0.0650262	1.0000000
0.2656149	0.8476214	0.1401434	0.3911774	0.8544456	0.1203544	0.1190683	0.0644617	0.0325147	1.0000000
0.3009069	0.9100668	0.1014277	0.3457061	0.7441649	0.1975409	0.0791900	0.1061934	0.2852528	0.5000000
