"Time"	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W

0	0.0943857	0.6901006	0.5142364	0.4022331	0.4818964	0.1220822	0.3236021	0.6698008	0.5328130	0.0432611
50	0.1551663	0.6407349	0.5334045	0.3419652	0.2400000	0.1233502	0.3414243	0.5574915	0.4341455	0.0518621
100	0.1002282	0.6791328	0.4527233	0.2972601	0.0993758	0.1363422	0.3297573	0.4939772	0.4531246	0.0340833
150	0.0992170	0.7325147	0.3826601	0.2020460	0.0516029	0.1466590	0.3209972	0.4851650	0.4833958	0.0503620
200	0.1036853	0.7294508	0.2448112	0.1967672	0.0613693	0.1449935	0.2815003	0.5246277	0.5363370	0.0583650
250	0.0995402	0.7793599	0.2500677	0.2234615	0.0763435	0.1123973	0.2426610	0.4913857	0.5316561	0.0479456
300	0.1051634	0.9491902	0.2085347	0.1526237	0.0702853	0.1199479	0.2745276	0.5719307	0.5481308	0.0368971
350	0.0977696	0.9029675	0.1890573	0.1722854	0.0677160	0.1016437	0.2044290	0.4963778	0.4789053	0.0285502
400	0.0932616	0.9247672	0.1656114	0.1891058	0.0838771	0.1094018	0.2005937	0.5147014	0.6373631	0.0222740
450	0.0825928	0.9250810	0.2178898	0.2029465	0.0649596	0.1255980	0.2290729	0.5280385	0.6151059	0.0255905
500	0.0843797	1.0029413	0.2680291	0.2817057	0.0795894	0.1216461	0.2372366	0.7073204	0.6709788	0.0508084
550	0.0912500	0.9805665	0.2895763	0.3320786	0.5575447	0.1256296	0.2390045	0.6859447	0.6679454	0.0385795
600	0.0814163	0.9812438	0.3700037	0.4000860	0.6830221	0.1170287	0.2685287	0.7581217	0.6978303	0.0356362
650	0.0898567	0.9408378	0.4820227	0.4581426	0.6150386	0.1300775	0.3195627	0.8565229	0.7336896	0.0209937
700	0.1135135	0.8216210	0.5905723	0.5320975	0.4984621	0.1614820	0.3312656	0.7635792	0.8031991	0.0192069
750	0.1140421	0.8209715	0.6438306	0.5339180	0.4702458	0.1526904	0.3234439	0.7974719	0.7051475	0.0718165
800	0.1058300	0.7086762	0.6068359	0.4505166	0.4483766	0.1669130	0.3192357	0.7270909	0.6958274	0.0754825
850	0.0907774	0.6501251	0.6128014	0.4423244	0.4143715	0.1417526	0.3267713	0.7771081	0.6766220	0.0970024
900	0.1036763	0.6106528	0.5571131	0.4709349	0.4407392	0.1327435	0.3029312	0.7555096	0.6370280	0.0692412
950	0.0998536	0.6496410	0.5634611	0.4888126	0.4366443	0.1332604	0.2763807	0.7710993	0.5925251	0.0639165
1000	0.1059781	0.6171426	0.5992375	0.4823962	0.4335244	0.1295778	0.3218874	0.7010682	0.6301375	0.0563886

0	0.0943857	0.6901006	0.5142364	0.4022331	0.4818964	0.1220822	0.3236021	0.6698008	0.5328130	0.0432611
50	0.1314615	0.6665655	0.6330860	0.5794997	0.2611029	0.1709659	0.3076139	0.8388132	0.5399824	0.0701684
100	0.1226382	0.6637126	0.6003677	0.5980836	0.1758679	0.2471409	0.3195283	0.9322086	0.5400541	0.2157858
150	0.1275647	0.6574335	0.6758864	0.5847715	0.1646082	0.2347579	0.2957460	0.9294384	0.4786398	0.2720682
200	0.1219218	0.6724930	0.7302938	0.5760836	0.1490568	0.1845770	0.2894267	0.9298070	0.5895240	0.2678709
250	0.1041979	0.6145579	0.7591431	0.6968820	0.1132982	0.2639380	0.3257740	0.9121078	0.5646015	0.2590280
300	0.1197665	0.6368464	0.8010308	0.6711736	0.0974721	0.2418505	0.2966016	0.8718244	0.4966773	0.3052153
350	0.1065536	0.6485392	0.7285953	0.6390220	0.0841727	0.2752479	0.3450239	0.7896345	0.5534960	0.3108847
400	0.1070826	0.6112775	0.7309834	0.5844450	0.0752769	0.2949276	0.3071861	0.8769900	0.5256338	0.3509929
450	0.1035533	0.5586711	0.7062414	0.5114010	0.0569126	0.2439263	0.3293469	0.9283819	0.5042269	0.3843368
