"Time"	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
850	0.2472650	0.3477980	0.2146153	0.7959573	0.8280532	0.0880528	0.9343329	0.2369439	0.9453216	0.9567635
900	0.2161636	0.2560906	0.2329186	0.8673664	0.9154053	0.1172906	0.9569968	0.1777177	0.9342732	0.9787189
950	0.2614794	0.2375505	0.2330431	0.8480548	0.8782206	0.1197460	1.0721454	0.2020274	0.8962426	1.0128785
1000	0.1915734	0.2674830	0.1825161	0.9001745	0.8733416	0.1242114	1.0129559	0.2900254	0.9956262	0.9685194

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.1750096	0.3234877	0.1781491	0.9393175	0.9481316	0.0910956	1.0121080	0.3211802	1.0206479	1.0280334
100	0.1089893	0.3492469	0.1844081	0.9076454	0.9254435	0.0749952	0.9607963	0.3451546	0.9231212	1.0403450
150	0.1194659	0.4015219	0.2026345	0.9011618	0.9772578	0.0917304	0.9379314	0.2991632	0.9426539	1.0518217
200	0.1498203	0.3567018	0.2055289	0.8695740	1.0012739	0.0694749	0.9173638	0.2985932	0.9357304	1.0069068
250	0.1400850	0.3991444	0.2004011	0.8959831	0.9573782	0.0666408	1.0544913	0.3203698	0.8531791	1.0693369
300	0.1004532	0.3517745	0.1398424	0.8719743	0.9638984	0.0524993	1.0363302	0.3627909	0.8715374	0.9849210
350	0.0657302	0.3332313	0.2161329	0.9067183	1.0501886	0.0435402	1.0533812	0.3600504	0.9583572	0.9662872
400	0.2026042	0.3567134	0.1851197	0.8960583	1.0335170	0.0645371	0.9900099	0.3038566	0.9126916	0.9795259
450	0.2099001	0.3538578	0.1950976	0.9571101	0.9729535	0.0765591	0.9779108	0.3324398	0.8688912	0.9801538
500	0.2031970	0.3124519	0.1692909	0.8578059	1.0376385	0.0753032	1.0414973	0.3829725	0.9350784	1.0573607
550	0.1424280	0.3023421	0.1727449	0.9011613	0.9515920	0.0840193	0.9869251	0.3494046	0.9553707	1.0464096
600	0.1083527	0.2576312	0.2359188	0.8764627	1.0200385	0.0951823	0.9949762	0.3156879	0.9851029	0.9396937
650	0.1904283	0.2589367	0.2440352	0.8265159	0.9861039	0.1040948	1.0625222	0.2925677	0.8969714	0.9965971
700	0.3935407	0.3342831	0.2320304	0.8284527	0.8687315	0.0770449	1.0089974	0.2966262	0.9346264	0.9359755
750	0.3180833	0.3015660	0.2077352	0.9418996	0.8976618	0.0834548	0.9991862	0.3183345	1.0178738	0.9402548
800	0.2992168	0.3057674	0.1862249	0.8597780	0.9797993	0.0963387	1.0057422	0.2452717	1.0624701	0.9702828
850	0.2640542	0.2912892	0.1739180	0.9037088	0.8814400	0.1000828	0.9805983	0.2635278	0.9842785	0.9260035
900	0.1439114	0.3167902	0.2020780	0.9398137	0.9479040	0.0646601	0.9209971	0.2778201	0.9899125	1.0030701
950	0.1764818	0.2791323	0.2431633	0.8668822	0.9174015	0.0754350	0.9080316	0.2471751	1.0312822	0.9823111
1000	0.1700550	0.2773361	0.1993929	0.8946403	1.0279416	0.1153022	1.0217524	0.2564368	0.9140499	1.0048166

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.7044506	0.2763723	0.2166891	0.8336318	0.7569191	0.0742745	1.0036236	0.1365791	0.8788387	0.4248982
100	0.9349311	0.2598338	0.2155526	0.8919660	0.6409351	0.0841977	1.0409674	0.2130715	0.8570535	0.3267197
150	0.9357179	0.2770326	0.1878468	0.8553981	0.6137826	0.0602425	1.0434105	0.2742060	0.8968411	0.3323009
200	0.9870418	0.3014872	0.2088658	0.9184361	0.6602656	0.0992340	1.1789419	0.2226637	0.8400140	0.2748905
250	0.9423725	0.3227037	0.2111722	0.7745958	0.6680073	0.1169250	0.9988858	0.2184850	0.7883673	0.3023335
300	0.9553043	0.2717898	0.2257844	0.7236980	0.7343498	0.0835362	0.9044243	0.2371190	0.8700697	0.2763615
350	0.8850201	0.2819287	0.2801315	0.7421332	0.6491454	0.0827013	0.9412049	0.2099521	0.9637225	0.2611005
400	0.9486334	0.3313751	0.2713831	0.7566365	0.6548643	0.0532029	1.0430429	0.1876610	0.8280537	0.2750956
450	0.8693081	0.3262559	0.1991348	0.7654823	0.6917371	0.0385065	0.9925160	0.2377770	0.8014231	0.2898265
500	0.9647407	0.3445875	0.2119752	0.7296334	0.6877350	0.0467035	0.9532990	0.2461839	0.8429932	0.2573075
550	0.4308028	0.3018885	0.2146944	0.7870729	0.8624181	0.0946959	1.0176705	0.2930408	0.9647340	0.8195437
600	0.3399866	0.3303342	0.2160221	0.8525063	0.8818540	0.0759734	1.0604486	0.2864169	0.9495061	1.0023400
650	0.1985881	0.3117362	0.2072676	0.8540692	0.8961653	0.0830385	0.9323699	0.3182679	0.9105039	1.0003635
700	0.0848020	0.2580318	0.1855984	0.9138705	0.8681842	0.0768839	0.9313589	0.3261342	0.9857900	0.9903048
750	0.1007498	0.2587273	0.1593865	0.8783033	0.9623784	0.0796507	0.9973562	0.3124985	1.0433756	0.9636270
800	0.0985348	0.2616382	0.1930341	0.8870055	0.9274404	0.0706395	1.0343276	0.3133320	0.9991410	0.9992465
850	0.1244054	0.2665660	0.2216048	0.9340495	0.9641224	0.1338549	0.9897290	0.3189492	0.9091001	1.0607093
900	0.1980958	0.2771960	0.1861074	0.9233052	1.0012463	0.0926136	1.0566531	0.3030057	0.9637859	1.0214221
950	0.1437606	0.2950723	0.1895056	0.9304915	0.9728095	0.0738468	1.0048113	0.2963000	1.0463073	1.0611320
1000	0.0809435	0.2987605	0.2270500	0.7973721	0.8803470	0.0914891	0.9747540	0.2567192	1.1321853	1.0177207

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.1026047	0.2479867	0.0613340	0.8899346	0.9790935	0.1028232	0.5069990	0.1088860	0.9472666	1.0097732
100	0.0770265	0.1828324	0.0166299	0.8579973	0.9293973	0.2439575	0.3444706	0.0659431	0.9797810	0.9777885
150	0.0449050	0.1674194	0.0129834	0.8853397	0.6954384	0.4710230	0.3063677	0.0710936	1.0665573	0.9827250
200	0.0380492	0.1046723	0.0093139	0.8773565	0.4747352	0.6897558	0.3072819	0.0437055	1.0548998	1.0402067
250	0.0523472	0.0808738	0.0040615	0.8579832	0.2072868	0.8212706	0.3334353	0.0397319	0.9686479	1.0530485
300	0.0376279	0.0540529	0.0067464	0.7499653	0.0785241	0.9128973	0.3248248	0.0511612	1.0893235	1.0175307
350	0.0384193	0.0558578	0.0060990	0.7108603	0.0466737	0.7924490	0.3255767	0.0622849	1.0929203	1.0374888
400	0.0405874	0.0609971	0.0029658	0.6859051	0.0522721	0.8672578	0.3409997	0.0387420	1.0297412	1.0359458
450	0.0332955	0.0572366	0.0034580	0.5833568	0.0411166	0.8761079	0.3488277	0.0407961	1.0338427	0.9854512
500	0.0372850	0.0457247	0.0041491	0.6164356	0.0438799	0.9203045	0.3204903	0.0434614	0.9672656	0.9965990
550	0.0411243	0.0699175	0.2198665	0.5653302	0.0455494	0.7739777	0.8341542	0.1858179	0.9898972	1.0193564
600	0.0692594	0.1563764	0.2876161	0.6430658	0.0370360	0.4451593	0.9260234	0.2510688	1.0177481	1.0536335
650	0.3226106	0.2670452	0.2927643	0.6519282	0.0988619	0.2359635	1.0191877	0.2474316	1.0913059	1.0320661
700	0.5271257	0.3233092	0.2969247	0.6557120	0.3238503	0.1697308	0.9365456	0.2302654	1.0157451	0.9690841
750	0.5246876	0.3055602	0.2478684	0.6761928	0.6549787	0.1068235	1.0103183	0.2616316	1.0894714	0.9602314
800	0.4508191	0.3437090	0.2366888	0.7573941	0.8091288	0.0662160	1.0369166	0.2163362	1.0079513	0.9561554
850	0.3192175	0.3545117	0.2078954	0.7820482	0.9460160	0.0647228	1.0359914	0.2162280	1.0575848	0.9613126
900	0.2917099	0.3337841	0.2056089	0.8985480	0.9513436	0.0722772	0.9445404	0.2566268	0.8954581	1.0488765
950	0.2640288	0.3248779	0.2193700	0.9061712	1.0087724	0.0879801	0.9935926	0.2547492	1.0172193	0.9847813
1000	0.2457279	0.3277658	0.2276292	0.9223465	1.0045600	0.0814179	1.0640050	0.2333270	0.9443330	0.9972333

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.1739183	0.3054245	0.0653988	0.9016480	0.3450551	0.0272879	0.6953041	0.2618033	0.9243256	0.3084919
100	0.0674025	0.2066206	0.0489875	0.7887298	0.1112352	0.0150773	0.6161924	0.2139213	1.0362408	0.2453829
150	0.0321280	0.1145987	0.0327969	0.7644717	0.0448315	0.0207052	0.4994784	0.2363768	1.0196029	0.1595815
200	0.0370973	0.0916126	0.0353658	0.6594330	0.0422129	0.0555853	0.5578702	0.2481764	0.9675791	0.1673705
250	0.0297802	0.0775180	0.0421407	0.7153178	0.0233163	0.0697339	0.5372474	0.2334272	0.9737811	0.1720784
300	0.0330943	0.1086291	0.0523173	0.7361531	0.0275919	0.0508792	0.5762073	0.2673455	0.9931274	0.1484500
350	0.0260364	0.0843693	0.0761833	0.6462762	0.0271048	0.0605478	0.5687928	0.2946192	0.9486119	0.1729258
400	0.0430834	0.1309127	0.0822294	0.5932141	0.0315808	0.0758486	0.5907058	0.2859518	1.0461483	0.1362451
450	0.0270257	0.1144628	0.0771761	0.6270314	0.0211038	0.0401366	0.5294843	0.2217161	1.0358350	0.1617261
500	0.0469001	0.1254914	0.0738314	0.5719299	0.0269412	0.0331826	0.6183839	0.2005376	1.0248840	0.1488682
550	0.0555373	0.1430355	0.2860334	0.6200720	0.6663563	0.3687229	0.9042173	0.2416170	1.0662634	0.7977416
600	0.3839962	0.3237883	0.2627991	0.6712549	0.7109842	0.2708907	0.9142408	0.2498455	0.9877132	1.0156734
650	0.4002537	0.3298065	0.2518950	0.7504130	0.5498554	0.1663525	0.9711603	0.1787369	0.9590550	1.1045918
700	0.4827651	0.3168089	0.2298406	0.8050505	0.4570084	0.1231718	0.9804267	0.2697028	1.0408973	1.0738085
750	0.3832678	0.3081058	0.1984860	0.8456628	0.7835060	0.0786381	1.0223495	0.2655667	1.0722983	1.0521420
800	0.2201318	0.3080475	0.1999357	0.8671327	0.8879863	0.0863118	1.0357434	0.2022192	1.0645890	0.9741087
850	0.1116255	0.2532036	0.1954542	0.9300908	0.9468890	0.0866717	1.0018636	0.2106383	0.9559158	1.0039861
900	0.1449871	0.2616403	0.1676058	0.9571050	0.9463662	0.0910244	0.9382123	0.1904903	0.9969531	0.9652257
950	0.0737045	0.2055429	0.1822186	0.9638578	0.8473574	0.1217985	1.0072645	0.2631103	0.9908116	0.9629516
1000	0.0793124	0.2390155	0.2159314	0.8304828	0.9559631	0.1301961	0.9426840	0.2673624	0.9794079	1.0731124

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.1035159	0.2424748	0.2065766	0.9625240	0.9169873	0.0267261	1.0386642	0.0850130	1.0679278	0.9555695
100	0.1347349	0.2592112	0.1917443	0.9627419	0.9357454	0.0197304	0.9503219	0.0528792	1.0294745	1.0229806
150	0.1763620	0.2337270	0.1754292	0.8965752	0.9808447	0.0097518	0.9823138	0.0497549	1.0051717	1.0261721
200	0.1500667	0.2631562	0.1567621	0.9190208	1.0029596	0.0069288	0.8936712	0.0190723	0.9850527	0.9445815
250	0.1684158	0.2563702	0.1830106	0.8318853	1.0554344	0.0143815	1.0206888	0.0348405	1.0561974	1.0263759
300	0.2474165	0.2336091	0.2028028	0.8452060	1.1030603	0.0041326	0.9952347	0.0304893	1.0446789	1.0690703
350	0.2283619	0.2553023	0.2155190	0.9652244	0.9631097	0.0067307	0.9834449	0.0259626	1.1177170	1.0154517
400	0.3356065	0.2742245	0.1977325	0.9782431	0.9978401	0.0085275	1.0188527	0.0196266	0.9833750	0.9617464
450	0.2217846	0.2645494	0.1530282	0.9462398	1.0580839	0.0020562	1.0143696	0.0254657	0.9594624	0.9962911
500	0.1767991	0.2972386	0.1753522	0.9940285	0.9491192	0.0041654	0.8993592	0.0448384	0.9578594	1.0497529
550	0.1035222	0.2424540	0.1888719	0.9089820	0.9814933	0.0585568	0.8837005	0.2131377	0.9187995	1.0550548
600	0.0642079	0.1941799	0.1956738	0.9578537	0.9431183	0.1370889	0.9796175	0.3026427	1.0560989	1.0279819
650	0.1201941	0.2185057	0.2345951	0.8585697	0.8539851	0.1637765	0.9693602	0.2525772	1.0266447	0.9776846
700	0.3249907	0.2497474	0.2086036	0.9477155	0.8882109	0.1449282	1.0544109	0.2174776	1.0116229	0.8881566
750	0.3319472	0.2861759	0.1832353	0.9067254	0.8574544	0.1015039	1.0669468	0.2193859	0.9403356	0.8793869
800	0.2479354	0.3063659	0.2203821	0.8162508	0.8002705	0.0936899	1.0219926	0.2341138	1.0588246	0.9979711
850	0.2487389	0.2882958	0.2085574	0.8992289	0.8945937	0.0876245	0.9664883	0.2253984	0.9838489	1.0153323
900	0.2615786	0.3021236	0.2165412	0.9289595	0.9420033	0.0888137	1.0883822	0.2718410	0.9960252	0.9432933
950	0.1264553	0.2819538	0.1724542	0.9440882	0.9226452	0.0812155	1.1131693	0.2818877	1.0141832	0.9630236
1000	0.1434224	0.2475472	0.2039645	0.9153100	0.9136819	0.0838312	1.0009357	0.2675808	0.9853445	1.0306661

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.0887699	0.2695785	0.0700188	0.9312901	1.0816807	0.0421524	0.9598582	0.2027539	0.9893816	0.7688671
100	0.0475489	0.1816149	0.0533712	0.9689037	1.0414957	0.0135038	0.9338160	0.2588628	0.9748004	0.8266787
150	0.0497781	0.1417079	0.0556570	0.8918986	0.9441459	0.0438242	0.9774567	0.2812089	0.9394688	0.8267809
200	0.0398371	0.1442509	0.0775160	0.8627776	0.9264897	0.0328519	0.9767113	0.2656485	0.9376375	0.8589831
250	0.0236941	0.1284417	0.0833215	0.9000157	1.0619054	0.0365218	0.9818557	0.2752546	0.9856918	0.8493788
300	0.0308690	0.1253074	0.0896891	0.8312755	1.0797112	0.0535502	1.0016411	0.2811418	1.0979304	0.8179748
350	0.0379642	0.0664913	0.0948098	0.9728306	0.9826176	0.0423337	0.9378967	0.2337983	1.0064087	0.7912287
400	0.0314928	0.1198869	0.0909669	0.9133925	0.9509606	0.0456020	0.9104031	0.2487196	1.0515703	0.8245964
450	0.0511268	0.1423100	0.0771322	1.0056903	0.9704460	0.0329392	0.9573070	0.2092607	1.0157229	0.8481091
500	0.0383420	0.1248915	0.0635653	0.9867106	1.0431120	0.0596202	1.0110761	0.2211988	1.0712872	0.9172989
550	0.0378810	0.1778952	0.1690551	0.9251136	0.9755138	0.1532113	0.9761727	0.2315548	1.1182134	1.0874245
600	0.0557785	0.2368667	0.2706746	0.8812151	0.8852872	0.1423348	0.9970884	0.1925563	0.9749386	1.0277033
650	0.2466168	0.3095539	0.2867731	0.9183500	0.8617585	0.1485687	0.9393222	0.2500780	0.9941521	1.0046026
700	0.3954227	0.3432159	0.2492730	0.9036563	0.9764490	0.0975183	0.9648217	0.2125635	1.1266371	0.9799285
750	0.3421720	0.2904609	0.2154278	0.8755828	0.9835003	0.0993317	0.9704726	0.1971534	1.0947610	1.0439704
800	0.2821929	0.3169606	0.1658713	0.9193252	1.0298099	0.0769110	0.9808995	0.2374472	1.0656562	1.0234028
850	0.1700065	0.3273750	0.1877092	0.8669967	0.9355882	0.1002870	0.9617562	0.2178969	0.9053765	0.9155351
900	0.1488910	0.3059528	0.1995563	0.9106503	0.8978435	0.1271468	0.9504988	0.2375302	1.0339479	1.0199229
950	0.1363655	0.2672943	0.2189933	0.9335273	0.9130563	0.1262518	1.0480582	0.2489548	1.0884527	0.9693660
1000	0.1082793	0.2570715	0.1827551	0.9324961	0.8608008	0.0872232	1.0029565	0.2704860	1.0831604	1.0135332

0	0.1088710	0.3079624	0.2191611	0.9360352	0.9799368	0.0934425	1.0240861	0.2718742	1.0898038	0.9564075
50	0.1588563	0.2791300	0.1733867	0.8758772	0.8664339	0.0733807	1.0441507	0.2208485	1.0125557	1.0409142
100	0.1253001	0.2541594	0.1623473	0.8381761	0.9389026	0.0726517	0.9997614	0.2006592	0.8960268	0.9708152
150	0.0757809	0.2291230	0.1514726	0.8762846	0.9194536	0.0715382	1.0215487	0.2915062	0.9755937	0.9351338
200	0.0734056	0.2040882	0.2195278	0.9432801	0.9728849	0.0884665	1.0384367	0.2917750	1.0759887	1.0202213
250	0.1945436	0.2802800	0.2278470	0.9416525	0.9952254	0.1039895	1.0203854	0.2608248	0.9884640	0.9929655
300	0.4084228	0.3153862	0.2092610	0.9538952	0.9948367	0.0872312	0.9168776	0.2522849	1.0275111	1.0377811
350	0.2903747	0.3126362	0.2036893	1.0161653	0.9271734	0.0969495	0.9870000	0.3052865	0.9683351	1.0285208
400	0.2310185	0.2680018	0.1675108	0.9307074	0.9961001	0.0711658	1.0597470	0.2287435	0.9941119	0.9791564
450	0.2013738	0.2923467	0.2381604	0.8779945	1.0059535	0.0765433	1.0240467	0.2844766	0.9976878	0.9668642
500	0.2869598	0.3458776	0.2036886	0.9179651	1.0293139	0.0726240	0.9942477	0.2893660	1.0137332	1.0182062
550	0.3796458	0.3123548	0.1995333	0.9818045	0.9860613	0.0491699	0.9170223	0.2937250	1.0481421	0.9612594
600	0.4403596	0.3321187	0.1731417	0.8495652	0.9813418	0.0696362	0.8373440	0.2714779	1.0465653	0.9469604
650	0.3919182	0.2925651	0.2077073	0.9247396	0.9892316	0.0913524	0.9340033	0.2565865	1.0622391	1.0163463
700	0.3422378	0.3002588	0.1945713	0.8580126	1.0124132	0.0887221	1.0028515	0.2281270	1.0939795	1.1409121
750	0.1733698	0.2197535	0.1981129	0.8688443	0.9028949	0.0687261	0.9795443	0.2429036	0.9700390	1.0207976
800	0.2337901	0.2910394	0.2002302	0.8618964	0.9209690	0.0797897	0.9535458	0.2252344	1.0650675	0.9922839
850	0.2240554	0.2651368	0.1976633	0.8823737	0.9346950	0.1004003	0.9055852	0.2212744	0.9401638	1.0880803
900	0.1620751	0.2912829	0.1879975	0.9533631	0.9394843	0.1432098	0.9986068	0.2103765	1.0031938	0.9855739
950	0.1874633	0.2999870	0.1821926	0.9343705	0.8957965	0.0742390	1.0696990	0.2001582	0.9991172	0.9261770
1000	0.1648381	0.2845875	0.2098657	0.9492887	0.9555829	0.0716260	1.0172900	0.1846135	0.9775717	0.9466351
