"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C

0	0.6149309	0.1745718	0.6406722	0.3112569	0.2616250	0.8427590	0.0340138	0.5811656	0.1043976	0.0460250
50	0.4552595	0.0657117	0.7367332	0.3956951	0.4678650	0.8858232	0.0174160	0.4637167	0.3146643	0.0682667
100	0.6245479	0.0257034	0.8137889	0.4775227	0.5491556	0.8326178	0.0554450	0.5922797	0.4968064	0.0281965
150	0.6201553	0.0007881	0.8205354	0.5197594	0.5923739	0.8607247	0.1371041	0.6704517	0.4055097	0.0446941
200	0.7613013	0.0197226	0.7531308	0.7247594	0.4896062	0.7667390	0.3568619	0.6451621	0.5491173	0.0534744
250	0.7238425	0.0439325	0.7985544	0.6988568	0.5468495	0.6240191	0.4610969	0.7281668	0.5938555	0.0609212
300	0.7143159	0.0198452	0.8123221	0.6087391	0.5794408	0.7991039	0.4702603	0.8403512	0.6582912	0.0685112
350	0.6606345	0.0142794	0.9385602	0.6898909	0.5575917	0.8650220	0.3702209	0.6856979	0.7521592	0.0481989
400	0.7911574	0.0201426	0.8318215	0.6106288	0.6362661	0.7129869	0.3564372	0.7323726	0.6018055	0.0927651
450	0.7446221	0.0194718	0.8441082	0.6206700	0.5108999	0.6046716	0.2692830	0.7588999	0.6705168	0.0996448
500	0.6205519	0.0135617	0.7918501	0.6239672	0.6012113	0.7092220	0.3414027	0.7043936	0.5172442	0.0525968
550	0.7114415	0.0520023	0.8575165	0.5921971	0.5342006	0.7052564	0.3858632	0.7430292	0.3802133	0.0672969
600	0.7087835	0.0632195	0.8982326	0.5154209	0.5519094	0.7146384	0.1561328	0.6808515	0.3706759	0.0741345
650	0.5804273	0.1132520	0.7426417	0.3850003	0.4935237	0.7773885	0.0955997	0.5866803	0.1323105	0.0465384
700	0.5424772	0.1085937	0.8793782	0.4211505	0.5318940	0.7047057	0.0578614	0.6697444	0.1200526	0.0255196
750	0.6495236	0.1563575	0.7493071	0.3443695	0.4276793	0.8671109	0.0723743	0.4556531	0.1204620	0.0328629
800	0.5239571	0.0878612	0.8568412	0.3185698	0.4982844	0.8041024	0.0314888	0.6281845	0.0775574	0.0225128
850	0.4731501	0.0793907	0.7559045	0.3404431	0.5052781	0.9283412	0.0160280	0.5766026	0.0615488	0.0182101
900	0.5044099	0.1387388	0.8063076	0.2740364	0.4746604	0.8009231	0.0347257	0.3823498	0.0811277	0.0674081
950	0.6032484	0.1127400	0.7712426	0.1745633	0.5131450	0.6917999	0.0260690	0.4601989	0.1192211	0.0288444
1000	0.5122415	0.0934796	0.6229794	0.2286861	0.5667526	0.8728506	0.0316947	0.5566235	0.0947346	0.0474466

0	0.6254528	0.1097741	0.6280286	0.2358414	0.4101525	0.6430225	0.0146061	0.4773012	0.0645087	0.0278277
50	0.4713184	0.1153285	0.6710205	0.3778411	0.5117881	0.8410632	0.0068073	0.5727273	0.1976525	0.2423393
100	0.5510504	0.1605133	0.6901855	0.4899356	0.4628968	0.8325154	0.0409926	0.4821648	0.2916758	0.4606986
150	0.4587129	0.1879273	0.7735718	0.7028793	0.6002694	0.9146906	0.0146126	0.7043158	0.4772249	0.5527085
200	0.4301175	0.2033075	0.6106849	0.7409701	0.5576935	0.7804026	0.0044594	0.5691340	0.6271231	0.4775175
250	0.4978794	0.2419863	0.8766024	0.6725682	0.6693453	0.8182652	0.0365083	0.8222743	0.6364134	0.4835297
300	0.5870485	0.1220678	0.8183435	0.7623593	0.5691957	0.7025846	0.0070483	0.6374188	0.5515942	0.6494773
350	0.5369893	0.1385695	0.7105010	0.7746361	0.5843664	0.7869903	0.0472254	0.6810227	0.6605535	0.6121403
400	0.5426190	0.0945102	0.7356011	0.7195959	0.5518782	0.8265642	0.0110448	0.6085160	0.6151757	0.7267410
450	0.5981231	0.1679984	0.7279526	0.5656483	0.6743779	0.8285555	0.0186536	0.6897419	0.5725447	0.5868940
500	0.5469341	0.1417841	0.7330592	0.6339292	0.6523751	0.8313733	0.0198517	0.7205972	0.5778540	0.5757742
550	0.5054200	0.2004322	0.7175907	0.5654534	0.7025631	0.6830612	0.0197063	0.7047218	0.4566664	0.4280999
600	0.4693563	0.1678249	0.6951993	0.4901086	0.4989553	0.8345343	0.0183728	0.7065458	0.5201976	0.2323441
650	0.5252432	0.2510036	1.0223472	0.3604755	0.5271822	0.8081548	0.0092316	0.7762010	0.5045401	0.1719828
700	0.4763840	0.1739463	0.7644135	0.3786855	0.6164955	0.9086425	0.0098139	0.5133004	0.3113379	0.0922431
750	0.4892052	0.1459929	0.7265304	0.3343499	0.4511350	0.7107143	0.0135795	0.5461808	0.2753148	0.0658738
800	0.6485513	0.1179791	0.7760900	0.3024957	0.3576773	0.7955180	0.0118985	0.6118774	0.1572415	0.0472371
850	0.5898793	0.1530910	0.7552430	0.2762516	0.3616156	0.6935974	0.0341885	0.5764536	0.0959757	0.0571910
900	0.5102946	0.1138830	0.6652552	0.2582824	0.4256393	0.8356245	0.0177968	0.5084703	0.1374183	0.0456983
950	0.4226639	0.1091488	0.8086283	0.2338931	0.4314296	0.7598796	0.0183850	0.5336768	0.1412437	0.0418778
1000	0.4797173	0.0897004	0.8820099	0.2075324	0.4922107	0.6905671	0.0031147	0.4938902	0.1898165	0.0777971

0	0.5766311	0.1549460	0.6459644	0.2947073	0.3528634	0.7177887	0.0232229	0.6839819	0.0927726	0.0259975
50	0.5471185	0.1598233	0.8674389	0.3277690	0.3284584	0.8294347	0.0218112	0.5201158	0.1434900	0.0642012
100	0.4863466	0.1473201	0.7283343	0.3637128	0.4360788	0.8730143	0.0161043	0.5021590	0.1266817	0.0430620
150	0.3906977	0.1279499	0.7456962	0.2310371	0.4766697	0.7622009	0.0038391	0.5119448	0.1269458	0.0424251
200	0.5672346	0.1407132	0.6847595	0.1821007	0.4431962	0.7545513	0.0154201	0.3753885	0.0585262	0.0669671
250	0.4650111	0.1334055	0.9373375	0.2707536	0.5760653	0.9578682	0.0313763	0.5093720	0.1105027	0.0942027
300	0.5717516	0.1002367	0.9795742	0.2115667	0.3832535	0.9177215	0.0333449	0.5022998	0.1027052	0.0207493
350	0.4586119	0.0942858	0.7425949	0.2366186	0.4174503	0.8996572	0.0371229	0.5157008	0.0899411	0.0429318
400	0.5106848	0.0982301	0.8243687	0.2790434	0.4656462	0.8625977	0.0196625	0.5095554	0.0999662	0.0452046
450	0.5033545	0.1644291	0.9478238	0.4467180	0.5409648	0.8469204	0.0434051	0.5678218	0.0942301	0.0350868
500	0.5770851	0.1514713	0.8256673	0.3674717	0.4457112	0.9010212	0.0268824	0.4710974	0.0760487	0.0522034
550	0.6038707	0.1330876	0.7602208	0.3492732	0.6035613	0.6229457	0.0155180	0.4056008	0.1395806	0.0703718
600	0.4622562	0.1001451	0.8151870	0.3258551	0.4875282	0.7388502	0.0342790	0.5115856	0.1058858	0.0605988
650	0.5517478	0.1468460	0.6941926	0.4324730	0.4445241	0.8194825	0.0202095	0.5143051	0.1475642	0.0333418
700	0.6094542	0.1601212	0.7466627	0.2901898	0.4153207	0.7583383	0.0368125	0.4511604	0.1107697	0.0626526
750	0.6528603	0.1956163	0.7825951	0.2468207	0.4801474	0.7327060	0.0194640	0.4846470	0.0604334	0.0679136
800	0.5142418	0.1450091	0.8110210	0.2762927	0.5023747	0.6831726	0.0115477	0.4056765	0.0762835	0.0234801
850	0.5345168	0.2013455	0.7932698	0.3033223	0.3322078	0.8100741	0.0241536	0.5702324	0.1044995	0.0331109
900	0.5457877	0.1598635	0.8409477	0.2122201	0.4541240	0.7416717	0.0111613	0.4218049	0.0882921	0.0249046
950	0.4660256	0.1795052	0.7351208	0.3282309	0.3660904	0.9095714	0.0097099	0.4520630	0.0769234	0.0296442
1000	0.5870182	0.1538166	0.6325616	0.2566157	0.3629076	0.7137390	0.0203392	0.6149068	0.0675090	0.0180560

0	0.6229691	0.1157300	0.7794813	0.2947136	0.4729194	0.9326757	0.0186244	0.6337503	0.1689505	0.0233526
50	0.5774430	0.1387027	0.6753521	0.2005813	0.4174609	0.5482204	0.0060202	0.5710577	0.1559017	0.0571939
100	0.4603451	0.2376201	0.8190022	0.2430194	0.3649812	0.2975783	0.0063243	0.5494861	0.2353884	0.0542878
150	0.4299286	0.2059226	0.6720698	0.3040190	0.2664686	0.2089155	0.1146117	0.4403175	0.2336845	0.0734312
200	0.4315144	0.1533936	0.7322894	0.2472491	0.1842082	0.1319940	0.0178362	0.3545253	0.4030869	0.0816590
250	0.4637058	0.1265060	0.6780609	0.3032338	0.1101733	0.0972770	0.0996536	0.3726628	0.4097481	0.1091016
300	0.5129065	0.1286011	0.6764816	0.2313150	0.1344118	0.1406151	0.0120314	0.4432737	0.2390205	0.0976312
350	0.3751493	0.1631832	0.7208366	0.1561988	0.1092190	0.2122876	0.0326912	0.3804845	0.4292459	0.0877423
400	0.4528813	0.2007889	0.6937044	0.1477126	0.0906657	0.1220146	0.0112170	0.4723013	0.3099193	0.1745511
450	0.4526343	0.1780905	0.7951545	0.1298783	0.0762465	0.2005858	0.0286154	0.3449778	0.3233577	0.1242668
