"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W
200	0.7997867	0.2311200	0.8750711	0.8299064	0.8194587	0.4823376	1.0319763	0.5268412	0.4311446	0.7541911
250	0.8317302	0.2451129	0.8839302	0.7814969	0.8881539	0.4725131	0.9806536	0.6032625	0.5039097	0.8671086
300	0.8466068	0.2718791	0.8428098	0.7887350	0.8564272	0.4486557	1.0722491	0.6882897	0.5432775	0.7034328
350	0.8696882	0.2981430	0.8227466	0.8563533	1.0402466	0.3962885	1.0365190	0.7979009	0.4937388	0.6718513
400	0.8820182	0.2804739	0.8524243	0.8977246	0.9560454	0.4122485	0.9737872	0.7602099	0.4967573	0.7151412
450	0.7965319	0.2462090	0.8414339	0.9101458	0.8834510	0.3885170	1.0484488	0.7204529	0.4450242	0.6784266
500	0.8937417	0.2390765	0.8231736	0.9729107	0.8694302	0.4755812	1.0231395	0.6743202	0.4960432	0.7539206
550	0.5906324	0.3736114	0.8830621	0.8804947	0.8417942	0.5022653	1.0785353	0.7029132	0.5080022	0.6612823
600	0.4529802	0.5347945	0.8092375	0.8827964	0.9046897	0.5931951	1.0980952	0.7415751	0.5343203	0.7247847
650	0.3850585	0.5695063	0.8683985	0.8893552	0.8249424	0.5182071	0.9940323	0.7731005	0.4624841	0.7142381
700	0.3624557	0.5506811	0.9039480	0.8950039	0.9593539	0.6502770	1.0387658	0.6118212	0.4228278	0.6833727
750	0.3836662	0.4534490	0.8459817	0.8181823	0.9030988	0.5772943	0.8458148	0.5662587	0.4795189	0.7976186
800	0.3811980	0.4923556	0.8506039	0.7865659	0.8913137	0.5803773	0.9981607	0.8224587	0.4761998	0.7565104
850	0.3341091	0.5554816	0.8751223	0.8248747	0.8839552	0.4416164	1.1199268	0.8488000	0.4553048	0.7396010
900	0.3304384	0.5061109	0.9681476	0.8236227	0.8441701	0.5881648	1.0901583	0.6381855	0.4919772	0.6504763
950	0.3295036	0.4970803	0.8800879	0.7860373	0.8319197	0.6381903	1.0775685	0.6181454	0.4752962	0.7649683
1000	0.3804349	0.5109767	0.8296731	0.8586437	0.8160169	0.5603501	0.9552728	0.7259556	0.5587207	0.7146394

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.4297222	0.5079958	0.8861603	0.7629363	0.9623767	0.5425678	0.9800349	0.8939906	0.5515791	0.8216045
100	0.4648899	0.5920213	0.8505399	0.8120667	0.9092772	0.5466838	0.9231787	0.8206825	0.4729611	0.6874974
150	0.4024822	0.6478747	0.8260535	0.8018281	0.8586767	0.4554863	1.0329418	0.8139599	0.5240781	0.6923966
200	0.4036567	0.5966237	0.9024831	0.8420693	0.9996199	0.5344635	0.9650393	0.7228822	0.4735125	0.6099231
250	0.4294425	0.5382399	0.8748960	0.8744735	0.8663021	0.5306579	0.9256925	0.8342779	0.4368675	0.7131616
300	0.4367479	0.6032116	0.8754659	0.7760499	0.8443770	0.5673459	1.0892963	0.8730177	0.5032521	0.7773598
350	0.5008898	0.5346284	0.9513704	0.7635175	0.9715548	0.5568888	0.9810300	0.8415346	0.4438421	0.6977543
400	0.5051414	0.5229371	0.9466346	0.7562236	0.9443521	0.5887290	0.9110312	0.8921667	0.4417972	0.7839005
450	0.4374022	0.5298712	0.8169451	0.8065427	0.9362769	0.5429506	0.8737476	0.9208247	0.4213267	0.7310287
500	0.3812225	0.5487131	0.8768675	0.7518039	0.8631951	0.5428124	0.9140963	0.9205579	0.4338060	0.7980584
550	0.3830472	0.5190113	0.8624333	0.7774134	0.9292081	0.5881359	0.9645096	0.7031042	0.3655929	0.8084534
600	0.4651368	0.5200334	0.8976121	0.7319301	0.8841643	0.6079115	1.0338962	0.5653183	0.4550993	0.7159862
650	0.4517125	0.4757588	0.8364722	0.7063795	0.8656034	0.6107190	1.0470889	0.6000971	0.4912347	0.7026325
700	0.4209198	0.5934000	0.9300396	0.7701490	0.8926095	0.5934145	1.0985557	0.6404129	0.4080802	0.7588233
750	0.4112728	0.5192122	0.9778205	0.7250819	0.8357852	0.5466256	0.9118247	0.5300109	0.4234810	0.6844838
800	0.3978960	0.5582675	0.7624705	0.7711326	0.8377316	0.5416671	0.8390682	0.6125987	0.4439802	0.7567681
850	0.3851548	0.4936743	0.7889316	0.7289209	0.8757091	0.5440203	0.8994636	0.5886607	0.5135446	0.8697153
900	0.4716274	0.5238287	0.7555180	0.8134706	0.8782345	0.6114499	0.9885070	0.7051777	0.4793417	0.7717406
950	0.3969624	0.5614636	0.8695753	0.8275562	0.7966967	0.5539654	1.0951888	0.7862709	0.5759239	0.6658510
1000	0.3997158	0.5019339	0.9324796	0.8328775	0.7519242	0.5407672	1.0070596	0.8180756	0.5000267	0.6559709

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.4530324	0.3817922	0.8466544	0.6691410	0.8960774	0.5756777	1.0753478	0.8457102	0.4695521	0.6125053
100	0.4097454	0.1520782	0.9026745	0.6391753	0.7780595	0.5484406	1.0309326	0.9952579	0.4309745	0.6885674
150	0.2664545	0.0537112	0.8726585	0.6412161	0.8132863	0.5733749	0.9493385	0.9361094	0.4536793	0.7194359
200	0.2045263	0.0349691	0.9189346	0.6537024	0.9300753	0.6710831	0.9038120	0.8733346	0.3544784	0.7242598
250	0.1726351	0.0284099	0.8799188	0.5625930	0.8293810	0.6310872	0.8693550	0.9595661	0.3654323	0.7835055
300	0.1785514	0.0221673	0.7960856	0.5028597	0.8723787	0.6794155	0.9413094	1.0009284	0.3649065	0.7806088
350	0.1546897	0.0236533	0.7759720	0.4825699	0.7751945	0.6897914	1.1488940	1.0418375	0.4046528	0.8956910
400	0.1777185	0.0251492	0.8572894	0.4906533	0.7628011	0.6739769	0.9659090	1.0243641	0.4191460	0.8516280
450	0.1767936	0.0236729	0.8072946	0.5352647	0.7509743	0.6184164	0.9390780	0.9535187	0.4305311	0.7753675
500	0.1676576	0.0097806	0.7934995	0.5519035	0.7889153	0.6926450	0.9453229	0.8959182	0.4298370	0.7833957
550	0.1581222	0.2448160	0.8749379	0.6257720	0.7758548	0.5454717	0.9784636	0.8072839	0.5350683	0.7836774
600	0.1777808	0.4255238	0.8181073	0.7812978	0.8572529	0.6521178	0.9499218	0.7609142	0.5059785	0.6953719
650	0.2484086	0.5486444	0.8157995	0.7951589	0.7696808	0.6402977	0.8793338	0.6785409	0.4414862	0.7349329
700	0.2610571	0.4851510	0.8344432	0.7730206	0.7851173	0.5958177	0.9803404	0.6112527	0.4604101	0.6885539
750	0.3366560	0.5322545	0.8911041	0.7409647	0.7892605	0.6143491	0.9451365	0.5261989	0.4221666	0.7199981
800	0.3433786	0.5721659	0.8811495	0.7490470	0.9505047	0.6712903	1.0166473	0.5840907	0.4717466	0.7884236
850	0.3742408	0.5414757	0.8064394	0.7403351	0.9016635	0.6525330	0.9581065	0.6410204	0.5185317	0.7421051
900	0.3225295	0.5353517	0.8292241	0.7750188	0.8623176	0.5648470	0.8798520	0.6393827	0.4338560	0.7126417
950	0.3717185	0.4384285	0.8336845	0.6921894	0.8280345	0.6029195	0.9321698	0.6573453	0.4328485	0.7545117
1000	0.3951694	0.5933448	0.9463940	0.8187391	0.8668324	0.5799121	0.9457141	0.6083374	0.5156786	0.7472976

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.3836992	0.5644539	0.8646578	0.8009091	0.6945368	0.6844291	1.0132772	0.8396022	0.4596079	0.7830882
100	0.3996877	0.5444301	0.9250547	0.6779104	0.6692584	0.6324484	1.0652804	0.8910661	0.5466485	0.7330460
150	0.3644634	0.5708804	1.0304340	0.7074325	0.5362321	0.6108447	1.0327490	1.0186994	0.4549531	0.5720613
200	0.4126072	0.5639285	0.9712148	0.8093790	0.5663872	0.5108134	1.0188828	0.8724886	0.4492420	0.6664076
250	0.4183212	0.4880100	0.9501149	0.8428972	0.5532762	0.5039092	0.9645213	0.9014526	0.4589483	0.7224610
300	0.3966851	0.5706670	0.8290039	0.8774609	0.6514305	0.4899817	0.9347566	0.9675181	0.5271123	0.6596310
350	0.4166393	0.5305886	0.8947089	0.8498119	0.5536414	0.5079715	0.9348549	1.0810829	0.5568825	0.6153413
400	0.4277743	0.4746487	0.8524098	0.7971889	0.5655155	0.4651836	0.9749398	0.9148990	0.4497684	0.6242538
450	0.4247356	0.5102613	0.9425654	0.7421056	0.5820273	0.5295291	0.9646884	0.8289718	0.4790696	0.6817363
500	0.4007767	0.5414225	0.9909021	0.8234311	0.5718316	0.6083028	0.9735237	0.9520870	0.5138807	0.6632935
550	0.4551571	0.5125349	0.9094142	0.8452024	0.6736991	0.5756899	1.0051971	0.7601423	0.4474383	0.6515173
600	0.4403755	0.5303780	0.7853951	0.9210051	0.7621383	0.5004985	0.9747775	0.6952705	0.4656027	0.6220439
650	0.4007064	0.5099650	0.8600881	0.8455306	0.8274772	0.4644980	0.9548658	0.6737278	0.4209197	0.6849342
700	0.3538092	0.4766078	0.7320488	0.8770686	0.8530775	0.6453828	1.0525609	0.6482626	0.4814410	0.7800372
750	0.3693211	0.5623238	0.8887660	0.8788048	0.8451474	0.5952013	1.0669984	0.5649271	0.4631553	0.7187544
800	0.3708216	0.5278883	0.9202881	0.9056536	0.8414330	0.5106098	0.9518126	0.6857825	0.5121778	0.7409639
850	0.3873759	0.4958574	0.8241863	0.9041069	0.8939962	0.4992486	0.9844361	0.6944587	0.4513499	0.6437257
900	0.3510611	0.5573799	0.9626790	0.7819980	0.9262770	0.5388243	0.9946857	0.7303510	0.4902841	0.7187357
950	0.3828501	0.5344794	0.8860077	0.7699784	0.9462675	0.5282802	1.0402436	0.7055074	0.5023037	0.7655594
1000	0.3489929	0.4952689	0.8852910	0.7421266	0.8856449	0.5176040	0.9798295	0.6903770	0.5556826	0.6569678

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.4089714	0.7321522	0.9540990	0.6603922	0.8914783	0.5279842	0.9770221	0.7012636	0.4660219	0.7092707
100	0.4758187	0.8346415	0.9195559	0.4323784	0.9206218	0.5991241	0.9958301	0.7302291	0.5040061	0.7381165
150	0.5030392	0.8539931	0.8899683	0.3457746	0.9787936	0.7283488	1.0270366	0.8123559	0.5265216	0.6542920
200	0.5214842	0.8454106	0.8773557	0.2836724	0.8937017	0.7219188	0.9270637	0.7391327	0.4944525	0.6515543
250	0.5095100	0.8110309	0.9619414	0.2130541	0.6998709	0.7193398	0.9487260	0.8137697	0.5039203	0.7256055
300	0.5383701	0.7403028	0.8485824	0.2212713	0.6786925	0.8823005	0.9073828	0.8294815	0.4712180	0.7157316
350	0.5641585	0.9411349	0.7869323	0.1780568	0.7859632	0.8033907	0.7906982	0.8145614	0.5077419	0.6654671
400	0.6231720	0.8193439	0.7967386	0.1646355	0.6703047	0.8766363	0.8920225	0.8694006	0.4681896	0.6558409
450	0.5809232	0.8102217	0.8470504	0.1479406	0.6126530	0.9079464	0.8259453	0.8845326	0.4757073	0.6679297
500	0.6091267	0.7708929	0.8519846	0.1379983	0.6216698	0.8956949	0.7554285	0.7607154	0.4392048	0.5983670
550	0.6176388	0.7188245	0.8704815	0.2702024	0.5712597	1.0604060	0.6912645	0.6749458	0.5476457	0.7067893
600	0.5353411	0.6524375	0.8742495	0.3316701	0.6081289	0.8944404	0.8211682	0.6243223	0.4654454	0.7035500
650	0.5215277	0.6308655	0.8312883	0.3792091	0.6617654	0.7032783	0.7423440	0.7320189	0.4201683	0.6762108
700	0.5601802	0.4933061	0.7614828	0.4998765	0.7286737	0.5853517	0.8941918	0.6960026	0.4786745	0.6147286
750	0.4236660	0.4973498	0.8224556	0.5397690	0.8119359	0.6130391	0.9006282	0.7297820	0.4616382	0.5680057
800	0.3718545	0.5480800	1.0020639	0.6650390	0.8542491	0.5332497	0.8530797	0.7248490	0.4531596	0.7029251
850	0.3541398	0.5593179	0.8462744	0.7259364	0.8119155	0.5865036	0.9609023	0.6367997	0.3959394	0.7794196
900	0.3699271	0.5454022	0.8228857	0.7382956	0.9367037	0.6111909	0.9291546	0.6039246	0.4628631	0.7559660
950	0.3937667	0.5494253	0.8719178	0.7699139	0.8672334	0.5484650	0.9738329	0.6555995	0.4679991	0.7186617
1000	0.4204533	0.6057060	0.8278851	0.7799846	0.7735344	0.6224064	1.0036160	0.6671504	0.4511754	0.7023558

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.6095229	0.4839259	0.8547480	0.6840797	0.7267361	0.5102912	1.0126776	0.8324283	0.6442273	0.6626263
100	0.8552689	0.5645978	0.7805513	0.7276332	0.7028560	0.5143212	0.9484497	0.8970333	0.6324199	0.4665152
150	1.0542156	0.5400056	0.7805572	0.7837744	0.6140180	0.6154872	0.9587585	0.9488299	0.6332891	0.4296553
200	0.9806590	0.7057151	0.7752992	0.7528307	0.5446141	0.5996817	0.9284497	0.8703163	0.6133649	0.5347782
250	1.0469514	0.6289507	0.8233108	0.7483167	0.5925175	0.5408215	0.9546490	0.8778948	0.6238263	0.5410823
300	0.9306822	0.5770406	0.8759057	0.7036178	0.5224362	0.5626292	0.9431811	0.9718641	0.7342189	0.5004846
350	0.9682086	0.6404004	0.8441706	0.7685586	0.4836223	0.5467549	0.9326190	0.9518674	0.7477437	0.4153936
400	1.0157964	0.6082941	0.9094278	0.8084319	0.5066296	0.5525964	0.9442265	0.8593664	0.6238940	0.3573641
450	0.9319573	0.5638042	0.8099751	0.7613505	0.5543517	0.6113426	0.9919143	0.8427284	0.6509678	0.3649981
500	1.0635745	0.6464740	0.7951542	0.8042843	0.5278444	0.5196684	1.0839318	0.9768126	0.6775769	0.4456842
550	0.9009574	0.6068057	0.8881879	0.7923731	0.6892203	0.4886995	1.1834101	0.9233335	0.4833201	0.4262069
600	0.7326913	0.5145148	0.7991517	0.7741694	0.8404087	0.5196080	1.0662602	0.7784890	0.3900453	0.5812527
650	0.6104244	0.4578692	0.8263647	0.7951495	0.9473428	0.5414129	0.9867394	0.5331906	0.3943665	0.7487335
700	0.4457347	0.5435038	0.9259594	0.7302634	0.8955967	0.6420196	1.0325500	0.4868155	0.4501273	0.7415000
750	0.3935711	0.5644273	0.8897815	0.7311909	0.8462955	0.6046308	1.0101361	0.5928580	0.4379443	0.7873495
800	0.4520771	0.5780033	0.8076716	0.7607763	0.9174053	0.5850170	1.0370953	0.7494213	0.5369858	0.7268098
850	0.4107102	0.5236773	0.9854658	0.7983824	0.8426089	0.5426652	1.0621902	0.6645406	0.4398567	0.7020792
900	0.3962699	0.5205247	0.8768820	0.8939980	0.8588484	0.5027588	0.9356920	0.6594994	0.4211295	0.7181711
950	0.4027322	0.6048724	0.8671356	0.7863059	0.8124558	0.5784838	1.0328983	0.7236651	0.4769532	0.7631790
1000	0.4139578	0.6134443	0.8914382	0.7941515	0.8503479	0.5577840	0.9493761	0.6999298	0.4834584	0.6884960
