"Time"	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.4575699	0.5287237	0.8124293	0.8192032	0.7782053	0.5636077	0.9113932	0.7368036	0.5682883	0.7411196
100	0.4056783	0.5707370	0.8907593	0.8431119	0.6695117	0.6356268	0.8938910	0.7007201	0.4824759	0.6714537
150	0.4289402	0.6038070	0.8530616	0.8743830	0.5810959	0.5558275	0.9822935	0.7321299	0.5108245	0.6898881
200	0.4426871	0.6258234	0.9772663	0.7554081	0.5576088	0.5030604	0.9519121	0.7671615	0.4826891	0.6080417
250	0.4134662	0.6684381	0.9484805	0.7578460	0.5566635	0.5521204	0.9860886	0.7032048	0.5147884	0.6313023
300	0.4864575	0.6316524	0.8290778	0.7875301	0.4864718	0.5502971	1.0380627	0.6486011	0.4650155	0.5937589
350	0.5029650	0.6930521	0.8554717	0.7930147	0.4252120	0.5990109	1.0502883	0.6539211	0.4819484	0.7411639
400	0.4606808	0.6599288	0.9716263	0.8124035	0.5161315	0.5552187	1.0295832	0.7426815	0.5341945	0.6988713
450	0.4188231	0.7099551	0.8878529	0.7332539	0.4722672	0.6562195	0.9924914	0.6851154	0.5412434	0.5592507
500	0.5070472	0.6856335	0.8760146	0.7288181	0.4681142	0.6665692	0.9409392	0.7368016	0.4696076	0.6357358
550	0.5383005	0.5859208	0.7637645	0.7350146	0.5178122	0.6277483	0.9319686	0.7857694	0.4444388	0.6211157
600	0.4853485	0.6165547	0.7495966	0.7739469	0.7173915	0.5829023	0.8489767	0.6806453	0.4786761	0.5959901
650	0.4140931	0.6055185	0.8084308	0.7973803	0.8167500	0.5779869	0.9630087	0.6170407	0.4409237	0.6803062
700	0.4356114	0.5650552	0.9489325	0.6799830	0.8598426	0.6116542	1.0131278	0.5288785	0.4042487	0.6795871
750	0.3707649	0.5152879	0.8475166	0.7249876	0.9008946	0.5834852	1.0265337	0.5148643	0.4430646	0.7616068
800	0.3438720	0.5797888	0.8361131	0.7916194	0.8248576	0.5215695	0.9567419	0.5738539	0.5083150	0.7592896
850	0.3653684	0.4856354	0.8466806	0.7678908	0.8875923	0.5256109	0.8754564	0.7154675	0.5026304	0.7569870
900	0.4298393	0.5575277	0.8648864	0.8649712	0.9157460	0.4921389	1.0288638	0.6729179	0.4463248	0.6562310
950	0.4139324	0.5497933	0.9430624	0.8264570	1.0117067	0.5888327	1.0857831	0.7097502	0.4544218	0.7010101
1000	0.4149813	0.5379513	0.9738244	0.8241024	0.9438062	0.6002992	1.0183921	0.6778397	0.4467205	0.7463318

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.4216603	0.5724003	0.9287212	0.7504464	0.7582989	0.5431035	0.9193025	0.8701267	0.4571715	0.6604801
100	0.3915499	0.5992466	0.8571601	0.7435171	0.7967639	0.6786636	0.9395254	0.5923236	0.4864901	0.7664854
150	0.4432106	0.5607651	0.7991224	0.6548399	0.8258065	0.6652715	1.0203951	0.6751244	0.4717486	0.7054153
200	0.4662998	0.5272020	0.8811960	0.6889982	0.8335819	0.6199902	1.0716189	0.6921366	0.4495989	0.6717167
250	0.3691087	0.5677440	0.8341656	0.6951890	0.8514290	0.6361406	0.8981084	0.5721417	0.4639566	0.6559590
300	0.4131950	0.5013001	0.9256834	0.7826305	0.8802865	0.6360660	0.9398183	0.6621508	0.4598376	0.6847162
350	0.3413553	0.5466404	0.9390366	0.6971981	0.8134609	0.5995640	1.0073990	0.5823782	0.4300357	0.7945822
400	0.4313251	0.5383937	0.8895652	0.7275119	0.8406233	0.6121599	0.9627390	0.6137941	0.4760403	0.7456454
450	0.3951153	0.5918714	0.8883372	0.6881251	0.7915307	0.6266059	0.9254119	0.6581976	0.5705371	0.7012610
500	0.4397386	0.5772488	0.8543653	0.7432501	0.7712989	0.6773752	1.0552004	0.8137602	0.4488494	0.7298033
550	0.4408813	0.6225949	0.8739053	0.7101366	0.7607439	0.6032108	0.9277603	0.6888609	0.4953797	0.7585648
600	0.5086621	0.5618575	0.8971001	0.8378615	0.7223032	0.5617006	0.9424185	0.6328469	0.4666585	0.7052363
650	0.4360141	0.5052429	0.8474519	0.8016863	0.7538079	0.5577728	0.8259358	0.5787569	0.4379370	0.6558176
700	0.3911126	0.4870633	0.8584708	0.8454387	0.9090552	0.5020512	0.8469401	0.6152128	0.4128086	0.8307650
750	0.3308507	0.5472166	0.7610083	0.8319163	0.9676773	0.5368945	1.0634830	0.5892343	0.4575140	0.7712594
800	0.3960792	0.5180818	0.7972101	0.8762040	1.0166618	0.5760970	0.9664723	0.5252348	0.4301778	0.7591757
850	0.3557326	0.4514567	0.8635252	0.8798018	0.9105884	0.5373458	0.9723031	0.6211004	0.5196367	0.6866969
900	0.4059073	0.6114029	0.8488219	0.8292676	0.9604153	0.5595639	0.9937932	0.6898518	0.4535131	0.7022105
950	0.3982275	0.5449435	0.9871471	0.7075347	0.9133539	0.6330584	0.9594550	0.5559845	0.4267631	0.7136380
1000	0.3974003	0.5176470	0.9357596	0.7343447	0.8425826	0.6085799	0.9513539	0.5021149	0.4717683	0.7663441

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.5522084	0.5799799	0.8379999	0.7738948	0.5332688	0.3000302	0.9863415	0.8350381	0.6503963	0.5022578
100	0.4903240	0.5527217	0.7685787	0.7482561	0.2343344	0.1985907	0.9779119	0.8516804	0.7064550	0.3459145
150	0.4614544	0.5407234	0.7745512	0.8671214	0.1158950	0.1460989	0.9778551	0.9097565	0.6794477	0.2841055
200	0.4528257	0.5272377	0.9392763	0.9028636	0.0484146	0.1107326	1.0721686	0.9404411	0.7387206	0.2909517
250	0.5033815	0.5805717	0.9190634	0.9027850	0.0525595	0.0951081	1.1346973	1.1305602	0.7698803	0.2264781
300	0.4809749	0.6240975	0.9253581	0.9504664	0.0094681	0.0839044	1.1076956	1.0019410	0.7242845	0.1964361
350	0.4382564	0.5719543	0.8815687	0.8245633	0.0044393	0.0907792	1.0364189	1.0108267	0.7262109	0.1855089
400	0.5138406	0.6779150	0.8745609	0.8306232	0.0116865	0.0879341	1.0097282	1.0229704	0.7838834	0.2220947
450	0.4811267	0.6236034	0.9336730	0.8667776	0.0257330	0.1222018	0.9681078	0.8792409	0.7540216	0.1513114
500	0.4610383	0.5698381	0.7700882	0.8468230	0.0201272	0.1161359	0.8976898	0.8638185	0.6671964	0.1845142
550	0.4853279	0.6431285	0.8559753	0.8937603	0.3626306	0.4303565	1.0228331	0.8894505	0.5194106	0.2592235
600	0.4666834	0.6198169	0.8473692	0.8759278	0.6854863	0.5265707	0.9826472	0.8329601	0.3620597	0.4418674
650	0.4334811	0.5486169	0.8899567	0.7876043	0.8057287	0.6750133	1.0027105	0.4809906	0.3659725	0.7278555
700	0.3880566	0.5009618	0.8832779	0.7509862	0.8471863	0.5928218	1.0367164	0.4899650	0.4661951	0.8381378
750	0.4072382	0.5452044	0.8907618	0.7610181	0.8924234	0.6051354	1.0291297	0.7003089	0.5237162	0.6735771
800	0.3760107	0.4965116	0.9601853	0.8514451	0.8089292	0.5949560	0.9743641	0.6299253	0.4553762	0.6630662
850	0.3921505	0.4974450	0.8471227	0.8724815	0.8456809	0.6051942	0.9554976	0.5149466	0.4639179	0.8309781
900	0.3845409	0.5402405	0.8706251	0.8283584	0.8363191	0.5214388	0.9788961	0.6229176	0.4846842	0.7683894
950	0.4839835	0.5664323	0.7854306	0.7873398	0.7852714	0.5405480	1.0736684	0.7193557	0.4813974	0.6505464
1000	0.4164631	0.6144047	0.8906764	0.7607432	0.7465231	0.5758050	1.0080492	0.6488767	0.4343035	0.7359675

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.5352426	0.5797271	0.8768713	0.6870721	0.9649377	0.6132823	0.9266618	0.8184932	0.4486445	0.7242892
100	0.5442828	0.4943358	0.8234944	0.7072632	0.8819996	0.5336458	0.9080727	0.7541776	0.4403007	0.7047049
150	0.5227714	0.5888628	0.8883882	0.7663243	1.0023533	0.4617482	0.9114339	0.6928917	0.5367700	0.7915384
200	0.5952680	0.5230033	0.9989246	0.7920208	0.8780597	0.5114276	0.9475830	0.7377479	0.4215978	0.7638588
250	0.5335385	0.5693563	0.8841508	0.8432996	0.8775646	0.5487529	0.8763795	0.6500935	0.4309184	0.6945187
300	0.5285662	0.5678332	0.9013374	0.8238944	0.8942638	0.5480963	0.9797856	0.6778314	0.4715601	0.7578320
350	0.4896451	0.5130016	0.8956270	0.7359993	0.9010804	0.6425384	0.8576027	0.7593974	0.4706322	0.8272025
400	0.5561673	0.4871473	0.8621072	0.8011123	0.8598609	0.5637362	0.9769937	0.6631532	0.4827070	0.7830255
450	0.5196802	0.4836616	0.8557685	0.6890358	0.7729795	0.5045088	0.9982911	0.8014587	0.5333582	0.7956960
500	0.5002719	0.4953012	0.8264392	0.7079603	0.8272965	0.5938190	1.0296792	0.7920733	0.4109114	0.7214537
550	0.4397129	0.5183602	0.9451686	0.7662219	0.9137603	0.6260435	0.8781174	0.7230715	0.5123383	0.7379044
600	0.3824147	0.5253618	0.8993766	0.7404097	0.9005633	0.5653031	0.9904115	0.7156626	0.5012853	0.7741835
650	0.4352754	0.5359011	0.9945319	0.6993575	0.9425488	0.5290047	0.9526478	0.6708016	0.4172247	0.7091135
700	0.4834312	0.5575186	0.8935612	0.7806412	0.8237146	0.5163162	0.9591754	0.5864378	0.4127208	0.7939581
750	0.5088035	0.4742550	0.9138072	0.8418337	0.9009036	0.5615850	1.0531665	0.5222848	0.4398043	0.7692439
800	0.4067316	0.5735308	0.8957604	0.9094297	0.9151026	0.6370123	0.9590853	0.5868406	0.4773430	0.7633692
850	0.3811361	0.5510104	1.0153910	0.8623841	0.8599166	0.5997898	0.9774156	0.6817079	0.5209792	0.7211299
900	0.3850054	0.5101009	0.9292141	0.7435067	0.9224530	0.5988188	0.9799898	0.6465187	0.4686680	0.5938507
950	0.3994589	0.5921542	0.9022477	0.8419245	0.7992306	0.5152824	0.9443449	0.6441795	0.4158146	0.6829180
1000	0.3794514	0.4283206	0.9132279	0.8626166	0.9120760	0.5419271	0.9550088	0.5850029	0.4435299	0.7055218

0	0.4473499	0.5354393	1.0000653	0.8454849	0.8501626	0.5905314	1.0359010	0.6348588	0.4656985	0.8378586
50	0.5493072	0.3472698	0.9430216	0.8138058	0.9216075	0.5034117	0.9771465	0.7597389	0.5205158	0.6950216
100	0.6727102	0.2805874	0.9217968	0.7845097	0.7969246	0.4838114	1.0090402	0.6737409	0.4561956	0.6888833
150	0.7961466	0.2866529	0.9037179	0.8065604	0.7385446	0.4705894	0.9751587	0.6128244	0.4596515	0.7629555
