YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W
0.0000000	0.0222789	0.0000000	0.5397355	0.2588408	0.5879671	0.5598938	0.0179455	0.2826273	0.7736338
0.7152575	0.0000000	0.8133764	0.0000000	0.2235283	0.4288515	0.4700953	0.0767923	0.6868251	0.0227125
0.7801637	0.7252925	0.8280687	0.0000000	0.5284694	0.6278996	0.0000000	0.1563207	0.7601159	0.0096962
0.7346043	0.4733719	0.3104256	0.7005299	0.0000000	0.5802895	0.7734150	0.0114193	0.0000000	0.1251693
0.6858689	0.6028690	0.4395716	0.6967074	0.0658984	0.0000000	0.5955898	0.0217679	0.7298324	0.0000000
