YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
0.0000000	0.0590876	0.0420155	0.0000001	0.0333992	0.0623467	0.1886665	0.1278477	0.2215922	1.0000000
0.0106024	0.0000000	0.0420592	0.9525922	0.0248663	0.0000000	0.1886665	0.5632763	0.2215922	1.0000000
0.0414004	0.0590876	0.0000000	0.9525655	0.0248747	0.9999996	0.0000000	0.5632733	0.2215922	1.0000000
0.0414005	0.0590877	0.0420155	0.0000001	0.0334511	0.0616287	0.9999967	0.0091505	0.0000001	1.0000000
