YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.0552974	0.4369787	0.5594653	0.7669935	0.5677272	0.7452688	0.0317184	0.0845324	0.0281095	0.6301376
0.4380341	0.1891055	0.5070733	0.8809905	0.4981715	0.6782083	0.0446277	0.1113486	0.0568483	0.7581832
0.0531653	0.7928516	0.2840319	0.7491724	0.4955936	0.7206356	0.0199369	0.0822250	0.0360964	0.8172519
0.0324354	0.6562891	0.1846560	0.3928199	0.4210673	0.7573424	0.0269337	0.1080083	0.0118286	0.7224639
0.1799368	0.2606579	0.4810955	0.6022348	0.2308517	0.7397017	0.0553907	0.0877760	0.0250152	0.8692044
0.1981613	0.3203334	0.5559439	0.7901941	0.2331923	0.5042223	0.0603188	0.0762604	0.0338698	0.8490539
0.1351146	0.4502360	0.4949765	0.8048212	0.5077210	0.7757838	0.0168918	0.1069141	0.0230337	0.6897410
0.1270844	0.4246550	0.5363992	0.7097874	0.5099912	0.7768139	0.0128238	0.0326299	0.0451364	0.8326724
0.1323554	0.4383932	0.4632187	0.8855439	0.5871480	0.8079688	0.0240990	0.1036040	0.0199194	0.7239997
0.1681171	0.3314623	0.4309181	0.6632210	0.2574643	0.6479136	0.1430333	0.1571434	0.1336316	0.4056641
