YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.3144281	0.9106773	0.9397846	0.6396315	0.0000000	0.6760440	1.0000000	0.5105402	1.0000000
0.0000000	0.0000000	0.9213567	0.9625683	0.7250614	0.0370142	0.6760440	1.0000000	0.4664246	1.0000000
0.0000000	0.6027527	0.0000001	0.9268035	0.6058249	0.0370146	0.6760437	0.9999997	0.5280089	1.0000000
0.0000000	0.3144275	0.9106783	0.9397855	0.6396327	0.0370141	0.0570394	0.0000000	0.5105398	1.0000000
0.0000000	0.3077222	0.9318099	0.9891766	0.9999999	0.0370142	0.6760439	1.0000000	0.0000000	1.0000000
0.0000000	0.3217839	0.8872525	0.8972195	0.5515397	0.0370141	0.6760440	1.0000000	0.5559701	0.0000000
1.0000000	0.0000000	0.0849340	0.1062597	0.1365900	0.0000001	0.6760437	0.9999997	0.9918551	1.0000000
1.0000000	0.0000000	0.0930813	0.2745615	0.2341562	0.7804881	0.6214766	0.8334372	0.7933791	0.0000000
0.5520005	0.6213549	0.9318290	0.9891772	1.0000000	0.0000000	0.6760440	1.0000000	0.0000000	1.0000000
0.4435826	0.6985675	0.0851297	0.1460772	0.1720425	0.0000000	0.6760439	1.0000000	0.8956694	0.0000000
