YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.0000004	1.0000000	0.0771498	0.9088445	0.2965836	0.9999998	0.0000042	0.9082022	0.6837600	1.0000000
0.0298104	0.0000003	0.0670468	0.0000000	0.2966520	0.9996144	0.5205590	0.9082991	0.6839050	1.0000000
0.7917360	1.0000000	0.0000000	1.0000000	0.0000000	0.7851760	0.3685754	0.9343840	0.7705864	1.0000000
0.7917360	1.0000000	0.0776028	0.9993340	0.0000000	0.0980821	0.9999642	0.0000022	0.9981231	1.0000000
0.7917360	1.0000000	0.0736262	0.4608753	0.9999985	0.0000020	0.7677353	0.9698979	0.9999993	0.0000039
