YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.3493134	0.0247484	0.2773646	0.6275247	0.3984749	0.3523227	0.1316791	0.7197243	0.2561212	0.7464305
0.7801573	0.0097238	0.2836665	0.6489621	0.5156750	0.3180486	0.1575278	0.8225160	0.3378640	0.7648921
0.7194214	0.0141699	0.0856637	0.7140843	0.3852574	0.4108892	0.1975380	0.7432846	0.3672366	0.6891083
0.0947851	0.2133783	0.3177011	0.2938268	0.3317463	0.4262689	0.1042974	0.6215394	0.2560809	0.7777899
0.4313754	0.0793556	0.4182312	0.2266846	0.2550512	0.2806204	0.1385919	0.6930926	0.2764640	0.8489804
0.8194763	0.0196690	0.2928291	0.6169594	0.6094330	0.2335583	0.1659113	0.7884475	0.3168747	0.8058082
0.6845464	0.0417737	0.3449533	0.3267602	0.2690391	0.3765845	0.1003497	0.6832096	0.2815599	0.7087094
0.8314453	0.0284521	0.2361837	0.6748177	0.5373706	0.2185677	0.2697947	0.3981565	0.2637693	0.9041365
0.7571451	0.0121082	0.3817916	0.5001296	0.4138431	0.3178166	0.1177968	0.7480900	0.2184019	0.7459797
0.7296149	0.0490735	0.3240852	0.6067998	0.7148611	0.2926221	0.3604766	0.2491062	0.6636690	0.4097325
