"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C

0	0.7472893	0.7561064	0.5019992	0.1253869	0.0827808	0.7730420	0.7846498	0.5562026	0.4704278	0.8454021
50	0.8107229	0.6795783	0.6306625	0.1213494	0.0514949	0.7473031	0.7533812	0.4380573	0.3645978	0.7830364
100	0.8381212	0.9397477	0.5876888	0.1368517	0.1069442	0.6720112	0.6815440	0.3255965	0.3579721	0.6290369
150	0.6742631	0.8419206	0.6504929	0.1968117	0.0674923	0.7451347	0.7942656	0.3611690	0.3990007	0.7497484
200	0.8075590	0.7705148	0.4275173	0.2046942	0.0697377	0.6646731	0.7314535	0.2843433	0.3547413	0.8074612
250	0.8255601	0.6415608	0.3691513	0.3255926	0.0737710	0.6472420	0.7271520	0.2787204	0.5594382	0.8008809
300	0.7592602	0.5078261	0.3268449	0.3811534	0.0618218	0.8608255	0.6964864	0.2118255	0.5207489	0.7941329
350	0.8442429	0.2573688	0.2191077	0.2864967	0.0317783	0.9697151	0.7512003	0.1885105	0.3876734	0.7098097
400	0.8016295	0.1347752	0.1602463	0.2597363	0.0674280	0.8786663	0.7289286	0.2638553	0.4917866	0.7390128
450	0.6280795	0.0912152	0.2559511	0.2467566	0.0421739	0.9337403	0.6325133	0.1903593	0.6488366	0.8184567
500	0.4875966	0.1103559	0.1882088	0.2979536	0.0533379	0.7173445	0.6761313	0.2040504	0.6211834	0.6320232
550	0.3496947	0.0825657	0.2260658	0.2284968	0.1120017	0.6598449	0.6277583	0.1939784	0.7005315	0.6794166
600	0.1992093	0.0432772	0.2030438	0.1647047	0.0642281	0.8125624	0.7771292	0.1801899	0.7433553	0.7939818
650	0.2257370	0.1381852	0.3551370	0.1425018	0.1609304	0.7315599	0.6751508	0.2300075	0.6557781	0.8455051
700	0.4024208	0.2675590	0.4726303	0.0860729	0.1282591	0.8215466	0.6006054	0.1679128	0.6566651	0.8994460
750	0.5802516	0.4831401	0.3660046	0.0688318	0.1035448	0.7479649	0.6467764	0.2164424	0.6350749	0.7882826
800	0.6384337	0.5321431	0.5549973	0.1287755	0.1333150	0.8384035	0.7625350	0.2967277	0.5296710	0.7561501
850	0.7286683	0.6657943	0.5238301	0.1192188	0.2085652	0.6175958	0.5855643	0.4000848	0.4032981	0.8449455
900	0.7226131	0.7828704	0.7075057	0.1397342	0.1226897	0.7393348	0.6343661	0.4552987	0.4588985	0.7788560
950	0.5525555	0.6750519	0.6110016	0.1284801	0.1226486	0.7306830	0.7681624	0.4634855	0.5206042	0.8684325
1000	0.5965323	0.6797821	0.6254008	0.0990084	0.0851379	0.7356706	0.7024837	0.4254110	0.4278170	0.8733977

0	0.7005389	0.7211762	0.5899010	0.1524307	0.1128376	0.7912711	0.7997448	0.6128377	0.5086061	0.8332082
50	0.6516280	0.7217579	0.5130566	0.2600013	0.1608136	0.7587125	0.6705482	0.4067182	0.3981892	0.8278865
100	0.6587990	0.6964571	0.5308157	0.3639014	0.1654299	0.8198501	0.8665626	0.3616353	0.3596844	0.8686474
150	0.7445831	0.6128075	0.2956794	0.5402115	0.1181214	0.8567402	0.6446338	0.2276532	0.4214235	0.8634911
200	0.7067309	0.4442270	0.1958664	0.5816443	0.1566393	0.7169495	0.7098779	0.2487630	0.4946898	0.7527250
250	0.8175362	0.2714365	0.0915399	0.5101564	0.1013725	0.7171044	0.5489870	0.1333464	0.4756783	0.7998513
300	0.7578367	0.3136385	0.0906916	0.7030528	0.1055141	0.8039993	0.5310086	0.1796650	0.5753437	0.9142070
350	0.6267723	0.2283588	0.1126545	0.4209970	0.0812805	0.8251337	0.4548866	0.0933053	0.5641007	0.7733108
400	0.6320350	0.2597323	0.0743115	0.5869853	0.0570356	0.7900867	0.5030461	0.1522826	0.6778422	0.8226393
450	0.4754591	0.1596591	0.0326154	0.5293333	0.0849428	0.8040998	0.5074041	0.1093616	0.6393384	0.8942173
