YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.5945089	0.5164188	0.0294137	0.8516404	0.9265376	0.9554738	0.2385946	0.8258726	0.0107012	1.0000000
0.3279488	0.9438501	0.0028538	0.8346248	0.8636093	0.8991819	0.5882871	0.9999281	0.0135410	1.0000000
0.9992281	0.0145357	0.0525804	0.9459266	0.9203443	0.9103697	0.0053762	0.7877970	0.0378963	0.6598346
0.9993168	0.0136711	0.0530306	0.8873361	0.9350368	1.0000000	0.0079459	0.9985368	0.0458552	1.0000000
0.9991932	0.0148778	0.0524089	0.9728799	0.9022479	0.8207542	0.0047543	0.9992140	0.0356677	0.6839575
0.9104849	0.0139546	0.0528754	0.9059056	0.9296730	0.9999677	0.1311171	0.7422513	0.0458552	1.0000000
0.2612947	0.9999979	0.0023383	0.8629570	0.9377144	0.8643046	0.6259027	0.9984721	0.0466702	0.7207912
0.2182684	0.9999992	0.0024313	0.8234926	0.8555456	0.8185990	0.6667206	0.9983550	0.0480837	0.9615491
0.3058973	0.9999979	0.0021299	0.9200976	0.8615596	0.8770747	0.6129369	0.9976055	0.0559932	0.8623776
0.0912953	0.9999946	0.0022633	0.9023311	0.8677043	0.9458335	0.5205541	0.6546249	0.0133383	0.9245571
