YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.4079738	0.3603327	0.9858577	0.8009991	0.9719349	0.3848445	0.3762174	0.7662766	0.1138231	0.9971560
0.3424676	0.3022266	0.9794705	0.2844682	0.3603127	0.8964948	0.1572404	0.8436271	0.1391263	0.7086431
0.2643933	0.3585409	0.9911256	0.7102917	0.9242105	0.5092002	0.3019082	0.8453038	0.0963326	1.0000000
0.2321013	0.3429158	0.9334175	0.8172280	0.5996013	0.6768102	0.3688286	0.6057826	0.2003548	0.8481745
0.5349999	0.5919294	0.5510042	0.4810093	0.5474394	0.7943626	0.2913694	0.9734807	0.0522658	1.0000000
0.0145415	0.2076320	0.9887747	0.2607563	0.7293262	0.7635596	0.3660819	0.8020231	0.1136046	0.9287408
0.0430709	0.3572455	0.9949080	0.8225342	0.5317088	0.8893209	0.1676298	0.9608846	0.0782540	1.0000000
0.4185241	0.3332006	0.9639289	0.4627155	0.5189844	0.7608690	0.3704163	0.7870105	0.1630847	0.6816554
0.1985911	0.2839358	0.9956246	0.6627150	0.6503768	0.8439259	0.2352206	0.8597258	0.0749049	1.0000000
0.0551594	0.4129937	0.8528092	0.1886514	0.3938602	0.7824535	0.2595202	0.9642234	0.1186468	0.5065492
