YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0000024	0.3064827	0.9612669	0.2910197	0.5115200	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0301153	0.0000040	0.9612669	0.2910195	0.5115203	0.6456321	0.9995314	0.0187057	0.1793006	0.5505732
0.0681703	0.3064827	0.0000034	0.2910196	0.5115200	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0681708	0.3064843	0.9999969	0.0000038	0.5115200	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0681673	0.3064736	0.5108279	0.9999899	0.0000012	0.6456328	0.9995325	0.0186927	0.1791183	0.5505735
0.0681706	0.3064838	0.9950611	0.1379390	0.9999745	0.0000010	0.9995325	0.0186927	0.1791183	0.5505735
0.1085587	0.4055971	0.9931562	0.1553441	0.8851394	0.1125588	0.0000012	0.0166283	0.1265692	0.0849055
0.0681616	0.3064528	0.9612441	0.2910991	0.5113908	0.6459356	0.9999996	0.0000041	0.1791799	0.5506961
0.0676934	0.3049780	0.9612657	0.2910316	0.5114897	0.6457297	0.9997021	0.0162328	0.0000000	0.5506102
0.1104214	0.4093456	0.9612583	0.2910473	0.5114766	0.6457336	0.9996878	0.0166283	0.1265678	0.0000042
