"Time"	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
650	0.7205898	0.7458207	0.0234001	0.0620576	0.0764994	0.1501260	0.6155616	0.6780180	0.2070263	0.7992322
700	0.6795495	0.7928556	0.1365946	0.0708277	0.1330858	0.1993145	0.8137379	0.7828358	0.2145696	0.8942795
750	0.7867620	0.6073921	0.1485395	0.1066801	0.1584698	0.2499498	0.6977268	0.5760482	0.2749210	0.8155789
800	0.8951509	0.7591856	0.0812952	0.0602512	0.1557597	0.2514284	0.7202017	0.7180296	0.1883370	0.6296710
850	0.6945788	0.5840581	0.1268219	0.0595879	0.1137465	0.2220204	0.7963565	0.8360419	0.2028011	0.6137699
900	0.7526020	0.5755203	0.1154135	0.0752183	0.0610343	0.2178246	0.7654043	0.7259022	0.1614452	0.7174556
950	0.6748549	0.7213230	0.0608789	0.0605084	0.1424884	0.1912328	0.7110043	0.6226011	0.1531479	0.7752767
1000	0.8382258	0.6036970	0.0751816	0.0810450	0.1499253	0.1498559	0.7649595	0.5957220	0.1986702	0.5982654

0	0.7483925	0.7736733	0.0944364	0.0798616	0.0938337	0.1550398	0.7230000	0.6128469	0.1576988	0.7021721
50	0.7222929	0.5642239	0.2577467	0.0626138	0.1225223	0.2075733	0.6783454	0.6562784	0.1752907	0.7356264
100	0.7415765	0.4200654	0.2027502	0.0935569	0.1094831	0.1400735	0.7301458	0.9297909	0.1586682	0.7554031
150	0.7926296	0.5912415	0.1965199	0.1030902	0.1743583	0.1228196	0.7207506	0.6416412	0.2519189	0.7047783
200	0.7000111	0.5225146	0.2372672	0.0786544	0.1050743	0.2104447	0.7772124	0.7591514	0.1559100	0.6644979
250	0.6761982	0.4524117	0.1564400	0.0400288	0.1310748	0.1760840	0.8032880	0.7100518	0.1688192	0.8237376
300	0.6723024	0.4251074	0.2908974	0.0868584	0.1013021	0.1652818	0.7640352	0.8219454	0.1269268	0.7716710
350	0.7816013	0.4031460	0.3340607	0.0780706	0.1760321	0.1762182	0.7068460	0.7900849	0.2229623	0.7839762
400	0.7981671	0.4144363	0.2372465	0.0746522	0.1199808	0.2670704	0.8086627	0.7845734	0.2320570	0.7545044
450	0.6052937	0.3714354	0.1696811	0.0735886	0.1081275	0.2203843	0.7759026	0.7397807	0.2011600	0.8548008
500	0.7139391	0.5063876	0.1370213	0.0939682	0.1172222	0.1931520	0.6408573	0.6461607	0.2008439	0.8294326
550	0.7676061	0.4914024	0.0945312	0.0581548	0.1070294	0.1899539	0.7823712	0.6994503	0.2363093	0.7131816
600	0.6551161	0.5101365	0.1491506	0.0676479	0.0738677	0.1436319	0.8451399	0.5976648	0.1680626	0.7127059
650	0.7096047	0.7082487	0.0840704	0.0989059	0.1542784	0.1578499	0.8151187	0.6707510	0.1352167	0.8884301
700	0.8293069	0.6389099	0.0870844	0.0727031	0.0840898	0.1650278	0.7433654	0.5766190	0.2083095	0.8303465
750	0.6024359	0.5373606	0.0960044	0.0738092	0.1396812	0.2921229	0.7917324	0.6188767	0.1516954	0.8207857
800	0.6292423	0.6338537	0.1144146	0.1109849	0.1105955	0.2500858	0.7621095	0.7439556	0.1258750	0.9095278
850	0.7027368	0.6226664	0.1762216	0.0792359	0.1236032	0.2662642	0.7130486	0.7355635	0.1466721	0.6917925
900	0.6561830	0.5671107	0.1798949	0.0988162	0.1260147	0.2196395	0.7902003	0.6643602	0.1764646	0.7112421
950	0.8114255	0.6612305	0.0902751	0.0740693	0.1606213	0.2442685	0.8883865	0.7416046	0.1247306	0.8865857
1000	0.7340863	0.6600056	0.1907361	0.0778389	0.1143458	0.2191595	0.6868290	0.6376315	0.2051337	0.9343397

0	0.7646125	0.5354061	0.0733389	0.0587277	0.0900010	0.1847188	0.8709918	0.6780559	0.1677226	0.6810425
50	0.7874838	0.6633336	0.1848748	0.0760031	0.3326603	0.0396095	0.7384231	0.7022669	0.0446632	0.8668170
100	0.7290401	0.4984796	0.3632650	0.1831284	0.3657737	0.0493602	0.7736204	0.7874825	0.0123431	0.8701440
150	0.7248392	0.2812794	0.3829917	0.2201141	0.3356105	0.0341205	0.7269575	0.6604902	0.0172427	0.6692887
200	0.6043350	0.2427704	0.3037543	0.2447067	0.4838927	0.0365764	0.6368615	0.7313885	0.0031753	0.7581665
250	0.5466547	0.2040145	0.3718667	0.1673935	0.4682222	0.0633387	0.6950305	0.7173599	0.0024880	0.6184241
300	0.4653841	0.3148482	0.2638142	0.2604608	0.4235034	0.0458587	0.8429730	0.7623089	0.0000000	0.5453118
350	0.4537322	0.2957919	0.3729469	0.2783684	0.3571932	0.0288200	0.7405845	0.7436666	0.0016809	0.6194768
400	0.4484579	0.2844195	0.2969876	0.2636529	0.4709545	0.0432580	0.7398405	0.7676263	0.0032583	0.7539031
450	0.6303368	0.3354623	0.2651675	0.3461091	0.3828691	0.0364427	0.7591750	0.9114613	0.0001314	0.5248694
500	0.5625028	0.3359886	0.2864500	0.2114480	0.4507366	0.0284241	0.7915250	0.8813962	0.0001067	0.6983529
550	0.5984918	0.4092674	0.2858878	0.2676163	0.1691736	0.1487124	0.7600034	0.7560584	0.1560816	0.7124171
600	0.6578997	0.3175904	0.2797680	0.1787303	0.1361016	0.2051542	0.9784867	0.6961088	0.2093496	0.6255854
650	0.5838772	0.3911743	0.1482373	0.1279981	0.1279782	0.2585534	0.8139023	0.7215232	0.1349300	0.8400068
700	0.5702168	0.4498383	0.1605514	0.0958922	0.1596424	0.1599742	0.8055938	0.7321840	0.1894516	0.8678001
750	0.6564645	0.5207540	0.0968257	0.1257139	0.0842800	0.2161876	0.8018538	0.6309928	0.1480365	0.7772256
800	0.6690754	0.5300822	0.1040920	0.0899954	0.1415327	0.2435193	0.6355705	0.7789096	0.1439413	0.8312597
850	0.7490960	0.6825400	0.1106470	0.0679599	0.1539618	0.1836924	0.6443233	0.7184241	0.1605257	0.7800699
900	0.8369092	0.5522071	0.0903541	0.0663703	0.1363191	0.2462765	0.7440796	0.5778648	0.2402495	0.7185901
950	0.8175848	0.5741069	0.1676448	0.1051001	0.1507057	0.2091798	0.6946825	0.6588170	0.1567123	0.6782706
1000	0.6682317	0.6034102	0.1153212	0.0816626	0.0640750	0.2637735	0.8776065	0.6513390	0.1803115	0.7741460

0	0.7171043	0.6513998	0.1133924	0.0639792	0.1346340	0.2182717	0.7247072	0.5368410	0.2021124	0.8659251
50	0.6903450	0.5090245	0.1012990	0.0764172	0.0540567	0.1483628	0.8683735	0.8949475	0.1386649	0.3962674
100	0.7829375	0.3783940	0.0178619	0.0918536	0.0268881	0.1411374	0.8057462	0.7374696	0.2300433	0.2506874
150	0.7688055	0.4303889	0.0308347	0.0504639	0.0551259	0.2496495	0.7105350	0.6920651	0.3448310	0.2031905
200	0.6440792	0.3860668	0.0155372	0.0670089	0.0547130	0.2439304	0.6270707	0.6186557	0.2803139	0.2063796
250	0.7138542	0.3787372	0.0288325	0.0789332	0.0453207	0.1491443	0.8944869	0.7312943	0.2456556	0.1850323
300	0.6210987	0.4051964	0.0290439	0.0472616	0.0583311	0.1731668	0.8245083	0.6326368	0.3045383	0.2210041
350	0.6734367	0.4250189	0.0113454	0.0857502	0.0210616	0.2410594	0.7658343	0.5395724	0.3100387	0.2634482
400	0.9016119	0.4182647	0.0208820	0.0460589	0.0589793	0.1498249	0.7669965	0.8151878	0.3275773	0.2379052
450	0.6774226	0.4507993	0.0127563	0.0702199	0.0263975	0.2064651	0.6455040	0.6627563	0.3733873	0.2496132
500	0.6634342	0.3996430	0.0308991	0.0558572	0.0430766	0.2378818	0.8040495	0.6054021	0.4074981	0.2501989
550	0.8260499	0.6373377	0.0433724	0.0453191	0.1137447	0.2453430	0.7447119	0.7011493	0.2367236	0.4917853
600	0.7829993	0.7560361	0.0551762	0.0932297	0.1019125	0.2324328	0.8175733	0.7131776	0.2071366	0.7026313
650	0.9241737	0.8110670	0.0412965	0.1076632	0.1349937	0.1291869	0.7186639	0.7284804	0.1752738	0.8957267
700	0.7768933	0.8387183	0.0666717	0.0793211	0.0629466	0.1862428	0.6224040	0.6976612	0.1844777	0.8843420
750	0.6748435	0.6960826	0.1147614	0.0256620	0.1000001	0.1847070	0.7302899	0.6969668	0.2133416	0.7301539
800	0.7494103	0.8919560	0.0708923	0.0542056	0.1332104	0.2098589	0.7454329	0.7324765	0.1639520	0.6941379
850	0.7609692	0.5231709	0.0892549	0.0610013	0.0770284	0.2494056	0.6766626	0.6122999	0.1573025	0.8198132
900	0.6621469	0.6671476	0.1288296	0.0566352	0.1053528	0.1936728	0.8241077	0.6631333	0.1160664	0.7344835
950	0.7763658	0.6010153	0.1001903	0.0922087	0.0669741	0.1872806	0.6614136	0.6067800	0.2947348	0.8225934
1000	0.7217479	0.6390203	0.0858386	0.0966184	0.1005001	0.1674948	0.8084456	0.7741581	0.2691176	0.8902820

0	0.5999020	0.7434668	0.0784923	0.0747017	0.0903220	0.2216939	0.7456705	0.5814840	0.1660926	0.6492140
50	0.7318876	0.2503930	0.0638329	0.0690960	0.1399921	0.2782235	0.8383867	0.7184920	0.1930327	0.6532975
100	0.4613845	0.1274959	0.0732768	0.0636703	0.1765171	0.2264184	0.8090361	0.6913499	0.1318474	0.7119272
150	0.1823002	0.1146456	0.0690311	0.1068617	0.1059390	0.1719073	0.7665083	0.6247172	0.1986987	0.5932879
200	0.2373113	0.1323291	0.0976428	0.0691753	0.1164645	0.1377683	0.7801497	0.6745744	0.1933061	0.7247541
250	0.0897298	0.1421697	0.0883080	0.0810762	0.0911433	0.2488266	0.8800895	0.6923971	0.1120815	0.7326789
300	0.0812048	0.0760075	0.0464695	0.0750527	0.1395136	0.2146494	0.6369880	0.7471600	0.1216916	0.7093956
350	0.1301890	0.1474843	0.1208564	0.0654097	0.1902159	0.2498834	0.7639963	0.8057158	0.2027455	0.6564915
400	0.1546911	0.1691901	0.1806455	0.0665033	0.1409524	0.2472253	0.8295197	0.7309728	0.2000238	0.7724959
450	0.1090351	0.0548265	0.1192008	0.0629724	0.1048167	0.1675861	0.7614458	0.7037628	0.2510069	0.6943648
500	0.0946486	0.1028853	0.0847955	0.1240893	0.1118865	0.1741688	0.8939467	0.7033242	0.1807883	0.6877457
550	0.3944972	0.3962043	0.0651558	0.0508155	0.0703016	0.2037864	0.7504900	0.7017691	0.1329777	0.6383684
600	0.7633820	0.7098502	0.0666659	0.0526403	0.1409712	0.2243846	0.6528290	0.6879158	0.1622122	0.6794491
650	0.7707583	0.6631524	0.1680756	0.0825679	0.1549202	0.2785027	0.8098229	0.7611728	0.1899758	0.8907430
700	0.6468521	0.5885682	0.1454136	0.1186301	0.1080109	0.1760261	0.6795163	0.7636731	0.1232169	0.7520044
750	0.7302104	0.6409537	0.1094654	0.0554922	0.1331967	0.2028409	0.7335416	0.6823578	0.2121217	0.7994051
800	0.6200549	0.5314137	0.1043392	0.0824985	0.0954760	0.3249006	0.7097711	0.7470281	0.1428225	0.6712873
850	0.7791559	0.6830121	0.1212666	0.1213766	0.0883286	0.1948949	0.6958527	0.6306074	0.1720924	0.9355971
900	0.7312795	0.5541799	0.1635945	0.0890459	0.1053756	0.2185860	0.8074625	0.6519143	0.1286441	0.7682910
950	0.7532374	0.5688714	0.1072867	0.1253106	0.1035696	0.2128122	0.6611324	0.7700462	0.2112426	0.8127510
1000	0.7597039	0.6260242	0.1119598	0.0529715	0.0644309	0.1477505	0.9567105	0.7696289	0.2486208	0.6711117

0	0.7745483	0.6818577	0.1131603	0.0570342	0.1157870	0.1573389	0.7294585	0.6474359	0.1824443	0.6756289
50	0.7147433	0.2016532	0.1626833	0.0443763	0.1337470	0.2187556	0.6941431	0.7954965	0.2999901	0.6651042
100	0.4064647	0.1021744	0.2917710	0.0726332	0.1117180	0.3421257	0.8768025	0.7682786	0.1720128	0.8080851
150	0.1095546	0.0406729	0.2139223	0.0486356	0.1450920	0.1707291	0.6692443	0.6832017	0.1538686	0.7385946
200	0.0650353	0.0314152	0.2296851	0.0859764	0.0573038	0.2040640	0.7230536	0.7751205	0.1643449	0.8188057
250	0.1094542	0.0437064	0.2058843	0.1192925	0.0967982	0.1745553	0.7553968	0.6190423	0.1769745	0.7775400
300	0.1081850	0.0309913	0.1638161	0.0801708	0.0831824	0.1798519	0.8384261	0.7337268	0.2192280	0.6707967
350	0.1067721	0.0362210	0.1620105	0.0850078	0.0791306	0.2553652	0.7785244	0.7503719	0.1806567	0.6714213
400	0.0722604	0.0620545	0.2209354	0.0678620	0.1131472	0.2160906	0.7687385	0.5912890	0.1650536	0.7872956
450	0.0749638	0.0585963	0.1219569	0.0635114	0.0888942	0.2188449	0.7545331	0.6470834	0.2409045	0.8883461
500	0.1652702	0.0862954	0.2791573	0.0781196	0.0923419	0.2251912	0.6640977	0.7230163	0.2109732	0.7484736
550	0.1453363	0.3106854	0.1054006	0.0701368	0.1060330	0.2301594	0.8238063	0.6679883	0.1683109	0.8587400
600	0.7385891	0.5025624	0.0596726	0.0571217	0.0767649	0.2644301	0.8067073	0.6206278	0.1771505	0.6113191
650	0.6608752	0.6498888	0.0598876	0.1043984	0.0784026	0.1558638	0.8089742	0.7001247	0.1956635	0.7642803
700	0.7597084	0.6907389	0.0657230	0.0510554	0.1031427	0.2310590	0.8024086	0.6543812	0.1334722	0.8228792
750	0.8183851	0.5577007	0.0388918	0.0812215	0.1134430	0.2249721	0.7759410	0.5993524	0.1519906	0.7908370
800	0.8269297	0.7976182	0.0548355	0.0675978	0.1549159	0.1602176	0.7469601	0.8509910	0.1801662	0.9122235
850	0.8509170	0.5842434	0.1232645	0.0463126	0.1028129	0.2192033	0.7715954	0.6494633	0.1746382	0.8011043
900	0.8326373	0.5567060	0.0748028	0.0719277	0.1122172	0.2049765	0.7217557	0.7154288	0.1285383	0.8068330
950	0.7261343	0.5996773	0.0959601	0.0719850	0.1801894	0.1718117	0.8281878	0.6933302	0.1423812	0.6704771
1000	0.8213706	0.5351658	0.1507292	0.0471419	0.1315297	0.2122403	0.7063474	0.6659340	0.1942844	0.7263189

0	0.8424794	0.5842205	0.0876544	0.0758968	0.1141940	0.1983626	0.7390513	0.6313462	0.1881150	0.7647300
50	0.6309792	0.5630163	0.0517778	0.0538077	0.0517072	0.0791494	0.7225450	0.6446425	0.0700601	0.7901447
100	0.7438933	0.6047698	0.0923037	0.0675678	0.0960595	0.0613496	0.7042200	0.8006822	0.0466470	0.7414972
150	0.6839074	0.5893681	0.0470896	0.0722620	0.1231344	0.0564188	0.7742042	0.8423869	0.0040658	0.8867206
200	0.7510591	0.6802390	0.0661850	0.1192507	0.0694901	0.0433583	0.8005116	0.8336346	0.0133051	0.7343996
250	0.7662806	0.6887414	0.0681491	0.0728108	0.0849746	0.0383705	0.7448108	0.8283837	0.0118644	0.6886260
300	0.9263502	0.6736122	0.0818116	0.0876553	0.0294253	0.0540726	0.7522003	0.7524499	0.0111894	0.6844819
350	0.7781939	0.6131603	0.0301245	0.0555546	0.0460420	0.0345252	0.7469292	0.6775615	0.0094228	0.8351813
400	0.7634701	0.7617957	0.0342967	0.0438828	0.0516404	0.0485804	0.8139055	0.6776499	0.0145338	0.7336412
450	0.6381216	0.6302144	0.0837757	0.0603124	0.0987906	0.0688328	0.6807476	0.8614647	0.0168674	0.7834518
500	0.7851564	0.7203175	0.0689093	0.0790776	0.0704776	0.0313251	0.8261010	0.7878472	0.0079820	0.9633451
550	0.6689393	0.8061142	0.0667342	0.0530998	0.0675182	0.2025988	0.7367631	0.9017401	0.1131460	0.8433979
600	0.7300809	0.5764113	0.0773880	0.0539657	0.0641500	0.1848013	0.6553914	0.8034041	0.2199364	0.8565831
650	0.7141232	0.7254374	0.1136263	0.0539229	0.1081144	0.1873844	0.9124767	0.8638687	0.1360685	0.7837809
700	0.6902670	0.7229566	0.1156096	0.0908664	0.0819921	0.1902000	0.8849821	0.8124510	0.2313002	0.8148984
750	0.8559146	0.6648609	0.0942142	0.0510770	0.0977685	0.2010587	0.8215225	0.6088721	0.2125859	0.7288565
800	0.8732635	0.6826179	0.0718071	0.0698628	0.0646327	0.1996203	0.7088042	0.7283599	0.2797804	0.5843883
850	0.7456886	0.6000447	0.1049019	0.0966585	0.0846949	0.1986118	0.8162465	0.7120980	0.1311620	0.6866254
900	0.9558208	0.6843274	0.0575765	0.0625427	0.0749030	0.1767040	0.7154513	0.6216704	0.2427549	0.8209125
950	0.7369351	0.7576227	0.0590725	0.0683400	0.0665717	0.1960829	0.6693165	0.8010552	0.1716314	0.6137926
1000	0.7857551	0.7286382	0.0635583	0.0615474	0.0733367	0.2342116	0.8917757	0.7991482	0.1254945	0.7647621

0	0.7123350	0.7211178	0.1018789	0.0519840	0.1034697	0.1451721	0.7687820	0.6465508	0.1383058	0.7097083
50	0.7120140	0.2928611	0.4786517	0.0570296	0.3174749	0.2550968	0.7604719	0.6958063	0.1388608	0.7562477
100	0.6889647	0.1526988	0.5036419	0.1481318	0.2402834	0.1779414	0.7054562	0.7881756	0.1767478	0.6686235
150	0.3899345	0.1224961	0.4044719	0.1476067	0.3151604	0.1760368	0.8925172	0.8031336	0.2125580	0.6554771
200	0.2959250	0.0828573	0.5121017	0.1363651	0.2746477	0.2462949	0.9500895	0.6920023	0.1231284	0.5794354
250	0.2690129	0.0566438	0.5561031	0.1706479	0.3007017	0.2129287	0.8855685	0.6554776	0.2353530	0.5829576
300	0.3397953	0.0569710	0.4356781	0.1379173	0.3462864	0.1432576	0.8580961	0.7060359	0.2059539	0.5720365
350	0.3104887	0.1148256	0.5790733	0.1952429	0.2798550	0.2334399	0.8148895	0.6570018	0.2268564	0.5615151
400	0.2636724	0.1269142	0.4934954	0.1719846	0.2521519	0.2409974	0.7249820	0.7696152	0.1609959	0.6439526
450	0.3447190	0.1507600	0.4661457	0.1591727	0.3156135	0.1643993	0.7626272	0.8182658	0.2380113	0.5232762
500	0.2518353	0.0678434	0.5360894	0.1924213	0.3021487	0.1696339	0.8302031	0.6733651	0.1953566	0.5663475
550	0.1706631	0.2997490	0.2151047	0.1447484	0.1249542	0.2275013	0.7977259	0.6894800	0.2236221	0.7432944
600	0.2763576	0.3346608	0.1969140	0.1203671	0.1164289	0.1391421	0.7425622	0.5868611	0.1539165	0.7647390
650	0.6001954	0.4729136	0.1029229	0.1301589	0.0748678	0.1498498	0.7417113	0.6114815	0.1767122	0.7461437
700	0.6101344	0.5276850	0.0980875	0.0898022	0.1091340	0.2048472	0.7281197	0.7157484	0.1444468	0.7267824
750	0.6909550	0.7712874	0.0895662	0.0775223	0.0792519	0.1950414	0.6379776	0.6165672	0.1555457	0.6823770
800	0.7721340	0.6391535	0.0655444	0.0465764	0.1030995	0.1916678	0.7963099	0.9033263	0.1242670	0.7181926
850	0.7757442	0.6836370	0.1118649	0.0555911	0.0636724	0.1746620	0.6789048	0.6950048	0.1616408	0.6746671
900	0.6009010	0.6209593	0.0894814	0.0831729	0.0687615	0.1361689	0.7305878	0.6762199	0.1819569	0.7964501
950	0.8747489	0.7964501	0.0972276	0.1380612	0.1275702	0.1565002	0.8470148	0.7399461	0.2253802	0.7000801
1000	0.7770228	0.6508657	0.0678930	0.0830889	0.1206940	0.1707004	0.8915112	0.7841783	0.1636481	0.6879036

0	0.6906793	0.7436127	0.1071470	0.1660172	0.0814903	0.1852120	0.8903672	0.6347525	0.1952939	0.6984923
50	0.7442413	0.6003169	0.3020197	0.3252837	0.0871302	0.1080801	0.9542064	0.4932285	0.1702216	0.6859873
100	0.6691479	0.4616131	0.1878047	0.2493511	0.0842872	0.1038267	0.6825998	0.3934222	0.1608948	0.7409545
150	0.7139639	0.3625432	0.2915947	0.2890403	0.0920248	0.1829517	0.7955145	0.3251232	0.1377161	0.6912358
200	0.6409594	0.4761519	0.2371834	0.3045010	0.0688562	0.1346078	0.7181475	0.3604297	0.1819887	0.7313866
250	0.6389929	0.5111956	0.2439283	0.2876166	0.1000143	0.1160219	0.7090495	0.2799119	0.2347650	0.7314046
300	0.6479486	0.5136001	0.2580206	0.3124819	0.0671485	0.1670740	0.8033884	0.3136225	0.1709588	0.7635172
350	0.7521831	0.3434556	0.2461198	0.2781957	0.1749058	0.1742985	0.7346101	0.2992524	0.1411685	0.7597808
400	0.6445936	0.2805275	0.2521415	0.2343040	0.0696508	0.1388228	0.6619802	0.2529374	0.1904961	0.6492769
450	0.5532402	0.2588155	0.2114751	0.3146617	0.0983610	0.1374021	0.7835137	0.3267252	0.1775776	0.8122979
500	0.5182647	0.3634994	0.2605516	0.3373528	0.1141418	0.0892521	0.8609788	0.2515616	0.1708459	0.6541220
550	0.5599649	0.3858397	0.1330658	0.1686291	0.1403010	0.2018891	0.6378469	0.5426645	0.2516989	0.6732772
600	0.7313426	0.4739557	0.2243156	0.1022354	0.0854081	0.1900169	0.9096948	0.7567182	0.2432827	0.7557438
650	0.8024103	0.6074691	0.1035337	0.0949235	0.1012012	0.2339302	0.7580995	0.8235786	0.1922162	0.8241998
700	0.8719926	0.6434516	0.0948308	0.0902857	0.1431397	0.1659775	0.7810145	0.6679158	0.2049558	0.8346420
750	0.7299463	0.6504674	0.0667403	0.0985030	0.0950297	0.2469925	0.8899910	0.6972081	0.1743005	0.5374242
800	0.7395774	0.6273326	0.0602663	0.1080322	0.1254414	0.2024301	0.7743544	0.6611677	0.1880447	0.7289380
850	0.6771365	0.6858982	0.1019231	0.0677530	0.1173087	0.1871540	0.8111218	0.7191887	0.1883318	0.7243495
900	0.8225954	0.6755700	0.1059642	0.0653442	0.1053539	0.2042166	0.9221011	0.6795796	0.1539471	0.8651523
950	0.6771818	0.6519640	0.1109460	0.0994656	0.0808598	0.1622733	0.9094162	0.7145461	0.1657546	0.8911403
1000	0.8074983	0.5972811	0.0803414	0.1008571	0.0692839	0.1758793	0.8850234	0.7445155	0.1743301	0.8936868
