YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.2824034	0.3911010	0.1554801	0.3373940	0.2119116	0.1316668	0.5327152	0.8011042	0.5191080	0.8212324
0.7600178	0.4916322	0.0576355	0.0821372	0.1112157	0.5202379	0.4433721	0.4975231	0.6055064	0.9637164
0.2708619	0.4987022	0.0375207	0.2467228	0.1640616	0.1736614	0.5066969	0.8230837	0.6580802	0.7754107
0.3254082	0.5736945	0.0519302	0.0949604	0.1333030	0.1440242	0.5761950	0.6349921	0.6384784	0.8163930
0.3233213	0.4416892	0.0423742	0.0396444	0.0758539	0.1869344	0.4866055	0.6341019	0.6307503	0.6959265
0.2461229	0.4551118	0.0335980	0.2966296	0.2038576	0.1318671	0.4645553	0.7350785	0.5301204	0.9077030
0.4004275	0.6041182	0.0737260	0.3685270	0.1386741	0.1905921	0.2210016	0.7735842	0.7149709	0.6979566
0.3000209	0.5277432	0.1505458	0.2647568	0.1961719	0.0299159	0.3166496	0.4879858	0.5660342	0.7358776
0.4573395	0.4750227	0.7147198	0.8409181	0.5839048	0.1810396	0.4270545	0.5904214	0.3273557	0.9272286
0.3787523	0.5323367	0.0872335	0.1146065	0.1456689	0.1889407	0.5504392	0.9685446	0.7033071	0.4568095
