"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
550	0.3192102	0.5670166	0.7101054	0.1132664	0.8015522	0.0255526	0.0284874	0.7079175	0.6532055	0.0151489
600	0.3619834	0.6900838	0.9916497	0.0601779	0.7950343	0.0747275	0.0357917	0.6893336	0.6807394	0.0172228
650	0.4693806	0.7752234	0.7393259	0.0877619	0.8250636	0.0731046	0.0401089	0.6650243	0.7731342	0.0236111
700	0.4509640	0.6909580	0.9192318	0.0262225	0.8118616	0.0357063	0.0258887	0.7535494	0.7346703	0.0338595
750	0.6699978	0.7539040	0.7888290	0.0695497	0.7678122	0.0359512	0.0301580	0.7310899	0.6759775	0.0224295
800	0.5316351	0.8405552	0.6853275	0.0426299	0.8142319	0.0417504	0.0411485	0.7558397	0.6723926	0.0313419
850	0.4978126	0.5951105	0.7318577	0.0417539	0.8683896	0.0513479	0.0209871	0.5984129	0.7242763	0.0240598
900	0.5422042	0.6285768	0.7632151	0.0312068	0.8622377	0.0232243	0.0400247	0.6376025	0.8469367	0.0259918
950	0.6723733	0.7030773	0.6879587	0.0260323	0.7562674	0.0285311	0.0411809	0.6874344	0.7102838	0.0135942
1000	0.5401697	0.6866130	0.8111998	0.0224094	0.7191443	0.0356918	0.0192633	0.8406183	0.7120364	0.0143046

0	0.6093523	0.7683289	0.7809959	0.0261099	0.7782113	0.0335485	0.0662530	0.7292985	0.6841983	0.0077104
50	0.7216649	0.3480191	0.6056981	0.0403592	0.8606078	0.0470180	0.0162843	0.8438145	0.7060448	0.0081096
100	0.6996861	0.1629924	0.5859367	0.0593584	0.6910034	0.0278801	0.0480823	0.7512532	0.7442237	0.0090752
150	0.6278665	0.0489221	0.6269093	0.0349483	0.8204511	0.0438443	0.0167196	0.7451715	0.6451999	0.0149074
200	0.5981521	0.0520488	0.6222166	0.0284709	0.7310257	0.0184132	0.0105323	0.7049327	0.8563411	0.0299762
250	0.6537923	0.0592367	0.4951150	0.0386324	0.8265407	0.0240129	0.0448430	0.7754640	0.7229092	0.0338671
300	0.6021285	0.0326539	0.6053349	0.0403556	0.7262997	0.0273866	0.0712076	0.6353565	0.7007746	0.0397913
350	0.8590580	0.0300025	0.6005841	0.0446803	0.6876667	0.0517031	0.0243854	0.8235776	0.7773773	0.0130110
400	0.7056130	0.0153650	0.7016634	0.0452397	0.6498807	0.0310050	0.0323309	0.6597292	0.7890182	0.0335231
450	0.6271772	0.0099919	0.7804794	0.0615597	0.7106896	0.0524135	0.0377889	0.7721321	0.8296798	0.0247072
500	0.6593074	0.0392952	0.6303134	0.0380379	0.7035045	0.0585936	0.0272528	0.6605678	0.8317131	0.0291879
550	0.3895610	0.5783209	0.6900153	0.0179649	0.7835078	0.0454565	0.0316587	0.8390513	0.6595837	0.0785933
600	0.3586957	0.7635974	0.7211278	0.0253902	0.7020626	0.0213127	0.0327354	0.8181842	0.7589889	0.0069770
650	0.4961371	0.6979832	0.6679192	0.0165473	0.7769360	0.0186378	0.0221545	0.6809999	0.7786183	0.0356378
700	0.4930440	0.6949054	0.7045412	0.0339274	0.7153035	0.0303356	0.0682948	0.6209153	0.8231100	0.0366359
750	0.4811764	0.7246210	0.8284156	0.0213532	0.7859927	0.0254260	0.0313852	0.7336509	0.6802624	0.0322279
800	0.4843665	0.7056392	0.6109545	0.0313359	0.7760175	0.0474014	0.0175781	0.5360422	0.6869227	0.0167197
850	0.5387163	0.7055624	0.7764806	0.0111762	0.6930713	0.0375640	0.0502973	0.6286130	0.8158487	0.0281137
900	0.5928918	0.7334375	0.6822937	0.0779604	0.7025223	0.0346919	0.0165892	0.7869990	0.5920078	0.0139715
950	0.4929876	0.7356638	0.6661635	0.0267055	0.7157048	0.0725417	0.0189156	0.7935917	0.7951383	0.0151278
1000	0.4206625	0.7168251	0.7963909	0.0466545	0.8482555	0.0396133	0.0352699	0.7377172	0.6228377	0.0148012

0	0.6298365	0.7256286	0.6737196	0.0424662	0.7983768	0.0347843	0.0329616	0.8589610	0.7782541	0.0138301
50	0.6789385	0.7396416	0.6774759	0.0454225	0.6728952	0.0126466	0.0407518	0.6653347	0.6051531	0.0128895
100	0.6057357	0.6535824	0.6606092	0.0584475	0.7401094	0.0063339	0.0240446	0.6821859	0.5058667	0.0200281
150	0.6562631	0.7289236	0.7951513	0.0276481	0.6930542	0.0023706	0.0289552	0.8490492	0.6101095	0.0136718
200	0.7366934	0.7130638	0.8446565	0.0241893	0.5852279	0.0019155	0.0302852	0.7628263	0.4447277	0.0077844
250	0.6580481	0.7834756	0.7779960	0.0083704	0.8023265	0.0002035	0.0244813	0.8290965	0.5006779	0.0434618
300	0.6516650	0.7381052	0.7629675	0.0369110	0.5771200	0.0002920	0.0349321	0.5957457	0.5683857	0.0146674
350	0.6077283	0.7293229	0.7033506	0.0668916	0.7203079	0.0010551	0.0328254	0.6505613	0.6472489	0.0243009
400	0.7414788	0.8975880	0.8673566	0.0232203	0.8012210	0.0000074	0.0376728	0.6832861	0.5172387	0.0170101
450	0.7407868	0.7483962	0.6312987	0.0224368	0.6680529	0.0000680	0.0210432	0.6706505	0.7339900	0.0383239
500	0.7187549	0.6298346	0.7629161	0.0400873	1.0000000	0.0003621	0.0268712	0.7595344	0.5634715	0.0266597
550	0.5703334	0.7696685	0.7829350	0.0384105	0.7477524	0.0198483	0.0349236	0.6463937	0.5633084	0.0216806
600	0.5612138	0.7455794	0.7317131	0.0390816	0.6240712	0.0238565	0.0159539	0.8353803	0.6598882	0.0264984
650	0.5578663	0.8294544	0.8143849	0.0210001	0.6155717	0.0189286	0.0209243	0.6722111	0.7959273	0.0288839
700	0.5370734	0.7942877	0.7804287	0.0190429	0.7520364	0.0588457	0.0208795	0.7195707	0.7244451	0.0484064
750	0.5770554	0.7123906	0.6887039	0.0185681	0.8072255	0.0347921	0.0260540	0.7891858	0.6555017	0.0229104
800	0.5503326	0.6190569	0.7608594	0.0170574	0.6929221	0.0515734	0.0281628	0.7149571	0.7006577	0.0346780
850	0.5108929	0.7273333	0.7768298	0.0246188	0.7755091	0.0645318	0.0203529	0.6686339	0.6469124	0.0289891
900	0.5600174	0.7556426	0.6455102	0.0385548	0.7302411	0.0164532	0.0193381	0.6405020	0.7507938	0.0217424
950	0.5456626	0.7155575	0.6533418	0.0306186	0.7503976	0.0378294	0.0612920	0.7248684	0.7310625	0.0137779
1000	0.4651041	0.8602416	0.7768061	0.0435017	0.6964380	0.0271450	0.0177796	0.6417433	0.7153430	0.0134965

0	0.5872156	0.6399797	0.6695365	0.0354948	0.7267857	0.0697336	0.0773952	0.7987594	0.5944705	0.0190998
50	0.6043029	0.4226572	0.7795128	0.0426838	0.6808166	0.0387802	0.0381348	0.5951693	0.8655655	0.0319048
100	0.6262493	0.3635673	0.6982996	0.0567500	0.8677632	0.0295437	0.0309929	0.6732468	0.6603640	0.0224767
150	0.3653075	0.3358864	0.7094928	0.0201802	0.6674675	0.0524726	0.0446759	0.6017445	0.6313935	0.0269535
200	0.3660116	0.2637127	0.7198458	0.0261023	0.6978843	0.0827957	0.0252145	0.9254733	0.7217283	0.0059090
250	0.3186319	0.3159990	0.7263666	0.0585958	0.7975829	0.0246268	0.0306136	0.7041468	0.7090156	0.0214067
300	0.3786421	0.2373983	0.7800845	0.0107591	0.8667685	0.0485401	0.0494323	0.7559057	0.7592055	0.0516432
350	0.3521061	0.2358433	0.7586856	0.0444352	0.7507308	0.0323426	0.0319821	0.7672870	0.6363146	0.0312987
400	0.4272310	0.2664416	0.7765909	0.0550453	0.6275419	0.0325946	0.0514514	0.7716925	0.7928470	0.0288408
450	0.3351020	0.2280769	0.6844862	0.0257440	0.8421994	0.0289292	0.0554825	0.8131861	0.7404018	0.0125693
500	0.3145466	0.2047420	0.7774426	0.0219568	0.7916936	0.0343417	0.0329023	0.7833993	0.7023767	0.0269188
550	0.3476999	0.7927355	0.6236469	0.0458206	0.6850802	0.0467428	0.0310864	0.7933381	0.6367872	0.0208107
600	0.4000158	0.6693390	0.6321789	0.0208686	0.7684726	0.0271937	0.0234509	0.7535871	0.6199504	0.0135613
650	0.4842576	0.7650303	0.8037103	0.0510917	0.8640234	0.0602457	0.0146409	0.7880799	0.7009927	0.0476155
700	0.5348263	0.9186212	0.8685365	0.0284870	0.6246794	0.0655052	0.0666222	0.6745223	0.7609236	0.0202210
750	0.5809355	0.8139798	0.7140025	0.0290089	0.9068240	0.0530219	0.0275207	0.6868824	0.7203366	0.0246700
800	0.4950514	0.5959944	0.6318570	0.0733086	0.8283982	0.0314492	0.0307977	0.7640657	0.7365835	0.0209367
850	0.4888594	0.7124856	0.7967221	0.0199136	0.7833423	0.0304301	0.0364440	0.7057514	0.8343110	0.0142174
900	0.4220763	0.6348113	0.9010096	0.0316960	0.6886865	0.0419584	0.0450214	0.8022338	0.7985982	0.0089122
950	0.4932108	0.8099927	0.8451280	0.0147635	0.7107626	0.0453268	0.0176976	0.7731123	0.7627359	0.0388871
1000	0.6634814	0.7701694	0.7394795	0.0200549	0.6206308	0.0571942	0.0125823	0.7354680	0.7850406	0.0219367

0	0.6675427	0.6846488	0.6954581	0.0267150	0.7617729	0.0322759	0.0227023	0.7243389	0.6307143	0.0173870
50	0.6639316	0.8196630	0.7372399	0.0264156	0.8237095	0.0095419	0.0500581	0.6580950	0.6560849	0.0206413
100	0.6493944	0.6973634	0.7709728	0.0309948	0.7134854	0.0035236	0.0283152	0.6811877	0.6855329	0.0185392
150	0.6127033	0.5662103	0.8356390	0.0402013	0.6701193	0.0010811	0.0174260	0.6853793	0.7842431	0.0166115
200	0.7099709	0.6980762	0.6229152	0.0245198	0.8112978	0.0002527	0.0316515	0.7488420	0.6778344	0.0060953
250	0.6594576	0.5871924	0.7398868	0.0163809	0.7495698	0.0000515	0.0260597	0.7879243	0.6205497	0.0156101
300	0.7037742	0.7355177	0.6383169	0.0300256	0.8392838	0.0009824	0.0261214	0.7719181	0.6832313	0.0269953
350	0.7098659	0.6924819	0.6744557	0.0178421	0.7038401	0.0016848	0.0648022	0.7836415	0.6984078	0.0223665
400	0.8245670	0.8865229	0.6311820	0.0243560	0.7527265	0.0004315	0.0343664	0.6969135	0.6157256	0.0242729
450	0.8427855	0.7649620	0.6034448	0.0269980	0.7377964	0.0000000	0.0231474	0.6895253	0.8350892	0.0078486
500	0.7767974	0.7978013	0.6510227	0.0380470	0.6914205	0.0001838	0.0283492	0.7767110	0.7161476	0.0280428
550	0.5012662	0.7499297	0.6991030	0.0464145	0.7211267	0.0392497	0.0467638	0.7261937	0.8994808	0.0144084
600	0.5489752	0.8515657	0.8225737	0.0301317	0.7585613	0.0219414	0.0388320	0.6017346	0.6871978	0.0015971
650	0.5472791	0.6073851	0.7891590	0.0386855	0.8540535	0.0369051	0.0260995	0.7501156	0.6316828	0.0233344
700	0.5187654	0.6521196	0.6613239	0.0387570	0.7711445	0.0425994	0.0329692	0.6786126	0.5830128	0.0166743
750	0.4577791	0.6357914	0.8357396	0.0271823	0.7900999	0.0319760	0.0257273	0.7958962	0.9051341	0.0082292
800	0.5495436	0.8799783	0.7429955	0.0535305	0.6071029	0.0229600	0.0278914	0.6270134	0.8133296	0.0322110
850	0.4899978	0.7380653	0.6680445	0.0302661	0.8172421	0.0260329	0.0249776	0.6439265	0.8786748	0.0286558
900	0.5521931	0.7554454	0.6090118	0.0482795	0.7993233	0.0185491	0.0359095	0.6141667	0.7763659	0.0381871
950	0.5507110	0.7154907	0.6822038	0.0400795	0.7565928	0.0371871	0.0338017	0.6885864	0.7828114	0.0155737
1000	0.5574974	0.6931225	0.8225901	0.0647646	0.7456891	0.0143460	0.0189628	0.7566420	0.7370948	0.0139034

0	0.5290412	0.5879607	0.7259588	0.0194765	0.6934872	0.0438028	0.0367568	0.7662095	0.6375757	0.0188563
50	0.5339356	0.6447374	0.3289439	0.0342619	0.7324661	0.0210448	0.0535277	0.7705117	0.5463090	0.0174258
100	0.5447818	0.7674933	0.1595407	0.0438007	0.7023286	0.0374249	0.0355310	0.7178376	0.4553532	0.0331454
150	0.5566489	0.6862636	0.0956023	0.0813738	0.7631502	0.0214235	0.0138950	0.7629403	0.4889976	0.1563841
200	0.6198105	0.7840037	0.0802005	0.3604551	0.7584923	0.0395327	0.0308423	0.6396363	0.6017636	0.2757592
250	0.5145735	0.6891968	0.0954549	0.6093761	0.6288965	0.0428470	0.0242215	0.6449683	0.4109250	0.3168320
300	0.4484387	0.6380480	0.0716957	0.6301976	0.8028988	0.0633673	0.0341693	0.7587667	0.4006484	0.3766148
350	0.5754001	0.7065433	0.0709112	0.6631595	0.7566954	0.0464490	0.0305183	0.6656874	0.2695238	0.3147974
400	0.4764108	0.8965483	0.0630686	0.7826886	0.6172044	0.0419575	0.0252535	0.5145356	0.2856213	0.6347093
450	0.6170548	0.8256317	0.1049283	0.6243182	0.7289315	0.0301790	0.0330167	0.5787008	0.2171672	0.4272305
500	0.5841851	0.7045195	0.0905503	0.7242011	0.6107769	0.0155123	0.0369478	0.4642781	0.1835639	0.4071213
550	0.4399044	0.7052226	0.4456187	0.7458013	0.6536891	0.0182620	0.0261230	0.4415479	0.2265681	0.4132866
600	0.5368286	0.7159267	0.6258852	0.9096827	0.6781341	0.0363924	0.0321018	0.3638453	0.3327024	0.3646532
650	0.6409565	0.7216445	0.6863797	0.6070915	0.8612646	0.0809319	0.0283104	0.6712565	0.3422606	0.2544065
700	0.6865915	0.6686221	0.6175298	0.8396143	0.7359870	0.0579533	0.0388676	0.5851071	0.5409226	0.2471222
750	0.5141994	0.6477028	0.7504027	0.7570663	0.7654141	0.0302852	0.0254984	0.5298650	0.4970341	0.3543810
800	0.4422076	0.5534869	0.7717543	0.6514220	0.8347654	0.0221189	0.0601071	0.6028496	0.7185417	0.2144986
850	0.4315746	0.7877012	0.7334107	0.6793829	0.7144118	0.0448469	0.0371521	0.6791469	0.5686068	0.1747017
900	0.4998671	0.7408347	0.7492718	0.5633601	0.7033196	0.0399609	0.0397176	0.6877279	0.6229069	0.1561710
950	0.4717710	0.8804863	0.6290731	0.5919919	0.7277249	0.0537875	0.0229104	0.6710250	0.7776242	0.2004341
1000	0.5400907	0.7669379	0.6865514	0.6358412	0.7940660	0.0511392	0.0297184	0.7321637	0.7010245	0.1117065

0	0.6336581	0.7687645	0.6891425	0.0089706	0.9265076	0.0425902	0.0494215	0.7528458	0.5946679	0.0241105
50	0.6069923	0.8432370	0.7469297	0.0297889	0.8090312	0.0210511	0.0403174	0.7283442	0.7645020	0.0133693
100	0.7201947	0.7694629	0.8036452	0.0466993	0.8121836	0.0175058	0.0252104	0.7339901	0.8112272	0.0405072
150	0.6273625	0.7278361	0.7439357	0.0183070	0.6841125	0.0367024	0.0239038	0.7362257	0.6869146	0.0258535
200	0.5923998	0.7278247	0.9025988	0.0224341	0.6325091	0.0362657	0.0547300	0.8426762	0.6462812	0.0080237
250	0.7051173	0.6182596	0.6866723	0.0383859	0.8448240	0.0176899	0.0373852	0.7772651	0.7358976	0.0250072
300	0.6988936	0.6489184	0.8004918	0.0751967	0.8624003	0.0141969	0.0527213	0.7537041	0.7886151	0.0081292
350	0.5562571	0.7002685	0.6799817	0.0270690	0.7391292	0.0346956	0.0239037	0.6810484	0.7033104	0.0164329
400	0.6074945	0.7865033	0.6702066	0.0456422	0.7719639	0.0209871	0.0216982	0.8515801	0.6998660	0.0348485
450	0.6010137	0.5688121	0.6921705	0.0388700	0.7417206	0.0167083	0.0579023	0.7499589	0.6662663	0.0318168
500	0.6540340	0.7017705	0.7392099	0.0299198	0.7388447	0.0481905	0.0652452	0.5998405	0.7062181	0.0327148
550	0.5634195	0.8189221	0.8146790	0.0412482	0.6486297	0.0359950	0.0264873	0.7550002	0.7211460	0.0055869
600	0.5746909	0.7390000	0.7594820	0.0446228	0.8510992	0.0262444	0.0174680	0.7121940	0.7682643	0.0249925
650	0.4731170	0.8759656	0.5918965	0.0173419	0.8080466	0.0654848	0.0271721	0.6735456	0.7863711	0.0164314
700	0.5538095	0.9256604	0.7501872	0.0229751	0.7641568	0.0506427	0.0354083	0.7363521	0.7609891	0.0156470
750	0.5996738	0.5867505	0.7092167	0.0312166	0.7338771	0.0262446	0.0529902	0.7379181	0.6677761	0.0162107
800	0.4799281	0.6319980	0.6440766	0.0229708	0.6990283	0.0268993	0.0384409	0.7142642	0.9032875	0.0148353
850	0.5702222	0.7291574	0.7210813	0.0799160	0.7326978	0.0323193	0.0198282	0.7905358	0.6959815	0.0595844
900	0.4620412	0.8322773	0.5987296	0.0657156	0.6739160	0.0306114	0.0577702	0.7171789	0.6642081	0.0261444
950	0.5175121	0.6571874	0.8177051	0.0279362	0.7059125	0.0295789	0.0257750	0.7403639	0.7436339	0.0422616
1000	0.4861389	0.6342108	0.7470941	0.0412098	0.8431230	0.0379103	0.0210116	0.7104704	0.7335696	0.0147595

0	0.6061358	0.6994008	0.7634452	0.0405228	0.7848472	0.0392775	0.0598993	0.9096290	0.7003631	0.0211377
50	0.5553807	0.5015062	0.7721038	0.0102405	0.6865852	0.0460394	0.0441125	0.7728526	0.7572182	0.0202564
100	0.5001638	0.4309726	0.8237923	0.0252099	0.8697006	0.0445194	0.0563052	0.6553400	0.6739221	0.0086187
150	0.3795658	0.3042750	0.8179060	0.0393944	0.7201228	0.0303025	0.0256259	0.8132569	0.5901403	0.0069974
200	0.3841303	0.2528183	0.6326060	0.0328183	0.7429257	0.0284113	0.0350552	0.6667390	0.6503677	0.0150391
250	0.3250076	0.3022569	0.7066187	0.0598874	0.7899799	0.0105032	0.0284313	0.6867973	0.5980220	0.0214388
300	0.3299455	0.2538342	0.7716961	0.0564727	0.6577017	0.0374677	0.0160698	0.6044161	0.6193995	0.0124094
350	0.3272839	0.2459565	0.6526495	0.0271778	0.7793717	0.0336173	0.0421486	0.8813877	0.6274575	0.0213805
400	0.3425278	0.3409272	0.7616354	0.0556435	0.7399192	0.0355700	0.0403741	0.8820151	0.5373883	0.0273531
450	0.2704049	0.3734068	0.8282675	0.0254483	0.7984604	0.0248023	0.0927770	0.6833180	0.5591000	0.0271040
500	0.3257350	0.2570366	0.7422620	0.0192457	0.7875963	0.0292487	0.0245642	0.6849945	0.6189849	0.0251953
550	0.3207073	0.5955279	0.7484066	0.0817311	0.7626340	0.0267769	0.0413257	0.7201285	0.6552431	0.0118956
600	0.4365851	0.7573696	0.8857076	0.0247513	0.8652653	0.0242132	0.0249259	0.7357501	0.6151037	0.0117264
650	0.5049729	0.6998999	0.7543734	0.0097980	0.8449201	0.0498725	0.0578527	0.7923056	0.7284995	0.0173432
700	0.6191508	0.7276045	0.7530836	0.0666181	0.8510592	0.0358158	0.0222044	0.6441350	0.8318086	0.0086368
750	0.5532886	0.7820739	0.6880259	0.0426189	0.6608175	0.0226894	0.0331121	0.7437749	0.7323780	0.0332931
800	0.5859104	0.8031382	0.7439309	0.0575218	0.7385694	0.0525296	0.0609891	0.8020065	0.7257059	0.0355033
850	0.5300059	0.7023647	0.6862521	0.0582696	0.6907859	0.0399090	0.0359631	0.7251522	0.7397240	0.0200501
900	0.4724385	0.8544922	0.7506497	0.0347886	0.5870199	0.0165638	0.0703375	0.7737872	0.7767140	0.0228298
950	0.6318545	0.8524215	0.6378206	0.0733582	0.7125879	0.0569964	0.0237160	0.7677992	0.7527631	0.0426557
1000	0.6383762	0.8098569	0.7145986	0.0623210	0.8083392	0.0162930	0.0275064	0.7501849	0.7325235	0.0264373

0	0.5128091	0.7308441	0.7620511	0.0224635	0.9055237	0.0392658	0.0475786	0.8328873	0.6377691	0.0176736
50	0.5175029	0.6837759	0.7136491	0.1965915	0.8335622	0.0171786	0.0249029	0.9079583	0.9292771	0.0105631
100	0.5081939	0.7625635	0.8103444	0.2488641	0.7465723	0.0492662	0.0306076	0.8041316	0.7486303	0.0115575
150	0.6071770	0.7154011	0.9090603	0.2450389	0.6939844	0.0510758	0.0185584	0.7908102	0.7185643	0.0081641
200	0.5067845	0.6096054	0.7923835	0.2370407	0.7147254	0.0229753	0.0301514	0.7520970	0.6713899	0.0345020
250	0.6683919	0.6540643	0.7403658	0.2195922	0.7737012	0.0317671	0.0572426	0.5951357	0.7624377	0.0152089
300	0.5561006	0.7590651	0.7109644	0.2472711	0.6858806	0.0548765	0.0568917	0.6557386	0.7068571	0.0446677
350	0.4442931	0.8033351	0.7856292	0.2439982	0.7702558	0.0360581	0.0481603	0.7934465	0.7295279	0.0249353
400	0.4611370	0.6913459	0.7718397	0.1793693	0.7922515	0.0431295	0.0485340	0.6882174	0.7783992	0.0287183
450	0.4333652	0.7278751	0.7884460	0.2409005	0.7648531	0.0206480	0.0326824	0.7371959	0.8422215	0.0480744
500	0.5883484	0.6505802	0.7725711	0.3104370	0.8705075	0.0291165	0.0250825	0.6915846	0.7670158	0.0195786
550	0.5038726	0.8051051	0.8150762	0.1351572	0.7260432	0.0539385	0.0415762	0.6206680	0.6985466	0.0541994
600	0.4383641	0.7359950	0.7067730	0.0676674	0.7807224	0.0169603	0.0305571	0.6958999	0.7355007	0.0137483
650	0.4958549	0.8130592	0.8395925	0.0400766	0.7245376	0.0239470	0.0446622	0.7634490	0.7414112	0.0462063
700	0.5597116	0.6846248	0.7451457	0.0288012	0.7465208	0.0281326	0.0228266	0.7486685	0.7434453	0.0334948
750	0.4894798	0.7749641	0.8622206	0.0178874	0.8174269	0.0182479	0.0418651	0.6503585	0.6941628	0.0080325
800	0.5436956	0.6640388	0.8493775	0.0282210	0.7249643	0.0266032	0.0608895	0.7676963	0.6762104	0.0058282
850	0.6512216	0.8273814	0.8306573	0.0334158	0.8224146	0.0169481	0.0340865	0.6411061	0.7621579	0.0192628
900	0.5607576	0.6109884	0.7838975	0.0671997	0.7126130	0.0685438	0.0208257	0.7054777	0.7043830	0.0140205
950	0.5127569	0.7307515	0.6585058	0.0195855	0.8522863	0.0289671	0.0121282	0.7512023	0.7333845	0.0071427
1000	0.5972843	0.8973742	0.8290505	0.0384633	0.7478900	0.0133058	0.0254028	0.6842407	0.6675636	0.0184191
