"Time"	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
150	0.6005781	0.0352539	0.2823309	0.5693382	0.4620559	0.2783493	0.2412325	0.7954322	0.2262264	0.7532143
200	0.4976392	0.0376945	0.2312397	0.6409231	0.3662352	0.2881294	0.0807704	0.7690705	0.2082478	0.7757747
250	0.4545826	0.0703235	0.1798314	0.7035669	0.3976537	0.3793207	0.1489506	0.8478372	0.2418855	0.8331252
300	0.3589851	0.0540658	0.1666381	0.5490626	0.3426368	0.3218945	0.1504849	0.6959794	0.2733287	0.7054383
350	0.3267143	0.0290757	0.1866082	0.5687393	0.3845004	0.4155397	0.1228539	0.6662996	0.1914512	0.7472280
400	0.3842365	0.0366244	0.1296305	0.4995884	0.3633939	0.2802498	0.1407675	0.6861177	0.2358793	0.6882227
450	0.3630864	0.0630516	0.2304096	0.4783269	0.3430670	0.3651630	0.1343938	0.6896241	0.2605059	0.6444406
500	0.3323806	0.0202473	0.2993232	0.4035307	0.3467652	0.2920688	0.1345244	0.6988849	0.1784887	0.6687407
550	0.5010614	0.0228375	0.2656343	0.5066889	0.4225236	0.2669742	0.1117346	0.5933653	0.3516322	0.7659223
600	0.4899654	0.0439575	0.2630442	0.5629114	0.3572687	0.4064594	0.1613059	0.6057114	0.3000584	0.8378873
650	0.6208224	0.0241993	0.3560102	0.5793103	0.4813624	0.3367808	0.1501960	0.6579861	0.2948505	0.7597973
700	0.6093488	0.0201565	0.3333929	0.6581772	0.3892009	0.3312507	0.2528366	0.6087575	0.1883228	0.9294323
750	0.7451758	0.0422494	0.2879922	0.5762683	0.5277460	0.2696039	0.1748899	0.5487839	0.2913810	0.7782227
800	0.6786724	0.0386079	0.2634417	0.6583836	0.4289250	0.2768708	0.2128430	0.7472025	0.2818414	0.7935342
850	0.8537705	0.0596331	0.2405948	0.5384554	0.3985116	0.2440586	0.1249582	0.5679037	0.3146689	0.6461366
900	0.7852466	0.0223637	0.1965296	0.6078818	0.4062472	0.2863581	0.1368229	0.6785828	0.2686099	0.7488983
950	0.6716871	0.0136236	0.3723330	0.6219170	0.4295861	0.3210682	0.1985611	0.6235560	0.3295682	0.7453566
1000	0.6315823	0.0130955	0.2600951	0.6444119	0.3563758	0.3054296	0.2205528	0.6126702	0.2439133	0.6358305

0	0.8243933	0.0620706	0.2577552	0.5306791	0.4190513	0.3086212	0.2087400	0.5880804	0.2500247	0.6648916
50	0.5323773	0.0159060	0.1946250	0.5198911	0.4453876	0.3107509	0.1764860	0.5509096	0.2917448	0.6514790
100	0.4510650	0.0133760	0.2389178	0.6526824	0.4266766	0.3725312	0.2211723	0.6156992	0.3594198	0.7109937
150	0.3519774	0.0120029	0.2385712	0.6770711	0.4237586	0.3952257	0.1356270	0.5492816	0.3127307	0.8626864
200	0.2885641	0.0617661	0.2487823	0.7748104	0.3962702	0.3230718	0.1667591	0.5123162	0.3033686	0.8095912
250	0.3137577	0.0378317	0.3229121	0.6730646	0.4115042	0.5477582	0.2151021	0.6555993	0.2550965	0.6975263
300	0.2250535	0.0516408	0.2576659	0.5053814	0.4335727	0.4597914	0.2218002	0.6276301	0.2652732	0.6420470
350	0.2785602	0.0347248	0.2098579	0.6324499	0.5691826	0.4447480	0.1506782	0.6904690	0.3044720	0.6813449
400	0.2952852	0.0166768	0.2796999	0.6228059	0.4642569	0.5162371	0.1976793	0.5721723	0.3156949	0.7399411
450	0.3359400	0.0256376	0.2638969	0.5730795	0.3594863	0.4472698	0.1722912	0.6467010	0.2577686	0.6983329
500	0.2527899	0.0334636	0.2803264	0.5785462	0.4084292	0.4107639	0.2558156	0.5866703	0.2603150	0.7568706
550	0.4205515	0.0352063	0.2349409	0.5862066	0.5146734	0.5354100	0.2164476	0.7222952	0.2565351	0.6957853
600	0.6181715	0.0776999	0.3538879	0.5513077	0.5896268	0.4728887	0.2170837	0.5987428	0.2725422	0.7977623
650	0.7328689	0.0225591	0.1714799	0.6623451	0.4443404	0.3631205	0.1192482	0.6511864	0.3458310	0.7489278
700	0.7120588	0.0246326	0.2408167	0.6316883	0.5152310	0.4103455	0.1248706	0.6589385	0.3468115	0.7110187
750	0.6899133	0.0100832	0.2979649	0.5559738	0.4602821	0.4177220	0.1629673	0.6824504	0.2840526	0.8033245
800	0.7880517	0.0382192	0.3498299	0.5913139	0.4247703	0.2989402	0.1589261	0.5758546	0.1248153	0.6641584
850	0.8633000	0.0418173	0.2589222	0.5550653	0.4364298	0.3664712	0.1828497	0.7617572	0.2141971	0.7773914
900	0.7766125	0.0108198	0.1942737	0.4862797	0.4399300	0.2986973	0.1487698	0.7020771	0.3181995	0.7464563
950	0.8469296	0.0188012	0.2283603	0.5152295	0.4507498	0.4259848	0.1327779	0.5974515	0.2545106	0.8231905
1000	0.6352805	0.0223364	0.2093886	0.7607214	0.4331396	0.2663316	0.1677924	0.6073283	0.3485976	0.7582172

0	0.9079835	0.0370259	0.3010936	0.5987604	0.5008419	0.3439818	0.1265670	0.6598694	0.3014662	0.6671572
50	0.7699507	0.0132131	0.1929307	0.6424793	0.4668467	0.3928761	0.1227604	0.6089818	0.3313351	0.4737246
100	0.6457844	0.0434900	0.2354838	0.6054486	0.5416708	0.2872471	0.1920498	0.5907063	0.5005377	0.2295686
150	0.5918445	0.0155337	0.2057653	0.5855150	0.4521043	0.3637608	0.2318273	0.5471977	0.6137064	0.1635353
200	0.6044523	0.0159944	0.2153434	0.6328005	0.4715838	0.3116017	0.1624577	0.4140137	0.7336707	0.1008667
250	0.5920431	0.0279672	0.2770745	0.6638869	0.5429233	0.3646131	0.2400633	0.3047376	0.7567183	0.0635899
300	0.6886930	0.0313572	0.2010068	0.5836081	0.5480801	0.3379076	0.3120321	0.3492520	0.8719173	0.0921819
350	0.5905322	0.0388747	0.3401470	0.4965482	0.5306125	0.2623435	0.3478397	0.3320707	0.7068113	0.0742107
400	0.8984389	0.0305328	0.2368894	0.5834117	0.6506851	0.2974390	0.3419593	0.2324034	0.8351769	0.0559120
450	0.7953345	0.0125099	0.1686481	0.5854471	0.6524751	0.2435489	0.3516022	0.3158899	0.8309517	0.1083113
500	0.9068681	0.0513597	0.2174007	0.7247561	0.5737668	0.2827500	0.3963336	0.2139840	0.7230453	0.0592686
550	0.8029888	0.0190334	0.2073816	0.7175957	0.6169777	0.2427111	0.3503985	0.2488266	0.7046682	0.2816420
600	0.8239109	0.0370355	0.2818472	0.7046403	0.5402710	0.2556129	0.3183665	0.2950214	0.5889705	0.6323359
650	0.6814236	0.0230251	0.2009728	0.7272415	0.5760588	0.2609234	0.3841100	0.2649910	0.4299912	0.7429960
700	0.7728102	0.0573106	0.2219661	0.6223182	0.7188546	0.2858568	0.4264542	0.4210260	0.3729941	0.6884708
750	0.7727142	0.0118366	0.2499047	0.7313129	0.6069910	0.1412462	0.3731049	0.4610061	0.2386445	0.7151120
800	0.8725936	0.0212112	0.1905338	0.6464139	0.5986917	0.3026976	0.2058791	0.5052457	0.1993550	0.5923292
850	0.7013912	0.0371792	0.2052921	0.7010433	0.5726122	0.3213455	0.1647251	0.6612446	0.2710710	0.7961996
900	0.7734794	0.0380427	0.2207736	0.6537196	0.5475871	0.2428213	0.0991405	0.6516535	0.2492455	0.7872537
950	0.7810006	0.0188463	0.2530965	0.7214416	0.4903931	0.2253232	0.1385633	0.5980456	0.3217998	0.7331152
1000	0.5937849	0.0124565	0.2924154	0.6116606	0.3979476	0.2476863	0.2270408	0.5818416	0.2833282	0.6683672

0	0.7372411	0.0379668	0.3135741	0.5066408	0.4957231	0.3486696	0.1159239	0.6474676	0.2433224	0.6940848
50	0.8142679	0.0250745	0.2510934	0.5347367	0.5075563	0.3456732	0.1338327	0.5770542	0.3001020	0.7248273
100	0.8642944	0.0754938	0.1833809	0.7085986	0.4251866	0.3930617	0.1285515	0.6364083	0.4157617	0.7385005
150	0.7872315	0.0326093	0.2158853	0.7711277	0.4994641	0.3621637	0.1331502	0.5740946	0.3380772	0.8769914
200	0.9569586	0.0224580	0.1873627	0.7898919	0.4903214	0.4032641	0.1563462	0.6058576	0.2077437	0.6629794
250	0.6752482	0.0398340	0.2204449	0.6921680	0.5003955	0.2951210	0.1790064	0.7140216	0.1868340	0.6664316
300	0.7482097	0.0437215	0.1416759	0.6986981	0.5751660	0.3159249	0.1911156	0.9607023	0.2727265	0.8312096
350	0.8116822	0.0145650	0.1963294	0.6374542	0.3857187	0.3546449	0.2098849	0.7827185	0.3069924	0.9006995
400	0.6361260	0.0179175	0.2008273	0.8109105	0.4969149	0.3031686	0.2017371	0.5894178	0.3127779	0.7065385
450	0.6983049	0.0259814	0.1612585	0.6581385	0.5153097	0.2089127	0.1867824	0.5875959	0.2462918	0.7646036
500	0.7651474	0.0375061	0.1318563	0.8356143	0.5676699	0.2826311	0.1598508	0.5793251	0.4678474	0.7552893
550	0.7202618	0.0229496	0.1770189	0.8231881	0.4742137	0.2711602	0.1484175	0.7581503	0.2088031	0.8951645
600	0.6874470	0.0154489	0.1978770	0.7783961	0.4343972	0.3126495	0.1275895	0.8463050	0.2448770	0.7711704
650	0.7875025	0.0384424	0.1822738	0.7654275	0.4704276	0.3992987	0.1269987	0.6531814	0.2759014	0.8368034
700	0.7240080	0.0260080	0.2657071	0.5408843	0.3739405	0.4469553	0.1496500	0.6433382	0.2388397	0.7060574
750	0.7750773	0.0166702	0.3239806	0.6206361	0.5019623	0.3464298	0.1177494	0.7051018	0.2056708	0.6767361
800	0.9158035	0.0212746	0.2605396	0.6683328	0.4177492	0.3105091	0.1456045	0.5751508	0.3696990	0.8046640
850	0.8099699	0.0322016	0.2694878	0.5796432	0.5034130	0.3353173	0.1743236	0.5946805	0.2425287	0.6876118
900	0.7907882	0.0236177	0.2618990	0.4937399	0.5359147	0.2819124	0.1954314	0.7843309	0.2099917	0.8306125
950	0.8612194	0.0225476	0.3075516	0.6045709	0.5083514	0.4158027	0.1347199	0.7535767	0.2987122	0.7893289
1000	0.7897826	0.0559522	0.2679297	0.7632945	0.4268382	0.3548904	0.0877713	0.7117917	0.2710269	0.7942499

0	0.7949521	0.0283346	0.3139423	0.6369272	0.4195841	0.3547556	0.1189894	0.6352220	0.2291942	0.6532672
50	0.6572223	0.1996932	0.3356069	0.6148884	0.4749043	0.2701764	0.1486877	0.6973398	0.2390169	0.8081227
100	0.5645878	0.3793049	0.2741883	0.5441725	0.6603667	0.3724530	0.1221930	0.7951421	0.2142192	0.7936665
150	0.2434449	0.3709103	0.2708387	0.5988132	0.5434562	0.4030579	0.1630935	0.7052229	0.3332942	0.7696092
200	0.1713663	0.4388181	0.2265105	0.6541205	0.6829938	0.5782516	0.1418942	0.8360221	0.2445003	0.8041443
250	0.0706500	0.3949904	0.3178964	0.5819241	0.6738030	0.4633235	0.0825825	0.6684952	0.2387173	0.7729055
300	0.0365751	0.4087920	0.2814674	0.5080034	0.5944995	0.5327494	0.1646471	0.7713867	0.2615968	0.7985640
350	0.0349677	0.5179557	0.2405774	0.8099679	0.7539113	0.5054986	0.1854608	0.7558313	0.3086048	0.9643622
400	0.0604136	0.4490637	0.2131894	0.7259338	0.7786702	0.5556424	0.1718145	0.6929956	0.2897638	0.7726734
450	0.0465603	0.4544826	0.1600732	0.6354831	0.6340920	0.4649352	0.1676641	0.8007601	0.2412144	0.6965193
500	0.0262934	0.4295694	0.2799571	0.7647543	0.5990882	0.5682127	0.1374993	0.6765792	0.2736008	0.9462780
550	0.0810892	0.2455790	0.1548917	0.7800175	0.5595693	0.4749995	0.1451396	0.6246135	0.3435882	0.7505783
600	0.0351667	0.0757781	0.2040381	0.6389178	0.5292374	0.4468634	0.1273918	0.4920265	0.2272676	0.8069907
650	0.2260529	0.0434397	0.2099356	0.5721608	0.5487632	0.3438912	0.1806618	0.6987025	0.2228745	0.6859797
700	0.3788913	0.0319620	0.1764115	0.5345324	0.3616806	0.3552242	0.1678265	0.7662546	0.3243221	0.7098699
750	0.4478160	0.0473197	0.1890040	0.5518817	0.3748746	0.3092117	0.1528272	0.8076229	0.3056190	0.8625422
800	0.5586512	0.0336253	0.2251096	0.6195070	0.4235497	0.3492744	0.1333681	0.6538098	0.3397461	0.7079345
850	0.7235237	0.0261737	0.2596298	0.5989839	0.4605206	0.2926845	0.2023648	0.5268656	0.3450054	0.6662588
900	0.7287889	0.0125987	0.2403977	0.5311740	0.4061088	0.2737420	0.1947511	0.5529628	0.3463313	0.5921158
950	0.8503769	0.0072995	0.2482986	0.5886640	0.4117519	0.2574783	0.1431042	0.5232135	0.3957570	0.7164909
1000	0.8274689	0.0117027	0.2866491	0.5959284	0.4213747	0.2933219	0.2493374	0.5818194	0.2984024	0.7665966

0	0.7358745	0.0221597	0.2518085	0.5137135	0.4581091	0.3448069	0.1077157	0.6319786	0.3050921	0.7860271
50	0.6504317	0.0361287	0.2381374	0.5427558	0.4965548	0.2229681	0.2061631	0.5579163	0.3282635	0.6931809
100	0.5238793	0.0158204	0.2514496	0.5457489	0.4996832	0.2702136	0.2089933	0.6459297	0.3137446	0.8114603
150	0.4014000	0.0365238	0.1820835	0.6507007	0.4833136	0.2698795	0.2041987	0.6339509	0.2925504	0.6779483
200	0.3718395	0.0608460	0.2978403	0.6297418	0.6082268	0.1907934	0.2650817	0.5916148	0.3275990	0.8358761
250	0.3786787	0.0475884	0.2573610	0.5535490	0.5520685	0.2178030	0.1875699	0.4987789	0.2484758	0.7370845
300	0.3097352	0.0204090	0.2647877	0.5914548	0.4390172	0.2491387	0.1851698	0.7265264	0.3190849	0.7275065
350	0.3132324	0.0162949	0.2037696	0.5332513	0.3816203	0.2181085	0.1588751	0.7443933	0.3761401	0.6688921
400	0.3123248	0.0207983	0.2049136	0.5418756	0.4789560	0.2505330	0.1412769	0.6204051	0.2491145	0.7411243
450	0.3050922	0.0731740	0.2476453	0.6226375	0.5023984	0.3082532	0.1550983	0.7096311	0.2933395	0.6840879
500	0.3531486	0.0349638	0.2695452	0.4875053	0.3757944	0.2022455	0.1789621	0.6081956	0.3217688	0.6959315
550	0.4217695	0.0251519	0.3520934	0.5696323	0.4686846	0.3257804	0.1865075	0.5822176	0.3975284	0.6906374
600	0.4039540	0.0419714	0.3239182	0.5775936	0.5212296	0.3076237	0.1966241	0.6137042	0.2334487	0.8085763
650	0.7203530	0.0462399	0.3349966	0.5431995	0.4952605	0.2309259	0.2131540	0.5842306	0.2057232	0.6771989
700	0.7341396	0.0563426	0.3102323	0.5200845	0.4585419	0.2716591	0.1446702	0.6670549	0.2485034	0.6869880
750	0.7179779	0.0493136	0.2647812	0.4956733	0.3867340	0.2722655	0.1487249	0.6928996	0.2167092	0.7330362
800	0.7456620	0.0297667	0.2893085	0.5526379	0.4564174	0.3889451	0.1087544	0.5955188	0.3396906	0.8826657
850	0.6921681	0.0601692	0.2647577	0.6103449	0.4115141	0.3564709	0.1681603	0.6636692	0.3145501	0.7877122
900	0.7219502	0.0353498	0.2533190	0.4808276	0.3663624	0.3150629	0.1645280	0.5684246	0.2200035	0.6805065
950	0.7620652	0.0280019	0.3098010	0.6327955	0.4338779	0.3123203	0.1863230	0.6780466	0.2404473	0.7021717
1000	0.7488743	0.0427788	0.2567181	0.4245541	0.4533577	0.3894979	0.1933579	0.6195006	0.2483637	0.7271968

0	0.7765678	0.0254822	0.3146055	0.6081629	0.5045881	0.3290693	0.1261873	0.6679640	0.3075263	0.7403736
50	0.6891990	0.0303162	0.2495346	0.6568762	0.5768275	0.3068007	0.1745666	0.5797769	0.2715522	0.6740526
100	0.8315496	0.0290379	0.2123738	0.6396721	0.8894829	0.2807872	0.2124468	0.6881966	0.2671570	0.7871078
150	0.6068030	0.0292826	0.2104176	0.6849641	0.6190574	0.2608487	0.2861766	0.6518759	0.2465297	0.7747435
200	0.7368470	0.0349468	0.2552842	0.5809256	0.6823504	0.2691819	0.2414466	0.6306442	0.3306347	0.6470651
250	0.6413822	0.0252685	0.1773092	0.7386915	0.7348830	0.2983950	0.1568301	0.5696849	0.2391301	0.9100247
300	0.6981630	0.0212207	0.1352763	0.7753526	0.8166766	0.2807242	0.1096525	0.5764161	0.3115390	0.7091546
350	0.7798626	0.0245712	0.1954523	0.6710660	0.6884000	0.3012221	0.1135198	0.6281367	0.3221225	0.8313911
400	0.7485203	0.0271548	0.2517367	0.6551526	0.7513144	0.3329220	0.0703750	0.6428714	0.3108817	0.7818010
450	0.7768171	0.0227985	0.2015946	0.7576464	0.7363970	0.2260003	0.1856268	0.7814092	0.2675345	0.8157990
500	0.7150800	0.0113655	0.2918545	0.6281855	0.6907611	0.3427128	0.1066323	0.6580466	0.3059063	0.7745165
550	0.6412974	0.0264072	0.2453915	0.7464105	0.6389937	0.3241840	0.1832973	0.6643754	0.2501224	0.7264139
600	0.7774182	0.0183807	0.1956206	0.6927177	0.5977297	0.3105713	0.1493132	0.6058809	0.3359682	0.7097982
650	0.7050675	0.0234363	0.2032965	0.6664182	0.5283547	0.2470226	0.2010372	0.6165966	0.1784099	0.7907141
700	0.8690358	0.0090625	0.2827611	0.6648033	0.4025253	0.2852764	0.1377542	0.7129748	0.2398671	0.7503688
750	0.6920552	0.0136726	0.2072658	0.6599099	0.3942394	0.2634400	0.1884127	0.6588404	0.1918026	0.8613680
800	0.7135759	0.0248261	0.2254550	0.6052992	0.4951816	0.2780980	0.1583493	0.6827318	0.2154143	0.7927498
850	0.6831989	0.0105888	0.2155531	0.5229135	0.4836378	0.2802675	0.1654056	0.6798028	0.1917189	0.6952873
900	0.6580375	0.0130026	0.2066241	0.8692027	0.4566214	0.3010576	0.1576602	0.7984023	0.2106642	0.6847827
950	0.7969968	0.0791205	0.3119148	0.6104434	0.3413620	0.2837276	0.1442673	0.7345184	0.2591973	0.6994859
1000	0.7552041	0.0352480	0.2435299	0.6252295	0.3161468	0.2531721	0.1400937	0.7993163	0.3428280	0.7518863
