"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C

0	0.1420414	0.0556053	0.4334154	0.7656611	0.9994935	0.0122697	0.9374175	0.9328383	0.6958720	0.6503256
50	0.1420817	0.0556130	0.4334308	0.7656499	0.9995815	0.0018214	0.9374293	0.9328271	0.6958535	0.6503491
100	0.1421048	0.0556173	0.4334402	0.7656244	0.9997517	0.0006872	0.9374314	0.9328163	0.6958509	0.6503724
150	0.1421180	0.0556197	0.4334505	0.7655848	0.9998696	0.0005641	0.9374299	0.9328094	0.6958555	0.6503873
200	0.1421254	0.0556213	0.4334637	0.7655483	0.9999340	0.0005508	0.9374279	0.9328064	0.6958623	0.6503939
250	0.1421299	0.0556228	0.4334775	0.7655227	0.9999669	0.0005493	0.9374266	0.9328061	0.6958693	0.6503947
300	0.1421330	0.0556242	0.4334892	0.7655071	0.9999833	0.0005492	0.9374260	0.9328073	0.6958756	0.6503922
350	0.1421355	0.0556255	0.4334978	0.7654984	0.9999914	0.0005491	0.9374261	0.9328092	0.6958805	0.6503881
400	0.1421377	0.0556266	0.4335034	0.7654937	0.9999954	0.0005491	0.9374264	0.9328112	0.6958840	0.6503839
450	0.1421395	0.0556275	0.4335069	0.7654912	0.9999974	0.0005491	0.9374270	0.9328129	0.6958861	0.6503801
500	0.1421411	0.0556281	0.4335088	0.7654899	0.9999983	0.0005491	0.9374275	0.9328143	0.6958873	0.6503772
550	0.1421422	0.0556285	0.4335099	0.7654895	0.9999836	0.0109967	0.9374280	0.9328152	0.6958877	0.6503751
600	0.1421431	0.0556287	0.4335103	0.7654953	0.9998937	0.0121308	0.9374284	0.9328158	0.6958879	0.6503738
650	0.1421436	0.0556288	0.4335085	0.7655161	0.9997682	0.0122539	0.9374286	0.9328162	0.6958877	0.6503731
700	0.1421440	0.0556289	0.4335026	0.7655474	0.9996632	0.0122672	0.9374288	0.9328163	0.6958871	0.6503727
750	0.1421441	0.0556286	0.4334929	0.7655788	0.9995927	0.0122687	0.9374289	0.9328162	0.6958856	0.6503728
800	0.1421439	0.0556279	0.4334816	0.7656038	0.9995503	0.0122688	0.9374289	0.9328159	0.6958831	0.6503735
850	0.1421432	0.0556270	0.4334710	0.7656210	0.9995265	0.0122688	0.9374288	0.9328153	0.6958798	0.6503749
900	0.1421420	0.0556260	0.4334625	0.7656318	0.9995136	0.0122688	0.9374287	0.9328143	0.6958764	0.6503769
950	0.1421407	0.0556250	0.4334565	0.7656381	0.9995068	0.0122688	0.9374284	0.9328132	0.6958734	0.6503794
1000	0.1421392	0.0556242	0.4334525	0.7656417	0.9995032	0.0122689	0.9374281	0.9328120	0.6958711	0.6503819

0	0.1420414	0.0556053	0.4334154	0.7656611	0.9994935	0.0122697	0.9374175	0.9328383	0.6958720	0.6503256
50	0.3526932	0.0517856	0.1819687	0.7779469	0.8138221	0.0122626	0.9404603	0.9742013	0.8703059	0.6301450
100	0.4073686	0.0471630	0.0995667	0.8135088	0.7236242	0.0122203	0.9462666	0.9878319	0.8487888	0.5816978
150	0.4195370	0.0457619	0.0715456	0.8479447	0.6798075	0.0121564	0.9505622	0.9919400	0.7545254	0.5585192
200	0.4214046	0.0454651	0.0612167	0.8710145	0.6585229	0.0121033	0.9527922	0.9919296	0.6859918	0.5743528
250	0.4213308	0.0454080	0.0569808	0.8846026	0.6481844	0.0120717	0.9536087	0.9899887	0.6571804	0.6093139
300	0.4211027	0.0453972	0.0550556	0.8924574	0.6431630	0.0120577	0.9536284	0.9875569	0.6518516	0.6422723
350	0.4209704	0.0453951	0.0541051	0.8969920	0.6407243	0.0120548	0.9532921	0.9856634	0.6564647	0.6639772
400	0.4209113	0.0453946	0.0536077	0.8995553	0.6395399	0.0120574	0.9528998	0.9846744	0.6632617	0.6744289
450	0.4208877	0.0453945	0.0533388	0.9009487	0.6389645	0.0120616	0.9526115	0.9844128	0.6687855	0.6772856
500	0.4208789	0.0453945	0.0531922	0.9016648	0.6386850	0.0120651	0.9524646	0.9845331	0.6721532	0.6763490
550	0.2061541	0.0454036	0.2762677	0.8876038	0.8242268	0.0120728	0.9492443	0.9190031	0.4410401	0.7016310
600	0.1481461	0.0456840	0.3524121	0.8489596	0.9143615	0.0121286	0.9367301	0.8396192	0.4820614	0.7653498
650	0.1328275	0.0468532	0.3847160	0.8145066	0.9581464	0.0123049	0.9121389	0.8019567	0.5891176	0.7937775
700	0.1297928	0.0487244	0.4030524	0.7927282	0.9794108	0.0126207	0.8922050	0.8299865	0.6595367	0.7756476
750	0.1307331	0.0506415	0.4148777	0.7805843	0.9897305	0.0128779	0.8936349	0.8725019	0.6934592	0.7366856
800	0.1329418	0.0522369	0.4224249	0.7740321	0.9947336	0.0128887	0.9068162	0.9031533	0.7055843	0.6992440
850	0.1353067	0.0534250	0.4270306	0.7704217	0.9971603	0.0127317	0.9196702	0.9205612	0.7068721	0.6726286
900	0.1373558	0.0542465	0.4297493	0.7683392	0.9983419	0.0125546	0.9284022	0.9291764	0.7039911	0.6572738
