YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.3198266	0.5275929	0.6828526	0.6379757	0.9187420	0.2807165	0.0813569	0.1833434	0.9691488	0.9426126
0.6800214	0.2199649	0.7270353	0.6581944	0.9262543	0.2645648	0.0717469	0.0964031	1.0267959	0.9655516
1.0640748	0.4612132	0.3974438	0.3856752	0.7289221	0.1266781	0.0543798	0.1598389	1.0635593	0.7350897
0.9470092	0.8128181	0.9368507	0.2693298	0.8691336	0.3531445	0.0813555	0.0781882	1.1222311	0.9874837
1.0317088	0.6630194	0.9772952	0.2401350	0.4984623	0.3939771	0.0767783	0.1133838	1.1193615	0.9882623
0.8333495	0.5626631	0.8468207	0.4425341	0.6705265	0.1626164	0.0752301	0.1642886	1.0626431	1.0038429
0.8760507	0.5016515	0.6955480	0.5858102	0.8411585	0.2860000	0.0349060	0.1093555	0.9800747	1.1404150
0.5779717	0.5989415	0.6697699	0.5471716	0.7680315	0.2840907	0.0744679	0.0746128	0.9940612	1.1228401
0.6618915	0.5462531	0.6733437	0.5338080	0.9409849	0.3250950	0.0615554	0.2543518	0.4835869	0.9692301
0.6125482	0.5648862	0.6375968	0.6846453	0.9969276	0.2632210	0.0437826	0.1211212	0.9709981	0.4754155
