YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.4672181	0.9554618	1.0234549	0.0677640	0.7669853	1.0257310	1.1333026	0.0107064	0.2976073	0.9989812
0.6814182	0.4262191	0.9712720	0.0835156	0.9652593	1.0375580	0.9927199	0.0125566	0.1701463	1.0841062
0.7698940	0.6485025	0.4572924	0.0633839	0.8697097	0.9899381	0.8527104	0.0147041	0.2266167	1.0475247
0.9304681	0.6941713	0.9938475	0.0258054	0.9174961	1.0438118	0.8950306	0.0229446	0.2184883	0.9664914
0.9406071	0.5979609	0.9362100	0.0727752	0.4415885	0.9358535	0.9745382	0.0397202	0.2654464	1.0447862
0.8552941	0.6413709	1.0368097	0.0489488	0.9396164	0.4672198	1.0107013	0.0428899	0.1461717	1.0639356
0.7735134	0.6164680	0.9883656	0.0484484	0.8718556	0.9829520	0.4514980	0.0229693	0.1831923	1.0110902
0.9040370	0.6524285	1.0823650	0.0701938	0.8842678	0.9129163	1.0332806	0.0215435	0.2354113	0.9444602
0.8867493	0.5861429	1.0285784	0.0638879	1.0140938	0.9391512	1.0778760	0.0178296	0.1442959	1.0455797
0.8831000	0.5908054	0.9606867	0.0897963	0.9877531	0.9894878	1.0124808	0.0159813	0.1257064	0.4840713
