YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.4115463	0.3388891	0.6295011	0.0925497	0.2414644	0.6683525	0.2112710	0.2221367	0.1542101	0.7420746
0.2038472	0.1483529	0.5094149	0.1503382	0.1864904	0.5967219	0.2475704	0.2534141	0.2117576	0.7407188
0.6852059	0.3022268	0.4618647	0.2305779	0.4554498	0.6039136	0.1623492	0.3402562	0.1602640	0.7307536
0.7526581	0.4018173	0.5749232	0.0783717	0.1994783	0.6601885	0.2051900	0.2175008	0.1128211	0.7547801
0.6470930	0.3916441	0.3905907	0.0887331	0.1751346	0.5600601	0.1389571	0.2562429	0.1176791	0.6226593
0.0741100	0.0384596	0.6135633	0.1720169	0.4186427	0.3142013	0.1951361	0.2701848	0.1503071	0.7456580
0.1415715	0.1452753	0.5359298	0.1599876	0.1618489	0.4231825	0.0841003	0.2438573	0.1739011	0.6297315
0.7371890	0.5667490	0.7971665	0.1447060	0.2135051	0.7578348	0.6623572	0.1321432	0.2162003	0.8367093
0.6836859	0.3386575	0.4285603	0.1782053	0.1425962	0.7148129	0.1297357	0.3806806	0.0408961	0.7064457
0.7140507	0.4327121	0.5162438	0.0718716	0.2051686	0.8255543	0.2211858	0.2295184	0.2181181	0.3641781
