YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.3029302	0.8034528	0.5607233	1.0450257	0.9253313	1.0612201	0.7157199	0.9803289	1.0108616	0.7600164
0.5086104	0.6017166	0.6023296	1.0148816	0.8629839	0.9251902	0.9791990	1.0437729	0.7574723	0.9582319
0.4442534	0.5464692	0.6481757	0.9031248	0.7773339	0.9847718	1.0278752	0.6816108	0.7548955	0.7212451
0.4927779	0.7359065	0.6364015	0.9818008	1.0679898	1.0159119	0.7567576	0.6742905	0.9875053	0.7755154
0.3562719	0.7898936	0.7091806	1.0762414	1.0541679	1.0835098	0.9951180	1.0011536	0.8213410	0.8948710
0.3123252	0.8413633	0.7513917	0.9140577	1.0408411	0.9471798	0.7954322	1.1406911	1.0962785	0.7876882
0.7035782	0.5468275	0.6056452	0.9874787	1.0232865	0.9440040	1.0523552	1.0976107	0.8517358	0.5722617
0.6346866	0.6067266	0.5835657	1.0471889	1.0287922	1.0859689	1.0282149	0.4220355	0.9968085	0.8096268
0.6735212	0.5841767	0.5231623	0.9150434	1.0316752	1.0287791	1.0083827	0.8445443	0.8138885	0.8381609
0.3430268	0.7473225	0.7909963	0.9672122	0.8503226	1.0218168	0.9519168	0.5464840	0.9620161	0.7464758
