YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0000000	0.5296703	0.6103984	1.0025934	0.0500730	0.0193850	0.0426202	1.0557296	1.1090683	1.0531930
0.0249764	0.0000000	0.5958118	0.8744789	0.0588496	0.0102121	0.0438655	1.1590781	1.0428408	0.9950219
0.5829953	1.0754002	0.0000000	1.0599033	0.0403500	0.0056883	0.0446758	1.0280549	1.1039543	1.0377428
0.3652678	0.7952666	0.4338013	0.0000000	0.0405964	0.0121681	0.0617855	1.0962895	0.9369038	1.0194760
0.2696381	0.5790586	0.5804803	1.0581771	0.0000000	0.0388760	0.0840022	0.9573271	1.0465451	0.9587914
0.2437370	0.5237390	0.6230296	0.9811342	0.0380853	0.0000000	0.0404835	1.0813032	1.0278507	0.9694769
0.2605432	0.6382117	0.6011895	1.0062569	0.0477294	0.0168881	0.0015814	0.8580788	1.0172162	1.0040420
0.2748430	0.6110976	0.4914599	0.7036704	0.5987902	1.0420508	1.0192976	0.0000000	0.9835939	1.0192911
0.5174406	1.0645660	0.1416356	0.4197416	0.0476389	0.0101623	0.0442262	1.0658949	0.0000000	1.0623714
0.3372468	0.7148936	0.4343135	0.9358413	0.0588089	0.0156979	0.0371390	1.0323330	0.9554421	0.0000000
