"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
150	0.5814869	0.2453766	0.1252526	0.3158291	0.4902556	0.3428195	0.4945056	0.2457176	0.6644454	0.8147019
200	0.5799727	0.1858674	0.2766796	0.2562235	0.6526938	0.3361401	0.4744489	0.2083192	0.5780699	0.8773828
250	0.7735327	0.1282762	0.2118097	0.3333765	0.5899109	0.4681160	0.3937826	0.1638352	0.6749247	0.7367964
300	0.8336139	0.1459101	0.2022806	0.2974533	0.7187068	0.3974375	0.3985742	0.1430579	0.7538615	0.6149172
350	0.7184452	0.1762669	0.2507018	0.2298566	0.5420856	0.3669223	0.3225327	0.1888145	0.6932118	0.7810312
400	0.7821043	0.2060379	0.2736597	0.2047441	0.6780977	0.4189199	0.3663090	0.1864533	0.5637335	0.6923942
450	0.7122595	0.1292574	0.2227492	0.2118325	0.6595030	0.3014644	0.3712097	0.1250587	0.7278571	0.8754770
500	0.8896408	0.1416108	0.2371272	0.2261202	0.7215243	0.2552230	0.3310045	0.1620769	0.7304153	0.7435196
550	0.9662041	0.3158793	0.5048510	0.2972095	0.4442953	0.3804506	0.3335310	0.1242231	0.7499591	0.7864392
600	0.6741690	0.5248014	0.5492973	0.3576041	0.2554686	0.3164189	0.3577706	0.1952541	0.7303902	0.6645833
650	0.6384769	0.6465603	0.5042806	0.3992009	0.2525865	0.3793733	0.4819015	0.2141174	0.5327011	0.8814854
700	0.5435604	0.5329064	0.4396044	0.5623106	0.1386009	0.2922130	0.3597914	0.3482352	0.5643128	0.7487697
750	0.3796144	0.8109774	0.3726858	0.4888955	0.1832228	0.3649561	0.4421860	0.3132631	0.4953124	0.7573672
800	0.3609955	0.8839947	0.3760982	0.5403337	0.2387459	0.3406792	0.5393552	0.2403059	0.5090042	0.6190525
850	0.3335254	0.7650660	0.2956461	0.5089737	0.1779109	0.4125702	0.4875599	0.3693013	0.4110487	0.6924591
900	0.3499716	0.6817340	0.3949683	0.5131898	0.2010003	0.4223193	0.4937967	0.2761937	0.4937852	0.6973182
950	0.3824163	0.9057199	0.2721069	0.5705442	0.2298820	0.3464065	0.5462165	0.1692363	0.4455347	0.8466238
1000	0.3314668	0.6673602	0.3368216	0.6637405	0.1878085	0.2745833	0.4822238	0.2247218	0.4280032	0.8808428

0	0.4091471	0.7548197	0.2992831	0.5752505	0.2582487	0.3642593	0.4909495	0.2771327	0.5320241	0.6570028
50	0.3133377	0.6168842	0.3028165	0.6861172	0.2626088	0.2004958	0.4197042	0.1932304	0.4777874	0.6999993
100	0.4188691	0.6236835	0.2856837	0.4615590	0.4533142	0.1485196	0.3823124	0.2248291	0.5068109	0.6389577
150	0.4101749	0.8247223	0.4054677	0.5335963	0.6187817	0.0261748	0.4149207	0.2610586	0.4320488	0.6050241
200	0.3814583	0.6621426	0.3429705	0.3961734	0.6161973	0.0676660	0.3778960	0.1528994	0.4384135	0.6268406
250	0.4058170	0.7546318	0.4564579	0.4030716	0.5550842	0.0336356	0.4004659	0.1519851	0.4384111	0.7577889
300	0.3811168	0.8711038	0.5340765	0.4662994	0.5832199	0.0200181	0.2971379	0.1870186	0.3521648	0.7013704
350	0.3418622	0.8040867	0.3546143	0.4428564	0.6224571	0.0410904	0.2509359	0.2868222	0.3757441	0.7741479
400	0.3132046	0.8710132	0.4263223	0.4287489	0.5577326	0.0061673	0.3538182	0.1969865	0.3113222	0.7383349
450	0.3013738	0.7181481	0.4706836	0.4237727	0.5480985	0.0154786	0.2895215	0.1482406	0.3360396	0.7973071
500	0.3173493	0.7266904	0.3470000	0.4384786	0.6681802	0.0243664	0.3847493	0.2780289	0.2986868	0.7770160
550	0.4837759	0.7684008	0.4024957	0.4528500	0.4400375	0.2490034	0.4613865	0.2364900	0.3733815	0.7253853
600	0.3644681	0.8112267	0.4113551	0.4175960	0.1882112	0.2616569	0.3371045	0.3049291	0.3112390	0.7594973
650	0.2707089	0.5856190	0.4251227	0.5490665	0.1982307	0.4043416	0.3355058	0.2477403	0.5107596	0.7151113
700	0.4141895	0.7317752	0.4798640	0.5618833	0.2370678	0.3536137	0.4795175	0.2640792	0.5984512	0.7150183
750	0.3578592	0.8423826	0.3817137	0.6485491	0.2138040	0.3636712	0.3656382	0.2986127	0.4743218	0.7881330
800	0.4177055	0.7920282	0.3244189	0.6021940	0.2172967	0.4483718	0.4317582	0.2575253	0.4090634	0.9251509
850	0.3889226	0.9183125	0.3066619	0.4995849	0.2142357	0.3922822	0.3148543	0.1902015	0.4080215	0.8274831
900	0.3708312	0.8533373	0.3087291	0.4677358	0.2783950	0.2796374	0.3202732	0.2238488	0.4454031	0.8585557
950	0.3790384	0.7688474	0.3658018	0.5338910	0.2588970	0.4167241	0.3614728	0.3388036	0.5996502	0.8396547
1000	0.3869815	0.8184380	0.3621423	0.4764273	0.2171859	0.5289337	0.4861603	0.1618466	0.4873347	0.8153973

0	0.3388250	0.6746985	0.3083419	0.5989806	0.2445988	0.3431637	0.4716356	0.2689691	0.4247197	0.9381999
50	0.3589740	0.7934117	0.1898620	0.6778669	0.1904011	0.4175881	0.4475276	0.2139799	0.4745929	0.6849898
100	0.2444541	0.6763071	0.1214976	0.6546546	0.2182277	0.3538865	0.4544468	0.2078173	0.4585422	0.6566628
150	0.3296315	0.5945139	0.0814643	0.5191720	0.2471167	0.4144548	0.5133616	0.2465495	0.4508247	0.7496455
200	0.2677794	0.6639846	0.1143255	0.4826806	0.2024199	0.3581180	0.5035660	0.2245119	0.4383309	0.8033760
250	0.2977690	0.7560715	0.1075808	0.5011271	0.2452106	0.4591578	0.3630316	0.2570831	0.4026626	0.7495756
300	0.1401819	0.8466201	0.1456457	0.5417618	0.1869085	0.4361283	0.4920740	0.2317184	0.3616139	0.6901173
350	0.1843927	0.9017028	0.1164381	0.5449991	0.1961565	0.2890795	0.5099115	0.3371812	0.3104807	0.6397696
400	0.1961724	0.6986145	0.1074146	0.4831200	0.2537846	0.4737305	0.5154680	0.2546299	0.4860704	0.7708054
450	0.2180661	0.7060588	0.0789215	0.4988674	0.2346400	0.3228455	0.5581444	0.2827452	0.5363008	0.8842562
500	0.2316614	0.7359677	0.0966570	0.5615440	0.2672899	0.4256710	0.3630798	0.2484356	0.4280965	0.7643561
550	0.2930492	0.5744012	0.2197628	0.5007763	0.2195197	0.3934546	0.4641973	0.1940501	0.5440914	0.8041280
600	0.4455808	0.7866190	0.3204411	0.4470090	0.3111594	0.3089921	0.5145407	0.2276624	0.5381293	0.7800856
650	0.3512788	0.9205682	0.4765106	0.4269306	0.2497627	0.4112843	0.4485983	0.1765497	0.4455398	0.7628038
700	0.2637369	0.8849323	0.4222845	0.4421437	0.1840121	0.3963353	0.4126145	0.2280875	0.5282120	0.7415428
750	0.2599420	0.8231904	0.4273267	0.6025309	0.2093606	0.4511162	0.4426859	0.1976207	0.4683821	0.6846028
800	0.3519110	0.6807725	0.3703268	0.4825269	0.1511441	0.4095358	0.4282053	0.2638030	0.4195647	0.8135171
850	0.3466836	0.7347164	0.3267005	0.4786825	0.2436349	0.5221362	0.4348038	0.1902965	0.5123609	0.7258858
900	0.2870726	0.6963726	0.3058878	0.4635540	0.2654234	0.3987704	0.4232010	0.2572249	0.4223751	0.7653321
950	0.4127917	0.7314090	0.3481816	0.5200440	0.2449253	0.3340716	0.3963006	0.2350338	0.4210463	0.7980771
1000	0.2425539	0.6965587	0.3496701	0.4387373	0.2296103	0.4928168	0.5096019	0.2583381	0.3614599	0.7577943

0	0.3104120	0.6727763	0.3606811	0.6291159	0.1890475	0.3870231	0.5192380	0.3241217	0.4000527	0.7975785
50	0.3606719	0.9303231	0.1945463	0.7032973	0.1660867	0.2237065	0.3668965	0.3401286	0.4866749	0.7098324
100	0.2699251	0.8939682	0.1554700	0.6386952	0.1461038	0.1607792	0.3706036	0.2355344	0.4190168	0.7913738
150	0.2700822	0.8061692	0.0932228	0.5588782	0.0795841	0.1835885	0.5218394	0.2803216	0.4418692	0.7938836
200	0.3307191	0.7575494	0.0586443	0.4758776	0.0518598	0.0995610	0.5675634	0.3129137	0.4120151	0.9738090
250	0.4916382	0.6338284	0.0823014	0.4494718	0.0505646	0.1258096	0.5337292	0.3324795	0.4056557	0.9529275
300	0.4256135	0.6527164	0.0864918	0.6324752	0.0639345	0.0996556	0.4900140	0.3985262	0.4280310	0.7983026
350	0.4576824	0.9033724	0.0907822	0.5696018	0.0430402	0.0525340	0.5458551	0.2643646	0.3214801	0.6675905
400	0.3035669	0.7234601	0.0946028	0.6074968	0.0344662	0.0700820	0.6147328	0.2142874	0.2995586	0.6715725
450	0.3232210	0.8531813	0.0603430	0.5569066	0.0277242	0.0555855	0.6275948	0.2670763	0.4009092	0.7548597
500	0.2681217	0.8668858	0.1052488	0.6598789	0.0318840	0.0715829	0.5775795	0.2663186	0.3478444	0.7849108
550	0.3395330	0.8784931	0.1231929	0.6901819	0.0424039	0.1518176	0.6162936	0.3913635	0.4919572	0.8100014
600	0.3165640	0.8028207	0.1372540	0.7579400	0.0549549	0.3203065	0.5579536	0.2953864	0.3400788	0.8633579
650	0.3008505	0.7876602	0.1388070	0.8799461	0.1846946	0.2705872	0.5827012	0.2351368	0.4730033	0.8242939
700	0.2897688	0.8651977	0.1729440	0.6602697	0.0891747	0.3408843	0.5194161	0.2865500	0.4067598	0.7592419
750	0.4335876	0.8499725	0.1717958	0.7302663	0.0971908	0.3011643	0.5841528	0.2425586	0.4154191	0.7585067
800	0.4296601	0.6454788	0.1814506	0.7306725	0.1572890	0.2848416	0.6045611	0.2553121	0.5095376	0.8304119
850	0.4511643	0.7177805	0.1631331	0.6653727	0.1777370	0.3227034	0.5005973	0.2304933	0.3948034	0.6619794
900	0.4609500	0.6882431	0.1695922	0.7547049	0.1744503	0.4053707	0.5366961	0.2218302	0.4870732	0.6586572
950	0.3442102	0.7374786	0.2404666	0.6143256	0.2249327	0.3509932	0.4772061	0.2605018	0.4783428	0.6550226
1000	0.3222034	0.6820388	0.2710523	0.6529550	0.2995480	0.3017952	0.4679858	0.2409534	0.5183883	0.8217432

0	0.3780314	0.6727433	0.2406224	0.5549519	0.2727274	0.4444589	0.4036959	0.3119830	0.4887678	0.7538680
50	0.3431339	0.7811769	0.3931245	0.5143035	0.2164663	0.4484959	0.5344640	0.2491574	0.6216403	0.5440148
100	0.3828344	0.6634651	0.3740587	0.4515098	0.3050781	0.4900886	0.4760947	0.1522670	0.5893947	0.5740676
150	0.4393797	0.7505371	0.3279680	0.4202303	0.2237801	0.3928990	0.4746410	0.1742277	0.6823355	0.3808604
200	0.3388010	0.6877206	0.3259896	0.3160217	0.2172308	0.4251415	0.5145072	0.1732766	0.6915451	0.3741850
250	0.4199868	0.6551282	0.4253909	0.2830278	0.2629216	0.3936204	0.4504232	0.1268913	0.7058016	0.3672041
300	0.4579990	0.6390762	0.4367708	0.4101475	0.2380483	0.3486102	0.5528738	0.1351766	0.6669805	0.2889016
350	0.5045664	0.6734415	0.4991736	0.4588323	0.2358419	0.3932247	0.5172456	0.1152934	0.8777764	0.3598767
400	0.4999094	0.6078247	0.4166755	0.4381138	0.2464790	0.3976124	0.4997569	0.1227207	0.6206922	0.2716341
450	0.5224204	0.6227819	0.4455504	0.3777147	0.1955182	0.3004259	0.5411594	0.1628810	0.7184817	0.3340780
500	0.5453014	0.6666862	0.4915906	0.4561985	0.2112283	0.3334699	0.4595847	0.1247141	0.8462958	0.2706201
550	0.4291009	0.7165517	0.6390601	0.5431500	0.1792293	0.3030045	0.4589877	0.1446304	0.5231741	0.2889600
600	0.3905334	0.7876261	0.4405773	0.5058297	0.1970112	0.2968126	0.5085421	0.2198499	0.4838736	0.5405269
650	0.4634071	0.7209229	0.3738200	0.5480234	0.2025306	0.2925488	0.4277143	0.1796391	0.4646569	0.5441745
700	0.3693892	0.8843952	0.3904637	0.5176876	0.1640078	0.3132728	0.5214865	0.2665401	0.3630776	0.6127598
750	0.4614874	0.7678811	0.3376299	0.5770656	0.2027773	0.3238621	0.3350236	0.4686321	0.4176304	0.6784401
800	0.5253071	0.7304618	0.2667585	0.4958383	0.2096786	0.3537863	0.4252065	0.2972067	0.5027309	0.7564722
850	0.4938763	0.7970426	0.3042260	0.5770019	0.2756567	0.3187201	0.5435375	0.3068564	0.3782581	0.8429046
900	0.3583062	0.7035167	0.2604495	0.5858248	0.2716409	0.4201695	0.4036830	0.2152732	0.4968263	0.7952430
950	0.4583822	0.6901360	0.3443712	0.4786757	0.2978046	0.3499072	0.3321304	0.2572135	0.4546004	0.8353562
1000	0.3765234	0.7637571	0.4120543	0.5590332	0.2426227	0.3634678	0.3964709	0.3244365	0.4860018	0.8615398

0	0.3215222	0.7186548	0.2945680	0.7477245	0.2760876	0.4910252	0.4811764	0.2741903	0.4402014	0.8489586
50	0.3800102	0.5161668	0.1389252	0.4884130	0.2777693	0.3564744	0.3806502	0.1610072	0.5306654	0.6073087
100	0.5230154	0.2750194	0.1000421	0.5296734	0.3403375	0.3466857	0.2824184	0.0493866	0.4276477	0.5609489
150	0.6864246	0.2055462	0.0884810	0.4571978	0.2752168	0.3917169	0.2791973	0.0121934	0.4642370	0.5226872
200	0.6923183	0.1870470	0.0748895	0.3891751	0.3806582	0.4642971	0.3071541	0.0401878	0.3666077	0.6043387
250	0.7305126	0.1821233	0.0596830	0.2285665	0.4727128	0.4074152	0.2658757	0.0134898	0.4379274	0.7280862
300	0.7724313	0.1423964	0.0788449	0.2316419	0.3531352	0.4209376	0.3058585	0.0139783	0.5671388	0.6228118
350	0.5620254	0.1977916	0.1062265	0.1366621	0.4641456	0.3888075	0.2725496	0.0288660	0.4191669	0.7084521
400	0.7046790	0.1095764	0.0735250	0.1629545	0.3802953	0.3802231	0.2179446	0.0185078	0.4052645	0.7576950
450	0.7681255	0.1165199	0.0695227	0.1935312	0.4600802	0.4378155	0.2001736	0.0295573	0.3900054	0.6658623
500	0.8179609	0.1752985	0.0981681	0.1232461	0.4303111	0.3035311	0.2010673	0.0227441	0.5445558	0.6859789
550	0.7610156	0.3771130	0.3295798	0.1514409	0.3274811	0.3926139	0.3814044	0.1472982	0.4522542	0.6815367
600	0.6739997	0.5392050	0.4836303	0.1616445	0.2914605	0.4011435	0.4776196	0.2783726	0.4533086	0.7215314
650	0.5232317	0.7908569	0.5813809	0.2446375	0.2726045	0.5071049	0.5603702	0.3169613	0.4892016	0.9428673
700	0.4692340	0.6502354	0.4308998	0.3829377	0.2291117	0.3576294	0.6026290	0.2452206	0.3994012	0.8170885
750	0.3379703	0.7878566	0.3573115	0.4438063	0.1959920	0.3372273	0.4816541	0.2434232	0.4844210	0.7462445
800	0.3488139	0.9446318	0.3423883	0.4492299	0.2048297	0.3302430	0.5009188	0.2574008	0.4616941	0.7551431
850	0.2766699	0.8090827	0.3342837	0.3951108	0.2107192	0.4325711	0.4265492	0.2653439	0.4056679	0.7526962
900	0.3270138	0.8085131	0.3683046	0.6190573	0.2296384	0.2513153	0.5434775	0.3286675	0.4813204	0.7821893
950	0.3447754	0.7919162	0.3951720	0.6681291	0.1381602	0.3294255	0.5946749	0.3116534	0.5576197	0.9364082
1000	0.3355829	0.8744111	0.3585587	0.6122505	0.1608370	0.3262731	0.4647066	0.3537061	0.4939755	0.7531994

0	0.3630029	0.7077458	0.2037269	0.6123194	0.1966138	0.4696260	0.5002127	0.1986410	0.4701280	0.8853305
50	0.3905062	0.7443688	0.3504101	0.4605235	0.3615134	0.4331852	0.3698640	0.2169883	0.5512464	0.5515589
100	0.3613353	0.7939622	0.3536451	0.4441809	0.3910110	0.4190633	0.1908735	0.2093421	0.7309623	0.4134531
150	0.4243246	0.6721809	0.3812984	0.2695015	0.3906495	0.5016033	0.1130660	0.1439472	0.6689203	0.4711040
200	0.3997334	0.7653348	0.3458625	0.2595657	0.3482642	0.4577861	0.0537895	0.1858766	0.6829339	0.3156768
250	0.3388444	0.7640679	0.4156597	0.2402711	0.4255345	0.5541489	0.0301189	0.2039221	0.7593101	0.2856719
300	0.4396715	0.6759186	0.5396302	0.2702619	0.4789648	0.4724918	0.0312005	0.1670653	0.7133706	0.2162728
350	0.5072741	0.7406497	0.4268627	0.2692366	0.5138037	0.4315404	0.0185287	0.2217977	0.5231808	0.1827362
400	0.3466546	0.6444668	0.4886030	0.2056410	0.4651430	0.3663328	0.0101282	0.2053437	0.6745319	0.2362061
450	0.3532525	0.6548358	0.4826984	0.3070383	0.5638966	0.4970065	0.0479334	0.2237351	0.6003513	0.1872103
500	0.4086508	0.7267057	0.5709653	0.2988724	0.5043138	0.3905269	0.0275144	0.2406623	0.7817832	0.1631880
550	0.3363373	0.8238492	0.4935528	0.3390731	0.2697242	0.4014709	0.1811024	0.1447907	0.5413134	0.2102868
600	0.4093288	0.8274533	0.4372914	0.3427943	0.3632099	0.3939065	0.2754460	0.2612554	0.3608891	0.4864330
650	0.2984893	0.8082373	0.5210267	0.4470776	0.3091619	0.4746643	0.3517453	0.3249356	0.3522471	0.6235051
700	0.4067189	0.6191957	0.3898100	0.5157627	0.3193561	0.4091936	0.3392415	0.3111912	0.3406400	0.5936157
750	0.3000863	0.7930824	0.4468747	0.5032102	0.2517686	0.4727800	0.3930171	0.2443757	0.2655903	0.6595640
800	0.3228138	0.8591273	0.4250781	0.6649245	0.3245225	0.3617046	0.4309299	0.3700205	0.3428833	0.7165117
850	0.3687557	0.6827195	0.3885270	0.5191929	0.2055073	0.4290081	0.5130819	0.2943988	0.4728230	0.7867345
900	0.3226138	0.8111196	0.4676830	0.4902528	0.2515968	0.3712339	0.3801051	0.2658901	0.4445301	0.7254917
950	0.3713345	0.8510239	0.4017199	0.5732385	0.2522791	0.4712228	0.3864530	0.2459946	0.3977059	0.8077588
1000	0.3382790	0.7745957	0.3071553	0.6561748	0.2262850	0.4637934	0.4530275	0.2820686	0.4527914	0.8413851

0	0.3349145	0.6544707	0.3211977	0.6267838	0.2553974	0.4252748	0.3944169	0.2209715	0.3926294	0.7871469
50	0.4194211	0.7604916	0.3835051	0.4804606	0.2772759	0.3529483	0.4908564	0.1204460	0.4195318	0.6040187
100	0.3530174	0.8891330	0.3482099	0.7261217	0.3079850	0.4489741	0.4777965	0.0907771	0.4907840	0.3996234
150	0.3248905	0.6614884	0.3446866	0.5778651	0.3769126	0.3641437	0.5193803	0.0871484	0.2863837	0.1888251
200	0.3656913	0.7687877	0.3892082	0.5228681	0.3851694	0.3541793	0.4340228	0.0561852	0.2375887	0.1146079
250	0.4115327	0.8360389	0.3851845	0.4937343	0.3224653	0.4226398	0.5125598	0.0803869	0.2180991	0.0577761
300	0.4208485	0.7395646	0.4353737	0.4240841	0.3571732	0.3119215	0.5019741	0.0676916	0.1942473	0.0565555
350	0.4333381	0.6214394	0.3999290	0.5183483	0.4282135	0.4448374	0.4642679	0.0719674	0.1668928	0.0487487
400	0.4171654	0.8673029	0.4339260	0.5212359	0.3079737	0.3172436	0.4734618	0.1157269	0.2063694	0.0331569
450	0.3933806	0.6992289	0.4233522	0.4263506	0.3571266	0.3728455	0.4883210	0.1008494	0.1837834	0.0068782
500	0.3321816	0.7121199	0.3958658	0.5727345	0.2740845	0.3361995	0.4559705	0.1243582	0.1708144	0.0066709
550	0.4234753	0.7197762	0.5394128	0.5073231	0.2983179	0.3264654	0.4996180	0.3305156	0.1260246	0.1628206
600	0.4099054	0.9339372	0.4711868	0.3746267	0.2239370	0.3799223	0.4059720	0.3328128	0.1482065	0.3832588
650	0.3070250	0.7911538	0.4019940	0.4679347	0.1802260	0.3279940	0.4596160	0.4668711	0.3352636	0.5643579
700	0.3355379	0.7680767	0.4552434	0.5649457	0.2348666	0.4104994	0.4712438	0.3355325	0.3329113	0.7491049
750	0.4018704	0.7745898	0.3365023	0.4364452	0.2508053	0.3099411	0.3802205	0.3128755	0.4692683	0.6878796
800	0.3520662	0.8128760	0.2962353	0.6528106	0.1883343	0.4954147	0.3404997	0.2639927	0.4273194	0.5731741
850	0.3835624	0.6940401	0.2872461	0.6792238	0.1972978	0.4036056	0.3955967	0.3056170	0.4591143	0.6423117
900	0.3258068	0.6763168	0.3118616	0.7530195	0.1856517	0.3961497	0.4045690	0.2570933	0.3982559	0.7589288
950	0.3388417	0.6902926	0.2653336	0.7116569	0.1685078	0.3405922	0.4255799	0.3361756	0.3917797	0.7671210
1000	0.2832265	0.8514384	0.2753665	0.6933788	0.2174344	0.3623524	0.4341885	0.3022684	0.3534106	0.7979905

0	0.3606196	0.7305029	0.2661608	0.5943273	0.2275442	0.3829985	0.4909329	0.2768764	0.4477178	0.7410732
50	0.4819748	0.8602431	0.3675064	0.4781990	0.2269524	0.3451563	0.5887252	0.2403653	0.5210904	0.9206110
100	0.3835955	0.8291117	0.2799586	0.5937213	0.1540837	0.3699253	0.5082676	0.1865037	0.6898948	0.7619253
150	0.3900594	0.7082124	0.3521519	0.6947349	0.2389159	0.3218297	0.4843048	0.1451556	0.6328453	0.7520977
200	0.3627421	0.8378493	0.2622737	0.5823155	0.2349804	0.2619069	0.4336734	0.1602311	0.7018141	0.5886427
250	0.3461170	0.8895685	0.2705494	0.6286019	0.1774011	0.2978590	0.4503734	0.1944016	0.7377365	0.7954977
300	0.4088263	0.8509257	0.2370118	0.8425370	0.1702639	0.3432141	0.4219310	0.1491205	0.6951558	0.7507965
350	0.3730597	0.7954266	0.2771253	0.6496868	0.2279634	0.2871801	0.5243857	0.1402558	0.7222636	0.8224707
400	0.4721089	0.8231822	0.2751550	0.5085995	0.2398045	0.3081673	0.4128840	0.2285668	0.7524111	0.7292121
450	0.4339425	0.7499364	0.2424578	0.5969228	0.1993738	0.2912193	0.4360013	0.2028515	0.7404312	0.6561409
500	0.3842631	0.8463247	0.3097473	0.6533322	0.1702479	0.3024312	0.4790542	0.2369667	0.7330126	0.7396522
550	0.3506577	0.8716082	0.2359242	0.6543963	0.1838798	0.3678702	0.4322511	0.1484786	0.8238195	0.7297660
600	0.4337889	0.6989377	0.2970422	0.5622426	0.1684778	0.3776972	0.4464631	0.1510895	0.5713108	0.7887271
650	0.4253788	0.6658256	0.3194419	0.6807359	0.1807146	0.3865344	0.4288628	0.2721493	0.5687451	0.7709888
700	0.3273594	0.7680083	0.2145695	0.6795273	0.1795712	0.2680829	0.4873652	0.2416686	0.5782413	0.6541605
750	0.3501266	0.7649016	0.2393189	0.6308565	0.2203688	0.4202091	0.5322223	0.2326464	0.5284573	0.7359824
800	0.3424038	0.7532969	0.1912788	0.5484633	0.1856880	0.2979518	0.4654944	0.2312557	0.5153589	0.9177476
850	0.3654822	0.6776686	0.3013379	0.5280393	0.3164324	0.3582486	0.5048167	0.2611718	0.4384366	0.7817949
900	0.2991577	0.7917857	0.2783463	0.6039212	0.1889087	0.3564890	0.3982768	0.2875647	0.5430345	0.7134624
950	0.3319929	0.7435475	0.3149862	0.5812246	0.1871135	0.3458542	0.5165766	0.2394837	0.3868129	0.7061818
1000	0.4341837	0.6474498	0.3254164	0.6641679	0.1795075	0.3950203	0.5070343	0.2990235	0.4012535	0.7341189
