YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.5472263	0.0000007	0.0000057	0.6205048	0.8064308	0.6792173	0.5272614	0.4068228	0.3169007	1.0000000
0.0151814	0.0000018	0.9999998	0.6199961	0.8056685	0.6799514	0.5257641	0.4093171	0.0000000	1.0000000
0.0642949	0.3553275	0.9999981	0.0000021	0.7185569	0.7750541	0.3460561	0.8802157	0.0000001	1.0000000
0.0659091	0.3580403	0.9927118	0.6125238	0.0000007	0.0000018	0.3457245	0.8816528	0.0899091	1.0000000
0.2689268	0.5396222	0.6284074	0.1178149	0.0000000	0.7355834	0.4160235	0.6438293	1.0000000	0.0000000
0.8092102	0.8781163	0.2053415	0.6125320	1.0000000	0.0000000	0.4050316	0.6750195	1.0000000	0.0000000
0.6406692	0.7187024	0.3888982	0.2285187	0.9261157	0.5056537	1.0000000	0.0000000	1.0000000	0.0000000
