"Time"	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C
950	0.0783966	0.9999413	0.0146142	0.1011062	0.2577645	0.9994222	0.0525406	0.0552210	0.8692724	1.0000000
1000	0.0775100	0.9999466	0.0145666	0.1006105	0.2575861	0.9994215	0.0525015	0.0552211	0.8692724	1.0000000

0	0.0767226	0.9999516	0.0145101	0.1002312	0.2574553	0.9994224	0.0523897	0.0552211	0.8692724	1.0000000
50	0.2912511	0.7706397	0.4202416	0.0997673	0.2594973	0.9993166	0.1257580	0.0552349	0.8692724	1.0000000
100	0.3712870	0.7141702	0.5761436	0.1010447	0.2663585	0.9958944	0.3367736	0.0584679	0.8692724	1.0000000
150	0.4043752	0.7002615	0.6360551	0.1066799	0.2758323	0.9739790	0.5023869	0.1793419	0.8692724	1.0000000
200	0.4227200	0.6968266	0.6590985	0.1177555	0.2901853	0.9270619	0.5110124	0.5323268	0.8692724	1.0000000
250	0.4411626	0.6959525	0.6680089	0.1393775	0.3117676	0.9000343	0.3371819	0.7139610	0.8692724	1.0000000
300	0.4666015	0.6956458	0.6715763	0.1726604	0.3305397	0.9201072	0.2114542	0.6236836	0.8692724	1.0000000
350	0.4914817	0.6953102	0.6732528	0.2005182	0.3351860	0.9524989	0.1665969	0.3655532	0.8692724	1.0000000
400	0.5022071	0.6948224	0.6742756	0.2058509	0.3277932	0.9727376	0.2055713	0.1914669	0.8692724	1.0000000
450	0.4972788	0.6945193	0.6748291	0.1926782	0.3170818	0.9764532	0.3314819	0.1490211	0.8692724	1.0000000
500	0.4856648	0.6946176	0.6749097	0.1756945	0.3102405	0.9604975	0.4448170	0.2789706	0.8692724	1.0000000
550	0.2822383	0.9241254	0.2704625	0.1691470	0.3066386	0.9325461	0.3986855	0.5163461	0.8692724	1.0000000
600	0.2027950	0.9807679	0.1147205	0.1692204	0.3048207	0.9274079	0.2531818	0.5755271	0.8692724	1.0000000
650	0.1719002	0.9947473	0.0547880	0.1702943	0.3036616	0.9495090	0.1530709	0.3956019	0.8692724	1.0000000
700	0.1569820	0.9981958	0.0317431	0.1670202	0.2971157	0.9731873	0.1042090	0.1954108	0.8692724	1.0000000
750	0.1418062	0.9990997	0.0227417	0.1550197	0.2866384	0.9873627	0.0823619	0.1019824	0.8692724	1.0000000
800	0.1243885	0.9994456	0.0189164	0.1388215	0.2764618	0.9940560	0.0704219	0.0698111	0.8692724	1.0000000
850	0.1084406	0.9996561	0.0170154	0.1244964	0.2688265	0.9969768	0.0628299	0.0597009	0.8692724	1.0000000
900	0.0963560	0.9997902	0.0159481	0.1143970	0.2638871	0.9982574	0.0582508	0.0566053	0.8692724	1.0000000
950	0.0882633	0.9998672	0.0153259	0.1081232	0.2609642	0.9988417	0.0556408	0.0556593	0.8692724	1.0000000
1000	0.0832577	0.9999082	0.0149656	0.1044985	0.2593265	0.9991220	0.0541875	0.0553662	0.8692724	1.0000000

0	0.0767226	0.9999516	0.0145101	0.1002312	0.2574553	0.9994224	0.0523897	0.0552211	0.8692724	1.0000000
50	0.5583633	0.9998346	0.0150192	0.2032272	0.2519206	0.9994237	0.0524029	0.0552243	0.9553789	1.0000000
100	0.7339100	0.9992078	0.0169880	0.2168281	0.2503821	0.9994237	0.0526868	0.0552335	0.9738197	1.0000000
150	0.7978968	0.9984456	0.0191106	0.2180377	0.2499692	0.9994187	0.0535557	0.0552424	0.9777690	1.0000000
200	0.8212336	0.9979788	0.0204824	0.2179667	0.2498772	0.9994039	0.0548246	0.0552500	0.9786149	1.0000000
250	0.8297510	0.9977724	0.0211844	0.2178961	0.2498740	0.9993788	0.0560667	0.0552578	0.9787960	1.0000000
300	0.8328628	0.9976950	0.0215044	0.2178832	0.2498928	0.9993479	0.0570204	0.0552662	0.9788348	1.0000000
350	0.8340019	0.9976682	0.0216419	0.2178945	0.2499154	0.9993177	0.0576457	0.0552743	0.9788431	1.0000000
400	0.8344206	0.9976590	0.0216997	0.2179127	0.2499372	0.9992925	0.0580140	0.0552813	0.9788449	1.0000000
450	0.8345760	0.9976553	0.0217244	0.2179312	0.2499562	0.9992738	0.0582154	0.0552866	0.9788453	1.0000000
500	0.8346348	0.9976536	0.0217355	0.2179479	0.2499718	0.9992612	0.0583200	0.0552904	0.9788453	1.0000000
550	0.3500125	0.9985038	0.0200927	0.1141813	0.2555118	0.9992533	0.0582841	0.0552837	0.8927389	1.0000000
600	0.1753659	0.9994565	0.0173477	0.1009311	0.2570387	0.9992518	0.0575014	0.0552659	0.8742981	1.0000000
650	0.1124788	0.9998042	0.0157618	0.1000012	0.2574396	0.9992643	0.0560749	0.0552517	0.8703487	1.0000000
700	0.0897595	0.9999093	0.0150319	0.1001792	0.2575311	0.9992917	0.0546966	0.0552418	0.8695029	1.0000000
750	0.0815172	0.9999396	0.0147211	0.1002816	0.2575389	0.9993258	0.0536980	0.0552347	0.8693218	1.0000000
800	0.0785095	0.9999482	0.0145938	0.1003019	0.2575244	0.9993575	0.0530803	0.0552296	0.8692830	1.0000000
850	0.0773997	0.9999506	0.0145426	0.1002904	0.2575050	0.9993822	0.0527339	0.0552262	0.8692747	1.0000000
900	0.0769805	0.9999513	0.0145222	0.1002701	0.2574867	0.9993994	0.0525523	0.0552239	0.8692729	1.0000000
950	0.0768147	0.9999516	0.0145140	0.1002500	0.2574717	0.9994103	0.0524615	0.0552225	0.8692725	1.0000000
1000	0.0767439	0.9999517	0.0145105	0.1002332	0.2574605	0.9994169	0.0524177	0.0552217	0.8692725	1.0000000

0	0.0767226	0.9999516	0.0145101	0.1002312	0.2574553	0.9994224	0.0523897	0.0552211	0.8692724	1.0000000
50	0.0767231	0.9749062	0.0145088	0.1001730	0.2576486	0.9994237	0.0523900	0.0468172	0.8684693	0.9777412
100	0.0769425	0.9687386	0.0145079	0.1003068	0.2581726	0.9994243	0.0524008	0.0444269	0.8664879	0.9720930
150	0.0773898	0.9672195	0.0145091	0.1007080	0.2586400	0.9994245	0.0524115	0.0437468	0.8648411	0.9706598
200	0.0778613	0.9668448	0.0145135	0.1011173	0.2589304	0.9994244	0.0524192	0.0435532	0.8638786	0.9702961
250	0.0782232	0.9667519	0.0145197	0.1014012	0.2590821	0.9994242	0.0524252	0.0434980	0.8634015	0.9702038
300	0.0784546	0.9667285	0.0145257	0.1015622	0.2591538	0.9994240	0.0524305	0.0434823	0.8631858	0.9701804
350	0.0785861	0.9667223	0.0145304	0.1016432	0.2591857	0.9994239	0.0524354	0.0434778	0.8630934	0.9701744
400	0.0786551	0.9667206	0.0145336	0.1016808	0.2591993	0.9994237	0.0524397	0.0434765	0.8630551	0.9701729
450	0.0786893	0.9667201	0.0145355	0.1016975	0.2592051	0.9994236	0.0524430	0.0434761	0.8630397	0.9701725
500	0.0787056	0.9667199	0.0145366	0.1017047	0.2592074	0.9994235	0.0524453	0.0434760	0.8630335	0.9701724
550	0.0786859	0.9917654	0.0145373	0.1017547	0.2589892	0.9994234	0.0524431	0.0518797	0.8638788	0.9924312
600	0.0784344	0.9979330	0.0145378	0.1015961	0.2584404	0.9994234	0.0524325	0.0542699	0.8659061	0.9980794
650	0.0779602	0.9994521	0.0145361	0.1011692	0.2579760	0.9994236	0.0524208	0.0549499	0.8675370	0.9995126
700	0.0774845	0.9998269	0.0145312	0.1007572	0.2576980	0.9994238	0.0524115	0.0551435	0.8684678	0.9998763
750	0.0771324	0.9999199	0.0145247	0.1004828	0.2575562	0.9994240	0.0524042	0.0551987	0.8689222	0.9999686
800	0.0769132	0.9999433	0.0145186	0.1003316	0.2574901	0.9994243	0.0523980	0.0552144	0.8691259	0.9999920
850	0.0767909	0.9999494	0.0145140	0.1002570	0.2574610	0.9994245	0.0523926	0.0552190	0.8692127	0.9999980
900	0.0767276	0.9999511	0.0145110	0.1002227	0.2574485	0.9994246	0.0523883	0.0552202	0.8692485	0.9999995
950	0.0766965	0.9999516	0.0145092	0.1002077	0.2574433	0.9994248	0.0523850	0.0552206	0.8692630	0.9999999
1000	0.0766818	0.9999517	0.0145082	0.1002012	0.2574412	0.9994249	0.0523826	0.0552207	0.8692687	1.0000000

0	0.0767226	0.9999516	0.0145101	0.1002312	0.2574553	0.9994224	0.0523897	0.0552211	0.8692724	1.0000000
50	0.0825149	0.9999508	0.0145140	0.1095381	0.3017237	0.5355399	0.4837710	0.5535427	0.8521136	0.5884004
100	0.1754728	0.9998793	0.0148492	0.2264163	0.4107941	0.4017799	0.6522175	0.7709811	0.7941426	0.4839562
150	0.4064159	0.9967709	0.0204713	0.4492021	0.4831187	0.3362262	0.7180387	0.9053805	0.7254248	0.4574533
200	0.6034193	0.9575162	0.0524980	0.5947605	0.5145944	0.2950636	0.7438388	0.9566124	0.6732647	0.4507282
250	0.7137414	0.8516052	0.1152945	0.6522422	0.5280054	0.2705662	0.7541649	0.9727242	0.6428417	0.4490216
300	0.7690580	0.7482828	0.1769147	0.6634523	0.5370619	0.2570684	0.7586712	0.9767124	0.6277049	0.4485886
350	0.7992754	0.6925275	0.2160287	0.6556834	0.5465219	0.2499762	0.7609392	0.9770958	0.6208614	0.4484787
400	0.8196214	0.6761081	0.2327077	0.6454020	0.5556800	0.2463247	0.7621832	0.9767459	0.6179422	0.4484508
450	0.8347881	0.6782545	0.2360901	0.6403857	0.5622814	0.2444502	0.7628552	0.9764448	0.6167408	0.4484438
500	0.8452466	0.6835934	0.2349531	0.6405168	0.5656340	0.2434855	0.7631875	0.9762952	0.6162573	0.4484420
550	0.8512758	0.6859524	0.2339449	0.6422669	0.5657347	0.6183540	0.3343363	0.8869486	0.6725948	0.8600411
600	0.8514566	0.6859814	0.2338302	0.6401471	0.5533608	0.8102522	0.1681206	0.6497415	0.7702477	0.9644852
650	0.8323386	0.6903692	0.2318050	0.6180981	0.5083475	0.9200623	0.1114954	0.3284162	0.8263974	0.9909880
700	0.7593639	0.7174895	0.2189951	0.5481974	0.4384004	0.9687420	0.1208487	0.1509073	0.8515897	0.9977132
750	0.6070663	0.7907770	0.1832444	0.4262773	0.3736876	0.9852223	0.1814311	0.0897461	0.8621151	0.9994197
800	0.4226762	0.8902221	0.1282107	0.2996817	0.3270350	0.9870701	0.2259209	0.0796371	0.8664047	0.9998528
850	0.2760752	0.9582859	0.0775049	0.2097627	0.2980171	0.9837422	0.2150809	0.0934506	0.8681321	0.9999626
900	0.1856390	0.9867654	0.0452162	0.1593525	0.2825409	0.9826510	0.1711766	0.0996296	0.8688219	0.9999905
950	0.1370249	0.9960409	0.0285961	0.1347138	0.2748168	0.9858887	0.1258008	0.0860300	0.8690953	0.9999976
1000	0.1122738	0.9987785	0.0208830	0.1228281	0.2701990	0.9907031	0.0933004	0.0700273	0.8692031	0.9999994

0	0.0767226	0.9999516	0.0145101	0.1002312	0.2574553	0.9994224	0.0523897	0.0552211	0.8692724	1.0000000
50	0.4856798	0.5451436	0.0158357	0.2823687	0.0739016	0.9954161	0.4274933	0.0602802	0.8692724	1.0000000
100	0.6325572	0.4316508	0.0217452	0.3023226	0.0250609	0.9615728	0.5747191	0.2834406	0.8692724	1.0000000
150	0.6862091	0.4019474	0.0285364	0.3054163	0.0152112	0.8985219	0.6321313	0.6635495	0.8692724	1.0000000
200	0.7058116	0.3937376	0.0331369	0.3059065	0.0166430	0.8391180	0.6537452	0.8535311	0.8692724	1.0000000
250	0.7129736	0.3913895	0.0355947	0.3059842	0.0206199	0.7985619	0.6619319	0.9271386	0.8692724	1.0000000
300	0.7155903	0.3907061	0.0367578	0.3059966	0.0242554	0.7749982	0.6650602	0.9546042	0.8692724	1.0000000
350	0.7165464	0.3905055	0.0372717	0.3059987	0.0268299	0.7624607	0.6662586	0.9650335	0.8692724	1.0000000
400	0.7168957	0.3904463	0.0374894	0.3059991	0.0284380	0.7561317	0.6667177	0.9691395	0.8692724	1.0000000
450	0.7170233	0.3904288	0.0375792	0.3059992	0.0293726	0.7530437	0.6668935	0.9708204	0.8692724	1.0000000
500	0.7170700	0.3904236	0.0376155	0.3059993	0.0298923	0.7515721	0.6669606	0.9715319	0.8692724	1.0000000
550	0.2972099	0.8462062	0.0308511	0.1072646	0.3805130	0.7853067	0.2893906	0.9539398	0.8692724	1.0000000
600	0.3520841	0.9613259	0.0231986	0.3004979	0.4184353	0.8761831	0.1413192	0.7692276	0.8692724	1.0000000
650	0.4280623	0.9834723	0.0285857	0.3907646	0.3870958	0.9464489	0.0834637	0.3702895	0.8692724	1.0000000
700	0.3849019	0.9776308	0.0417440	0.3379465	0.3437259	0.9799298	0.0629468	0.1548325	0.8692724	1.0000000
750	0.2875364	0.9810386	0.0431360	0.2475759	0.3084233	0.9926249	0.0627512	0.0845266	0.8692724	1.0000000
800	0.2009182	0.9907619	0.0342818	0.1790176	0.2853496	0.9968707	0.0692248	0.0637752	0.8692724	1.0000000
850	0.1441741	0.9965729	0.0254288	0.1397046	0.2719769	0.9981733	0.0701608	0.0577781	0.8692724	1.0000000
900	0.1117996	0.9988312	0.0199352	0.1195656	0.2648126	0.9985952	0.0663031	0.0560434	0.8692724	1.0000000
950	0.0945526	0.9995843	0.0170856	0.1096802	0.2611736	0.9988129	0.0615621	0.0555223	0.8692724	1.0000000
1000	0.0857023	0.9998262	0.0157124	0.1049044	0.2593741	0.9989879	0.0578444	0.0553488	0.8692724	1.0000000

0	0.0767226	0.9999516	0.0145101	0.1002312	0.2574553	0.9994224	0.0523897	0.0552211	0.8692724	1.0000000
50	0.0766991	0.9999517	0.0145089	0.1002153	0.2574479	0.9994237	0.0523850	0.0552209	0.8692724	1.0000000
100	0.0766858	0.9999518	0.0145082	0.1002066	0.2574440	0.9994244	0.0523824	0.0552208	0.8692724	1.0000000
150	0.0766783	0.9999518	0.0145077	0.1002018	0.2574418	0.9994248	0.0523810	0.0552208	0.8692724	1.0000000
200	0.0766742	0.9999518	0.0145075	0.1001992	0.2574407	0.9994250	0.0523801	0.0552207	0.8692724	1.0000000
250	0.0766719	0.9999518	0.0145073	0.1001979	0.2574401	0.9994251	0.0523797	0.0552207	0.8692724	1.0000000
300	0.0766707	0.9999518	0.0145073	0.1001972	0.2574398	0.9994251	0.0523794	0.0552207	0.8692724	1.0000000
350	0.0766701	0.9999518	0.0145072	0.1001968	0.2574396	0.9994251	0.0523792	0.0552207	0.8692724	1.0000000
400	0.0766697	0.9999519	0.0145072	0.1001966	0.2574395	0.9994251	0.0523791	0.0552207	0.8692724	1.0000000
450	0.0766696	0.9999519	0.0145072	0.1001965	0.2574395	0.9994252	0.0523791	0.0552207	0.8692724	1.0000000
500	0.0766695	0.9999519	0.0145072	0.1001964	0.2574395	0.9994252	0.0523791	0.0552207	0.8692724	1.0000000
550	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
600	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
650	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
700	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
750	0.0766694	0.9999519	0.0145072	0.1001964	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
800	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
850	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
900	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
950	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
1000	0.0766693	0.9999519	0.0145072	0.1001963	0.2574394	0.9994252	0.0523790	0.0552207	0.8692724	1.0000000
