"Time"	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C

0	0.3813181	0.4764758	0.6967132	0.9998557	0.0603767	0.2246394	0.9937533	0.2212209	0.2392660	1.0000000
50	0.3812636	0.4768235	0.6915061	0.9998619	0.0469634	0.0784441	0.3686581	0.2213271	0.2370085	1.0000000
100	0.3810455	0.4777731	0.6896868	0.9999082	0.0253035	0.0736082	0.1584828	0.2214082	0.2137491	1.0000000
150	0.3805830	0.4786779	0.6890543	0.9999571	0.0188513	0.1719355	0.0878155	0.2215463	0.1700984	1.0000000
200	0.3800422	0.4792828	0.6888391	0.9999805	0.0324640	0.2495078	0.0640546	0.2217973	0.1399240	1.0000000
250	0.3795859	0.4796224	0.6887734	0.9999791	0.0576933	0.2815415	0.0560648	0.2221309	0.1536239	1.0000000
300	0.3792702	0.4797930	0.6887634	0.9999284	0.0789081	0.2928985	0.0533773	0.2224722	0.1998510	1.0000000
350	0.3790793	0.4798707	0.6887747	0.9997988	0.0914998	0.2967782	0.0524726	0.2227613	0.2467958	1.0000000
400	0.3789754	0.4799015	0.6887927	0.9996188	0.0977198	0.2980897	0.0521673	0.2229743	0.2799398	1.0000000
450	0.3789241	0.4799100	0.6888110	0.9994496	0.1004798	0.2985302	0.0520638	0.2231153	0.2996260	1.0000000
500	0.3789018	0.4799090	0.6888266	0.9993265	0.1016237	0.2986759	0.0520282	0.2232006	0.3102158	1.0000000
550	0.3789117	0.4795618	0.6940584	0.9991467	0.1606915	0.5799658	0.6769609	0.2232476	0.3209147	1.0000000
600	0.3791108	0.4786027	0.6958974	0.9974445	0.2231753	0.3842540	0.8870751	0.2232530	0.3599878	1.0000000
650	0.3795669	0.4776913	0.6965441	0.9944909	0.1822919	0.2835006	0.9577190	0.2231604	0.3916814	1.0000000
700	0.3801084	0.4770827	0.6967687	0.9946248	0.1261132	0.2457096	0.9814745	0.2229309	0.3938555	1.0000000
