"Time"	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
50	0.2186383	0.5407226	0.7707301	0.9447498	0.0407414	0.2705081	0.0294280	1.0000000	1.0000000	1.0000000
100	0.2106684	0.4759766	0.9152879	0.9410833	0.0771746	0.5605946	0.0200197	1.0000000	1.0000000	1.0000000
150	0.1877249	0.4069191	0.9726572	0.9172581	0.1720225	0.7232099	0.0165801	1.0000000	1.0000000	1.0000000
200	0.1574286	0.3605475	0.9914374	0.8677121	0.2809803	0.7987698	0.0155138	1.0000000	1.0000000	1.0000000
250	0.1303130	0.3353020	0.9970493	0.8101195	0.3673002	0.8310280	0.0152039	1.0000000	1.0000000	1.0000000
300	0.1108080	0.3230995	0.9986333	0.7611064	0.4233197	0.8443504	0.0151164	1.0000000	1.0000000	1.0000000
350	0.0985467	0.3176404	0.9990585	0.7262544	0.4555171	0.8499243	0.0150920	1.0000000	1.0000000	1.0000000
400	0.0915037	0.3153284	0.9991650	0.7041050	0.4726398	0.8523811	0.0150853	1.0000000	1.0000000	1.0000000
450	0.0877115	0.3143890	0.9991878	0.6910531	0.4813123	0.8535382	0.0150835	1.0000000	1.0000000	1.0000000
500	0.0857669	0.3140196	0.9991904	0.6837649	0.4855838	0.8541128	0.0150830	1.0000000	1.0000000	1.0000000
550	0.0848946	0.3200394	0.8127487	0.6800540	0.4725856	0.6097389	0.0275328	1.0000000	1.0000000	1.0000000
600	0.0868833	0.3622508	0.6574769	0.6832353	0.3840901	0.3689068	0.0369410	1.0000000	1.0000000	1.0000000
650	0.0979437	0.4332975	0.5963981	0.7036006	0.2616192	0.2306836	0.0403806	1.0000000	1.0000000	1.0000000
700	0.1213051	0.4982109	0.5783754	0.7438995	0.1630154	0.1327610	0.0414469	1.0000000	1.0000000	1.0000000
750	0.1517558	0.5403036	0.5764255	0.7953919	0.1008230	0.0709084	0.0417568	1.0000000	1.0000000	1.0000000
800	0.1806132	0.5613646	0.5799987	0.8453256	0.0673246	0.0386988	0.0418443	1.0000000	1.0000000	1.0000000
850	0.2022816	0.5687963	0.5848355	0.8847863	0.0511966	0.0239247	0.0418686	1.0000000	1.0000000	1.0000000
900	0.2156476	0.5691320	0.5891369	0.9114564	0.0440052	0.0176472	0.0418753	1.0000000	1.0000000	1.0000000
950	0.2222955	0.5666132	0.5923130	0.9274688	0.0409610	0.0151055	0.0418772	1.0000000	1.0000000	1.0000000
1000	0.2245690	0.5635297	0.5943901	0.9362595	0.0397176	0.0141092	0.0418777	1.0000000	1.0000000	1.0000000

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.3638465	0.5559725	0.5962379	0.8853634	0.0389088	0.0134978	0.0292721	1.0000000	1.0000000	1.0000000
100	0.5311921	0.5567048	0.5920826	0.8205376	0.0389046	0.0134934	0.0197460	1.0000000	1.0000000	1.0000000
150	0.6288951	0.5592692	0.5865676	0.7855259	0.0388973	0.0134894	0.0162634	1.0000000	1.0000000	1.0000000
200	0.6770798	0.5633659	0.5822151	0.7698448	0.0388909	0.0134871	0.0151838	1.0000000	1.0000000	1.0000000
250	0.6994711	0.5676944	0.5795736	0.7634120	0.0388867	0.0134859	0.0148699	1.0000000	1.0000000	1.0000000
300	0.7098153	0.5712455	0.5782029	0.7609038	0.0388842	0.0134853	0.0147814	1.0000000	1.0000000	1.0000000
350	0.7147342	0.5737035	0.5775609	0.7599576	0.0388830	0.0134851	0.0147567	1.0000000	1.0000000	1.0000000
400	0.7171825	0.5752106	0.5772810	0.7596088	0.0388823	0.0134850	0.0147499	1.0000000	1.0000000	1.0000000
450	0.7184541	0.5760548	0.5771651	0.7594824	0.0388820	0.0134850	0.0147480	1.0000000	1.0000000	1.0000000
500	0.7191321	0.5764957	0.5771189	0.7594373	0.0388818	0.0134850	0.0147475	1.0000000	1.0000000	1.0000000
550	0.5773260	0.5766727	0.5780341	0.8188527	0.0388822	0.0134852	0.0273532	1.0000000	1.0000000	1.0000000
600	0.4131601	0.5758960	0.5826259	0.8836736	0.0388854	0.0134870	0.0368792	1.0000000	1.0000000	1.0000000
650	0.3170574	0.5730523	0.5882750	0.9186841	0.0388920	0.0134905	0.0403619	1.0000000	1.0000000	1.0000000
700	0.2689830	0.5687330	0.5924524	0.9343653	0.0388985	0.0134940	0.0414415	1.0000000	1.0000000	1.0000000
750	0.2456558	0.5644033	0.5948673	0.9407980	0.0389033	0.0134964	0.0417553	1.0000000	1.0000000	1.0000000
800	0.2338889	0.5610076	0.5960780	0.9433060	0.0389061	0.0134977	0.0418439	1.0000000	1.0000000	1.0000000
850	0.2275311	0.5587411	0.5966316	0.9442518	0.0389076	0.0134984	0.0418685	1.0000000	1.0000000	1.0000000
900	0.2238931	0.5573910	0.5968691	0.9446003	0.0389084	0.0134987	0.0418753	1.0000000	1.0000000	1.0000000
950	0.2217589	0.5566519	0.5969663	0.9447264	0.0389089	0.0134988	0.0418772	1.0000000	1.0000000	1.0000000
1000	0.2205121	0.5562728	0.5970047	0.9447714	0.0389091	0.0134989	0.0418777	1.0000000	1.0000000	1.0000000

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.2190481	0.5559396	0.5970278	0.9447947	0.0389093	0.0134976	0.0253308	1.0000000	1.0000000	1.0000000
100	0.2190051	0.5559360	0.5970280	0.9447952	0.0389093	0.0134926	0.0128263	1.0000000	1.0000000	1.0000000
150	0.2189851	0.5559345	0.5970281	0.9447954	0.0389093	0.0134886	0.0082548	1.0000000	1.0000000	1.0000000
200	0.2189757	0.5559337	0.5970282	0.9447955	0.0389093	0.0134863	0.0068376	1.0000000	1.0000000	1.0000000
250	0.2189714	0.5559334	0.5970282	0.9447955	0.0389093	0.0134853	0.0064257	1.0000000	1.0000000	1.0000000
300	0.2189695	0.5559333	0.5970282	0.9447956	0.0389092	0.0134849	0.0063094	1.0000000	1.0000000	1.0000000
350	0.2189686	0.5559332	0.5970282	0.9447956	0.0389092	0.0134847	0.0062771	1.0000000	1.0000000	1.0000000
400	0.2189681	0.5559332	0.5970282	0.9447956	0.0389092	0.0134846	0.0062681	1.0000000	1.0000000	1.0000000
450	0.2189680	0.5559332	0.5970282	0.9447956	0.0389092	0.0134846	0.0062657	1.0000000	1.0000000	1.0000000
500	0.2189679	0.5559332	0.5970282	0.9447956	0.0389092	0.0134846	0.0062650	1.0000000	1.0000000	1.0000000
550	0.2189678	0.5559332	0.5970282	0.9447956	0.0389092	0.0134847	0.0228119	1.0000000	1.0000000	1.0000000
600	0.2189678	0.5559332	0.5970282	0.9447956	0.0389092	0.0134860	0.0353163	1.0000000	1.0000000	1.0000000
650	0.2189678	0.5559332	0.5970282	0.9447956	0.0389092	0.0134895	0.0398879	1.0000000	1.0000000	1.0000000
700	0.2189678	0.5559332	0.5970282	0.9447956	0.0389092	0.0134932	0.0413050	1.0000000	1.0000000	1.0000000
750	0.2189678	0.5559332	0.5970282	0.9447956	0.0389093	0.0134959	0.0417170	1.0000000	1.0000000	1.0000000
800	0.2189678	0.5559332	0.5970282	0.9447956	0.0389093	0.0134975	0.0418332	1.0000000	1.0000000	1.0000000
850	0.2189678	0.5559332	0.5970282	0.9447956	0.0389093	0.0134983	0.0418656	1.0000000	1.0000000	1.0000000
900	0.2189678	0.5559332	0.5970282	0.9447956	0.0389093	0.0134987	0.0418745	1.0000000	1.0000000	1.0000000
950	0.2189678	0.5559332	0.5970282	0.9447955	0.0389093	0.0134988	0.0418770	1.0000000	1.0000000	1.0000000
1000	0.2189678	0.5559332	0.5970282	0.9447955	0.0389093	0.0134989	0.0418776	1.0000000	1.0000000	1.0000000

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.2118801	0.4245262	0.5946049	0.9245610	0.2894536	0.0139593	0.0244161	1.0000000	1.0000000	0.8602933
100	0.1733226	0.2779133	0.5791324	0.8356407	0.5787191	0.0193594	0.0112204	1.0000000	1.0000000	0.7159646
150	0.1234573	0.1995608	0.5543726	0.7365287	0.7449634	0.0227390	0.0063962	1.0000000	1.0000000	0.6422830
200	0.0854438	0.1686454	0.5319507	0.6661096	0.8240884	0.0215201	0.0049007	1.0000000	1.0000000	0.6109352
250	0.0628246	0.1609265	0.5167427	0.6250560	0.8585184	0.0194271	0.0044660	1.0000000	1.0000000	0.5986522
300	0.0511961	0.1619929	0.5079577	0.6035634	0.8727324	0.0179813	0.0043433	1.0000000	1.0000000	0.5940521
350	0.0458870	0.1651455	0.5033489	0.5930462	0.8784008	0.0172246	0.0043091	1.0000000	1.0000000	0.5923759
400	0.0437799	0.1679492	0.5010780	0.5881360	0.8806066	0.0168839	0.0042997	1.0000000	1.0000000	0.5917758
450	0.0431252	0.1698671	0.5000071	0.5859232	0.8814495	0.0167456	0.0042971	1.0000000	1.0000000	0.5915635
500	0.0430444	0.1710198	0.4995186	0.5849534	0.8817670	0.0166940	0.0042964	1.0000000	1.0000000	0.5914889
550	0.0461284	0.3242873	0.5027597	0.5887615	0.6313523	0.0298497	0.0217580	1.0000000	1.0000000	0.7311696
600	0.0725119	0.4925890	0.5186418	0.6199465	0.3424645	0.0851897	0.0349536	1.0000000	1.0000000	0.8754893
650	0.1250555	0.5769433	0.5383212	0.6842769	0.1775083	0.0851496	0.0397779	1.0000000	1.0000000	0.9491678
700	0.1788310	0.6038890	0.5556773	0.7621897	0.0989858	0.0561441	0.0412734	1.0000000	1.0000000	0.9805145
750	0.2162840	0.6038807	0.5696217	0.8310678	0.0640791	0.0340990	0.0417081	1.0000000	1.0000000	0.9927970
800	0.2353327	0.5943577	0.5800135	0.8804137	0.0491668	0.0224792	0.0418308	1.0000000	1.0000000	0.9973971
850	0.2412100	0.5833665	0.5871126	0.9109730	0.0429972	0.0171892	0.0418649	1.0000000	1.0000000	0.9990732
900	0.2399005	0.5740358	0.5915701	0.9280328	0.0405101	0.0149592	0.0418743	1.0000000	1.0000000	0.9996733
950	0.2357154	0.5671655	0.5941700	0.9368599	0.0395275	0.0140620	0.0418769	1.0000000	1.0000000	0.9998856
1000	0.2311013	0.5625530	0.5955947	0.9411735	0.0391454	0.0137120	0.0418776	1.0000000	1.0000000	0.9999602

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.2186790	0.5421934	0.7508367	0.9438273	0.0389093	0.0134976	0.0254180	1.0000000	0.8049588	1.0000000
100	0.2114269	0.4831217	0.8700382	0.9349220	0.0389093	0.0134927	0.0129795	1.0000000	0.6040706	1.0000000
150	0.1903640	0.4203581	0.9064929	0.9118928	0.0389094	0.0134886	0.0084320	1.0000000	0.5015138	1.0000000
200	0.1624129	0.3795926	0.9107754	0.8799759	0.0389097	0.0134864	0.0070223	1.0000000	0.4577238	1.0000000
250	0.1374750	0.3590853	0.9076832	0.8504766	0.0389101	0.0134853	0.0066126	1.0000000	0.4404451	1.0000000
300	0.1198137	0.3505839	0.9044681	0.8295180	0.0389104	0.0134849	0.0064969	1.0000000	0.4339083	1.0000000
350	0.1090732	0.3477597	0.9023700	0.8169717	0.0389106	0.0134847	0.0064647	1.0000000	0.4314956	1.0000000
400	0.1032467	0.3471729	0.9011925	0.8102771	0.0389108	0.0134846	0.0064558	1.0000000	0.4306185	1.0000000
450	0.1003807	0.3472873	0.9005817	0.8069808	0.0389108	0.0134846	0.0064534	1.0000000	0.4303027	1.0000000
500	0.0991014	0.3475263	0.9002811	0.8054495	0.0389109	0.0134846	0.0064527	1.0000000	0.4301897	1.0000000
550	0.0987676	0.3586508	0.6788811	0.8167266	0.0389109	0.0134847	0.0229124	1.0000000	0.6251907	1.0000000
600	0.1034783	0.4281033	0.5454462	0.8596465	0.0389109	0.0134860	0.0353509	1.0000000	0.8260645	1.0000000
650	0.1240195	0.5186558	0.5381084	0.8991086	0.0389109	0.0134895	0.0398984	1.0000000	0.9286163	1.0000000
700	0.1593867	0.5719662	0.5603968	0.9229222	0.0389109	0.0134933	0.0413080	1.0000000	0.9724046	1.0000000
750	0.1943633	0.5864743	0.5785013	0.9349968	0.0389106	0.0134960	0.0417178	1.0000000	0.9896826	1.0000000
800	0.2175623	0.5821178	0.5885933	0.9405893	0.0389103	0.0134975	0.0418335	1.0000000	0.9962191	1.0000000
850	0.2279775	0.5733427	0.5934224	0.9430426	0.0389098	0.0134983	0.0418656	1.0000000	0.9986318	1.0000000
900	0.2299861	0.5660220	0.5955491	0.9440808	0.0389094	0.0134987	0.0418745	1.0000000	0.9995089	1.0000000
950	0.2281800	0.5612823	0.5964386	0.9445091	0.0389092	0.0134988	0.0418770	1.0000000	0.9998247	1.0000000
1000	0.2254439	0.5585957	0.5967980	0.9446824	0.0389091	0.0134989	0.0418776	1.0000000	0.9999376	1.0000000

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.2190516	0.5561890	0.5909505	0.9440278	0.0389093	0.0134977	0.0284163	0.8119507	0.8385135	1.0000000
100	0.2193341	0.5621370	0.5565756	0.9376935	0.0389093	0.0134934	0.0261820	0.6426674	0.6721861	1.0000000
150	0.2222456	0.5847786	0.5075493	0.9233995	0.0389093	0.0134909	0.0390260	0.5671922	0.5872730	1.0000000
200	0.2319658	0.6240985	0.4668391	0.9055913	0.0389092	0.0134949	0.0548317	0.5386071	0.5510166	1.0000000
250	0.2505358	0.6683905	0.4410004	0.8901974	0.0389090	0.0135098	0.0661559	0.5284546	0.5367106	1.0000000
300	0.2754235	0.7064782	0.4268247	0.8796900	0.0389086	0.0135330	0.0723547	0.5249542	0.5312984	1.0000000
350	0.3015318	0.7339021	0.4196687	0.8735536	0.0389079	0.0135566	0.0752513	0.5237649	0.5293007	1.0000000
400	0.3245024	0.7513920	0.4162360	0.8703318	0.0389069	0.0135750	0.0764770	0.5233638	0.5285745	1.0000000
450	0.3422565	0.7616261	0.4146455	0.8687631	0.0389058	0.0135870	0.0769630	0.5232291	0.5283130	1.0000000
500	0.3547009	0.7672457	0.4139280	0.8680406	0.0389047	0.0135939	0.0771473	0.5231840	0.5282195	1.0000000
550	0.3627807	0.7696638	0.4238120	0.8734236	0.0389038	0.0136111	0.0932261	0.7112182	0.6896727	1.0000000
600	0.3670631	0.7602481	0.4710273	0.8954414	0.0389031	0.0136423	0.0771348	0.8804964	0.8559883	1.0000000
650	0.3646487	0.7266633	0.5243777	0.9171974	0.0389027	0.0136207	0.0585608	0.9559699	0.9408971	1.0000000
700	0.3511848	0.6786291	0.5607375	0.9310893	0.0389026	0.0135760	0.0486842	0.9845545	0.9771521	1.0000000
750	0.3275510	0.6337079	0.5804407	0.9384594	0.0389029	0.0135404	0.0444678	0.9947068	0.9914576	1.0000000
800	0.2997899	0.6007141	0.5898750	0.9420032	0.0389038	0.0135192	0.0428271	0.9982071	0.9968696	1.0000000
850	0.2741530	0.5798941	0.5940650	0.9436073	0.0389050	0.0135082	0.0422179	0.9993964	0.9988672	1.0000000
900	0.2540217	0.5680438	0.5958358	0.9443038	0.0389062	0.0135030	0.0419978	0.9997974	0.9995934	1.0000000
950	0.2399427	0.5617831	0.5965586	0.9445970	0.0389072	0.0135007	0.0419197	0.9999321	0.9998548	1.0000000
1000	0.2309114	0.5586569	0.5968464	0.9447172	0.0389080	0.0134997	0.0418924	0.9999773	0.9999483	1.0000000

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.2128321	0.4427073	0.5946125	0.9447947	0.0389093	0.0134991	0.0435174	0.8277131	1.0000000	0.8540494
100	0.1787209	0.3168471	0.5803269	0.9447952	0.0389095	0.0135013	0.0547038	0.6726191	1.0000000	0.7032702
150	0.1330922	0.2510449	0.5590390	0.9447953	0.0389099	0.0135156	0.0747391	0.6034702	1.0000000	0.6262956
200	0.0970528	0.2271099	0.5410282	0.9447951	0.0389104	0.0135607	0.0940403	0.5772812	1.0000000	0.5935467
250	0.0750976	0.2231674	0.5297664	0.9447947	0.0389110	0.0136445	0.1068800	0.5679796	1.0000000	0.5807148
300	0.0638377	0.2260764	0.5238887	0.9447942	0.0389116	0.0137469	0.1136803	0.5647726	1.0000000	0.5759091
350	0.0589439	0.2299318	0.5211567	0.9447936	0.0389122	0.0138387	0.1168028	0.5636830	1.0000000	0.5741580
400	0.0572748	0.2328537	0.5199824	0.9447930	0.0389128	0.0139050	0.1181104	0.5633156	1.0000000	0.5735310
450	0.0569930	0.2346573	0.5195047	0.9447923	0.0389133	0.0139462	0.1186256	0.5631922	1.0000000	0.5733092
500	0.0571792	0.2356482	0.5193180	0.9447918	0.0389137	0.0139691	0.1188202	0.5631508	1.0000000	0.5732314
550	0.0608401	0.3614283	0.5241336	0.9447913	0.0389140	0.0139744	0.1089384	0.7354239	1.0000000	0.7191548
600	0.0867946	0.4977004	0.5457624	0.9447909	0.0389141	0.0138981	0.0797368	0.8905132	1.0000000	0.8699246
650	0.1333830	0.5616965	0.5687723	0.9447907	0.0389139	0.0137562	0.0586042	0.9596606	1.0000000	0.9468959
700	0.1778111	0.5781906	0.5835653	0.9447908	0.0389131	0.0136376	0.0484879	0.9858491	1.0000000	0.9796436
750	0.2067983	0.5755853	0.5911582	0.9447912	0.0389121	0.0135661	0.0443492	0.9951505	1.0000000	0.9924751
800	0.2206562	0.5688624	0.5946131	0.9447920	0.0389110	0.0135294	0.0427738	0.9983574	1.0000000	0.9972807
850	0.2249658	0.5632896	0.5960741	0.9447930	0.0389102	0.0135121	0.0421965	0.9994470	1.0000000	0.9990318
900	0.2248344	0.5597553	0.5966623	0.9447939	0.0389097	0.0135045	0.0419897	0.9998144	1.0000000	0.9996587
950	0.2233134	0.5577964	0.5968910	0.9447946	0.0389094	0.0135012	0.0419167	0.9999378	1.0000000	0.9998805
1000	0.2217690	0.5567991	0.5969777	0.9447951	0.0389093	0.0134999	0.0418913	0.9999792	1.0000000	0.9999584

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.3443132	0.5518689	0.5970277	0.9447812	0.0394062	0.1597245	0.0449303	0.7247780	1.0000000	1.0000000
100	0.4885652	0.5472968	0.5970202	0.9439225	0.0467684	0.3247752	0.0758270	0.4770212	1.0000000	1.0000000
150	0.5720941	0.5447635	0.5969145	0.9390752	0.0609944	0.4175695	0.1635513	0.3665584	1.0000000	1.0000000
200	0.6125969	0.5436742	0.5965167	0.9297355	0.0731414	0.4667501	0.2785826	0.3247223	1.0000000	1.0000000
250	0.6307667	0.5434517	0.5957746	0.9192566	0.0813309	0.5209352	0.3685043	0.3098634	1.0000000	1.0000000
300	0.6386238	0.5437859	0.5948552	0.9100133	0.0893362	0.6030294	0.4201755	0.3047404	1.0000000	1.0000000
350	0.6420079	0.5444576	0.5939340	0.9015238	0.1005620	0.6963667	0.4449578	0.3029998	1.0000000	1.0000000
400	0.6435313	0.5452899	0.5930363	0.8921883	0.1149325	0.7832528	0.4556004	0.3024128	1.0000000	1.0000000
450	0.6443029	0.5461891	0.5920816	0.8813691	0.1302054	0.8537639	0.4598582	0.3022157	1.0000000	1.0000000
500	0.6447779	0.5471486	0.5910116	0.8697722	0.1440547	0.9044525	0.4614828	0.3021496	1.0000000	1.0000000
550	0.5190914	0.5522640	0.5898542	0.8584862	0.1616337	0.9270710	0.3855996	0.5773495	1.0000000	1.0000000
600	0.3749666	0.5579641	0.5886371	0.8438532	0.2185635	0.9193084	0.2065254	0.8250989	1.0000000	1.0000000
650	0.2925857	0.5617446	0.5870037	0.8165375	0.3060155	0.8659160	0.1038975	0.9355592	1.0000000	1.0000000
700	0.2536076	0.5644786	0.5843475	0.7800062	0.3690277	0.7507258	0.0631812	0.9773945	1.0000000	1.0000000
750	0.2370356	0.5672232	0.5807930	0.7485607	0.3740003	0.5871487	0.0489345	0.9922531	1.0000000	1.0000000
800	0.2309216	0.5704314	0.5773585	0.7336487	0.3212922	0.4140065	0.0441858	0.9973760	1.0000000	1.0000000
850	0.2295592	0.5737776	0.5752663	0.7403300	0.2375021	0.2588713	0.0426308	0.9991166	1.0000000	1.0000000
900	0.2302668	0.5764395	0.5753267	0.7677165	0.1569153	0.1436352	0.0421239	0.9997035	1.0000000	1.0000000
950	0.2316065	0.5775798	0.5776239	0.8085815	0.0999905	0.0747300	0.0419585	0.9999007	1.0000000	1.0000000
1000	0.2326695	0.5767744	0.5814774	0.8515753	0.0675246	0.0400286	0.0419044	0.9999667	1.0000000	1.0000000

0	0.2191393	0.5559477	0.5970271	0.9447936	0.0389094	0.0134992	0.0418779	1.0000000	1.0000000	1.0000000
50	0.2190532	0.5563056	0.5880080	0.9435839	0.0389093	0.0134990	0.0421119	0.9704777	0.7678440	1.0000000
100	0.2194997	0.5654381	0.5343697	0.9308347	0.0389093	0.0134992	0.0432092	0.9439015	0.5287284	1.0000000
150	0.2240757	0.6019226	0.4555827	0.8919349	0.0389093	0.0135000	0.0444890	0.9320525	0.4066558	1.0000000
200	0.2398904	0.6667440	0.3895406	0.8317578	0.0389092	0.0135012	0.0453751	0.9275648	0.3545328	1.0000000
250	0.2706125	0.7391855	0.3461433	0.7732665	0.0389088	0.0135024	0.0458490	0.9259710	0.3339662	1.0000000
300	0.3115703	0.8002962	0.3200950	0.7309038	0.0389080	0.0135033	0.0460674	0.9254214	0.3261855	1.0000000
350	0.3537586	0.8438472	0.3050139	0.7053776	0.0389065	0.0135040	0.0461592	0.9252347	0.3233136	1.0000000
400	0.3901393	0.8718785	0.2965653	0.6917332	0.0389044	0.0135043	0.0461955	0.9251718	0.3222696	1.0000000
450	0.4178689	0.8887865	0.2920268	0.6850153	0.0389020	0.0135045	0.0462092	0.9251506	0.3218938	1.0000000
500	0.4372304	0.8985259	0.2896995	0.6818974	0.0388999	0.0135046	0.0462143	0.9251435	0.3217593	1.0000000
550	0.4498964	0.9033951	0.3036522	0.7052885	0.0388981	0.0135046	0.0459143	0.9546635	0.5538674	1.0000000
600	0.4570950	0.8930875	0.3807258	0.7909504	0.0388967	0.0135043	0.0446608	0.9812388	0.7929660	1.0000000
650	0.4554751	0.8451210	0.4720368	0.8653264	0.0388958	0.0135033	0.0433764	0.9930876	0.9150326	1.0000000
700	0.4376124	0.7677098	0.5348115	0.9080643	0.0388955	0.0135019	0.0425719	0.9975752	0.9671534	1.0000000
750	0.4021291	0.6912525	0.5687242	0.9288619	0.0388961	0.0135008	0.0421704	0.9991690	0.9877192	1.0000000
800	0.3573965	0.6339413	0.5848744	0.9381568	0.0388978	0.0134999	0.0419938	0.9997185	0.9954997	1.0000000
850	0.3143716	0.5975887	0.5920116	0.9421068	0.0389002	0.0134994	0.0419219	0.9999052	0.9983715	1.0000000
900	0.2798474	0.5769182	0.5950159	0.9437304	0.0389027	0.0134992	0.0418941	0.9999682	0.9994154	1.0000000
950	0.2554511	0.5660333	0.5962383	0.9443818	0.0389050	0.0134990	0.0418837	0.9999893	0.9997913	1.0000000
1000	0.2397369	0.5606191	0.5967233	0.9446380	0.0389066	0.0134990	0.0418800	0.9999964	0.9999257	1.0000000
