YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.0000000	0.3288508	0.6513038	0.6417472	0.0513712	0.1390118	0.7117376	0.2819953	0.1491657	0.8758078
0.7473455	0.0000000	0.5787802	0.7560177	0.0211703	0.1754846	0.7332467	0.0432377	0.1421447	0.6783983
0.1226846	0.7960931	0.0000000	0.7959276	0.0475151	0.1599161	0.8178023	0.2807113	0.1801039	0.8701977
0.1481544	0.7355847	0.0699970	0.0000000	0.0874846	0.2815709	0.7766907	0.3266781	0.2095808	0.8404990
0.3005739	0.3930732	0.5999332	0.8633641	0.0000000	0.0751399	0.7266426	0.1858226	0.0327300	0.7456170
0.3064528	0.4094875	0.4400615	0.6991621	0.0130678	0.0000000	0.7702125	0.2473789	0.0539424	0.8159863
0.3342525	0.3773686	0.5505355	0.6765662	0.3927908	0.6362850	0.0000000	0.1822310	0.4109155	0.8382207
0.2694809	0.3038972	0.5514959	0.8418518	0.0211650	0.1140028	0.7735796	0.0000000	0.1714766	0.9463707
0.3569151	0.3264325	0.5023280	0.7708954	0.0292387	0.2188248	0.8446632	0.2166258	0.0000000	0.7299795
0.3416975	0.3028635	0.5364846	0.6642767	0.0182628	0.1974795	0.6499136	0.3024080	0.4877381	0.0000000
