"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W

0	0.9507038	0.5131895	0.6950779	0.1406200	0.2833539	0.8830816	0.2487847	0.3642430	0.1914176	1.0000000
50	0.9507962	0.5131770	0.6946681	0.4531283	0.2832758	0.8830592	0.2484555	0.3735060	0.1914082	1.0000000
100	0.9545200	0.5130708	0.6945749	0.7404704	0.2834364	0.8822906	0.2336522	0.4829742	0.1909910	1.0000000
150	0.9659684	0.5105229	0.6949019	0.8753501	0.2836114	0.8724856	0.1836684	0.6481930	0.1896228	1.0000000
200	0.9776069	0.4930362	0.6955985	0.9305044	0.2842705	0.8342547	0.1274826	0.7688236	0.1880775	1.0000000
250	0.9843435	0.4372979	0.6982927	0.9520663	0.2867191	0.7561610	0.0872966	0.8365025	0.1869392	1.0000000
300	0.9828473	0.3359173	0.7061946	0.9604047	0.2923155	0.6553528	0.0637815	0.8702668	0.1862487	1.0000000
350	0.9486880	0.2233271	0.7221812	0.9637133	0.3020358	0.5599957	0.0513406	0.8861210	0.1858710	1.0000000
400	0.7769686	0.1386596	0.7472260	0.9651909	0.3164414	0.4834366	0.0451163	0.8933245	0.1856767	1.0000000
450	0.4924519	0.0892059	0.7798688	0.9660775	0.3358077	0.4246832	0.0421051	0.8965569	0.1855806	1.0000000
500	0.2825779	0.0639698	0.8169632	0.9668576	0.3607084	0.3783711	0.0406789	0.8980327	0.1855344	1.0000000
550	0.1738673	0.0517576	0.8550534	0.6844833	0.3921556	0.3402880	0.0400474	0.8879696	0.1855131	1.0000000
600	0.1254432	0.0458639	0.8908410	0.4380568	0.4306194	0.3084585	0.0409389	0.7993308	0.1855252	1.0000000
650	0.1053558	0.0429667	0.9213337	0.3425912	0.4743335	0.2839023	0.0476853	0.6509592	0.1856553	1.0000000
700	0.0973183	0.0415527	0.9444306	0.3269671	0.5155202	0.2736341	0.0656304	0.5348880	0.1860318	1.0000000
750	0.0941676	0.0410198	0.9590027	0.3414049	0.5337630	0.2929530	0.0940416	0.4733670	0.1866850	1.0000000
