"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
800	0.0293866	0.0480545	0.0210181	0.4704706	0.3656003	0.6951819	0.7146793	0.5959406	0.0297193	0.0734250
850	0.0286103	0.1066737	0.0453286	0.4484068	0.3436223	0.6925971	0.7286230	0.7092958	0.0581687	0.0551932
900	0.0346511	0.0682327	0.0378017	0.4185274	0.3766186	0.6591203	0.7156270	0.7087028	0.0430468	0.0385112
950	0.0676014	0.0515428	0.0614922	0.4809079	0.3442778	0.6392947	0.8807773	0.7147508	0.0339839	0.0389106
1000	0.0204506	0.0611751	0.0425798	0.5069201	0.3407058	0.5639222	0.5949691	0.7197188	0.0426098	0.0770135

0	0.0412018	0.0764065	0.0429677	0.3565886	0.4182918	0.7258122	0.7141142	0.7264605	0.0342955	0.0454955
50	0.0165614	0.0504401	0.0373644	0.4600151	0.3853945	0.6824263	0.8882542	0.6102459	0.3420403	0.3798985
100	0.0210216	0.0482896	0.0293983	0.5085802	0.4167770	0.7602052	0.7232386	0.7466142	0.6275119	0.5082242
150	0.0196460	0.0637440	0.0275294	0.5642954	0.2988740	0.7091806	0.7491017	0.7701206	0.7571584	0.4167687
200	0.0738543	0.0254160	0.0396346	0.4405685	0.2794417	0.6767413	0.7519354	0.7476357	0.7599417	0.5447899
250	0.0229752	0.0397906	0.0203958	0.4359278	0.4302085	0.6899017	0.7164984	0.7052600	0.7228331	0.6199867
300	0.0409884	0.0424585	0.0465058	0.4722263	0.2515734	0.7325413	0.6767623	0.7068614	0.7414872	0.4778218
350	0.0243517	0.0148075	0.0285823	0.5537097	0.2412720	0.6654914	0.6991623	0.6351934	0.7281122	0.4944168
400	0.0178784	0.0367090	0.0684391	0.4177686	0.3544629	0.7110118	0.7097574	0.5876103	0.5868810	0.4901339
450	0.0185178	0.0361619	0.0224575	0.5088840	0.2203335	0.6660229	0.6408833	0.7440461	0.7057582	0.5839011
500	0.0126413	0.0170570	0.0444922	0.4747404	0.3246146	0.6626869	0.7008057	0.8116897	0.6326767	0.5493443
550	0.0324755	0.0717092	0.0420571	0.4348019	0.3380043	0.5784049	0.6200202	0.7528781	0.7144427	0.2002326
600	0.0094225	0.0455623	0.0240257	0.5260035	0.2891756	0.5734911	0.6454174	0.8222599	0.6486873	0.1397561
650	0.0148426	0.0602732	0.0263957	0.5362174	0.3546762	0.6314354	0.7609503	0.5524767	0.2261173	0.1038319
700	0.0120366	0.0352721	0.0596987	0.4990165	0.4299817	0.7561340	0.6204133	0.7120116	0.1092405	0.0828017
750	0.0049438	0.0540377	0.0195162	0.6302213	0.3927745	0.6915684	0.6823793	0.7861587	0.1013570	0.1318155
800	0.0230621	0.0599936	0.0218281	0.4496537	0.3225756	0.6976596	0.6733471	0.6337027	0.0728917	0.0493710
850	0.0343874	0.0683276	0.0371903	0.4533461	0.3021388	0.6758012	0.8846890	0.6940916	0.0248682	0.0523121
900	0.0374464	0.0451390	0.0198854	0.4320538	0.2455842	0.6815825	0.6648711	0.6952233	0.0496264	0.0472907
950	0.0398748	0.0705042	0.0228437	0.4431889	0.3068300	0.7153978	0.7848360	0.7287796	0.0562061	0.0545894
1000	0.0282556	0.0600306	0.0388472	0.4943178	0.3774266	0.7443021	1.0000000	0.6496267	0.0341856	0.0452216

0	0.0139421	0.0724336	0.0387034	0.4316676	0.4409812	0.7631416	0.5866214	0.7187511	0.0474373	0.0656942
50	0.0246665	0.0562949	0.0597370	0.4433861	0.3482416	0.6341079	0.3418091	0.6670777	0.0402785	0.0555992
100	0.0472305	0.0839408	0.0355835	0.5056147	0.2780280	0.3758095	0.1685397	0.7113518	0.0215813	0.0573215
150	0.0394834	0.0389691	0.0515354	0.4560113	0.1387044	0.2535093	0.2486625	0.6246243	0.0293940	0.0618672
200	0.0397829	0.0293079	0.0435534	0.4492609	0.0503224	0.1707154	0.2338036	0.8533937	0.0472108	0.0522421
250	0.0264203	0.0436445	0.0260606	0.4675893	0.0163448	0.1242612	0.2620639	0.6227182	0.0222942	0.0640263
300	0.0105105	0.0460956	0.0357533	0.5644904	0.0078656	0.1152012	0.1888714	0.7514462	0.0399303	0.0731335
350	0.0416627	0.0675419	0.0122380	0.6597875	0.0103468	0.1563163	0.3032489	0.7890328	0.0392264	0.0909409
400	0.0362410	0.0322068	0.0274649	0.7217600	0.0207817	0.1737658	0.2279063	0.7587761	0.0439052	0.0856650
450	0.0354547	0.0429851	0.0399436	0.6679171	0.0133759	0.2380359	0.1921050	0.7325670	0.0407054	0.0692521
500	0.0279063	0.0365002	0.0223425	0.6568673	0.0188090	0.1783291	0.2994873	0.7589408	0.0382808	0.0805731
550	0.0287894	0.0340487	0.0095653	0.6500400	0.0220108	0.2768141	0.5908032	0.7007577	0.0534427	0.0811498
600	0.0343088	0.0567359	0.0052557	0.6368393	0.0403262	0.5989269	0.7021977	0.6267663	0.0233989	0.0510253
650	0.0352056	0.0557030	0.0179926	0.6386118	0.0540495	0.7450410	0.7406366	0.6706825	0.0352508	0.1142411
700	0.0142627	0.0538420	0.0310030	0.6554176	0.2507287	0.7152486	0.8284598	0.7536230	0.0425934	0.0499438
750	0.0205315	0.0325806	0.0146675	0.6050866	0.3233206	0.5996520	0.6381501	0.6951351	0.0109004	0.0898210
800	0.0109137	0.0489887	0.0128785	0.4486801	0.4439914	0.6371252	0.7024693	0.9028983	0.0232393	0.1089429
850	0.0130306	0.0772373	0.0473314	0.4520811	0.3487275	0.6323881	0.7656330	0.7667819	0.0429546	0.0628472
900	0.0122244	0.0393535	0.0593789	0.5751224	0.4556803	0.7080162	0.7242260	0.5752499	0.0450469	0.0848696
950	0.0129965	0.0658541	0.0522565	0.3909917	0.4156860	0.8417462	0.6297290	0.7013498	0.0467744	0.0677984
1000	0.0112475	0.0816990	0.0777359	0.4289589	0.3509162	0.7161122	0.6344133	0.6873008	0.0395186	0.0621235

0	0.0321202	0.0731874	0.0241656	0.4976191	0.4964219	0.8076995	0.6000398	0.6624205	0.0503405	0.1087188
50	0.0229015	0.0414560	0.0214905	0.2236495	0.4672758	0.6083580	0.7704139	0.6081384	0.0883239	0.0499582
100	0.0377032	0.0633602	0.0862051	0.1563082	0.7921482	0.7440515	0.6005539	0.6919435	0.0329392	0.0995277
150	0.0311146	0.0620873	0.2682393	0.1710606	0.6278839	0.7532454	0.7897445	0.7780916	0.0634556	0.0904236
200	0.0274518	0.1282498	0.3737879	0.1580167	0.6577134	0.7237373	0.6495505	0.6288332	0.0505892	0.0753761
250	0.0441638	0.1264288	0.5057851	0.1046763	0.6349729	0.6617827	0.7046310	0.5960759	0.0278770	0.0845205
300	0.0872429	0.2575115	0.4252639	0.0791940	0.6677963	0.6173378	0.8101013	0.6875758	0.0521243	0.0612867
350	0.1080587	0.2353913	0.4888551	0.0690924	0.7446714	0.6883901	0.6335548	0.6697696	0.0420724	0.0713035
400	0.1576485	0.2916191	0.6120348	0.0624813	0.7641389	0.8592544	0.7835295	0.5844425	0.1066695	0.0743483
450	0.2542070	0.3612845	0.8426482	0.0360305	0.7319894	0.7565100	0.7210003	0.7329457	0.0977031	0.1166965
500	0.2660861	0.3224058	0.7419442	0.0206882	0.6849885	0.7336932	0.7118440	0.5691855	0.0552571	0.0797482
550	0.3806764	0.3120977	0.8205215	0.0395131	0.5802593	0.6925664	0.6587731	0.6551534	0.0336128	0.0689787
600	0.3632093	0.3136858	0.6935813	0.0745257	0.4777703	0.7588663	0.7449837	0.6427041	0.0614291	0.0934175
650	0.4428229	0.4141162	0.6723062	0.0805063	0.5376223	0.7206288	0.7168791	0.7997259	0.0554502	0.1062090
700	0.3429636	0.3750109	0.5983132	0.0754696	0.4908657	0.6618308	0.6173941	0.6981603	0.0594658	0.0994590
750	0.4718188	0.4202706	0.5982550	0.0554777	0.5146789	0.7669775	0.7895965	0.6898226	0.0567979	0.1062640
800	0.3332539	0.4240325	0.6653403	0.0695315	0.3948947	0.6895699	0.6756031	0.7314006	0.0538801	0.0569102
850	0.3764268	0.3742973	0.6499989	0.0405097	0.3690520	0.6642401	0.6065882	0.5547075	0.0425693	0.0808958
900	0.3685504	0.3398267	0.6790465	0.0412766	0.3251677	0.6374988	0.5853294	0.6839891	0.0461534	0.0844731
950	0.4071602	0.3731691	0.6949374	0.0272635	0.2714478	0.7878322	0.5752438	0.6741625	0.0601561	0.0900036
1000	0.3693433	0.3253412	0.6690276	0.0594755	0.3054334	0.7085853	0.6189223	0.6614324	0.0432635	0.1188866

0	0.0208803	0.0643219	0.0645558	0.4524985	0.4483077	0.6192518	0.6881121	0.6429499	0.0440942	0.0677143
50	0.0236998	0.0548660	0.0230183	0.5128265	0.4210052	0.7120142	0.7245575	0.7316804	0.0438943	0.0578091
100	0.0222032	0.0374144	0.0148134	0.4372349	0.3870056	0.6479623	0.7758168	0.7353174	0.0282130	0.0674385
150	0.0524371	0.0694648	0.0179438	0.3934785	0.4365084	0.6189149	0.7030690	0.6975185	0.0287780	0.0584777
200	0.0335145	0.0476056	0.0287823	0.3404614	0.4413732	0.4867589	0.5965255	0.7451038	0.0265768	0.0756461
250	0.0314691	0.1386402	0.0312372	0.3515576	0.2885469	0.7163468	0.6466748	0.7382084	0.0404526	0.0695599
300	0.0221253	0.0312144	0.0267527	0.3699994	0.2712446	0.5944299	0.8212527	0.6539904	0.0188623	0.1031669
350	0.0374841	0.0398784	0.0548687	0.4664568	0.2718902	0.5924141	0.8184640	0.7764276	0.0260608	0.0667891
400	0.0217896	0.0952601	0.0539391	0.4163589	0.2660509	0.6926429	0.6283923	0.8153443	0.0314637	0.0501057
450	0.0218071	0.0669814	0.0373232	0.3615632	0.3122430	0.6601240	0.6471050	0.7118188	0.0426697	0.0485795
500	0.0243804	0.0745961	0.0386580	0.4709839	0.3897088	0.6843464	0.8268581	0.6969598	0.0211499	0.0801723
550	0.0456944	0.0273559	0.0331953	0.4704495	0.3343468	0.7374696	0.8440113	0.7379326	0.0467194	0.0847413
600	0.0357365	0.0794880	0.0465728	0.4630949	0.3757553	0.7628005	0.6716098	0.8247077	0.0572859	0.0626483
650	0.0103025	0.0303921	0.0526095	0.4625668	0.3772885	0.7018681	0.7057760	0.6162882	0.0383959	0.0655162
700	0.0481866	0.0329793	0.0142015	0.4789986	0.2573084	0.6209822	0.7236683	0.8054421	0.0236574	0.0337446
750	0.0496944	0.0592208	0.1009516	0.5981133	0.4588344	0.7941282	0.6413509	0.6211019	0.0265193	0.0547040
800	0.0383131	0.0674557	0.0293244	0.5257794	0.3781374	0.5793434	0.6421254	0.7729367	0.0252683	0.0535588
850	0.0254425	0.0585700	0.0367819	0.4273982	0.3205223	0.6458894	0.6023182	0.8348521	0.0639986	0.0608364
900	0.0141409	0.0568931	0.0336794	0.5289936	0.2625855	0.6337869	0.6863383	0.6829756	0.0254118	0.0700884
950	0.0395762	0.0422926	0.0228267	0.5170183	0.3155502	0.7544465	0.6712079	0.7417123	0.0475566	0.0726775
1000	0.0288884	0.0750475	0.0354800	0.4312867	0.3306166	0.6849796	0.8017958	0.6600661	0.0185727	0.0426758

0	0.0118958	0.0941209	0.0211407	0.4750682	0.4153915	0.8769601	0.5671466	0.6117233	0.0275239	0.0543595
50	0.2587777	0.0576367	0.0300639	0.4035248	0.3486566	0.7224649	0.8149052	0.7086944	0.1334488	0.4692931
100	0.2795878	0.0548273	0.0257168	0.5215591	0.3514144	0.6291546	0.7670773	0.6474050	0.4677318	0.5548915
150	0.4314527	0.0364706	0.0147270	0.5511819	0.3892833	0.7027565	0.8091070	0.5944352	0.6110979	0.5721883
200	0.3417925	0.0944472	0.0080220	0.5228132	0.3879879	0.6685063	0.7235721	0.6258049	0.6376561	0.4406865
250	0.3985107	0.0460071	0.0120524	0.5505369	0.4538278	0.5659684	0.6775052	0.5980252	0.7033301	0.5201893
300	0.3463269	0.0535591	0.0078153	0.3874203	0.3853215	0.7464886	0.6206389	0.7306359	0.6217002	0.4214327
350	0.3648100	0.0729293	0.0619440	0.5013565	0.3937804	0.6403608	0.7272640	0.6061576	0.6331120	0.5949585
400	0.4407338	0.1065816	0.0251652	0.3750842	0.4246413	0.6348753	0.6869129	0.6582121	0.6063128	0.5035502
450	0.4262615	0.1241533	0.0247157	0.4427520	0.3906422	0.6907579	0.7560753	0.6565696	0.6324903	0.5341166
500	0.3691942	0.0765056	0.0095213	0.5365336	0.2889628	0.7109652	0.7338678	0.7151653	0.6791516	0.5890632
550	0.1981794	0.0484503	0.0123231	0.5759105	0.3108891	0.7209956	0.7031737	0.7653155	0.6349959	0.1760731
600	0.0684447	0.0585711	0.0142496	0.4836167	0.4759094	0.6433419	0.7685435	0.7948986	0.5342626	0.0893466
650	0.0486021	0.0545221	0.0389813	0.4102527	0.4097122	0.5865788	0.5476832	0.8495297	0.2914052	0.0762500
700	0.0242466	0.0500137	0.0470048	0.3953554	0.5916841	0.6344378	0.6368810	0.6692646	0.1120523	0.0706343
750	0.0276565	0.0238967	0.0367251	0.5016862	0.3989468	0.5070357	0.7745773	0.7263206	0.0560123	0.1192633
800	0.0298685	0.0324819	0.0155953	0.5001248	0.3737078	0.7155863	0.6958452	0.7114522	0.0446372	0.0916603
850	0.0214628	0.0589031	0.0370144	0.4991195	0.3924864	0.7298502	0.5996338	0.6156264	0.0422594	0.0746061
900	0.0330270	0.0641649	0.0441016	0.5328444	0.3845005	0.5070995	0.7857427	0.7714629	0.0356096	0.0616106
950	0.0234342	0.0691260	0.0319596	0.5248646	0.3597373	0.6611083	0.7483519	0.6178866	0.0426646	0.0636834
1000	0.0334359	0.0325352	0.0195819	0.3996879	0.4084183	0.6753080	0.8479364	0.6812032	0.0431714	0.0648543

0	0.0088385	0.0712991	0.0284893	0.5149951	0.4698021	0.6196966	0.8288418	0.6867525	0.0736623	0.0644522
50	0.0254400	0.0502536	0.0126710	0.4473372	0.2498872	0.7298304	0.7755249	0.3125675	0.0457624	0.0743806
100	0.0178231	0.0522756	0.0098525	0.5327604	0.3370359	0.7045293	0.5501031	0.1611910	0.0544828	0.0725323
150	0.0252676	0.0660523	0.0118563	0.4638197	0.4242652	0.6513356	0.7760535	0.0975439	0.0547622	0.0710488
200	0.0340180	0.1031677	0.0038688	0.4827871	0.5224457	0.7966653	0.6888608	0.0910068	0.0279252	0.0696143
250	0.0213169	0.0809450	0.0043197	0.4676767	0.5448462	0.7083636	0.9190698	0.0936167	0.0486418	0.0534517
300	0.0364473	0.0512122	0.0040194	0.4983380	0.5052254	0.6284504	0.7921390	0.1070260	0.0283070	0.0666749
350	0.0168048	0.0538412	0.0247338	0.5253005	0.5080127	0.7222766	0.6248972	0.0877743	0.0331131	0.0543517
400	0.0129055	0.0647687	0.0120943	0.4248722	0.4783346	0.7510381	0.6992706	0.0823849	0.0436495	0.0905965
450	0.0126429	0.0611186	0.0061141	0.4065915	0.5218190	0.7134187	0.6543428	0.1102917	0.0629354	0.0697701
500	0.0206694	0.0388376	0.0113565	0.4993531	0.3465170	0.6725546	0.5519917	0.0777777	0.0580690	0.1032904
550	0.0160564	0.0533921	0.0364811	0.4783070	0.3359628	0.4924923	0.7196929	0.4302965	0.0525008	0.0757242
600	0.0640699	0.0417228	0.0146801	0.5336739	0.3539503	0.5807503	0.6655001	0.7154780	0.0253817	0.0579412
650	0.0165704	0.0480158	0.0211614	0.5127137	0.4711898	0.6005336	0.7751859	0.7496756	0.0549879	0.0949804
700	0.0230760	0.0852408	0.0346336	0.5354982	0.4519999	0.6891006	0.6985771	0.6721314	0.0717176	0.0857105
750	0.0142542	0.0598860	0.0310213	0.5896742	0.3603417	0.7154076	0.5101963	0.6843432	0.0689150	0.0596515
800	0.0078874	0.0803612	0.0240003	0.5069697	0.2852132	0.6221922	0.6490735	0.7060495	0.0608085	0.0740979
850	0.0192985	0.0726067	0.0413185	0.5080721	0.3186956	0.6924456	0.5749681	0.7240845	0.0577203	0.0810762
900	0.0592922	0.0831390	0.0443717	0.4212787	0.2287076	0.5968812	0.6348111	0.5874648	0.0249389	0.0661579
950	0.0190290	0.0517604	0.0346629	0.5102888	0.3154126	0.6853149	0.5231343	0.6866683	0.0583811	0.0901854
1000	0.0215421	0.0658775	0.0159150	0.4513289	0.2811742	0.5680859	0.7739674	0.7597395	0.0524925	0.0609959
